SID	tai_cnnPC1	tai_cnnPC2	tai_cnnPC3	tai_cnnPC4	tai_cnnPC5	tai_cnnPC6	tai_cnnPC7	tai_cnnPC8	tai_cnnPC9	tai_cnnPC10
TE0001375	12.395459	-40.04002	-10.059349	-7.7906237	47.321465	-30.672375	12.564657	14.133097	26.371264	-10.551808
TE0001376	35.12181	-8.67944	-15.764081	24.690186	10.917381	0.31713086	26.753483	-26.201092	-12.374597	-14.6889715
TE0001377	-8.381363	-4.76587	-19.356668	3.56819	-13.972174	13.64804	-24.09439	-13.508998	19.710846	-1.6057283
TE0001378	67.61685	18.38631	-6.71194	24.497658	25.422302	-19.790241	21.99961	-2.731055	17.6351	21.287706
TE0001379	10.332221	-34.175735	14.42534	-26.130604	26.861887	-2.2525566	-1.0632693	10.606798	-4.028563	14.396392
TE0001380	17.57463	-24.115582	-51.54674	34.37745	0.32935163	11.434119	11.348738	4.0305843	20.870983	-5.9698415
TE0001381	-21.665337	-18.46603	-43.20903	19.431147	27.510044	-3.1567554	-9.467962	0.98881936	21.27202	-5.3898654
TE0001382	8.42781	-0.29593784	-33.998474	19.592001	26.789213	22.936935	6.791165	-15.603951	-4.8985076	1.6837113
TE0001383	18.328733	-6.8442345	15.6994915	-8.618152	-1.6998657	6.1640253	-14.568121	-17.196407	-15.104069	-13.452346
TE0001384	8.09837	-6.3361692	1.839162	19.263788	25.712393	14.945052	11.363535	-15.620988	-10.412443	-17.14659
TE0001385	-54.955208	-8.344937	9.814741	13.629012	-18.117321	-2.8568916	-3.2256997	6.9340577	3.5428855	-9.445566
TE0001386	-0.19620769	-37.609848	10.237797	10.749631	10.795449	6.8622317	-0.9954082	-43.50112	17.496788	-28.214533
TE0001387	-5.658948	-7.134143	-4.7142377	-5.257808	-23.261955	-16.037704	7.8634524	1.0249329	0.6399314	1.2019763
TE0001388	16.814598	-31.258009	8.618727	-18.296469	35.091415	-2.4995978	-38.354313	-1.5838263	11.358843	-0.24609639
TE0001389	-2.869329	-31.427471	23.13215	-2.4199717	24.021597	8.844634	-12.181802	8.162968	-6.246511	-13.554106
TE0001390	-29.707554	-21.867216	22.630064	-20.730562	3.6256557	-8.244594	11.292792	11.094264	5.6023912	-13.262231
TE0001391	28.693417	-1.3948258	30.979206	36.084866	-5.7424474	10.492658	-7.369007	7.3737717	-20.288097	9.552211
TE0001392	-25.879614	-47.294193	-5.3487782	-6.694604	-23.639824	1.6305585	-5.672306	22.316732	-4.4214463	2.7542434
TE0001393	-38.04268	-28.095009	-2.5848706	-6.9731236	-6.4268303	7.104587	3.4979546	13.618471	0.92050153	1.1549892
TE0001394	-18.37887	-21.869967	-13.913041	5.8999333	-9.12564	27.376236	-10.673518	19.382498	17.132124	10.820829
TE0001395	4.704188	-38.54108	7.632957	-0.7107529	19.57807	9.368797	-21.253307	-1.8033934	-7.5010295	-3.197236
TE0001396	0.077657886	-40.496235	-12.379056	-5.561498	-9.958241	30.501162	21.608114	-10.775417	-1.8355497	-5.8138504
TE0001397	14.957663	-9.262126	-27.123047	26.364326	18.865705	10.461614	27.094286	6.498248	11.565628	-1.2829467
TE0001398	11.194944	-38.84401	-4.813683	1.2401173	3.7376742	30.61461	-2.4980786	14.573788	-12.298142	-8.1068
TE0001399	-34.011753	-1.1331128	8.400886	5.821637	-16.195805	1.0550985	-1.2309457	1.5083501	5.685568	-6.1022835
TE0001400	-19.228737	-7.7510886	13.43949	2.8475757	6.1023464	29.087032	-29.22092	-7.0916476	30.361746	-16.850506
TE0001401	40.307343	-16.187899	-15.987341	15.063132	31.274601	-27.716595	1.9102371	-2.0747707	-5.372265	12.120464
TE0001402	-24.759092	-17.194538	-10.813861	-23.414618	-28.82245	37.454594	-1.5234658	23.241564	6.783966	-0.75279623
TE0001403	-50.283245	-12.880649	-9.778108	10.224194	-3.7285357	15.247083	-7.9665256	-0.7081313	18.006897	23.057175
TE0001404	16.648527	-20.873323	-18.750694	-6.2218914	-9.352108	-30.060272	-13.686445	-9.481352	-11.9330225	11.262469
TE0001405	-24.16599	6.721009	20.01259	18.406633	-8.428867	-5.5178757	-25.70595	9.862921	14.033109	-13.085832
TE0001406	35.254726	20.860558	14.734026	9.089776	24.80549	22.618845	-25.157171	12.082562	16.943281	-12.378227
TE0001407	-0.6922731	-33.63724	-4.877256	-15.528553	12.592703	29.448202	-6.213196	26.375504	-1.5996747	-4.030586
TE0001408	-33.398678	19.011814	21.634207	-11.598612	10.784669	-13.147076	-2.15271	-7.8195133	-12.327739	-0.046164956
TE0001409	33.587822	57.52587	-33.920963	-18.20099	22.073399	14.622731	7.2527146	13.914872	15.494791	-6.1105313
TE0001410	20.625362	18.942575	-6.5617633	-20.116692	-14.524056	36.391968	-3.452142	-1.844527	17.243286	6.9643965
TE0001411	13.335808	-40.393078	-10.751409	-19.495998	-3.1454673	11.461932	-31.14161	-11.93619	3.3809984	-13.614728
TE0001412	57.7751	-35.797657	-21.397705	-47.817436	7.262021	28.542467	2.1903622	0.03878163	12.126062	8.522048
TE0001413	13.959219	-30.88241	-9.9670105	-29.272223	9.078731	1.4462079	-9.477626	-3.0848174	6.156778	11.217344
TE0001414	-18.757872	-23.292624	-3.7871525	-2.7056222	-23.524338	0.73229736	-1.0044235	10.552399	-0.6252227	-23.654688
TE0001415	4.158682	22.18707	-0.9047352	16.944473	-26.679152	5.7991447	7.9316607	-0.34833637	-3.412466	-15.877076
TE0001416	31.395918	29.380226	-32.303993	-8.463056	-13.148964	-1.5677171	-2.165997	-20.576937	19.94978	2.2704246
TE0001417	21.383453	35.594364	-18.160297	3.8030677	42.16208	0.48771983	10.305824	4.8753614	10.126772	34.929577
TE0001418	-39.88181	-3.040066	-23.802076	-20.744118	-7.6301117	25.12636	-9.362399	23.908518	9.1269455	14.659776
TE0001419	1.5743202	-19.66821	-16.845726	19.039248	13.163217	18.848526	-4.288772	5.4649835	-11.204204	23.27973
TE0001420	-28.740856	20.571754	6.1023517	-1.4183688	-15.514831	-33.463905	-24.28879	4.6986103	-5.3925753	-4.5881724
TE0001421	3.0452635	73.26852	-46.40826	-32.165077	16.283937	1.1494513	-13.598642	0.04754613	5.607448	10.490254
TE0001422	0.4842533	2.8811345	-30.396547	-2.9374852	-12.705696	24.05129	17.128094	-12.706377	-0.8717766	-2.152072
TE0001423	-36.692924	7.8640723	-25.318645	-8.43763	-11.213711	31.560194	5.0094056	11.921778	0.50297135	16.310057
TE0001424	-7.450257	-16.387241	-4.841449	10.20764	1.8828205	19.496435	-1.9396952	12.352985	0.30323404	5.017458
TE0001425	-1.1529431	-28.839281	-8.963548	11.615636	-14.456096	7.9252987	0.18392831	17.810625	0.7583954	-4.0811667
TE0001426	-5.774584	-48.74516	-10.736409	6.332454	2.7696998	0.27449515	-27.315226	15.105173	7.3525534	-1.4347781
TE0001427	-1.0800803	-46.22342	-1.3443145	-12.927951	5.813514	10.737434	-12.55082	7.5162573	-0.31631547	5.9542465
TE0001428	27.103123	-24.529446	3.0430093	-11.884575	30.444086	-21.547527	27.051615	1.9815205	-7.23308	-22.235756
TE0001429	16.519735	-22.821438	-23.11071	17.496473	-8.425772	5.9203696	10.037397	-14.870821	-3.2587929	3.9638827
TE0001430	8.544507	-32.721287	-15.436176	-15.1266575	-21.979883	-6.82692	-8.752493	27.440804	-3.9735978	12.511052
TE0001431	29.72032	-13.4976635	-17.235662	-7.623405	13.209998	9.903254	-14.508404	10.354905	26.564281	4.8671184
TE0001432	-25.8758	18.297852	-2.8913853	-0.08030507	-28.254145	-4.9402285	-19.895182	16.539246	-3.6188915	-15.353425
TE0001433	56.198837	20.995298	11.975126	23.96149	-5.202876	-0.5810291	33.803513	8.284693	-6.1758337	-14.278132
TE0001434	3.0998843	66.68095	7.75338	-9.495857	49.056786	0.5142207	-26.543818	7.6852427	0.47179854	20.153376
TE0001435	2.395748	-22.230066	3.5931752	-6.982728	-10.883417	4.280926	1.1252216	-14.063194	4.2685056	30.543758
TE0001436	-47.280365	-58.17463	-24.010843	-2.8711755	-10.389346	4.884783	-5.5562115	7.786494	2.5963175	0.68824285
TE0001437	50.04523	19.92227	-10.86241	49.415955	6.309826	-20.26826	-9.646489	15.163653	9.013366	-2.31982
TE0001438	61.236744	27.744516	17.116552	-24.859694	-34.69091	14.378978	-22.635687	11.154263	-12.529699	-1.6418298
TE0001439	-59.53655	13.158886	-33.018124	1.5703406	-18.18284	-10.274901	-10.068882	8.388166	-8.508926	-19.445162
TE0001440	69.05747	44.04516	12.216247	29.325068	10.276473	0.60773104	5.6146307	35.72511	-7.8816533	-9.992493
TE0001441	30.095339	8.344579	8.816617	40.564632	-9.205421	5.0819306	17.565582	-14.4761305	-13.881938	4.721527
TE0001442	48.302567	42.190044	-0.16105077	41.92421	-8.941236	-1.3768455	-3.3066626	35.167233	-5.584278	-3.7818775
TE0001443	27.423368	44.863434	-35.7955	-1.6666737	12.3714695	-21.40835	14.326345	-6.138646	8.772837	1.091261
TE0001444	-39.24024	2.0731218	2.0437677	-8.146079	-3.6994586	10.567195	-6.840956	17.894245	5.3085976	-5.880349
TE0001445	-45.19756	0.29705635	-10.100168	-11.799476	0.43777993	-9.699919	-4.0616736	12.9964285	-11.840909	-7.4599624
TE0001446	27.121479	8.572301	33.219242	-38.16487	28.94239	21.52241	12.384964	-0.29843825	1.8186876	-39.588833
TE0001447	-14.028507	32.77951	-4.9972253	-30.45068	-0.13422026	-13.793909	-14.667713	4.7566905	10.139108	-1.1545887
TE0001448	32.101276	-36.23308	-5.4027014	33.63731	9.693324	-17.05824	1.1278589	18.93939	-5.299167	-11.293194
TE0001449	32.381214	11.376681	-19.298853	62.62469	-8.00575	2.2739928	-13.656541	33.276028	7.896363	-18.406986
TE0001450	37.031296	-10.351108	-27.334223	1.0110887	-25.325808	-13.672785	-0.85371685	-2.7931147	1.8012583	-2.9809425
TE0001451	17.102068	2.8533788	-51.48457	17.087687	10.295138	-3.7167542	2.5429087	6.388867	-2.785009	17.286232
TE0001452	40.640408	-13.493165	-27.04394	18.75096	-0.31301996	-18.360125	4.333373	-9.739659	8.246607	0.001300577
TE0001453	-19.767	9.150399	-19.546919	0.925176	-7.402714	-17.86532	8.533152	7.935921	-3.7777197	-2.1094837
TE0001454	-43.423695	31.776972	-14.34786	-19.06117	19.857965	-1.9845964	-14.695554	-0.46826354	6.882708	1.5787977
TE0001455	-8.101882	-59.510838	-13.028453	-1.3620048	-10.447028	24.03768	-19.936256	1.1728965	-4.9185433	-13.435859
TE0001456	48.01675	5.268659	18.268473	-32.385117	13.699512	8.699925	-9.029839	-9.066424	-11.336064	-4.390195
TE0001457	21.325605	20.043798	-50.30093	-23.319115	-21.163523	25.518726	-32.663223	0.38854662	17.333868	8.762408
TE0001458	0.3869212	-23.524107	-8.549509	-10.923302	-2.7086248	-1.0227828	-11.367225	-13.402757	-6.0227876	-16.647316
TE0001459	-27.296633	-28.231838	-9.823652	2.430706	-25.243315	9.332276	-1.700411	-9.696015	-11.185378	11.185874
TE0001460	-7.807261	-0.7704909	38.173855	9.910399	0.8169204	13.714484	-12.374846	-9.118037	25.653114	-5.625849
TE0001461	28.055817	11.242837	-13.720444	33.538914	-3.9443429	-5.530895	13.309212	-10.890366	4.3281784	-13.143156
TE0001462	-35.397846	3.04721	-5.3876677	14.101411	-4.5514326	-20.35617	10.643186	2.5849462	-9.27534	14.0167055
TE0001463	56.58888	51.919456	-17.47281	-19.110943	-22.342497	1.269546	1.8973697	12.739917	-13.2880745	-19.66039
TE0001464	11.647231	-19.982994	-4.5438175	-0.29663408	-6.462998	-7.7454453	-7.9520745	-2.1973736	-18.712828	-0.0717989
TE0001465	-33.2023	-6.586674	34.60367	-7.1980553	-9.586238	-14.859683	-1.8778087	-11.150797	-12.604256	-14.922373
TE0001466	-6.5795565	4.722981	-11.421947	5.3486876	4.4003167	-0.48962265	-14.054589	13.092163	0.66402715	-6.276271
TE0001467	11.492831	-26.736176	26.111362	-24.173582	-46.227684	6.243415	-1.2741185	-4.822487	-10.458339	5.8508534
TE0001468	-48.593678	-3.810125	7.2276974	16.038446	-13.363042	6.221118	8.55455	6.2573924	-23.775461	1.7179799
TE0001469	24.89102	-33.442146	1.1088177	-18.050781	16.719717	8.546812	-15.364694	-1.7243	-10.565534	21.504065
TE0001470	-27.714994	18.355444	21.599958	13.882189	13.7505455	5.1346254	35.153095	-21.199661	15.621334	-15.821704
TE0001471	58.04538	61.941174	-51.92819	-25.632164	9.129499	-21.2349	-10.667458	1.0368928	8.617088	2.0317495
TE0001472	52.294266	10.490716	30.700226	-60.575523	-10.79424	-18.902214	21.834446	-3.6361692	-6.938724	15.133102
TE0001473	27.752775	-16.572908	-25.7118	-4.564185	8.712838	-26.869875	7.7457376	-1.1903099	9.428449	-2.9105353
TE0001474	59.57295	26.425512	-18.48743	-30.184319	-22.777052	-1.7483376	-0.23081458	6.431992	-11.506312	-0.39057922
TE0001475	-18.46932	-18.56919	-18.477655	7.259146	4.096284	11.931889	-7.262027	2.735635	-6.435134	5.899308
TE0001476	13.387764	-41.67682	6.447171	-16.761705	-7.8112545	7.63255	-9.621486	8.783998	-9.478985	8.653602
TE0001477	-4.7095184	-40.565884	-23.839966	28.286486	8.478655	13.19283	-14.746005	-35.351513	7.283854	-21.170563
TE0001478	47.901176	24.381989	-16.127678	15.6266165	-15.467976	-2.1917944	15.8211355	3.4576652	15.826401	-16.904633
TE0001479	-7.9113436	-20.33941	36.607994	-7.6164646	-23.46421	-29.92469	-15.481833	8.379388	6.880948	-10.353119
TE0001480	-18.904217	-47.44645	-10.968434	18.722237	1.8834169	8.378682	-17.938557	-17.428484	-4.4495544	1.1234744
TE0001481	-17.09484	-34.742714	-17.219494	-0.018371388	4.5514436	-4.3466434	-3.7207966	22.228195	-5.512188	-6.450017
TE0001482	-17.9154	-5.293617	-37.18402	-0.54703724	28.305147	-7.3044863	-8.8548155	7.0798364	3.9729073	9.129495
TE0001483	-23.949656	19.494638	-10.739047	-3.2221415	-9.221665	28.900394	20.924353	8.672876	-8.889316	12.564123
TE0001484	15.829195	-7.868346	-31.106226	-5.4456058	-3.9051504	18.726772	21.170803	-32.653755	7.4309664	11.560186
TE0001485	-33.61526	14.831505	45.255234	-5.35867	0.61138004	-7.4941325	-0.648227	2.035695	-4.6552186	-14.552378
TE0001486	10.864841	-30.665422	-0.26504517	-29.470444	6.3073487	-15.091087	27.428495	-19.12643	-15.298427	12.314668
TE0001487	5.0814037	0.4089798	-1.2257727	22.519932	32.228786	29.378874	-5.8169775	-17.31492	-25.301731	33.461338
TE0001488	-11.555444	7.287955	-12.744098	-14.605869	6.1441793	-33.25129	-20.128185	-6.536426	-9.210886	2.136429
TE0001489	43.948345	-61.27417	-0.6994806	-11.725184	12.352688	-26.154621	8.171066	28.19864	1.7154872	22.503052
TE0001490	-40.034904	10.424255	9.418953	-20.303207	14.156562	27.644306	16.666039	-5.677808	20.468702	-2.0742369
TE0001491	-12.932306	-35.924988	18.922525	-35.66585	12.4453	17.652527	2.9730945	19.238811	3.976493	7.1296916
TE0001492	18.954594	23.357822	2.8907568	2.849457	-5.551712	-9.876938	23.070757	-7.7526608	10.597921	10.7816925
TE0001493	-54.20988	-50.136868	-12.233584	19.20252	-6.2911224	-30.099833	-19.495682	-19.750854	2.861818	-16.529188
TE0001494	5.377101	-50.871258	-0.86072934	-9.709087	10.042022	6.227294	-19.730639	25.131647	19.813423	-3.1555576
TE0001495	45.53302	-1.4618672	14.284733	20.727362	-16.386372	-14.166634	7.0490637	15.938631	-6.292899	-7.5642676
TE0001496	7.4028797	-15.897836	-1.0418224	-21.192804	-10.930697	2.1234622	6.201579	-9.519743	-1.8932405	6.259821
TE0001497	-1.0557306	-24.658428	15.199041	-7.1395383	2.5799968	-5.020553	2.8802028	-29.276943	3.099436	18.123146
TE0001498	-18.47219	-17.25827	6.5175533	23.704937	20.67033	5.4504876	-2.4199588	-20.020885	-9.481735	-9.676442
TE0001499	-43.66357	-38.98824	-3.1171086	-0.78132135	-24.340223	14.237443	7.0254235	13.919645	-6.2235913	-15.258786
TE0001500	37.157455	16.63725	6.520158	14.038614	23.844461	16.0439	-23.042418	22.563389	-38.204025	-17.3257
TE0001501	-7.4824295	47.03642	-36.53487	-15.168847	-7.6872563	7.407127	-0.75864935	-23.920437	6.5480285	-4.3787265
TE0001502	49.827164	-15.218546	13.35914	-18.123251	6.861757	-13.905246	0.74437326	-18.32269	-12.636048	-2.096498
TE0001503	7.0405993	-25.118473	12.638586	-26.405699	1.0853024	9.299499	13.574371	-17.8961	5.8756156	-22.440125
TE0001504	7.647244	-63.936707	-9.897752	-19.340069	-4.2058	9.663679	-11.284621	-11.186099	-20.01181	24.32382
TE0001505	53.71446	25.409698	-23.618822	9.910762	-9.28336	27.467758	5.8467655	-21.030016	14.014013	-24.632444
TE0001506	-16.141083	107.080124	5.1269956	1.5342	-11.413282	-51.04741	-30.403591	16.176538	11.127191	-4.4005556
TE0001507	-7.9383364	55.926548	-26.657793	0.7059688	-31.309986	-27.205202	-10.530125	4.6702123	17.581907	5.722695
TE0001508	35.750984	-11.965163	6.174253	12.772678	21.027376	-3.2556965	21.590769	-8.803572	8.576907	-3.7034411
TE0001509	12.567006	-8.9066	-43.50447	-12.456238	-4.1888213	-4.179402	-26.68249	0.8888071	4.997457	24.182623
TE0001510	10.727038	-50.33168	-9.982755	-15.785413	-28.788023	-18.12914	-12.962823	2.0364554	0.55846775	11.609698
TE0001511	45.0806	13.844161	-5.4097557	7.7506633	-7.2911057	12.337483	17.526993	-8.900006	15.770943	-6.951743
TE0001512	-3.8724163	-18.492105	-20.31751	-25.155918	37.77652	25.917162	11.116063	-10.75258	11.180663	0.27239686
TE0001513	69.8102	-28.004913	0.6156993	-17.138021	-3.6993449	4.4050145	8.404912	17.371271	7.567837	31.358524
TE0001514	-14.8092375	-4.835604	-19.289633	-20.00046	-5.445555	5.060049	-14.754391	21.771503	8.596359	7.271047
TE0001515	17.047073	-37.59253	8.680286	-7.174376	-4.355013	16.400257	-20.506844	54.981785	15.341161	-2.9323547
TE0001516	28.459822	-12.337601	-2.3015106	35.20497	-9.31178	3.6550362	-6.079971	-21.955347	14.419467	-12.606915
TE0001517	64.49683	-2.2732968	69.2246	19.867905	-2.0108178	2.7841904	-8.987141	10.375855	-6.37172	10.768856
TE0001518	-31.86477	-10.766876	24.05444	-5.6274486	-10.261512	-6.227372	-19.02122	6.938974	-0.9815308	3.3555305
TE0001519	1.0642655	-55.319794	-22.618528	-15.451625	-4.130487	-3.7143617	-1.9406891	0.87125903	1.1496608	1.9215335
TE0001520	-46.33006	18.81245	33.392258	7.34755	48.041183	-10.257882	-9.227629	10.948821	13.331323	-34.085464
TE0001521	-45.277596	17.041508	14.151765	-10.526201	12.726798	23.368073	9.926881	17.17411	-3.9016027	13.675655
TE0001522	-27.41583	-40.412228	1.1261332	14.6049595	-8.627	3.4250686	-10.36193	7.3461437	-0.897019	-24.857805
TE0001523	23.506586	9.2894945	-6.678564	-9.541442	-3.8979008	-15.594621	-22.10975	-21.658585	-10.502152	-4.9169393
TE0001524	-17.233042	-6.2026057	-20.337893	-10.130891	0.093669556	5.388156	-7.3556504	20.217903	7.961937	7.6441517
TE0001525	36.81723	24.97013	-48.193012	47.016796	-27.266645	15.211821	12.3328905	-5.25298	2.074483	-11.509289
TE0001526	-7.2836614	-18.606619	-11.355873	13.840928	-0.768931	-16.545462	-13.244439	-14.439686	5.7936306	6.3094897
TE0001527	-28.24989	-17.386917	-15.542587	5.0051794	-13.137985	28.089132	-12.840835	2.080103	-1.7113318	6.2038903
TE0001528	20.966686	-16.624205	-24.973404	-21.293207	0.67208534	-35.140194	-10.206011	4.5713935	1.3468885	10.195678
TE0001529	23.895853	-49.96821	-9.999094	-16.185669	-5.5792046	-1.8144373	-31.273048	-2.451393	-1.663745	-15.40766
TE0001530	35.11425	6.5696707	-16.156889	23.83739	-1.8798121	16.057007	-13.782187	8.982424	-14.382625	-11.65473
TE0001531	25.001835	-43.755844	-21.939337	2.243533	2.3435297	-11.240411	-2.14879	-8.139496	12.192631	14.978591
TE0001532	39.101395	-1.195941	-4.804416	-10.777938	-6.7939086	-14.060397	0.5868347	-39.68169	24.184013	11.237146
TE0001533	36.81276	20.18439	1.6133343	11.081083	14.455507	17.148169	-0.91224825	-20.88173	-11.97061	-0.52999574
TE0001534	34.513428	-10.472796	23.96749	6.452789	29.882378	28.082682	-4.2686563	15.63754	-30.422617	1.4808931
TE0001535	4.4984107	1.893541	-11.320073	16.401314	-2.7726543	10.391819	10.306772	-4.5092177	-28.83758	18.429499
TE0001536	64.98309	-3.9359121	13.816194	-13.152492	28.465836	3.0178568	9.0214815	5.537738	5.2547245	32.942413
TE0001537	-13.378653	-4.5113635	17.928865	-34.789375	0.057500564	6.8769193	21.081015	1.8638875	0.32360104	-10.374823
TE0001538	31.970448	-22.745895	-13.021307	26.028856	5.9108844	-1.3375468	6.1829495	5.5145645	2.4616275	7.1647205
TE0001539	-14.119376	-25.039047	-1.9748803	5.475439	-14.484447	24.74582	-26.14854	-1.1470321	12.071603	-6.6085377
TE0001540	-4.803682	-42.55248	-11.488271	-28.027023	4.146716	19.491226	19.566784	4.677857	1.0079768	29.671446
TE0001541	37.232517	-20.989513	-21.253035	8.307029	1.9636725	8.372315	15.217543	-9.6115465	1.7583207	22.558704
TE0001542	25.846437	-4.2913013	-40.056194	21.88677	7.1511273	14.56767	16.629093	14.645768	10.7512045	-18.913864
TE0001543	66.17382	54.88224	34.301865	53.05174	26.466398	10.550205	-24.246407	-3.2832062	18.652527	-14.983813
TE0001544	52.586876	-41.04265	-21.378124	13.284642	-21.96247	-10.915196	18.605156	31.108744	19.993752	-5.5512214
TE0001545	-46.198242	-10.077238	-0.19979228	9.38296	-4.2261457	11.96577	-6.067872	5.9374943	24.678276	-10.36963
TE0001546	32.976772	-7.8423877	2.1578236	6.7703366	-0.35272205	-8.963177	7.767365	-11.218561	-5.0228486	-10.715322
TE0001547	1.6271873	2.7397604	-22.0991	-32.969406	-1.4586626	18.629665	10.653091	21.442265	5.5969443	1.8021803
TE0001548	7.283081	-2.7543452	-10.845591	-18.600399	-8.444669	17.031498	-13.449056	17.866205	2.0193098	-3.878807
TE0001549	0.10006533	-0.4175121	10.193111	-46.078087	-23.365538	-0.869129	-9.868386	15.884209	0.9721845	2.6254156
TE0001550	-4.5270057	-48.271614	-4.8503327	-14.828302	-9.21389	6.4337807	-7.2660656	-5.8700695	-12.616163	11.450513
TE0001551	10.033426	-50.924267	11.674383	-28.332964	52.455513	2.062188	18.445131	-0.38186932	16.66576	-12.428184
TE0001552	30.9737	-51.23657	14.795839	-43.591442	19.798124	-16.876682	15.23626	4.6419516	14.197871	-3.1769476
TE0001553	-22.38033	4.204549	14.899799	-21.087004	5.3424726	-0.6995624	0.97824454	-12.351992	0.82297516	-2.0190709
TE0001554	-3.611341	-26.268646	2.7310278	9.245477	13.952881	-1.5784432	7.090599	5.8392076	9.447042	7.350048
TE0001555	-7.5466557	-29.297085	-11.037359	-21.466446	-2.7494233	22.8421	0.21123393	5.2518926	5.4037533	15.134188
TE0001556	18.11011	-4.2530127	-12.825974	31.156475	21.11875	-19.321657	-14.638051	-2.5718062	21.720629	-21.608995
TE0001557	17.13486	-19.164326	1.8714589	10.577282	-2.6182628	-18.848783	-2.034824	-11.158069	-1.1793978	2.897482
TE0001558	-3.6110563	-53.44505	-10.4160795	28.148512	-0.73506737	2.3714027	-1.4942927	-6.9088044	-12.349104	-0.302291
TE0001559	-1.5453273	-6.6120534	-22.23333	-14.946906	-30.481735	-34.922234	-13.157062	5.6986747	-7.2324104	8.83834
TE0001560	9.129381	-21.321	-21.56986	-9.168464	12.931787	-27.498531	-1.7968875	-7.533514	-16.924051	2.5661955
TE0001561	18.463968	-25.249552	-4.6552005	-20.33396	15.589822	9.2801	20.388292	-14.607272	-23.70559	-6.065821
TE0001562	-33.940437	22.933702	5.271141	0.59156865	10.861657	8.186011	8.318448	-17.537996	-18.414124	-4.4291883
TE0001563	-26.364763	1.6312438	10.219328	-3.0144427	-17.222633	-13.165022	7.163411	-7.8690906	4.753463	-6.093736
TE0001564	26.236977	17.428478	-9.306119	-15.937631	-25.042814	26.212269	-5.2420654	-20.802738	9.947092	3.6063097
TE0001565	-1.4502828	-18.830847	1.0477514	20.993145	-1.2884079	-2.5272522	-17.80467	-10.144936	-9.1888685	-16.50922
TE0001566	32.045135	-15.01415	-18.12216	42.310642	5.2042665	-1.3408041	10.6995325	1.3676648	1.3290976	-1.028733
TE0001567	6.9999638	-48.301113	-9.0332985	-13.282602	25.926567	16.556404	-16.50684	2.3548584	11.253899	1.2171775
TE0001568	-19.591911	13.268095	-9.872015	-7.275716	-1.0161605	3.6105611	1.9195843	30.727156	9.938163	6.521161
TE0001569	51.445026	22.360043	-0.070362166	36.976162	-14.5822	37.48351	3.8675895	1.278062	5.2342024	-11.65023
TE0001570	5.9673443	19.284546	-7.7216525	30.054869	-6.3047314	-0.08270599	16.733711	6.919986	-7.585959	-0.008417501
TE0001571	-19.589848	-29.557196	-9.953559	2.9641702	-19.492949	9.274685	-11.857984	2.3945477	3.2096448	-3.907625
TE0001572	-37.586266	-33.06772	13.995304	15.392407	-2.9915438	-33.17717	-11.855622	-10.893684	31.750011	-16.461687
TE0001573	6.265889	-3.7096577	-11.269514	-3.4374027	18.099848	33.30548	15.200222	-2.9656448	1.9662428	25.864113
TE0001574	-30.359957	-7.270423	1.320157	8.376597	-2.3403015	-6.466626	-24.330048	8.528026	2.2979825	1.1791943
TE0001575	23.141134	-2.0177627	-25.606894	11.5577965	20.199123	15.630862	-1.0520043	-12.620565	20.624653	-19.986637
TE0001576	-11.378669	-28.107353	-1.4952352	12.511064	13.414737	19.443245	-13.009388	-2.2740119	16.707415	-21.06682
TE0001577	17.69779	-20.534693	14.0922575	14.54634	-8.319813	11.835433	8.416392	-10.24715	-21.637608	-13.022771
TE0001578	20.47323	-12.213024	-1.9439087	-0.9482878	11.233259	-16.485239	11.5706625	-4.2478924	0.04324437	-18.111206
TE0001579	3.5756474	-18.04824	-22.176739	-10.335675	-24.320885	-7.1220765	-19.825499	-0.9670674	5.608991	4.176598
TE0001580	-16.981668	-32.792522	16.333855	-6.951496	-20.276293	-3.157464	10.94309	-16.592348	-11.361807	20.97225
TE0001581	34.040283	-39.075443	-13.556899	9.743158	8.325667	-23.841843	-2.2886376	14.422449	9.254572	9.979005
TE0001582	5.558619	-40.256584	2.3186347	2.3109386	4.365801	9.0549555	1.4480805	22.000315	7.270547	6.473915
TE0001583	-6.8520927	-37.413074	2.0396483	9.398949	11.436	-3.457365	-20.748812	-24.514643	-13.746425	11.122094
TE0001584	18.168375	-26.826372	2.590154	29.321362	34.175224	-7.643389	5.2559786	10.5048065	17.731401	4.6954794
TE0001585	37.219364	-35.724632	-6.7854548	-10.357248	12.034277	-35.826836	15.794196	-9.307607	20.09335	-5.758303
TE0001586	-10.721987	-61.45764	-6.6265693	-0.6098357	19.517399	-18.641232	-13.538702	-27.549114	15.638218	-24.07389
TE0001587	8.543125	12.532046	36.647903	-8.495816	1.7964032	15.833559	-14.997746	4.6710916	19.896921	-1.4636847
TE0001588	35.36838	-51.138504	10.549915	-30.357218	-31.456673	1.4725562	-3.1793623	17.152096	2.556904	2.9289825
TE0001589	36.52658	-42.393757	2.5385344	-42.268196	-32.599472	1.0107951	-10.59087	24.712969	0.002957438	18.758406
TE0001590	19.447441	-53.993843	0.5543543	-11.869124	-1.6577631	-11.703874	-10.37099	-0.59439605	-18.448805	-12.457072
TE0001591	-17.446198	-29.969742	-20.815742	2.0547962	19.349598	-29.535034	20.96994	-22.881334	9.934416	15.658453
