SID	tai_cnnPC1	tai_cnnPC2	tai_cnnPC3	tai_cnnPC4	tai_cnnPC5	tai_cnnPC6	tai_cnnPC7	tai_cnnPC8	tai_cnnPC9	tai_cnnPC10
TE0004919	-33.625362	-5.89856	42.885235	-3.012928	-11.741844	11.5700445	-7.2720027	-8.78938	16.627573	-1.1356686
TE0004920	9.384649	-9.836081	8.908609	11.401448	-5.7809453	4.02832	-16.655495	-7.963395	-12.8867855	7.2108727
TE0004921	20.642628	-5.0762243	-3.935063	-3.603695	-12.536898	2.7239954	-12.0329485	-6.2862163	-9.095768	-4.0031705
TE0004922	-47.52073	65.28379	50.206356	30.279097	10.668976	-20.232353	-26.586126	-2.6966252	20.753592	-4.186629
TE0004923	-17.510939	10.346853	-15.519644	13.630077	-2.1389892	2.9719844	-37.11444	17.760284	-2.9376767	4.213081
TE0004924	36.870693	-16.612818	-17.47683	3.486367	34.149876	-23.327467	-4.2076354	-10.748338	33.462112	-3.226598
TE0004925	37.58231	27.472298	30.743452	37.146828	-28.081985	-5.223274	-24.224213	20.645098	-20.158693	2.376466
TE0004926	-8.573497	-45.4317	7.3845153	-12.31992	-14.118701	-14.492653	-11.723558	-10.30486	-3.7563305	0.828078
TE0004927	0.4020011	-42.072826	30.038073	3.5919816	23.35252	-8.328545	15.110638	6.2589846	-1.9451244	-8.058538
TE0004928	-22.062817	-59.334293	30.61122	-7.0375686	-11.339856	-23.081491	13.090096	-13.672127	-4.3223095	7.9542093
TE0004929	11.620347	-27.422874	24.97557	5.445968	-5.1701164	-7.0941014	-17.169569	17.61838	-17.49273	3.8038003
TE0004930	-45.029682	46.726494	11.016054	-17.42157	13.248861	-40.369686	7.0206327	-11.211851	-5.8312254	-19.157547
TE0004931	-14.213625	-45.25494	29.941467	-10.311597	-3.6731002	-20.726902	15.031651	8.836375	-5.0933976	4.8567553
TE0004932	5.5079575	-24.03102	10.497903	-9.105406	-26.05521	16.923466	-10.092348	4.0879426	-6.2773123	-11.685459
TE0004933	-8.7238035	-7.410552	-15.577054	8.253515	-25.79095	0.58349806	-30.27005	-8.086014	1.2361497	5.760811
TE0004934	75.196556	51.29697	-22.239176	2.7545795	-11.131117	-33.287487	-28.38539	22.916029	20.389828	19.923477
TE0004935	-9.749409	-13.628342	17.7638	12.659675	-8.257318	-7.2423897	-16.376423	-1.7663944	1.6585927	10.317538
TE0004936	26.277136	-8.681195	-31.003235	7.791452	-24.12878	3.5546355	-31.627964	6.1529875	29.24909	8.606416
TE0004937	-19.752487	-9.538064	6.345427	-15.605095	-14.656778	-15.981745	-2.2596028	-12.44901	-21.197699	0.7167948
TE0004938	-19.860722	-12.729043	33.923115	13.491178	-5.4963183	22.869865	-24.474861	5.9362392	19.660988	10.086669
TE0004939	-44.640316	-5.134812	31.699596	-20.24609	-20.782288	15.265477	-6.4168725	3.708837	11.097623	-2.0789037
TE0004940	30.092434	-33.992157	-6.9620457	-0.39051133	-31.840275	8.127557	-12.873162	18.926218	11.781255	19.875107
TE0004941	-5.525078	-32.516968	17.223314	10.246456	19.40959	-8.184182	10.135794	-8.201111	-8.982032	6.628593
TE0004942	23.034306	5.9810214	0.39037547	-17.058058	-3.0630476	-11.813814	-12.230071	28.916689	14.077058	13.831218
TE0004943	45.345154	10.0263	11.875535	-18.678638	-11.160322	-17.83482	-18.902554	0.51420665	-11.255464	-0.8341348
TE0004944	4.0868406	-15.815491	-40.519066	15.946541	13.25927	-27.159248	-36.499596	5.658457	5.3975763	-13.620794
TE0004945	21.796682	4.3219714	-1.9776154	14.294718	-11.4066515	-3.8199112	-1.6288598	-7.7442036	6.405909	-6.455352
TE0004946	-16.610369	16.082169	47.876972	34.985664	-27.1053	14.034245	-6.0301604	31.369759	3.2778325	12.069364
TE0004947	1.5856551	-26.500738	18.212688	0.41195217	11.045754	-3.2347217	16.905373	7.4050684	3.5207007	7.4992743
TE0004948	26.134943	-9.304915	3.0115838	-0.33777013	-12.103172	-3.4168108	-2.4012735	16.9188	4.2822723	7.88319
TE0004949	-6.9505672	-27.56351	48.602863	-10.611267	-26.877096	-12.875491	15.291469	3.2209232	-15.029802	-6.3685327
TE0004950	41.91209	2.3008478	50.35772	-14.527117	-6.0181594	11.028838	-20.921316	10.684375	10.4736185	-6.2653084
TE0004951	56.143574	-0.43469414	3.9346278	-10.3763485	-24.98489	-6.4631095	-2.874673	11.155334	-2.2733064	12.233029
TE0004952	-4.7896056	-12.760331	22.086504	-5.212228	-9.029024	-12.166059	-6.93891	6.822861	-19.563375	3.3082654
TE0004953	-27.806793	95.13449	31.787245	16.340458	-0.3794431	-12.198971	-15.727114	5.1759834	22.823538	-26.888828
TE0004954	15.744036	-38.266514	-26.248322	-2.129241	-23.952925	-16.136036	-30.4769	-7.5338573	3.8610353	15.792821
TE0004955	8.152073	19.642248	-7.2883954	-1.5992384	10.910272	-19.60229	-8.673394	-28.880522	13.525592	5.4684525
TE0004956	10.619103	-76.62758	12.262994	-12.799684	8.05439	-1.4214083	-13.475951	-0.97835493	13.049075	-1.8815218
TE0004957	-19.213226	-6.6336746	-0.009478091	5.9204783	9.49892	-19.839895	5.291877	-2.2702503	4.3836107	1.0602518
TE0004958	-22.27707	3.2546213	38.31482	4.2255487	4.7640643	8.459162	-0.15643637	4.9073544	36.208157	23.913155
TE0004959	-6.2731876	23.36435	12.792698	-20.939365	-31.568645	-7.4237695	-7.350676	-7.9047074	-0.13151467	-13.316657
TE0004960	-13.371781	-33.556526	2.0455992	-12.417444	1.8125051	-21.168816	9.317423	16.194302	1.6605394	-15.764941
TE0004961	33.186672	-14.867115	-8.935821	-16.019293	-20.172842	5.8205223	-13.93788	0.4605592	-9.467719	-5.3391967
TE0004962	18.094137	10.006897	-18.000078	-19.556744	-11.95565	-32.713398	-19.60339	15.407784	34.108673	-12.054848
TE0004963	8.145209	12.680905	-9.957482	2.189943	-19.483618	-20.741884	-15.781556	15.369645	35.486988	5.5869308
TE0004964	-15.913904	-48.40573	0.17897785	26.83654	16.36628	-7.444473	-5.0159492	1.1438314	-11.542044	-12.415479
TE0004965	0.74938667	33.215355	26.844608	2.2272036	-15.072813	-8.955162	-4.0852594	-6.4243493	8.404896	5.3027797
TE0004966	9.987143	-8.169867	13.194403	-21.424757	8.809871	-11.830879	-11.61519	-1.4479332	0.89078426	-11.255496
TE0004967	9.383535	-45.06468	-3.3486965	-10.393664	-24.277674	-2.813383	-13.182733	-7.708851	15.712952	-1.4621003
TE0004968	31.403997	-22.692904	-3.007301	-30.994675	6.8712034	-5.4986978	-6.9986105	-4.173246	-5.311005	-12.573841
TE0004969	30.494047	25.979752	14.321047	2.2491295	-4.698772	-24.544418	-27.156288	-0.90469456	5.5224934	12.226896
TE0004970	77.6669	41.067024	-5.10836	34.562187	-18.108734	-27.938025	-37.231796	-3.2290566	-2.1370595	-5.827078
TE0004971	7.37404	-46.831226	-11.870085	9.569302	-16.522253	-5.0775146	-30.111223	13.972465	7.8948884	2.2096777
TE0004972	-37.406322	1.9571875	42.4548	3.054694	-8.895888	8.963732	-3.9081955	-23.313549	24.114367	-7.40805
TE0004973	-8.715975	24.480598	15.337494	14.514543	-25.574211	-31.672155	-20.69863	-14.867931	4.987677	-2.6888893
TE0004974	63.637226	42.111042	17.115566	1.7786382	-27.221365	21.031559	-41.290493	-13.2636175	-20.518223	-11.948629
TE0004975	-36.194263	15.499684	38.079037	-11.877252	5.8993235	14.605356	-18.504467	5.2450914	2.644358	13.113198
TE0004976	39.07654	-32.041153	4.428392	24.929893	-16.7031	-11.056222	-31.135675	8.3541765	-5.184412	25.851057
TE0004977	-20.504768	-31.202621	-9.537339	-8.316624	-24.675676	4.834555	-24.03659	-11.339083	-7.8089423	-0.8420267
TE0004978	-45.812706	37.099384	19.483639	39.531933	-11.868627	20.728025	2.937082	-2.088315	12.862807	5.1850033
TE0004979	-45.164013	-4.1351457	17.625235	-19.15164	-1.418891	-24.19336	1.5220543	30.98388	1.1666322	21.886436
TE0004980	10.826532	-6.8471947	-38.203007	-13.097227	13.678594	0.4162292	4.9997687	-5.317637	0.4805784	1.5666983
TE0004981	-41.754955	37.075138	44.805355	30.863525	5.4165196	20.025684	17.96999	18.43514	37.91826	11.318174
TE0004982	11.590086	13.323192	-6.2601953	25.661158	-35.495846	-2.411428	-27.995241	3.5307207	-17.045794	0.27525192
TE0004983	4.141327	-60.51258	26.73485	-13.473983	-14.636495	-15.360028	-0.29632393	3.390988	-4.2723784	25.600676
TE0004984	-61.04913	61.297783	-11.6951885	-11.101625	-11.387697	-15.665907	-21.475216	-10.339418	-2.2092657	-2.7699807
TE0004985	12.0645895	-7.8052316	5.268076	-15.6474	-12.317233	-0.37414667	-20.560246	-4.568373	0.43036672	-11.853569
TE0004986	0.41769543	-51.384808	20.83082	-12.595153	-21.416666	-9.186445	0.2997114	4.454249	-1.4145824	15.796097
TE0004987	41.969006	-33.209415	5.225576	-4.7000875	-7.35016	1.6535403	-24.682684	-8.098892	-6.5376315	4.4898486
TE0004988	-9.758545	3.043863	29.877407	-26.065508	2.63995	-9.634965	-1.9438429	-0.22403304	12.762856	-6.116809
TE0004989	-1.4066559	-55.19122	27.354887	-19.9057	18.977087	-6.6198597	-1.5995159	-13.381483	4.068967	0.38797113
TE0004990	-12.027539	-20.06375	7.3422303	4.9458275	-49.44763	-11.927181	-5.063494	-11.066212	-2.2982104	-3.8018296
TE0004991	3.7009833	-12.577822	14.8876	-2.6848629	-15.126844	-20.422413	14.145377	39.828945	-8.752889	3.1104617
TE0004992	15.434271	-35.44071	25.23371	11.005231	31.811893	18.497946	10.743589	-6.1241293	2.5868294	-7.532848
TE0004993	47.427975	-32.305378	-13.953588	4.800304	-18.68459	-12.5333185	-21.908772	-5.4884496	9.839163	0.11911703
TE0004994	-45.71563	16.379038	9.9253645	56.785755	-38.8385	-18.437532	6.4133735	11.912479	-9.168046	-4.01489
TE0004995	-17.860086	-36.41257	-18.035181	-1.3741857	24.064352	-17.888174	12.077837	-17.347012	0.54488444	8.335808
TE0004996	-30.945868	-41.079556	13.218941	-17.602962	-3.835308	-20.324924	2.4400258	25.776804	-9.04878	8.66174
TE0004997	-14.792819	-49.94877	-3.0446534	-13.153916	18.677086	-28.074604	-13.656091	1.7495052	-1.3737564	7.0817776
TE0004998	-12.837535	-47.405098	24.527485	-13.787213	-0.27580875	-18.40011	9.914972	11.310802	-5.2831607	1.6611586
TE0004999	24.568878	-17.28048	41.733818	17.396399	26.446434	5.894884	-14.936033	-3.440959	9.79542	3.057382
TE0005000	13.809461	-2.4184232	9.737463	-11.406949	1.7399461	-2.6685817	4.0399666	12.37996	23.406507	1.6904178
TE0005001	-40.290154	-21.028347	-7.408649	51.90662	-10.7859	-5.7470317	2.82726	-2.2029924	12.684398	-14.38056
TE0005002	-16.805813	1.6550211	6.8936734	-9.640398	-22.062986	-33.385162	-10.656913	-0.34242323	5.379186	0.8571312
TE0005003	11.57968	-50.79574	-36.81336	-14.189143	-2.7248657	-7.100892	-28.411228	9.393476	19.43365	3.431228
TE0005004	15.035593	-44.58741	18.826422	8.396735	-14.642697	-13.106342	-1.6924148	5.986616	-6.123797	2.684679
TE0005005	-53.11095	-20.432169	-9.444743	43.58476	-54.02369	13.532266	-12.980799	-5.1921825	-4.1749873	8.422357
TE0005006	-33.35404	-12.912299	6.339182	-22.60795	-0.21123046	-13.957674	6.015481	2.4581113	-14.321268	4.6690865
TE0005007	-18.870342	-60.324883	20.288687	31.04501	-16.525703	7.8239703	-18.440456	-11.753923	-3.903645	-5.7048655
TE0005008	-21.563992	12.361205	-11.89316	7.0068116	-34.54876	14.155253	-7.5855145	24.516111	-14.171344	4.4557967
TE0005009	-4.6555386	-56.622334	36.70348	-23.044828	1.2672067	-10.152685	11.708111	-8.254591	-3.4289854	0.20749353
TE0005010	17.017704	4.281785	69.61106	15.0587	7.7191596	24.825106	-4.633876	3.4726727	35.65745	17.109762
TE0005011	11.398464	-21.84925	-34.433178	-1.3421085	-2.9407961	-12.671561	-8.109876	3.0333283	24.52797	-3.6489491
TE0005012	0.35428187	-4.017895	-8.031356	-20.379654	15.479177	2.4878795	-12.167199	-18.856457	24.64519	-0.48993155
TE0005013	18.4608	-50.668076	-1.6054033	10.486416	-10.258257	2.1971471	-24.984358	-3.7600145	-18.612991	13.307763
TE0005014	-27.466848	-35.0003	35.67172	-4.7423677	-26.533157	-26.672283	15.333126	2.1242437	1.9809066	18.08159
TE0005015	-33.01556	21.692368	-13.299791	9.04929	21.220123	-4.852008	-13.210004	-12.776744	5.8629045	7.9380546
TE0005016	1.8709623	-22.882217	-9.196854	0.57968926	-33.47753	4.9683957	0.3310826	-11.859509	-2.2804544	-16.078566
TE0005017	-6.760105	-6.1970444	43.34963	-8.126307	24.384348	30.451925	-17.018785	-9.990883	11.122258	12.361571
TE0005018	-46.225414	-7.8520794	15.31871	14.633181	-13.227233	-1.6720446	5.6161904	8.540944	6.9502263	-2.455289
TE0005019	45.738552	-3.4144244	38.220947	7.047709	12.392858	-4.763829	0.5044487	-0.21904951	16.978643	-8.920326
TE0005020	-11.713406	-1.0015268	28.011873	-36.224415	-16.783318	-19.219025	7.201965	9.355715	-12.950517	-14.630654
TE0005021	-34.593765	17.303843	-15.209672	-16.397135	-44.459354	-8.466568	-25.256552	-18.068743	6.673018	0.92598295
TE0005022	0.61947185	8.340341	-17.747087	-13.822296	-17.79399	-12.8637495	-23.944847	32.624043	-23.972614	20.88869
TE0005023	6.2249336	-67.80151	52.57757	-2.2098985	-14.560486	5.2299943	23.86475	5.2906017	-0.57482696	1.5585227
TE0005024	29.788654	-12.365807	-3.1603441	9.54284	-36.583637	9.368481	-3.5322165	-1.1878484	6.721729	-6.4202805
TE0005025	8.492293	-55.288033	31.930983	-18.208479	8.860566	6.225183	-21.795914	-6.356095	-1.0956705	15.215044
TE0005026	-6.7165966	21.831917	52.03416	5.6671433	14.797101	20.189444	-16.285059	16.705471	39.834595	7.267913
TE0005027	7.508786	-26.932705	-7.2930617	-1.3059543	-19.540863	-10.716833	17.238077	29.170195	18.6409	17.62752
TE0005028	13.480081	-11.718857	-0.66384244	0.7501178	24.869558	-20.069986	-5.7065077	28.990505	0.7041244	-5.859848
TE0005029	-8.5504465	-53.17803	10.921793	-9.320808	-1.6189173	-11.77828	2.7085571	-4.6628313	-0.19245939	20.206549
TE0005030	-17.504349	-59.84109	16.509733	-19.02996	-12.399159	-8.475458	-10.904148	5.464992	-13.845608	15.157437
TE0005031	10.710946	-45.121113	34.52467	-5.750242	22.60904	-8.406229	-3.2072945	-4.7991767	0.31366047	-5.8840046
TE0005032	5.452669	24.531904	76.184235	6.057432	-5.576502	15.786449	-10.759249	28.67174	25.838287	9.595898
TE0005033	-17.70475	-33.07752	30.190273	3.1846101	39.722065	-22.583792	1.7544171	-21.773182	-22.994152	-5.607245
TE0005034	1.5970685	-23.413374	1.299351	27.89708	14.145062	-6.8452253	8.576863	5.7740273	-0.45996615	22.947433
TE0005035	-17.17062	51.271706	57.66897	33.749355	-16.63527	-2.6781278	-3.2927358	14.259094	17.36781	27.64247
TE0005036	23.958136	-1.7566042	-1.066102	-18.05738	-4.9002514	-27.53361	-13.672805	9.276472	6.1692276	17.0875
TE0005037	-12.16272	-11.993722	36.679558	-21.02265	2.2749288	-16.381227	-4.0630164	-20.633604	3.9880252	14.427779
TE0005038	-18.554428	28.871418	27.694557	-9.281834	9.641927	-14.891028	10.230042	5.055067	-14.151999	-17.255266
TE0005039	-27.002914	13.464748	22.374363	-33.13495	12.373651	-27.425909	-32.54952	9.251611	-29.743048	-1.8525419
TE0005040	30.781315	-37.07128	-14.551833	-0.05566328	-12.191934	-6.665399	-9.486677	0.0989541	12.95402	17.19939
TE0005041	-1.0775938	19.624308	23.53211	-1.130892	12.036235	-20.607777	10.71	0.43617353	13.197864	-9.97249
TE0005042	-1.51307	16.318195	29.09222	-15.165255	10.720376	-16.41425	4.290147	17.676073	-11.57074	14.3387375
TE0005043	-4.147008	-53.0804	-15.9316435	19.551527	-11.634724	0.08997291	-20.610474	0.5029791	-4.651567	-15.952802
TE0005044	-9.202402	-35.198902	-18.639177	-3.5466993	-38.47963	-6.034723	-35.093086	-7.3534274	15.088916	2.9345589
TE0005045	-2.116313	-26.999722	27.103033	51.504025	38.583153	3.752593	-12.5997	-0.45810458	-12.015005	-4.191928
TE0005046	-7.544298	-56.98518	4.2332044	14.089707	-16.368336	-10.162095	-10.372062	-0.4675829	-0.017263968	-0.511693
TE0005047	33.99852	-9.302692	-20.16263	-1.8084029	-19.542627	-17.020996	-12.058394	0.72061765	22.743263	-2.8415682
TE0005048	-52.96338	-4.6500344	28.156254	20.333382	-31.943634	-26.83782	1.4362693	-13.857074	9.46795	-8.395449
TE0005049	-49.13963	-22.073553	13.840052	-4.4063315	23.936808	-20.275208	-4.9654613	-31.5942	9.34955	-11.311455
TE0005050	14.08635	-34.4466	19.168165	10.074545	3.9878411	-17.061165	7.6149664	14.971577	7.643945	4.961412
TE0005051	-16.61782	14.504354	52.130455	18.21446	-1.1711464	-6.120212	11.175379	6.245135	-10.407044	5.548451
TE0005052	1.2445676	-35.904636	54.362576	-6.4528203	18.903646	-4.3393316	20.204681	25.393833	-3.532977	-6.5836587
TE0005053	11.262212	9.951518	-8.839957	19.524353	-14.593953	-14.243126	-10.512299	-15.9503765	-6.619814	2.9728272
TE0005054	-17.437523	-31.885605	27.643574	-19.79469	2.463453	-17.270176	-12.571673	-1.8456988	-7.5975795	-10.408054
TE0005055	-80.69172	59.892017	38.578274	28.248919	-11.979536	11.189815	-14.493044	28.847984	22.054407	4.8143992
TE0005056	-9.12481	10.376949	38.1509	23.937824	7.8334675	-1.8552315	-12.398807	6.577073	-12.985563	-4.0259
TE0005057	-25.377644	-54.833572	-6.237782	19.2789	-18.152178	5.205163	-28.299936	-15.797937	-0.030923394	-6.693862
TE0005058	18.966488	16.425516	38.708546	-1.9488704	-2.4256816	-0.7764867	-17.812119	3.9153764	45.84245	15.401153
TE0005059	-2.238487	-18.387823	-15.782501	2.8462682	-30.737238	-18.98987	-40.72317	-5.3748546	-10.831522	-8.884232
TE0005060	16.931835	-55.80012	17.037575	-6.6040363	3.42062	-18.833366	-12.653902	-1.8356092	-4.1287065	17.233665
TE0005061	-76.444145	-6.571705	7.697161	36.74377	-38.908092	-16.392172	-0.3088749	4.9364805	2.0907218	-5.888905
TE0005062	-46.27899	14.445318	10.570331	36.935707	-6.3829055	18.057497	-19.545132	-2.7621512	-0.2295045	4.80031
TE0005063	1.389542	-3.5534124	-7.9698124	-4.065347	-22.106049	21.41739	-29.341492	2.1280599	5.8112745	-17.62387
TE0005064	-6.9821153	-18.347618	36.724216	9.096614	19.07382	8.662572	9.483996	-11.832377	29.847242	7.8923507
TE0005065	22.829311	4.1174445	7.4058933	-3.775628	7.1776776	3.864891	-6.163048	1.2163041	2.1029565	-14.144515
TE0005066	-3.952103	-30.487085	27.273447	14.372095	-4.5486236	-13.851036	-1.1062875	3.89679	-14.495103	7.685368
TE0005067	-30.554169	21.945173	37.24015	35.16933	-3.4520884	-4.172414	5.987492	30.567043	24.632286	28.101131
TE0005068	-67.63051	48.314148	22.195665	-9.683737	-15.621351	13.45404	-15.239215	-8.680309	22.975449	10.024652
TE0005069	-60.08786	5.218334	6.930114	-2.5673845	-50.740974	-16.328938	-19.810207	-17.51242	12.532088	-9.814382
TE0005070	-17.403162	-78.423134	15.134521	-13.058377	-11.408293	-16.109446	-12.355613	-20.369476	-1.382317	22.529257
TE0005071	-35.10575	-5.284951	3.167125	-22.068789	-6.429223	-35.7203	-6.6245675	-30.299417	-1.8467984	-1.9372835
TE0005072	-33.512936	23.921507	16.215355	24.436796	23.555367	-27.119692	-18.650227	-21.060913	-0.88230956	-7.7832727
TE0005073	4.8048635	12.062615	-26.519968	2.768567	-18.614067	-28.382296	-8.885231	8.000618	13.146872	-11.868081
TE0005074	-24.12053	-13.9824295	43.63109	-2.1670828	5.0906863	-14.550663	2.528056	-11.182245	-5.7005453	24.27597
TE0005075	-30.39521	14.842428	3.2538397	17.066957	13.1303425	-13.575261	1.6488298	-14.715535	19.713272	5.3683805
TE0005076	-40.54495	9.15487	9.771383	-20.628351	-12.872029	-7.8419843	-19.157812	-22.401447	-13.555712	0.36550272
TE0005077	-41.77683	-26.789715	4.598174	-12.190973	-23.04555	-6.933829	-5.29901	-11.789889	-4.922958	0.31620285
TE0005078	3.946815	-6.3512497	-0.33364084	-6.471669	-25.303862	-8.714977	-10.444364	17.355858	-6.4342194	-3.4205925
TE0005079	-5.6592536	-58.88404	6.0689025	-21.60653	50.591312	-8.053915	-8.132607	1.9917905	3.49427	-1.4257685
TE0005080	22.351603	40.996372	34.68969	-20.039337	-11.625838	-28.213987	9.821647	2.3880382	7.114021	-16.7973
TE0005081	15.783726	-21.025408	1.1305636	-5.8436513	-14.631888	-13.685324	-21.50583	-1.0674665	3.2569892	3.1367605
TE0005082	34.170593	-9.144127	26.321522	11.117249	-12.636002	-1.9293475	-23.14798	3.6154714	-25.465822	1.998206
TE0005083	-48.71934	-10.827666	30.130169	-25.59336	-29.424683	-17.476212	-9.08924	-1.3949934	-16.22371	-14.483135
TE0005084	-32.16443	-15.868245	7.6887455	-34.049828	16.402964	-7.6740613	-18.552198	-11.9492	7.6402597	21.33298
TE0005085	-17.841272	-6.0632954	40.951813	-19.591679	-8.204607	-24.628618	12.103591	-13.47941	-5.3769493	1.6346714
TE0005086	34.610966	-42.325718	39.309135	9.805765	29.93399	10.024814	-14.935013	-17.817163	11.6827965	-3.2442403
TE0005087	17.051092	-51.87596	6.749253	27.53714	-7.4964156	-4.66882	-5.96987	23.574028	-15.235744	37.20306
TE0005088	-29.497316	-16.741169	39.323307	-20.780115	12.912675	-24.735363	8.645875	-4.489944	-5.6130524	-2.393362
TE0005089	93.901085	19.324703	3.6513567	-10.838951	-19.097027	-10.82123	-12.090271	2.9184709	16.295956	-10.777062
TE0005090	-49.862602	-17.569796	11.34868	-43.67527	-10.138382	-31.2059	1.7558779	-0.6783488	-9.0898695	5.9321413
TE0005091	30.250313	32.890446	-14.254869	-16.472809	7.5285397	-24.038834	0.35473078	-9.721454	8.61835	-2.6383996
TE0005092	13.488297	10.751642	25.248781	-27.861986	39.2414	-11.487856	10.979055	31.6658	11.37969	-20.925789
TE0005093	31.813545	21.827736	23.663528	-6.2805767	0.5875963	-16.77149	-14.334996	-6.6235986	20.465784	0.7445168
TE0005094	3.5704572	-13.932808	32.234226	8.154724	-24.666914	8.983066	-0.065260805	1.6936883	-15.249124	-6.822177
TE0005095	1.6010641	-37.780056	-18.46595	-24.028028	42.18953	-13.093962	3.5366125	-7.452688	13.7638	-13.607056
TE0005096	-4.552834	-23.284891	2.6609583	-30.97689	48.413155	-10.614707	-8.315868	15.654001	1.7860882	-4.6619496
TE0005097	2.6246119	-36.572575	-25.345695	-9.34634	-20.775549	9.466118	-12.321297	11.934861	2.7079754	-18.106604
TE0005098	-29.6931	-41.288734	5.655832	-14.533316	4.274223	-7.4768	-24.874992	-13.490505	-4.7774334	-8.356028
TE0005099	2.715092	-54.114815	0.15737599	-0.4236131	-34.32757	24.366669	-20.022629	-2.8652198	1.3138484	4.8295627
TE0005100	-40.37874	-2.791662	18.027779	-30.857817	2.9634576	-25.094841	-1.0937862	-6.831762	3.9928386	11.910938
TE0005101	-6.905321	3.9492033	38.379375	6.026768	0.17738134	1.7406969	-4.5883384	-21.239904	14.743301	-9.221507
TE0005102	35.06996	-8.045878	-15.687214	-6.261393	-5.786506	-19.735178	-23.254879	10.502662	21.718071	-1.7375419
TE0005103	-25.603916	16.753572	36.294205	-24.596975	-7.411398	-15.279235	19.20473	13.269354	-14.43312	2.0038552
TE0005104	-34.577866	-25.17436	8.326411	-38.872124	14.591916	-19.680422	-10.464259	-5.098483	-12.058254	8.03518
TE0005105	-46.891487	-10.324005	12.289346	-10.325813	12.129452	-26.09088	-11.521215	-21.506426	-5.4670563	8.0246525
TE0005106	-26.214773	11.058126	49.694485	6.4255295	-0.045187864	31.309387	-42.32177	-12.285885	17.725126	5.1784906
TE0005107	-22.94141	-0.77025247	3.577543	-8.877515	16.817188	-32.5885	-5.2675476	-13.240674	13.904475	12.565337
TE0005108	-45.892803	17.700415	25.21899	2.6807697	-1.3497994	17.103664	9.176939	5.182206	3.0627544	-12.802011
TE0005109	-10.998504	-49.214893	10.915851	-4.551012	-1.1798695	-16.589977	-0.12566884	14.916161	-10.181824	-14.544498
TE0005110	6.0669923	-69.0981	17.04854	-10.251664	-7.1438847	-7.7729053	-23.728168	-7.9724774	-5.7188253	20.021013
TE0005111	-31.549625	-4.03775	-19.719616	-21.81285	-20.637636	12.4788885	-18.051085	9.9609995	-2.3897512	-17.656689
TE0005112	-21.932127	58.43589	0.41197315	21.009924	-15.556737	1.7357376	-11.99939	27.329695	14.752497	7.4829693
TE0005113	-18.24197	-34.927364	3.3861644	-21.226446	-15.4907	6.0206203	-25.159912	-11.7346735	-1.7533398	-13.755884
TE0005114	-10.373904	-5.993576	34.438595	-21.38972	-27.822592	-19.95353	15.860443	5.310271	-24.853888	-8.7676525
TE0005115	36.82454	12.4473295	48.98959	-1.604371	23.932915	11.66525	-24.849545	-4.8850193	20.479128	13.064379
TE0005116	-29.90556	-34.7285	30.70873	8.747581	-50.310974	-16.286392	-5.1872473	-14.677916	1.951949	-15.433854
TE0005117	-54.08403	-9.523796	16.000319	16.241167	-15.577011	11.548969	-23.129383	11.494759	-13.283671	10.393096
TE0005118	13.485191	42.938732	23.40041	27.544342	8.547013	-3.6661773	10.812106	25.435347	7.553607	-0.36538106
TE0005119	-36.51524	39.223526	12.484779	-3.5871239	24.406345	-3.5983496	-20.95335	-19.466185	-20.460964	23.491257
TE0005120	1.7881638	-9.128987	-21.384228	7.681864	8.904279	-9.782875	-18.761417	27.709803	6.591489	-9.1967745
TE0005121	-22.048317	-8.514097	47.750393	-12.889105	-17.599846	-25.566162	9.217821	6.433405	-9.779411	-11.247091
TE0005122	2.1681452	-50.52811	11.370042	-8.94562	-17.644163	-9.639549	-18.67062	15.410035	-0.95656216	5.319034
TE0005123	-8.432965	-10.782176	-2.2039597	-34.988453	21.652098	-11.621144	-24.11926	-3.864419	-11.7934265	6.4680614
TE0005124	-14.993512	24.092138	38.769802	6.2137203	-0.6328491	-22.362106	12.565895	-11.796257	8.033582	-8.017964
TE0005125	10.943918	-9.83592	52.15059	5.285207	25.63796	14.631261	6.1693926	10.031185	34.581642	-3.2555182
TE0005126	-48.273785	-7.3834662	57.475662	23.280249	23.53161	22.125443	-23.870926	18.756887	31.96122	3.3725307
TE0005127	-56.80278	17.566319	54.113174	4.875596	-32.24661	-3.7590947	3.5355322	-0.48111653	15.767426	-20.459566
TE0005128	16.255598	-35.257736	31.089025	-2.4285357	-21.725168	-2.6183975	22.90431	23.4353	-3.6395166	-4.370319
TE0005129	31.517185	9.994656	65.630264	8.667425	-8.806593	3.7032754	-5.2547	-2.9125109	12.990889	8.71089
TE0005130	33.907204	36.596947	-18.258709	-8.024453	-38.45813	-30.4917	1.3712572	-0.9998459	3.2751222	-1.4666934
TE0005131	2.3065648	-12.784158	-4.7531395	-17.445255	-17.25014	-5.407146	-25.71726	11.44706	-20.774376	1.9384911
TE0005132	-2.1382782	-41.249306	35.853477	-7.220089	4.4286065	-9.747478	-5.483444	-14.386944	7.216172	-1.2401639
TE0005133	28.442987	-16.06108	-26.353296	-25.131548	-20.986032	-9.542368	-21.962439	16.779041	18.73958	-11.224558
TE0005134	44.541218	1.8378625	-47.018753	-60.66554	11.450236	-1.2288498	-44.08479	15.505607	18.614109	2.120093
TE0005135	105.87881	82.32701	22.142315	11.697629	-24.558235	-23.145615	2.3858643	40.59749	0.4998737	-1.4986715
