SID	fissure_lbp1	fissure_lbp2	fissure_lbp3	fissure_lbp4	fissure_lbp5	fissure_hog1	fissure_hog2	fissure_hog3	fissure_hog4	fissure_hog5	fissure_contrast	fissure_dissimilarity	fissure_homogeneity	fissure_energy	fissure_correlation	fissure_entropy
TE0005734	116	38	42	38	62	244656	333	33	3	0	0.483252106	0.018048474	0.998522517	0.998361369	0.167766152	5.384912092
TE0005735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005738	474	141	147	127	294	389082	1039	104	22	11	1.537286246	0.052765921	0.996301464	0.995985477	0.04484805	5.589659363
TE0005739	916	246	280	230	636	336549	1584	109	8	6	3.253483496	0.11344018	0.992115558	0.991298658	0.252721746	5.847234972
TE0005740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005742	486	186	174	180	373	295265	988	41	0	4	2.220920337	0.082270901	0.994316127	0.993818477	0.348796442	5.981570816
TE0005743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005744	199	55	54	44	125	291122	433	34	6	5	0.913975806	0.029274194	0.997947796	0.997794361	-0.002567174	5.436165208
TE0005745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005747	465	142	126	119	308	265825	922	56	6	5	2.774608164	0.083370443	0.994698919	0.994285112	0.199385458	5.899420761
TE0005748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005750	1897	615	752	586	1568	343542	2828	116	22	10	5.934701002	0.226211256	0.982539623	0.980330923	0.567687477	6.147497772
TE0005751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005757	561	204	228	198	401	340958	1102	71	3	10	1.550356762	0.06770278	0.99454403	0.994023235	0.214081547	5.633626682
TE0005758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005765	871	339	406	340	626	318027	1356	69	6	6	3.968668292	0.139058357	0.990401663	0.9895635	0.446179475	6.16250295
TE0005766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005767	106	24	33	27	88	326129	286	15	0	0	0.4152207	0.016692035	0.998951189	0.998883817	0.633867164	6.217799698
TE0005768	746	224	202	197	469	349092	1631	128	28	13	2.815294592	0.09342884	0.99352476	0.993018597	0.179869169	5.767503268
TE0005769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005774	547	226	245	200	381	313787	897	72	2	8	3.595091017	0.103561924	0.993813611	0.99340843	0.185021553	5.988596967
TE0005775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005777	118	26	20	26	53	218256	403	36	2	3	0.394951534	0.01936542	0.998577549	0.998475582	-0.062235039	5.418226835
TE0005778	404	120	135	121	239	250146	1046	50	14	6	1.788649022	0.06736939	0.995107191	0.994669761	0.071940509	5.605358028
TE0005779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005783	325	80	113	66	194	219204	581	39	8	2	1.775182405	0.059902718	0.995736714	0.995352668	0.114013175	5.647035691
TE0005784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005787	665	318	234	240	452	297181	1237	60	4	3	2.424141207	0.088051637	0.99268125	0.991692433	0.094335247	5.419593086
TE0005788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005790	492	155	146	118	321	406607	898	67	10	10	1.179840368	0.045850948	0.99636247	0.995974559	0.032958272	5.436325306
TE0005791	859	297	311	266	669	309234	1332	47	10	12	3.497490926	0.135361722	0.990789338	0.990076934	0.425098419	6.133006232
TE0005792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005794	418	90	97	91	230	308318	892	116	4	9	1.635030793	0.058622116	0.996240937	0.995997653	0.288916803	5.899555113
TE0005795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005796	706	176	141	137	420	367800	1175	51	6	4	2.659506587	0.078099974	0.994734943	0.994355486	0.072721084	5.699194395
TE0005797	1240	380	427	325	914	323183	1900	105	20	7	4.532706685	0.157073383	0.988258554	0.986952992	0.175606305	5.68505517
TE0005798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005800	1128	331	304	320	716	322409	1590	130	19	14	5.19812323	0.161026567	0.989550768	0.988719862	0.277841467	5.97922347
TE0005801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005808	517	181	184	147	340	377711	1240	123	2	4	2.075783991	0.069127331	0.995541654	0.99518621	0.429418722	6.15518149
TE0005809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005811	1076	275	272	185	661	360286	1894	102	18	13	3.754158304	0.123297777	0.991859385	0.991198576	0.403600452	6.120708711
TE0005812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005814	568	206	250	171	359	298843	1183	67	7	5	2.380494871	0.087917939	0.993629812	0.993140747	0.24535879	5.819502889
TE0005815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005816	1623	529	542	435	1030	349276	2606	167	44	14	6.829627364	0.212543554	0.986041676	0.984782791	0.329753516	6.068797389
TE0005817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005819	1021	295	297	242	698	327769	1837	88	34	23	3.784983722	0.131824599	0.990743953	0.989865793	0.241004345	5.850405409
TE0005820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005823	306	87	89	89	200	287994	669	14	4	3	0.80796048	0.041971973	0.996753021	0.996519822	0.073043363	5.513753209
TE0005824	779	239	261	209	473	260401	1382	72	10	8	3.160269691	0.131443115	0.9907388	0.990083117	0.304472809	5.913792849
TE0005825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005826	1018	347	370	334	872	283553	1385	87	10	4	3.46474915	0.136223344	0.988756389	0.98703623	0.510029403	5.993204524
TE0005827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005828	423	121	122	109	238	195959	1247	85	15	10	2.356954443	0.092622243	0.993641628	0.993175183	0.167384571	5.78705859
TE0005829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005831	1161	424	434	304	741	283043	1940	118	14	5	7.043000659	0.229331357	0.986907644	0.985984911	0.581938041	6.615704815
TE0005832	564	217	236	231	420	367685	1112	67	6	4	2.278776328	0.082071327	0.994363575	0.993933346	0.319997152	5.990181634
TE0005833	560	194	191	159	365	300061	922	81	10	3	2.241142236	0.091891053	0.993961973	0.993543905	0.382420612	6.105020454
TE0005834	347	117	121	106	248	352012	680	48	8	7	2.225079043	0.051873975	0.996709235	0.996437589	0.061838711	5.545786186
TE0005835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005839	360	127	116	83	247	341469	630	35	4	6	1.845149803	0.052826571	0.996682598	0.996404735	0.189766711	5.938383331
TE0005840	1233	324	319	259	796	326817	2634	180	24	15	5.199110378	0.171560785	0.98911496	0.988255623	0.300965322	6.058827917
TE0005841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005844	378	124	135	112	280	276344	789	37	10	2	1.918257716	0.061266655	0.99565788	0.995172056	0.118771997	5.59938857
TE0005845	593	203	222	190	506	277775	1167	94	4	5	3.502749427	0.11874678	0.992610796	0.992042807	0.738054458	6.713515631
TE0005846	189	73	58	48	59	344968	753	110	20	19	0.602990269	0.023483366	0.998286635	0.998134476	0.062846476	5.601672374
TE0005847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005850	218	74	80	56	159	253558	392	61	4	1	1.129972259	0.040773093	0.997188791	0.996987422	0.21595968	5.759698811
TE0005851	339	68	84	52	168	330761	862	52	8	12	1.444184115	0.038462762	0.997350433	0.997126965	-0.055804998	5.37101707
TE0005852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005855	234	60	68	59	120	320859	599	25	2	4	0.782976524	0.027137162	0.997964122	0.997741037	-0.003159064	5.409566313
TE0005856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005861	464	219	258	204	404	324588	968	55	4	5	2.059927405	0.063288566	0.994823672	0.993829454	0.048861162	5.261528117
TE0005862	226	76	56	60	170	257504	505	50	0	7	1.263957839	0.047242607	0.99723455	0.997045656	0.601937135	6.466636573
TE0005863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005869	876	348	310	244	535	329001	1834	181	22	9	4.03485061	0.136151133	0.991389432	0.990741969	0.170477904	5.939706968
TE0005870	306	78	72	58	184	305587	705	35	10	5	1.162939273	0.038134399	0.997259131	0.997060734	0.161916791	5.63544474
TE0005871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005873	1135	256	262	217	717	348662	1934	194	12	9	3.730968881	0.121521411	0.991330064	0.990501348	0.077374031	5.605111421
TE0005874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005877	466	106	98	92	277	301859	1013	59	6	3	1.743354479	0.060946929	0.995797387	0.995474254	0.080253729	5.658702482
TE0005878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005880	205	88	75	63	93	197510	706	68	2	2	2.192451227	0.057769816	0.996592216	0.996342753	0.572856405	6.321961048
TE0005881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005885	755	290	273	220	508	260821	1525	76	12	6	4.602233792	0.148026521	0.990517551	0.989774457	0.23925056	6.011643418
TE0005886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005893	230	65	65	55	103	341146	648	90	10	7	1.01039369	0.028137652	0.998047773	0.997895441	0.052875148	5.481530857
TE0005894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005897	2127	701	758	673	1582	327023	3237	179	28	13	6.890600425	0.269933631	0.979731789	0.977589234	0.325518972	5.84312151
TE0005898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005900	344	109	159	124	264	336068	679	42	6	3	1.022826321	0.037985946	0.996762167	0.996135393	-0.026378531	5.233823644
TE0005901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005904	341	123	128	105	222	277059	759	152	12	10	2.166458758	0.060282193	0.995901989	0.99558337	0.070618817	5.615036449
TE0005905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005910	256	110	91	71	158	233504	603	46	14	4	1.937329847	0.059229209	0.996378629	0.996114289	0.115236086	5.853691283
TE0005911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005917	548	129	145	136	328	275524	1402	86	4	4	2.367061007	0.086560806	0.994177546	0.993774938	0.233940667	5.91491946
TE0005918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005922	250	130	82	91	196	243955	683	54	6	3	2.256794796	0.062665878	0.996184301	0.995808413	0.668868448	6.316349139
TE0005923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005924	711	256	263	196	488	277762	1218	56	6	3	3.110576444	0.106105183	0.992127854	0.991194664	0.15637241	5.650765114
TE0005925	1655	554	530	447	1120	283560	2839	154	18	7	6.894500219	0.257261411	0.982053391	0.980437079	0.200324112	5.825770024
TE0005926	213	51	75	46	123	248330	444	57	0	1	1.084502432	0.038561541	0.99749615	0.997334463	0.032166546	5.653237223
TE0005927	1597	701	608	622	1153	292613	2715	137	14	9	7.55189216	0.25760333	0.98140807	0.979585856	0.440975983	6.129512166
TE0005928	915	306	294	248	617	376785	1516	104	22	5	3.039310097	0.098686122	0.992596859	0.991801189	0.309511143	5.858598064
TE0005929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005930	1512	651	679	529	975	363007	3353	188	34	24	7.299644703	0.237370801	0.985336211	0.984179703	0.300193556	6.144008878
TE0005931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005936	645	203	238	211	448	309756	1187	76	14	7	2.598086727	0.084657539	0.993281797	0.992507359	0.003926096	5.377966952
TE0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005939	1468	488	635	473	1121	387998	2188	55	8	9	4.693746962	0.166942149	0.987586156	0.986090268	0.572363215	6.08693358
TE0005940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005942	537	157	195	152	376	243932	951	47	4	10	3.136686655	0.101700176	0.993149513	0.992569112	0.272590884	5.927839193
TE0005943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005947	704	249	289	273	493	304909	1342	70	12	9	2.692801339	0.09578063	0.992592281	0.991428022	0.152049089	5.539043853
TE0005948	520	165	154	148	326	349688	1109	71	21	3	2.664990034	0.070553221	0.995350939	0.994922992	0.132392576	5.734121494
TE0005949	228	99	82	89	160	269908	517	30	2	2	1.099895707	0.037493482	0.99715294	0.996840788	0.196624863	5.613444232
TE0005950	405	129	154	122	253	356652	963	68	9	4	1.477305589	0.052703875	0.996294879	0.99600401	0.14058428	5.731049818
TE0005951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005958	1382	361	447	358	877	323810	2568	150	54	10	6.226535325	0.192170022	0.987329224	0.986284985	0.389756033	6.18020471
TE0005959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005961	140	80	56	51	86	205921	443	22	2	0	1.273227578	0.037445534	0.997400938	0.997174577	0.123180203	5.561586493
TE0005962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005963	310	98	88	69	216	305406	717	38	8	11	1.567556569	0.048364929	0.996860619	0.996610089	0.249121938	5.837934766
TE0005964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005967	708	181	161	181	438	419644	1424	113	12	7	2.046778172	0.071083044	0.995195101	0.994805872	0.357290257	6.019241321
TE0005968	750	261	277	267	611	238489	1282	55	6	9	3.648815744	0.146029258	0.989528609	0.98851065	0.614040592	6.168099152
TE0005969	239	71	57	49	111	226651	706	72	8	11	1.850011087	0.047543693	0.997013096	0.9968049	0.145342698	5.835959641
TE0005970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
