SID	fissure_lbp1	fissure_lbp2	fissure_lbp3	fissure_lbp4	fissure_lbp5	fissure_hog1	fissure_hog2	fissure_hog3	fissure_hog4	fissure_hog5	fissure_contrast	fissure_dissimilarity	fissure_homogeneity	fissure_energy	fissure_correlation	fissure_entropy
TE0002401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002402	375	92	113	84	197	468465	932	65	10	4	1.063701085	0.035070224	0.997695839	0.997534562	0.24862063	5.908549289
TE0002403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002412	1165	467	555	436	971	492896	1926	74	8	6	2.479251313	0.095004694	0.99194105	0.990737017	0.228587363	5.560764688
TE0002413	1322	444	514	363	944	533231	2929	169	30	23	3.155287153	0.109969959	0.991937907	0.991133491	0.257527171	5.839171219
TE0002414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002416	1758	541	615	487	1272	674243	2729	168	12	8	4.181913786	0.130237878	0.991700109	0.990958337	0.630874981	6.401502644
TE0002417	2690	940	967	812	1867	505771	4286	184	41	18	5.564275675	0.214509933	0.983321453	0.98139308	0.211680504	5.699025216
TE0002418	383	105	110	100	259	473118	847	36	6	5	0.995394259	0.037566516	0.997469428	0.997288968	0.461073099	5.953890598
TE0002419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002420	563	124	176	145	388	582676	1142	101	8	2	0.790849619	0.034381729	0.997181327	0.996829756	0.120842468	5.509789504
TE0002421	4275	1358	1860	1384	3554	530318	5918	240	40	28	7.720130174	0.300078015	0.97505396	0.970488385	0.32544035	5.724599217
TE0002422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002425	1593	456	510	402	1046	652882	2886	228	12	11	3.610079546	0.112210711	0.99261914	0.991914837	0.449005577	6.224528371
TE0002426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002428	24	10	8	11	6	422659	126	35	0	0	0.107827804	0.003516245	0.999795276	0.999783701	0.357331622	5.314680761
TE0002429	892	302	310	228	612	390831	1519	70	20	5	2.867103064	0.099499886	0.992978338	0.992275907	0.369789117	6.027106897
TE0002430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002433	920	316	282	224	599	418007	1696	98	8	14	3.496883197	0.117084591	0.993100425	0.992598674	0.556969047	6.469256351
TE0002434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002443	1344	476	519	440	961	584341	1800	118	18	1	2.968820692	0.108823176	0.992428778	0.991747577	0.407689972	6.103936015
TE0002444	279	106	97	90	194	479303	580	32	4	6	0.826096714	0.028098629	0.998063047	0.9978754	0.371123294	5.891786065
TE0002445	549	159	146	101	300	379364	1008	68	8	9	1.432896658	0.056202077	0.99597292	0.995595748	0.1260383	5.680606731
TE0002446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002447	947	261	263	208	529	447362	1970	232	42	25	2.606937312	0.088212348	0.994080842	0.993577559	0.11572138	5.775096955
TE0002448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002452	392	115	147	123	159	570069	1042	91	4	6	3.059553413	0.061715	0.997715233	0.997610436	0.640412768	7.03649928
TE0002453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002455	691	213	234	224	501	654407	1284	54	19	12	1.217792255	0.047782021	0.996596909	0.996291453	0.384219916	6.001344962
TE0002456	1484	591	628	523	993	558144	2985	160	26	15	3.063943669	0.123255655	0.990896534	0.990058559	0.378285127	5.969597519
TE0002457	904	354	409	325	653	514484	1379	92	8	7	1.98452673	0.076866466	0.994071937	0.993390442	0.361486019	5.848710355
TE0002458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002460	564	178	242	172	432	426002	826	34	6	2	1.6394757	0.060247106	0.995746697	0.995213896	0.473502405	6.092163219
TE0002461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002462	1146	397	440	361	786	518756	2109	95	20	12	3.17322334	0.103269031	0.992816596	0.992119721	0.15740855	5.802055123
TE0002463	795	218	219	190	568	560197	1037	71	18	7	1.736366265	0.060535313	0.995867296	0.995488034	0.212744291	5.820694367
TE0002464	595	213	200	164	346	667690	1629	121	16	9	1.411139908	0.04821885	0.997040134	0.996860917	0.465025295	6.293141845
TE0002465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002468	1111	308	320	275	738	492688	1770	111	8	9	3.196126292	0.102526071	0.993288761	0.992727818	0.417623777	6.14076918
TE0002469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002474	738	232	236	213	465	563073	1563	83	2	11	1.686293097	0.061076389	0.995830125	0.995521554	0.33001444	5.999641415
TE0002475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002477	994	269	291	234	588	510916	2070	185	36	9	1.79665074	0.074531572	0.994451331	0.993924509	0.24456446	5.752468245
TE0002478	502	143	162	109	346	454787	1003	57	12	9	1.205318501	0.046316094	0.996753687	0.996449348	0.34329329	5.951273867
TE0002479	695	271	291	214	484	503927	1199	50	10	11	2.43744371	0.075082637	0.995258686	0.994902711	0.290906223	6.041669626
TE0002480	671	278	322	311	572	493432	1084	55	4	11	1.17503174	0.05126695	0.995309387	0.994458168	0.475039842	5.746123104
TE0002481	429	143	141	115	313	463075	751	49	12	0	1.606433771	0.043312681	0.997034805	0.996771878	0.106684606	5.625729244
TE0002482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002483	1033	329	363	302	794	594695	1360	89	10	6	2.299427565	0.071638445	0.994621864	0.993915399	0.108225714	5.570484636
TE0002484	1563	587	728	613	1268	565369	2102	73	14	9	3.335565715	0.117436192	0.990534715	0.989241603	0.398918737	5.904596608
TE0002485	1136	414	483	385	716	534018	2378	111	21	16	2.623426182	0.099783687	0.992942869	0.992317021	0.321650027	5.949919405
TE0002486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002488	303	69	66	54	170	550430	614	72	4	4	0.935099506	0.023475998	0.998594195	0.998415087	0.768979313	6.53427099
TE0002489	2623	1040	1171	964	1980	539433	2815	97	22	9	7.197597144	0.255362019	0.98318573	0.981673767	0.643677177	6.551201202
TE0002490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002493	2020	758	732	693	1384	502260	2944	192	30	14	3.13918325	0.146959781	0.987339414	0.985643268	0.282951593	5.630216122
TE0002494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002498	371	98	105	103	226	605230	746	52	14	0	0.726572437	0.025764335	0.9981883	0.998033652	0.225438962	5.792804064
TE0002499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002502	78	22	24	16	28	470149	220	67	2	10	0.51374189	0.009478913	0.999501632	0.999467762	0.029567433	5.32133058
TE0002503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002505	824	223	233	194	596	512500	1514	142	24	8	2.244287524	0.074149682	0.995168912	0.994669142	0.638759859	6.369703821
TE0002506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002518	1082	334	372	319	709	650086	1878	131	20	16	1.909517308	0.07469924	0.994809415	0.9943686	0.468930711	6.152516425
TE0002519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002523	1856	595	598	514	1372	533876	2364	116	14	12	3.92846404	0.150321168	0.989121838	0.988045671	0.298126442	5.884755607
TE0002524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002529	717	214	229	188	535	420562	1181	87	4	14	1.204040945	0.057357325	0.995070856	0.994336798	-0.042951665	5.271318808
TE0002530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002538	1316	373	460	369	977	639290	1850	104	22	11	2.378278405	0.083890374	0.993841072	0.992960651	0.312969936	5.876068586
TE0002539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002542	435	127	129	94	227	423709	1222	136	10	11	1.213460853	0.046448636	0.996960952	0.996761869	0.149603482	5.810211323
TE0002543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002553	456	135	142	95	257	371739	899	99	20	5	1.331189833	0.047251861	0.996544419	0.996244141	0.177751213	5.717674081
TE0002554	106	29	36	30	66	317202	295	15	4	4	0.272780631	0.014159941	0.998935051	0.998862805	0.032120907	5.397842481
TE0002555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002556	1390	334	346	277	838	569677	2567	217	36	11	3.048776193	0.099056379	0.993243693	0.992720369	0.212551881	5.869870819
TE0002557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002558	195	86	85	81	39	417703	767	128	4	6	1.15077497	0.033964956	0.998327516	0.998252881	0.311686616	6.320573272
TE0002559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002568	1547	678	815	700	1184	551837	2078	100	18	7	2.942447034	0.124864465	0.98989425	0.988785047	0.512682122	6.02980714
TE0002569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002572	635	227	230	196	373	455414	1470	102	6	10	2.128545122	0.076915874	0.995324786	0.995060773	0.56747732	6.339615468
TE0002573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002574	574	188	187	200	420	392501	1076	73	4	6	1.776297525	0.061683883	0.995348671	0.994838162	0.143009795	5.624900065
TE0002575	412	182	163	151	308	430526	933	94	8	7	1.102830412	0.044960412	0.99655252	0.996261574	0.328101038	5.813593844
TE0002576	470	137	130	130	302	485216	952	55	16	4	1.098989394	0.041409603	0.997072372	0.99683313	0.239939727	5.820634447
TE0002577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002578	202	57	52	43	126	523853	492	37	10	2	0.350631697	0.014643372	0.998931473	0.998781615	0.090934734	5.581397378
TE0002579	788	280	292	239	563	595641	1314	71	16	9	1.515610373	0.061316567	0.995566591	0.995203001	0.298308688	5.893087598
TE0002580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002582	938	279	301	294	699	415152	1703	116	0	17	2.241075894	0.092783737	0.993071623	0.992330327	0.530776226	5.995340456
TE0002583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002587	1550	405	410	326	1017	554912	2907	155	21	14	2.978731192	0.112123091	0.992013781	0.991299152	0.358483495	5.984833671
TE0002588	534	228	245	184	416	553882	1152	54	4	1	1.719479491	0.056024037	0.996464368	0.996151717	0.576382253	6.330173499
TE0002589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002590	1292	460	402	422	928	484452	1931	83	8	12	3.001262491	0.11599805	0.991614812	0.99076046	0.218229249	5.805016625
TE0002591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002594	1057	297	364	270	766	467897	1467	85	21	6	2.366206081	0.086767343	0.993237027	0.992451835	0.264676872	5.72941076
TE0002595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002596	1030	215	233	178	620	405729	2092	168	2	6	2.80465119	0.106838924	0.993212614	0.992708544	0.445123574	6.208882345
TE0002597	1124	446	500	459	1004	478334	1682	137	6	9	3.514680389	0.117948312	0.991701963	0.990577135	0.789207726	6.839891909
TE0002598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002600	309	90	93	79	153	417536	809	75	14	12	1.022781693	0.034861525	0.997828271	0.997693033	0.306574338	5.923363757
TE0002601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002602	1129	280	321	251	683	405902	2193	123	10	12	2.965476605	0.11026936	0.992200362	0.991472233	0.593740683	5.960481741
TE0002603	500	164	190	155	311	411960	1029	100	7	4	1.673480335	0.055774411	0.996062933	0.99571167	0.132434923	5.716918078
TE0002604	840	333	361	298	611	353804	1390	67	3	2	3.128697593	0.121113628	0.991888795	0.991214452	0.491492852	6.206018369
TE0002605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002613	851	169	168	170	563	377078	1412	85	10	9	1.826546642	0.080486497	0.994099237	0.993513604	0.168422148	5.623120652
TE0002614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002616	441	164	141	119	318	400759	919	61	17	4	1.498853399	0.052240552	0.996471056	0.996141932	0.155163531	5.699578427
TE0002617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002619	280	114	97	88	219	381691	588	35	2	4	0.785176923	0.032515337	0.997539818	0.997239271	0.567619324	5.885297023
TE0002620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002622	2744	643	655	519	1655	535221	3956	219	43	21	5.390476818	0.187862008	0.98670245	0.985326393	0.224464392	5.808811623
TE0002623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002624	340	123	138	96	201	389527	733	76	2	1	1.212924119	0.042546797	0.997171879	0.996908817	0.149056229	5.803152111
TE0002625	1128	329	277	237	729	522168	1987	171	54	14	2.369181785	0.086444017	0.993913481	0.993320526	0.278685135	5.872739048
TE0002626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002627	828	242	252	205	457	383203	2171	150	17	19	2.605131715	0.092959153	0.993587344	0.993065868	0.07756536	5.703089744
TE0002628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002630	1011	323	339	263	689	497311	1844	100	13	16	2.815327115	0.098501679	0.993631915	0.993200021	0.384680643	6.129721038
TE0002631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002634	667	242	217	166	422	413274	1354	73	14	5	1.951281613	0.067857143	0.994972145	0.994503329	0.102069991	5.610904477
TE0002635	677	268	233	255	544	559992	1269	58	8	3	1.78109263	0.060654595	0.995779663	0.99541543	0.461557401	6.053623727
TE0002636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
