SID	tg_lbp1	tg_lbp2	tg_lbp3	tg_lbp4	tg_lbp5	tg_hog1	tg_hog2	tg_hog3	tg_hog4	tg_hog5	tg_contrast	tg_dissimilarity	tg_homogeneity	tg_energy	tg_correlation	tg_entropy
TE0002921	51175	24445	44346	31535	70424	440588	32631	725	52	16	49.15062966	1.869087673	0.667099863	0.439773194	0.967643956	6.824723032
TE0002922	53327	23083	30138	24476	54506	439351	27048	649	56	23	54.72995006	2.36152107	0.663142525	0.515847313	0.934766433	6.664457379
TE0002923	54562	22717	32547	24937	60476	389256	24733	683	36	12	54.59956987	2.517196648	0.625894949	0.441052351	0.917903242	6.487300427
TE0002924	66121	26307	42493	31507	81572	528943	30612	572	41	28	24.35362523	1.524648983	0.674494784	0.470491466	0.949380657	6.361811234
TE0002925	59114	22066	38278	27318	78557	467677	28684	992	47	21	35.80263596	1.573752568	0.678821189	0.457569962	0.96689366	6.892876226
TE0002926	39146	17474	26775	20072	45705	352092	22841	507	58	18	47.15116352	1.748251265	0.706544232	0.526333549	0.956648531	6.947266021
TE0002927	58052	28636	37286	30333	62979	511441	29701	512	49	25	53.01674998	2.399460668	0.652715682	0.516049078	0.935076085	6.732942679
TE0002928	73574	31969	48517	37430	84839	661341	42521	753	62	23	56.20001092	2.076089628	0.690408165	0.521147325	0.939840615	6.954156968
TE0002929	37517	14317	24546	18577	51575	391180	19085	349	36	20	17.80662282	0.989989826	0.773451553	0.580237258	0.952998242	6.20437494
TE0002930	45938	22326	29860	22643	52833	404133	22791	698	44	14	46.28873278	2.084650138	0.663039549	0.514926053	0.943407948	6.671231987
TE0002931	73424	30000	44122	34781	87225	575540	36761	639	49	19	34.69342449	1.880179171	0.663690952	0.464292233	0.943757762	6.388922124
TE0002932	68476	28539	36667	27399	63368	562258	42094	616	74	28	63.12198403	2.578757448	0.665353008	0.537860105	0.925301093	6.592311315
TE0002933	46945	27622	33745	30470	54297	410299	27981	508	49	21	32.52550877	1.830652653	0.65521747	0.475045528	0.947413157	6.457755589
TE0002934	63423	27491	36490	30091	70579	476310	27707	508	77	28	49.7849191	2.346936176	0.624522903	0.457093688	0.931555954	6.630948427
TE0002935	33415	16048	22290	17054	34400	326284	18285	426	49	16	44.483646	1.863679795	0.70706749	0.575602166	0.948481624	6.8889263
TE0002936	41591	20035	26686	22114	46542	387226	20255	453	45	18	38.45009866	1.994409907	0.670510573	0.538098207	0.947100304	6.683625253
TE0002937	57156	27157	34242	27558	58582	476383	28287	774	56	21	75.89407135	2.937987436	0.639776101	0.505661145	0.91206252	6.915870347
TE0002938	57463	23901	36279	28077	65110	429060	26202	548	42	16	23.72184925	1.618676433	0.651985738	0.448072061	0.937597375	6.076093074
TE0002939	49259	21714	28002	21558	50482	387253	25399	616	56	19	55.01528929	2.360850245	0.647686097	0.500914256	0.941723915	6.847091959
TE0002940	80336	33690	50564	38456	90231	597179	38264	862	81	31	46.86270912	2.07050265	0.631564407	0.44351981	0.96616643	6.993869156
TE0002941	38351	17978	25390	19483	41533	335275	21358	364	37	14	38.39068554	1.89147142	0.676494809	0.518900478	0.94349322	6.720516505
TE0002942	49810	24838	31577	26854	54666	447077	26137	556	54	26	48.67328387	2.361768525	0.644465839	0.519653797	0.929739975	6.530681635
TE0002943	37950	18056	23551	18990	45035	326466	18192	354	35	13	34.81580005	2.106520925	0.648532395	0.507171971	0.933214102	6.378490689
TE0002944	56898	23450	28973	21843	56294	403449	26267	569	48	20	65.96699454	3.005351791	0.601805808	0.470034179	0.937104022	6.628080714
TE0002945	58186	22310	35605	26128	69092	436595	29144	725	73	23	36.62057343	1.870870825	0.650956601	0.458268631	0.939391604	6.33446649
TE0002946	58592	21209	36497	24940	73289	470144	31704	595	55	26	41.80078132	1.788182072	0.693055922	0.485772422	0.934484491	6.568037833
TE0002947	51754	21904	33934	26097	66051	434949	25767	741	55	26	39.72579774	1.693471448	0.682464315	0.48282868	0.938257432	6.316495315
TE0002948	86426	37067	47972	36440	89677	673773	39871	691	61	24	58.62564646	2.624627593	0.628532921	0.489336868	0.942281536	6.842333071
TE0002949	68668	31962	39547	32074	69293	544021	32568	689	71	19	55.56028245	2.585422061	0.629095019	0.488597802	0.940677758	6.819013642
TE0002950	46779	22627	28976	23739	45696	430329	24428	479	42	23	53.26781436	2.405877614	0.667123577	0.553242758	0.941627707	6.893142492
TE0002951	39657	16137	22587	17125	38468	305467	20337	462	51	32	54.33965318	2.392288715	0.653963463	0.510423334	0.926543275	6.547123432
TE0002952	53823	26473	34425	29344	58196	452101	29273	513	43	20	45.08165088	2.082772517	0.651655875	0.491987072	0.935057995	6.606761706
TE0002953	47972	21465	34021	25882	62140	388679	24232	614	42	19	27.85468691	1.569713321	0.667402753	0.453157265	0.956143693	6.517016035
TE0002954	33154	13986	21781	15204	38718	295674	18724	479	33	18	44.01080035	1.745889141	0.704707169	0.534728922	0.953087862	6.72039082
TE0002955	70954	25685	38245	27185	75697	508143	33330	578	63	19	47.5902102	2.111272051	0.654092452	0.470662548	0.923098198	6.457047608
TE0002956	37124	16499	25232	19223	47203	328360	18653	410	49	18	38.92185319	1.787824671	0.682777998	0.49972189	0.946106999	6.699156366
TE0002957	39610	18370	23975	19604	39891	318571	19605	344	39	21	52.19037294	2.281681625	0.651213714	0.501188313	0.94450523	6.755495598
TE0002958	59410	28398	29638	24487	52403	463254	22050	630	50	16	86.51496018	4.234380277	0.580780537	0.506676527	0.880343898	6.646439086
TE0002959	53410	22632	31310	24072	58403	422820	25217	458	60	23	45.7791444	2.169773139	0.648370142	0.493890412	0.954680908	6.706558501
TE0002960	55367	22653	32093	23927	59001	420026	28728	564	48	22	64.93112179	2.503717949	0.632539563	0.474238431	0.949283567	6.97379915
TE0002961	37945	20884	31333	25836	53270	360979	23788	563	44	24	34.3972085	1.747751976	0.668535734	0.474470712	0.949725674	6.41359679
TE0002962	66532	24517	33580	24929	66064	471146	32772	642	53	17	44.26674866	2.1459778	0.652987363	0.480472356	0.941440478	6.406774801
TE0002963	41730	20537	30079	21760	44491	401630	23532	513	45	16	44.48601474	1.844512111	0.698602048	0.553566731	0.941444309	6.48770558
TE0002964	58225	25061	33091	27126	64098	475752	28393	579	47	21	62.17174246	2.63459723	0.642185296	0.49764653	0.93112509	6.851838568
TE0002965	82599	35515	44302	35511	80858	602692	35286	641	46	20	55.47420111	2.781303361	0.606301774	0.466533935	0.920952115	6.588054302
TE0002966	55964	26553	32894	28222	60956	448191	24904	863	30	24	45.55493207	2.445007267	0.619371136	0.47649734	0.942396088	6.602287927
TE0002967	54225	24543	30460	24429	57108	426473	25590	587	44	15	65.9849874	2.729455608	0.629050042	0.486143364	0.900705033	6.415666626
TE0002968	40536	17632	24528	19657	42640	307866	19421	480	31	9	40.38165538	2.036910798	0.650455257	0.479722469	0.951790183	6.720587366
TE0002969	48841	18416	29483	20839	56251	400827	25584	403	45	11	41.08191995	1.828254771	0.683974107	0.511460065	0.935818668	6.532841137
TE0002970	58800	25780	38883	29405	69569	472799	28041	624	66	22	28.34288607	1.679777585	0.656148858	0.465370314	0.9626188	6.6546397
TE0002971	39490	20068	30076	24316	50555	396721	22459	588	35	20	35.54952707	1.501863248	0.711322811	0.528740337	0.958494443	6.775510039
TE0002972	61903	27963	40342	31080	71750	494600	29113	626	29	26	37.73144785	1.998798333	0.64945092	0.468256077	0.951829201	6.752377523
TE0002973	53893	20687	34737	25163	65517	415831	31003	631	43	17	45.94280671	1.800296456	0.681027465	0.465311656	0.948254629	6.624963732
TE0002974	62619	24388	41288	30477	77990	499452	31972	681	44	21	29.56748767	1.506478744	0.691190938	0.46704669	0.945337861	6.394156619
TE0002975	54422	23361	29320	22423	53021	407831	23414	424	41	20	45.46532979	2.563634131	0.625485551	0.492734087	0.90986072	6.367583679
TE0002976	38512	16086	27010	20802	52844	363511	21341	483	39	24	24.2877206	1.268888579	0.727848706	0.518732633	0.95075912	6.305228082
TE0002977	64684	23844	37236	27929	71243	459119	30051	646	48	24	31.74057486	1.635866179	0.671885625	0.449459084	0.95437125	6.422005812
TE0002978	43196	19724	23513	18648	37717	370347	24082	473	37	17	54.92981328	2.570582871	0.666097782	0.560022778	0.921189377	6.637377152
TE0002979	55532	23173	30369	23566	53868	400874	25394	517	61	24	44.87465606	2.276760751	0.634474268	0.472076797	0.930485523	6.338102516
TE0002980	40920	16958	24233	17967	45196	308590	18916	478	46	20	42.6776399	1.999235589	0.647756307	0.476066778	0.951210231	6.735135078
TE0002981	45457	20391	34221	24756	60684	411108	24227	546	43	18	29.25634366	1.508993348	0.687823802	0.495012802	0.959207347	6.609877476
TE0002982	72111	28536	41317	31444	77114	523502	31713	539	48	20	40.36508899	2.035505291	0.643854877	0.452168939	0.947407689	6.68149656
TE0002983	49159	23056	30323	23788	54395	398529	26071	593	41	16	44.16234756	2.005685411	0.657810611	0.483416104	0.943249489	6.645475039
TE0002984	50972	20416	34645	25130	64580	398475	25757	611	69	14	36.339073	1.560576314	0.679780114	0.446692582	0.957378543	6.612703912
TE0002985	50759	24711	31608	25016	51864	431943	25849	444	44	18	41.42056551	2.281621447	0.641600591	0.514252023	0.933401645	6.576391652
TE0002986	52837	24280	27863	20422	45481	377806	23158	571	44	19	94.68764495	3.734550331	0.587365439	0.482252461	0.921165895	7.006431769
TE0002987	65260	27716	35481	27994	67788	562078	29521	458	37	16	39.62494428	2.204903749	0.668228358	0.539408072	0.924337366	6.549527841
TE0002988	34916	16967	20038	17145	35751	293963	15028	288	45	15	42.96247465	2.522014977	0.634753645	0.520394706	0.914833343	6.482759514
TE0002989	59538	26083	32916	27599	66223	433748	26283	619	61	17	49.26252662	2.489406911	0.608966256	0.445374616	0.947098229	6.727685835
TE0002990	53075	23879	28571	23575	53836	400833	23204	671	40	16	63.47757107	2.867896856	0.61267892	0.479472051	0.928619019	6.771435212
TE0002991	40646	19390	24192	19190	43609	338638	19167	552	48	20	45.34364029	2.447711963	0.629693841	0.503273588	0.931163271	6.343582149
TE0002992	51577	23819	30395	24204	51426	416441	24584	454	36	16	46.4061566	2.389040502	0.641583529	0.500609962	0.93377749	6.634565824
TE0002993	64377	28681	38178	28685	69174	487755	30686	519	55	33	44.62689585	2.330216087	0.623943032	0.464921955	0.922410902	6.130725745
TE0002994	62381	26396	41561	30744	69816	554359	37010	662	55	24	56.64487608	1.982961918	0.695720359	0.52678903	0.948159908	7.005274008
TE0002995	49766	22219	32738	24659	57672	417933	24931	620	52	20	42.36190172	1.982354981	0.658022942	0.48725338	0.948215549	6.662943143
TE0002996	55803	23819	27793	22724	50820	405036	26853	589	42	20	57.93844911	2.621657484	0.629469998	0.490031308	0.924045799	6.327348587
TE0002997	41100	17446	23330	18184	42568	320282	19329	529	46	14	49.97690722	2.269731959	0.646487361	0.501845402	0.935266523	6.664705422
TE0002998	65638	28954	39538	31202	74166	518720	32036	603	64	25	41.98824625	2.060927609	0.644662637	0.471511801	0.945163317	6.615381199
TE0002999	40473	17084	27718	20500	52472	318677	20018	408	32	12	25.42144687	1.440653837	0.681347696	0.455604671	0.939142911	6.144178049
TE0003000	53315	26048	36145	26760	60427	475667	28756	704	48	22	44.86781889	2.036836393	0.664137741	0.516278344	0.949921722	6.761381151
TE0003001	39745	17700	27843	20723	50343	341472	20837	527	28	16	32.89075455	1.549588058	0.68758704	0.487146904	0.956728357	6.493218157
TE0003002	64425	28404	31461	25970	57873	463077	26965	663	51	23	62.66072265	3.289129269	0.587833878	0.481192958	0.908231394	6.432870983
TE0003003	49327	18780	30915	22282	54859	403339	28595	536	49	21	56.5135751	1.901957339	0.707731221	0.508048593	0.953203469	6.993720704
TE0003004	53526	21768	31049	22406	62207	421840	26563	578	61	22	50.64259059	2.110012086	0.655519863	0.486281279	0.949186138	6.64729569
TE0003005	50246	20417	26715	20203	49566	420333	28619	531	49	18	63.63806245	2.387451998	0.680646723	0.542103602	0.930352032	6.600908731
TE0003006	62572	23931	34969	26070	70765	460171	28840	798	53	26	46.4799563	2.018345697	0.653931478	0.465702731	0.96180544	6.815448078
TE0003007	53049	24362	34726	25319	55090	422832	30125	589	35	19	42.70544727	2.195218047	0.643063859	0.488657911	0.92864223	6.157824578
TE0003008	86579	39019	53999	42052	90889	628936	40790	861	64	29	52.20057377	2.519670036	0.603928978	0.434952992	0.936402738	6.697962185
TE0003009	64642	25773	36410	26445	70793	504166	31571	582	39	24	36.38218283	1.94746746	0.659060429	0.49064145	0.936648809	6.312205685
TE0003010	51086	22143	30013	24025	58122	415141	24947	481	59	12	41.42403574	1.904239227	0.667408473	0.495864653	0.9271364	6.310846046
TE0003011	55298	22822	28470	22698	51781	407479	26789	558	46	17	51.08694276	2.473470835	0.63773066	0.495451448	0.943805168	6.707644398
TE0003012	66532	23696	45221	31909	85145	510464	35634	568	60	24	34.87828825	1.459789074	0.704384337	0.448004538	0.951539034	6.452103853
TE0003013	57532	24686	37466	28626	72593	477528	26494	684	66	20	27.15700999	1.520869703	0.673038817	0.477077621	0.965347741	6.607882705
TE0003014	64996	29236	41683	32435	74880	527536	29336	733	59	21	30.95076033	1.887813236	0.639552565	0.476089918	0.965173728	6.759559037
TE0003015	47590	18157	26226	19144	53845	376837	23888	643	53	15	44.22989722	2.032758004	0.669789988	0.50434973	0.944922549	6.565514741
TE0003016	45995	19300	29195	22428	54931	357738	22052	582	63	22	37.32799702	1.799044428	0.658591256	0.463296049	0.959383321	6.713985163
TE0003017	50934	20644	33711	24733	63268	413645	26389	526	57	23	27.92973441	1.411088873	0.697538011	0.475325948	0.966664279	6.63561737
TE0003018	64090	26912	36614	27391	67065	470139	33562	453	57	14	48.90367821	2.564828895	0.620334826	0.463824674	0.925122	6.468783437
TE0003019	68977	30192	36325	29170	65297	532804	30102	465	39	26	45.39528709	2.48964685	0.631264376	0.502431477	0.911946809	6.378162921
TE0003020	49070	20658	31156	22359	55086	402625	26302	636	40	21	45.95415194	1.950204284	0.670778543	0.498911624	0.933362273	6.356605821
TE0003021	52357	24087	22939	18755	41743	397501	19962	369	30	17	106.7967733	4.596706877	0.581475052	0.51441067	0.88093649	6.66786006
TE0003022	57584	22993	35151	25658	59747	532247	37128	774	64	27	64.81951488	2.236080084	0.702297845	0.560438732	0.936651243	6.799441087
TE0003023	64332	26778	39262	30026	71074	508214	35559	714	57	19	55.38882007	2.220206905	0.653698377	0.479492835	0.95071469	6.827232689
TE0003024	49075	21941	31458	25019	56279	392702	26416	650	44	11	50.7948392	2.026730626	0.663065274	0.473918233	0.958818986	6.884430771
TE0003025	33401	15846	24475	18889	45634	343233	19015	568	47	17	26.53705602	1.386356163	0.719939181	0.552082063	0.970469443	6.713761901
TE0003026	77117	30085	49485	36884	91080	580811	38009	745	66	19	34.78366779	1.731612729	0.661083425	0.446625095	0.952207772	6.576945222
TE0003027	86250	32817	48993	35805	99825	624137	44212	1010	83	23	65.17027727	2.423619076	0.639925149	0.444709801	0.950194596	6.964899272
TE0003028	44670	18833	27464	21047	54352	337218	19111	665	36	18	23.82742359	1.575567362	0.658259624	0.454843841	0.958123502	6.465458561
TE0003029	50398	20165	33512	23902	58772	417410	26908	617	65	14	40.84387752	1.653488434	0.691964656	0.496478229	0.961348384	6.961689756
TE0003030	63079	27723	36880	29264	67807	502401	31584	541	52	22	45.70955252	2.166389782	0.651280018	0.490305076	0.916573218	6.374877063
TE0003031	42570	21801	30415	23815	53559	378518	22623	542	52	25	39.76687059	1.913430064	0.659169479	0.489933621	0.955031393	6.711846589
TE0003032	59363	27321	29193	23113	51031	449923	27064	529	45	15	63.7390791	3.201400824	0.608824519	0.507320682	0.908718439	6.499424587
TE0003033	52886	23269	34144	26055	61637	442884	27132	497	69	28	40.77767817	1.906295109	0.664687159	0.492908493	0.948977952	6.683051951
TE0003034	50945	20762	25000	19006	45660	430059	30499	608	27	21	56.89266726	2.423026222	0.682856262	0.565317514	0.922127578	6.515785045
TE0003035	67521	29068	43486	33203	81759	558748	31661	632	70	27	33.89752888	1.805448784	0.658911084	0.477496433	0.946108699	6.382616305
TE0003036	52694	20506	30052	22022	62493	409020	25059	742	48	20	36.94149689	1.809971461	0.670439353	0.484769926	0.951946187	6.668265661
TE0003037	51357	20643	28972	22736	59086	421952	30901	667	57	23	61.47354963	2.171907735	0.684742467	0.511324572	0.93920701	6.860311027
TE0003038	59833	24437	39873	30790	78458	486891	30640	728	42	18	26.81330464	1.460246314	0.685242764	0.463472023	0.961363196	6.465812224
TE0003039	46791	20376	31094	24670	59670	391455	25829	528	52	15	30.22202265	1.58326979	0.691613818	0.481044354	0.959195056	6.597090424
TE0003040	88546	34580	49123	35972	98475	685182	44784	647	62	26	48.89467566	2.19416893	0.655051422	0.48401566	0.933660425	6.497048438
TE0003041	62077	26432	40985	30958	74173	506992	30385	559	42	24	34.1017204	1.725317317	0.665122069	0.471158071	0.952060759	6.505870751
TE0003042	55644	26274	34777	27213	56355	449852	29824	515	34	24	42.02178903	2.14599541	0.648233509	0.493403514	0.948438149	6.440059803
TE0003043	72057	27758	41277	31102	77019	536880	40844	868	56	16	59.38661462	2.320980594	0.651312045	0.471980908	0.946383054	6.836163633
TE0003044	54630	27096	26941	24197	46906	428949	24953	447	43	18	92.97625786	3.998923306	0.599792905	0.511838727	0.862159565	6.610953112
TE0003045	45845	20165	29508	22391	52871	373204	24292	475	50	13	45.75210878	2.003323741	0.662293167	0.482265808	0.929428743	6.493184368
TE0003046	76080	35177	42544	34062	78074	590101	35643	688	81	22	64.23065059	2.948934933	0.612205802	0.475916917	0.911345919	6.642474855
TE0003047	32785	15495	22856	16892	38520	293670	17213	332	47	21	30.81757315	1.66521138	0.689772665	0.521419925	0.956668365	6.757414404
TE0003048	65933	28548	38908	30447	68879	475087	28383	685	44	26	62.36473756	2.884197295	0.595072219	0.445980749	0.919088804	6.745804806
TE0003049	44532	23700	38042	29019	54219	421666	26746	573	60	19	33.49205177	1.66097384	0.676996599	0.497156021	0.951915286	6.474398737
TE0003050	50885	23328	28329	22158	49061	404893	22164	532	66	25	43.77110851	2.381006096	0.639773188	0.50922737	0.917487329	6.344610564
TE0003051	73935	32170	45319	34398	83330	626383	36961	753	74	29	38.14451385	1.93402597	0.664568852	0.507126611	0.954204683	6.689075032
TE0003052	62784	32328	45761	38578	79895	596666	35971	708	44	31	34.2442301	1.740004346	0.687564754	0.506358176	0.949759072	6.664860217
TE0003053	53588	22484	37170	26888	70259	475455	27415	540	70	16	27.59927302	1.480862802	0.689443486	0.494487136	0.974668307	6.817711759
TE0003054	68124	30570	36431	27540	61194	596691	36981	625	73	22	64.46984653	2.837398512	0.659603539	0.559324927	0.909513171	6.645331406
TE0003055	64264	21867	35775	25311	70047	479553	28312	664	47	23	34.2859036	1.717694775	0.678350713	0.483558163	0.955806105	6.714654415
TE0003056	53324	25509	31142	25837	51313	453650	26050	479	47	23	52.18481311	2.531804793	0.643615055	0.52504143	0.932502825	6.590698575
TE0003057	41057	18476	26872	20884	47710	357251	22780	443	50	14	40.09107661	1.899051945	0.678961903	0.51360292	0.943175347	6.448217594
TE0003058	46248	21908	30469	22925	52862	428653	26301	511	57	22	52.8287436	2.153468921	0.68277734	0.539013536	0.95302883	6.902181553
TE0003059	60153	26388	37431	30232	70667	499341	29439	560	53	23	46.54919616	1.988048372	0.668339037	0.491370221	0.945795799	6.838215752
TE0003060	40373	18864	27270	19856	41449	356800	21812	400	50	18	46.28497663	2.174418312	0.666461637	0.528362481	0.928615794	6.604523027
TE0003061	49667	20495	36775	27350	70597	431996	28453	682	57	26	37.16941461	1.466996317	0.70159855	0.470051983	0.959848428	6.680849888
TE0003062	58885	22771	33893	25096	65190	421365	27160	637	48	16	36.28819932	1.769351388	0.663315907	0.457070414	0.92961265	6.102678515
TE0003063	65011	29161	34956	28962	65403	452452	26471	533	50	14	56.10510371	3.042409397	0.56692309	0.435941913	0.923351517	6.640764467
TE0003064	56895	22100	34078	25802	63064	433159	27882	603	34	22	40.7529579	1.749681181	0.687308321	0.477883435	0.937232946	6.570441544
TE0003065	48015	20329	29524	21931	50949	364759	21768	514	47	11	35.24219181	2.05438448	0.638681305	0.472196928	0.939705656	6.397235395
TE0003066	32419	15150	24407	17745	42617	289256	17619	458	45	17	30.80298162	1.478653833	0.703318895	0.501851605	0.945446191	6.525453589
TE0003067	55112	27890	37872	30490	65229	484620	29146	584	59	22	43.34367986	2.189024616	0.64679365	0.492250797	0.946564127	6.695207959
TE0003068	31364	14765	23658	17227	44225	318852	17724	401	49	15	21.13783205	1.266844132	0.729995749	0.543193429	0.963826473	6.624588997
TE0003069	47047	18188	31029	23192	60851	409202	25661	519	57	17	31.54504103	1.423390866	0.716539571	0.506790276	0.933654482	6.189650756
TE0003070	55497	25232	34921	27520	63199	436697	25235	671	41	28	40.17828615	1.980403871	0.639367572	0.463814825	0.948215676	6.516159078
TE0003071	63200	26157	39486	29777	77877	477682	31751	792	43	32	36.55651928	1.965699312	0.639406611	0.445720428	0.955114611	6.439294073
TE0003072	48226	21719	27927	21827	47527	443423	29827	532	47	21	65.20011555	2.310033159	0.694002196	0.566875133	0.930622805	6.725588154
TE0003073	48160	18652	24740	19236	50243	347833	19715	363	54	18	56.75594913	2.743327453	0.620648732	0.481236471	0.912644584	6.556412053
TE0003074	30083	12295	19391	14881	34181	261409	16024	414	46	18	31.22673626	1.54414963	0.71629789	0.538924502	0.938303312	6.380688719
TE0003075	46844	22835	34470	25892	57525	453389	26140	570	54	15	40.29894337	1.774966672	0.685525761	0.53274949	0.958453086	6.911419533
TE0003076	40175	19852	26945	20215	42849	341711	21100	331	44	18	38.63490456	2.102226078	0.6613867	0.510361161	0.932313371	6.550259242
TE0003077	47926	22173	27725	22636	49688	431438	23537	499	49	21	44.95073049	2.209579016	0.669393526	0.546377769	0.927923713	6.622982599
TE0003078	43872	19393	24992	19411	45887	343422	19672	465	32	18	48.9244349	2.348092497	0.637248302	0.494863732	0.940360103	6.722715061
TE0003079	43206	19933	30186	23761	51205	383412	24287	474	50	17	37.84381271	1.868296621	0.677406253	0.510591848	0.942557312	6.59575907
TE0003080	66071	31395	33636	27339	56562	467670	26596	567	53	24	89.28256225	4.265568208	0.556784165	0.460299503	0.839951746	6.410438284
TE0003081	38095	17396	27534	19595	46595	329206	19200	397	36	28	33.11451582	1.765215675	0.664076235	0.489884857	0.944250014	6.566925937
TE0003082	63249	23356	41065	29330	86128	492429	35185	803	87	21	50.86802354	1.760761874	0.683637969	0.445947562	0.96794973	7.072360848
TE0003083	40992	18446	29580	22966	52137	358195	20417	412	39	17	23.62977564	1.454158453	0.690101969	0.493234935	0.955800382	6.418070916
TE0003084	36774	17422	25504	20263	45467	318284	18110	529	25	12	31.70571906	1.719275313	0.667734643	0.487191259	0.951992982	6.510931129
TE0003085	49025	22823	34084	26710	60205	415405	27373	699	56	23	43.11474463	1.879136514	0.666035757	0.478722617	0.963921417	6.773696414
TE0003086	50600	22911	30341	23797	54964	401039	26104	460	59	18	43.74012881	2.136580939	0.654535143	0.487124982	0.948940666	6.675996209
TE0003087	40228	18786	27819	21645	49855	391874	21223	420	54	15	32.02013417	1.570830064	0.705173136	0.539505337	0.953604837	6.688167718
TE0003088	50245	24738	35641	27433	61343	457438	28116	693	54	23	43.28432546	1.935096443	0.667706208	0.504979962	0.95361495	6.826929859
TE0003089	44248	19025	25133	19075	43753	369357	23791	452	44	16	47.73415466	2.274203581	0.664313181	0.533143352	0.930633753	6.588781627
TE0003090	58969	27220	34103	27954	61314	494899	26872	616	44	19	51.81835486	2.521304905	0.642764919	0.514313442	0.922796363	6.674863509
TE0003091	56967	28388	37743	28588	58749	479057	32285	520	36	22	52.97949401	2.372544893	0.644711536	0.495464488	0.926240652	6.465352711
TE0003092	40401	15888	24682	16406	43619	360005	20044	413	50	26	43.33529443	1.798437993	0.70168776	0.553048194	0.930181881	6.396420483
TE0003093	46870	20261	30419	23228	53786	397528	23179	426	49	18	40.8034553	1.871784662	0.675978157	0.503723082	0.938099888	6.645892621
TE0003094	42372	16959	26840	20848	55297	362961	20077	503	54	21	26.9023845	1.417672628	0.698360232	0.495164756	0.959709834	6.451886467
TE0003095	66016	25729	42563	31198	82719	503060	35612	711	54	23	34.11115974	1.708532828	0.665385416	0.446579673	0.974488656	6.785613435
TE0003096	71789	29779	34110	26607	66042	506474	27714	604	33	18	54.31943496	3.100479793	0.592870195	0.474791121	0.903367228	6.369706789
TE0003097	39191	18871	30005	21456	50796	354861	24727	406	39	19	45.0435971	1.844910799	0.685106269	0.501208614	0.94034422	6.531686586
TE0003098	49727	25174	37494	30079	60468	471730	25911	434	56	19	26.95713421	1.663043687	0.673987228	0.509885662	0.95895738	6.342700892
TE0003099	52516	22853	33233	24594	66561	450492	27076	598	43	15	40.30068081	1.943565595	0.674506762	0.500374921	0.940526581	6.669472577
TE0003100	73107	27003	43399	32052	82945	543709	39499	574	41	25	36.34389905	1.796656769	0.674860569	0.466787693	0.944293688	6.494388696
TE0003101	85112	34887	50021	37491	98259	615038	39007	695	45	19	39.30872925	2.159531337	0.6222107	0.435225525	0.950655776	6.546144748
TE0003102	54124	23340	33022	24914	54016	425005	27164	529	60	32	46.03815617	2.147536465	0.655192472	0.489541617	0.933168148	6.461643844
TE0003103	86536	36426	54600	42477	100769	654352	43340	777	52	23	40.22127431	1.889822917	0.647146946	0.438371783	0.959692278	6.758873293
TE0003104	56593	22455	31034	24781	62291	469086	29663	445	61	29	38.63680127	1.822046824	0.692147675	0.52194686	0.931945535	6.347450523
TE0003105	48643	22818	32206	24275	51212	392061	24177	527	46	15	42.08415096	2.105154756	0.64064916	0.486785894	0.938503555	6.526159543
TE0003106	41279	19623	28859	22435	52287	347327	21198	450	44	17	29.78778565	1.683653707	0.659440141	0.469939504	0.965568268	6.69404127
TE0003107	74130	30939	42799	33532	83263	592643	33523	696	53	25	34.674697	1.97126921	0.652454238	0.490022775	0.933512975	6.325245102
TE0003108	45470	19700	26035	18337	39201	338702	23555	573	34	16	73.808219	2.813500965	0.641463033	0.503600366	0.931245081	6.929943349
TE0003109	63301	26254	35676	27526	69159	493311	29448	519	39	24	44.79633117	2.173735058	0.651337838	0.48837392	0.894757785	6.214160528
TE0003110	45243	20853	29863	23282	54420	383180	22553	500	51	12	30.69095564	1.651968	0.671703954	0.492347865	0.965102289	6.56911703
TE0003111	53851	22860	32312	23472	60376	423297	25460	713	62	18	49.47713547	2.125720621	0.649145617	0.484327637	0.949527391	6.647802079
TE0003112	68648	27924	36913	27754	66242	566974	35913	651	50	24	42.73292995	2.054766203	0.680682883	0.53660566	0.915020328	6.322022178
TE0003113	51165	21591	34867	26337	67812	439339	27373	748	58	14	36.32838275	1.574716756	0.688430222	0.484464074	0.973393552	6.954061328
TE0003114	46084	19120	29306	21447	56086	419664	26802	589	46	19	50.31740443	1.864827261	0.701684778	0.532937475	0.961193906	7.011215498
TE0003115	32056	14099	24389	18092	41534	282261	19035	448	42	20	36.59561927	1.539939216	0.701909618	0.498732352	0.964635365	6.916289094
TE0003116	80238	31648	45044	34260	84938	636796	39565	712	68	19	47.52700633	2.136579257	0.660561279	0.502684823	0.947775653	6.750954861
TE0003117	54258	24941	32950	26314	57882	448823	24693	422	49	25	31.20878841	2.056531158	0.646081805	0.506328215	0.921567701	6.281696782
TE0003118	57159	25500	36611	29516	71329	458934	26582	723	57	28	34.09765637	1.787576183	0.648990977	0.457860156	0.970153109	6.830449446
TE0003119	59513	20765	36060	26121	69893	466133	30761	703	43	24	31.46027414	1.463013109	0.705983384	0.489429674	0.956391889	6.476201205
TE0003120	54603	23289	37937	28796	73346	439456	27586	666	52	15	28.97279191	1.483972898	0.672981653	0.446856596	0.968664446	6.657220228
TE0003121	46064	21339	29443	22558	49115	393242	23198	484	50	14	38.72402494	2.168706613	0.654057906	0.512024137	0.926923831	6.40612656
