SID	tg_lbp1	tg_lbp2	tg_lbp3	tg_lbp4	tg_lbp5	tg_hog1	tg_hog2	tg_hog3	tg_hog4	tg_hog5	tg_contrast	tg_dissimilarity	tg_homogeneity	tg_energy	tg_correlation	tg_entropy
TE0003905	40767	13916	27979	17459	53720	263419	25205	493	37	16	61.72260202	1.680192063	0.707618608	0.379028242	0.952636681	6.814549349
TE0003906	56332	19583	41495	21630	67602	317049	27927	833	48	13	68.81801027	2.840929677	0.515219554	0.287160722	0.962351208	6.992086992
TE0003907	43509	18929	35455	23961	62459	295935	24033	730	46	16	40.35638729	1.586247929	0.63725506	0.328036883	0.973059262	6.787679138
TE0003908	67989	31052	48100	34396	83010	424467	41625	949	64	22	92.59123532	2.958861664	0.574222865	0.310716823	0.950175097	6.721937365
TE0003909	45502	20634	33424	23875	55154	271866	23473	600	24	11	52.40942739	2.355714868	0.550576247	0.291026649	0.951021104	6.478281045
TE0003910	27991	12148	22178	14170	35198	196351	15582	410	32	7	49.43806292	2.016526611	0.631122713	0.397886689	0.945153243	6.691533844
TE0003911	33567	16875	26091	18129	41378	229175	18328	305	37	15	46.25412537	2.603142375	0.565798403	0.360375353	0.934941377	6.498913121
TE0003912	35472	15737	26357	19431	49151	250598	21085	423	38	16	50.59083041	1.78326043	0.653879045	0.375982124	0.96151234	6.587363388
TE0003913	39842	15678	27356	18273	46473	236352	16955	646	57	6	59.78273477	3.374964624	0.481880608	0.313020327	0.948813092	6.726043966
TE0003914	31984	12859	23897	13961	40266	215535	16003	642	33	14	56.31919873	2.326224929	0.593203963	0.378983606	0.95864109	6.846551956
TE0003915	35993	17637	27984	19836	42622	232190	20344	714	27	12	60.34778613	2.218855265	0.578421444	0.335748253	0.968931661	6.882663002
TE0003916	39217	15010	23852	16534	42189	240952	22886	510	20	16	67.38121007	2.154048537	0.650387329	0.389684629	0.9414426	6.493104955
TE0003917	56338	27209	50726	34195	78268	390405	36306	909	47	13	62.91941966	2.204259003	0.603128519	0.306768389	0.954437498	6.797013707
TE0003918	30866	11747	19231	13898	39315	189118	15983	413	48	16	81.61541923	2.798463477	0.56880124	0.349392405	0.953309584	7.09134843
TE0003919	41456	16256	28682	20545	63907	277297	23470	507	28	18	45.5269421	1.698785597	0.651348594	0.327635054	0.965691295	6.863183658
TE0003920	45909	28502	48714	34975	65751	348101	33947	628	37	12	64.59265851	2.664114448	0.550973105	0.304047166	0.939529336	6.459735673
TE0003921	42558	16171	31274	20655	56718	284940	27789	604	47	9	64.80859007	1.891705873	0.662111771	0.361269537	0.933488773	6.296271809
TE0003922	46788	19252	27820	22302	49946	276914	20176	524	40	21	43.24087591	2.098898645	0.591960636	0.349808808	0.956913585	6.70932014
TE0003923	43851	17514	32076	22781	62884	288601	26867	694	35	27	56.77111436	1.846739687	0.649952568	0.333062886	0.958286038	6.646547052
TE0003924	43152	14086	33760	23427	78701	422454	29455	746	32	22	27.09340678	1.014261919	0.778729492	0.49353949	0.978362859	6.812162329
TE0003925	50395	21456	38590	26093	71089	328289	29126	679	71	17	71.83003924	2.203904513	0.60553768	0.317903995	0.963483132	6.895820934
TE0003926	48443	17457	35180	24974	74159	332914	34792	783	45	16	72.77384861	2.015390326	0.685181858	0.35207817	0.957776227	6.809987772
TE0003927	49325	19914	37683	26711	73557	316215	29938	782	52	17	57.47387149	1.789342161	0.644175562	0.297234747	0.96513655	6.851831399
TE0003928	47749	19130	33544	22026	57694	304890	22335	516	53	13	75.62566521	2.853733004	0.561864583	0.354437214	0.946146969	6.856684772
TE0003929	50167	23501	38645	27278	60137	308796	28817	581	44	18	51.25118862	1.748370382	0.619900094	0.312632082	0.957949384	6.244769005
TE0003930	41324	20639	37113	25505	57861	296852	23746	745	46	19	46.95210405	1.943988222	0.595367081	0.325273023	0.959458595	6.623731438
TE0003931	36429	17191	29068	18233	44880	257719	20797	485	32	12	59.54195217	2.294352103	0.610774741	0.380115006	0.943808423	6.728438134
TE0003932	40054	19480	31757	21179	46001	251702	19730	670	43	15	66.2523511	2.892450366	0.511417392	0.307374119	0.95506314	6.780307638
TE0003933	32106	13890	25792	17596	48427	224677	19008	567	27	17	48.63427689	1.943803407	0.615187457	0.346163917	0.964078795	6.752846523
TE0003934	41322	14911	34507	18577	52779	259813	21199	582	34	9	59.35834169	2.768464485	0.545295999	0.331668076	0.956508594	6.990158761
TE0003935	46464	17610	39236	21410	61357	304276	25981	721	54	15	77.5503387	2.710626023	0.571825732	0.329718245	0.936032393	6.799218621
TE0003936	44132	12258	28287	14652	54221	309198	21353	442	41	13	25.29182899	1.410853926	0.687294464	0.456094417	0.951851805	6.338300766
TE0003937	29900	12487	20989	14936	43155	190524	18348	471	25	17	69.35345412	2.106847577	0.641025251	0.328093719	0.940491319	6.696566264
TE0003938	45274	19335	33215	24133	57372	301049	26152	549	39	18	60.91778283	1.870662483	0.644734533	0.352879229	0.938509405	6.320987723
TE0003939	44859	21168	34212	22227	51328	300564	23792	550	51	15	83.51579547	2.922871065	0.555591588	0.367541418	0.943897289	6.8700781
TE0003940	44560	15875	34175	23548	77883	305022	31156	732	36	14	60.22226623	1.65891893	0.698397065	0.319526757	0.94508247	6.327841946
TE0003941	42258	16811	31619	21518	61608	275928	24798	545	34	15	53.92	1.802651163	0.644493654	0.325673448	0.952736952	6.534246268
TE0003942	46449	20567	38354	22448	56429	333693	23742	510	58	17	53.7924534	2.660149599	0.571340289	0.383175015	0.946899263	6.788286844
TE0003943	49621	18414	34526	20838	58933	309123	21542	689	80	18	49.31643214	2.570145258	0.539343134	0.350976535	0.967103042	6.620976638
TE0003944	82095	31790	56675	34972	90903	501384	45445	948	83	24	102.6652888	3.257560548	0.552379538	0.337741648	0.941556736	6.839625766
TE0003945	76755	34085	57827	40520	89167	459203	43889	1019	89	25	96.07131003	3.24774401	0.525037748	0.2856591	0.950138193	6.724649914
TE0003946	48502	20931	34905	22868	56851	291395	24323	582	69	17	82.09353288	3.072541882	0.527458211	0.315186077	0.948103978	6.788227507
TE0003947	35388	19630	31424	23247	43513	250903	21041	489	42	9	79.86965598	3.447173669	0.523244057	0.339251964	0.924636463	6.705001045
TE0003948	23204	12510	20002	14261	32763	198453	15320	510	33	10	61.29404464	1.837064616	0.679047692	0.438671106	0.962244969	6.990151392
TE0003949	36774	22442	34613	25446	50134	287160	22921	502	37	15	53.16500266	2.601130415	0.555077613	0.356454717	0.950352689	6.748887817
TE0003950	40074	14337	25536	17221	46420	224223	19368	574	38	12	34.30086971	1.631265727	0.632214031	0.315144729	0.968634711	6.793370805
TE0003951	42614	16802	31320	23069	60106	256257	24963	671	61	9	58.66360683	1.903831737	0.63401514	0.277847545	0.962703046	6.925882086
TE0003952	32856	14729	32554	18123	38664	229174	19749	509	34	14	70.12218065	2.43201807	0.577160975	0.352405152	0.957512394	6.958494944
TE0003953	44830	16344	28529	19822	51788	274269	24124	599	42	18	68.12633356	2.057895651	0.646023319	0.359918405	0.943499847	6.709867514
TE0003954	40640	17568	28629	21219	54197	264711	20278	731	38	10	42.6705125	2.003783323	0.594209561	0.338781253	0.964871995	6.734557341
TE0003955	46147	21345	36077	23334	58604	297553	23171	680	61	24	75.17189011	2.904424908	0.528893959	0.317675269	0.950977009	6.794123583
TE0003956	64871	22718	44125	27046	71942	378685	30202	575	54	20	75.00628931	3.066603197	0.532955914	0.330061336	0.960658299	7.13325253
TE0003957	41725	19914	39261	26667	70825	309089	30263	789	42	17	57.08031638	1.717574412	0.672644367	0.311330095	0.964003145	6.757192538
TE0003958	41590	18641	32583	21560	58388	295585	22222	720	37	9	51.93885673	2.025243101	0.617210146	0.368473115	0.968337843	7.06071806
TE0003959	69175	27870	48820	31018	76252	409550	30317	669	81	23	82.09169582	3.115914123	0.513141661	0.319266947	0.947761807	6.839555237
TE0003960	36787	15259	23201	15371	37511	224671	15300	533	45	21	83.84676472	3.500053395	0.527187291	0.373626256	0.92980682	6.87925412
TE0003961	63697	25311	39276	26503	70026	367519	27354	646	67	18	75.1362884	3.468785694	0.494971135	0.324101313	0.952151493	6.971077038
TE0003962	34230	19711	29330	22871	42595	231855	20870	502	52	8	76.74273206	2.900380783	0.528731291	0.318973668	0.958002579	7.057850176
TE0003963	32356	13694	24314	15919	38434	212758	16281	313	34	6	56.85588618	2.695795875	0.574349888	0.364831963	0.922791113	6.414859797
TE0003964	46035	21816	41452	29517	69467	367532	31015	554	50	17	51.68159511	1.582426356	0.676293375	0.387886079	0.959986035	6.69042126
TE0003965	31637	17851	30716	22685	47011	228283	19691	505	18	11	39.21820725	2.36295274	0.547296312	0.29719235	0.944772274	6.419475524
TE0003966	48731	18753	32954	22642	60036	303731	22197	583	61	20	84.78877724	3.348657352	0.521310918	0.339713241	0.934006143	6.666749288
TE0003967	64560	28429	51266	35088	78804	390528	33890	766	49	17	54.46223775	2.237105539	0.549793102	0.274103712	0.96917096	6.94030482
TE0003968	51532	22797	38002	24594	61311	328072	23690	665	72	13	69.64387502	3.161782264	0.513893102	0.334880688	0.92835717	6.526587922
TE0003969	28064	13949	19403	14917	31311	178621	15718	417	29	20	63.05263524	2.483835782	0.58525687	0.373533409	0.92947875	6.48201005
TE0003970	35715	16551	32019	18653	49000	274100	21336	468	61	9	51.20070782	2.402354111	0.597964575	0.395246317	0.949941537	6.67282036
TE0003971	28809	14233	25078	17758	39559	202889	17204	677	26	10	77.13397193	2.867034148	0.549847762	0.330649063	0.959198652	7.075387369
TE0003972	54602	23110	43490	30803	78346	353362	31193	918	65	22	54.20851901	1.882278669	0.60583959	0.287216601	0.963510507	6.758869724
TE0003973	38314	15823	28189	18498	48412	246735	19489	519	54	17	73.45431678	2.607337245	0.567272274	0.349981062	0.950867676	6.871090378
TE0003974	29890	13669	22085	14385	34461	215762	15518	333	34	13	94.54472764	3.41918041	0.572886378	0.422399125	0.915567972	6.871934755
TE0003975	47423	21006	34912	23440	57832	338972	23905	548	80	23	68.17690806	2.76597046	0.578472901	0.39647787	0.959907553	7.080871293
TE0003976	28878	19632	32457	25083	47088	257071	23976	519	56	15	70.69582661	2.263887733	0.614715149	0.359860075	0.940552464	6.536616498
TE0003977	35401	14321	32049	18891	50007	274239	21418	581	49	11	62.23727473	1.960705841	0.635870528	0.395971485	0.965713019	7.033955952
TE0003978	42506	16648	32236	20885	52255	259170	23599	505	46	18	46.96834657	1.629760974	0.652313791	0.325049248	0.959280607	6.636068014
TE0003979	22776	14138	23740	17499	30587	181165	16655	422	29	17	57.09744507	2.239519127	0.59619059	0.359689078	0.948568125	6.338443086
TE0003980	60550	25595	40589	25245	67792	364028	36668	814	66	22	106.5259227	3.427501901	0.549653904	0.340617041	0.943846135	6.674107516
TE0003981	18981	10061	16242	11681	25387	144590	11980	227	10	9	36.81437238	1.844071646	0.631944727	0.406812149	0.949152587	6.418192126
TE0003982	47559	20511	36340	25293	60069	278157	26943	689	51	16	67.22690931	2.250275992	0.578084757	0.271921029	0.95751745	6.756087086
TE0003983	51589	25188	42169	30112	73193	369858	31564	597	48	17	37.30053486	1.493320139	0.655268523	0.345919641	0.974876598	6.848663804
TE0003984	34141	15764	26292	18943	39797	212103	18449	425	19	16	40.27375857	2.135276622	0.584917296	0.322891553	0.940726231	6.291060806
TE0003985	26181	11618	23006	13626	30877	190702	15454	511	32	13	33.85563721	1.647714765	0.657877621	0.414194553	0.963579003	6.700249332
TE0003986	31637	15073	25145	16610	43452	236233	17178	464	53	7	63.87090295	2.306907036	0.606443172	0.393447315	0.940762256	6.688276898
TE0003987	35590	15326	30150	16415	44836	251837	20040	478	36	12	58.7002738	2.52379302	0.582745661	0.381217021	0.947613012	6.722780915
TE0003988	37756	21654	37271	24564	47873	272470	23228	552	36	12	72.70456879	3.476514374	0.505729787	0.319582977	0.920271575	6.520063858
TE0003989	37522	16819	25081	16534	42702	229425	19433	563	45	14	77.07513077	3.050703881	0.540916859	0.343382916	0.955697618	6.933535458
TE0003990	31633	13491	23479	14132	35972	224028	15017	476	62	15	55.54427686	2.562644648	0.588232199	0.415375986	0.939920368	6.549904003
TE0003991	29902	16626	28284	19584	37625	221071	19587	364	27	7	53.51555652	2.458283202	0.585937885	0.361103775	0.939888986	6.68305817
TE0003992	31538	13177	22357	13490	32231	240610	15619	320	37	22	43.28386916	1.940217588	0.657330456	0.488930981	0.941756124	6.616938842
TE0003993	27219	14176	20510	15511	31690	199499	13924	372	32	13	61.27012154	2.824024525	0.555844388	0.40744223	0.942844275	6.76590396
TE0003994	29334	11441	22629	15005	40938	203099	17224	437	36	10	47.24683806	1.492360511	0.6866587	0.375806685	0.954893251	6.252216636
TE0003995	66384	22924	48034	32055	104902	426101	42440	857	56	22	60.00369274	1.75082075	0.680011271	0.304202287	0.962034441	6.604363891
TE0003996	42472	19185	35166	24646	69971	336512	26266	676	57	17	52.54789109	1.678871768	0.670183327	0.375257017	0.959860312	6.423900171
TE0003997	58554	27526	43168	28508	71861	417995	27429	638	56	30	74.40876297	3.361166175	0.536940135	0.379204268	0.96014382	7.173577722
TE0003998	42257	22336	30703	23128	46663	283881	21735	519	32	13	82.86197023	3.407580131	0.53807355	0.368780676	0.941940781	7.004129749
TE0003999	33602	14528	28090	17357	43266	239197	18501	325	28	15	67.73795777	3.239558601	0.547889048	0.38041063	0.920344651	6.637796322
TE0004000	38415	14692	33153	17379	45784	255564	21106	451	44	17	65.40110373	2.440097696	0.589515628	0.366829109	0.942843027	6.86460267
TE0004001	47663	20281	37026	25559	64609	302276	28158	558	40	15	53.88584468	1.905444024	0.620938837	0.305807134	0.948403697	6.531479008
TE0004002	59881	27478	43105	29279	73863	381811	32011	809	70	19	68.71023512	2.509675879	0.566450885	0.331230537	0.964302311	6.846475618
TE0004003	38437	14494	26176	18161	52972	237920	19594	498	41	13	69.85357509	2.434170082	0.572654372	0.311860245	0.957081402	7.003595448
TE0004004	42172	16614	28589	18341	43790	252372	19604	376	34	17	83.5096076	3.55154872	0.52536736	0.356168733	0.93211554	6.855354495
TE0004005	32054	17265	22909	17383	35956	250890	25177	580	34	15	110.1384693	3.284790217	0.619793262	0.454277548	0.93277602	6.922786092
TE0004006	34834	20044	32508	21260	41880	240738	20622	461	42	10	66.51593358	2.93448154	0.519145679	0.331195656	0.949627855	6.647639957
TE0004007	46288	15835	28688	19970	55375	289983	25193	632	71	21	52.72775972	1.719160046	0.671665136	0.373402	0.950006281	6.391437872
TE0004008	32417	11148	22825	15470	51389	215859	20696	566	36	11	64.03894852	1.717934035	0.683588473	0.347467519	0.959282533	6.748630154
TE0004009	24774	10136	24115	15228	43774	219035	20033	474	43	13	61.97917585	1.750474583	0.709444533	0.430950822	0.952812668	6.887730871
TE0004010	47298	22020	38058	24601	57415	300549	24890	632	26	9	54.18289899	2.256760661	0.563826025	0.314677279	0.965016787	6.807704324
TE0004011	67427	33516	52746	35628	74785	404040	37310	820	68	22	88.38368224	3.168572721	0.512435992	0.282432374	0.939919665	6.706799068
TE0004012	41943	21590	44511	30795	77830	338038	33707	732	28	14	61.17889368	1.848067419	0.653505319	0.311668573	0.963498664	6.719748881
TE0004013	45152	18685	31367	22318	54984	302327	24899	522	48	11	67.6471609	2.366814994	0.613848379	0.37587716	0.957481825	7.009507055
TE0004014	32233	16274	28480	18695	42149	211731	18975	571	45	14	67.35693087	2.719373334	0.539810419	0.301722268	0.958041069	6.890059833
TE0004015	60669	23936	41888	28011	81466	384945	33993	802	57	26	60.20021121	2.207972514	0.612658825	0.331693332	0.95343442	6.432050764
TE0004016	45580	25332	41469	27589	55888	306140	29074	734	28	12	79.77292197	3.089922278	0.527273526	0.301050474	0.934128086	6.470477867
TE0004017	33991	15129	27299	18681	49941	261678	22825	551	41	25	78.94664925	2.14203313	0.66034887	0.399529538	0.941204555	6.417305158
TE0004018	42978	20496	30957	22317	47253	249561	22381	411	39	11	60.758232	2.6043192	0.539529576	0.294120183	0.952738817	6.576499419
TE0004019	38512	18715	37339	25150	61589	313593	27616	612	61	19	63.63852845	1.721239693	0.681288774	0.366577173	0.952554199	6.468369221
TE0004020	36291	15228	29830	18647	45802	259120	21084	397	48	16	35.3512659	1.342346765	0.700710018	0.394969254	0.966557698	6.528335822
TE0004021	48572	23200	36710	24558	55988	306704	27078	672	57	19	63.69514426	2.326966925	0.584985213	0.330732018	0.95742458	6.747997361
TE0004022	48656	20683	41206	24745	68402	343075	32725	779	64	7	81.1640373	2.216658266	0.652412855	0.35337657	0.942721848	6.513993467
TE0004023	43375	20353	31909	21403	54926	294171	26582	670	45	21	75.02930932	2.564117386	0.596985954	0.356806931	0.936293191	6.653197477
TE0004024	40680	13772	29855	20198	67117	284849	24964	654	62	25	52.92227702	1.458305256	0.710141703	0.346033467	0.946744046	5.9807185
TE0004025	44105	20669	32841	20684	45735	275791	25485	477	37	16	81.11245785	2.785971841	0.571922424	0.3503993	0.941935489	6.557637912
TE0004026	37055	20151	31196	21413	45660	290456	22911	530	42	17	61.84807923	2.313557923	0.614577144	0.412734897	0.954301746	6.935574164
TE0004027	43353	20107	34610	22157	53625	309883	25587	439	60	19	62.26395586	2.416461356	0.609025598	0.385367049	0.941073202	6.693708
TE0004028	40294	14187	27647	19838	62607	266230	23520	520	24	10	43.0458228	1.526157668	0.674084848	0.337210319	0.9603076	6.547824862
TE0004029	70345	26424	45259	31773	83592	408210	37945	875	65	25	70.6919471	2.267912052	0.61048748	0.303085449	0.951279911	6.707078402
TE0004030	54648	22938	42920	27041	71892	340215	33043	872	75	15	80.25007667	2.360256611	0.603020092	0.307138889	0.967544512	6.910113804
TE0004031	41242	19465	30960	21269	44401	248586	22047	478	55	22	74.61254245	2.587234043	0.57414576	0.3208664	0.925113213	6.386549688
TE0004032	53023	23732	46129	32475	74797	350793	33684	838	66	17	69.82834408	2.193582228	0.599893719	0.290074563	0.96362178	6.935007903
TE0004033	40827	19083	36269	23270	60217	285603	24744	632	50	11	63.12451619	1.978967243	0.626570681	0.320834145	0.956874902	6.642964714
TE0004034	31745	16520	25267	19117	41272	216823	18586	568	43	14	43.82358239	2.217310855	0.577080409	0.343934763	0.957409469	6.455505791
TE0004035	47027	15227	33381	20577	75590	310803	28687	653	47	10	51.55784791	1.50339183	0.694951415	0.337582357	0.964376639	6.554789202
TE0004036	64414	28737	49145	33779	82299	388193	33376	714	34	17	53.82877918	2.408084917	0.544944625	0.279307003	0.960487305	6.522130923
TE0004037	33666	11929	24550	15849	53511	235340	22122	473	34	16	56.9214852	1.657562592	0.708364349	0.376012397	0.933651298	6.370749615
TE0004038	23874	10485	21950	14420	35460	184012	16040	364	50	9	47.86461499	1.5993944	0.670132968	0.389108947	0.958929519	6.765454533
TE0004039	32165	13883	24105	16265	41944	215120	19625	429	35	15	55.27507366	1.988453575	0.627977439	0.360954097	0.950186989	6.75524775
TE0004040	41696	22284	42022	29612	68794	334130	31556	694	52	12	70.90934553	2.178508162	0.623791879	0.33593693	0.957872261	6.594476673
TE0004041	41750	21154	38098	24597	62029	305798	27889	773	55	15	71.23228289	2.170022933	0.629386886	0.343150987	0.949299807	6.578533678
TE0004042	38933	13737	28451	19786	54582	257601	23950	584	53	16	58.49893824	1.824394047	0.661829243	0.354776792	0.962955888	6.63652595
TE0004043	24609	10178	21142	15453	41776	176878	17716	427	17	10	53.44533237	1.882361411	0.656125987	0.32578974	0.932358187	6.283130032
TE0004044	53027	23056	42544	28776	77884	351087	33100	671	42	12	63.61000345	2.0615431	0.610506545	0.303759623	0.954033481	6.43116708
TE0004045	31868	13702	26084	18218	55345	244997	21626	626	38	13	42.08876365	1.647241465	0.672015265	0.367342989	0.973162375	6.78995476
TE0004046	35671	15293	30726	20968	56655	259457	23321	504	42	14	46.99206425	1.622385183	0.661390971	0.342758563	0.965654047	6.609174127
TE0004047	42405	17738	30090	21128	56559	251595	24650	729	31	15	70.73259065	2.49006495	0.569310022	0.291182222	0.965356323	6.717189959
TE0004048	43660	16046	32563	22431	69067	307724	27525	643	67	29	53.56728442	1.707897107	0.670114027	0.352615778	0.966342149	6.776500072
TE0004049	49842	21338	36814	25295	54186	284767	25896	651	31	19	61.47410103	2.30728657	0.558086732	0.28129753	0.951614849	6.465907364
TE0004050	39198	16328	28190	18055	51260	254813	25504	544	24	23	62.87289835	2.041342756	0.644202984	0.365540697	0.947952029	6.369223894
TE0004051	54750	28124	42452	31606	61083	350123	34404	647	49	13	90.60126169	3.278274249	0.523370478	0.320301777	0.953212605	6.966983937
TE0004052	34409	14985	25300	18472	45881	220093	18971	490	29	15	77.26757164	2.574660153	0.579898259	0.325143306	0.949041442	6.738353571
TE0004053	43082	19058	35552	22492	64159	299144	26549	837	47	15	54.53433595	1.791198482	0.644360164	0.339075049	0.962339068	6.468989375
TE0004054	22053	9854	16391	11820	29613	145104	13293	330	20	13	41.19867616	1.846175984	0.613981159	0.353331482	0.970709969	7.021955727
TE0004055	40214	18180	28700	21610	53871	254180	23028	747	26	11	60.99799654	2.184401426	0.589881342	0.318388627	0.968424303	6.944010758
TE0004056	46986	20171	46584	28007	75943	343323	29932	652	54	16	47.51090044	1.762707673	0.634403659	0.310087065	0.964036767	6.765307364
TE0004057	48377	21279	35546	25689	62301	309809	26392	516	62	19	63.23193376	2.108780404	0.608509718	0.33153865	0.940745781	6.375245139
TE0004058	48460	25307	36732	27971	63454	301621	28722	648	44	12	72.35078082	2.945713417	0.522789895	0.280331383	0.949381403	6.658963396
TE0004059	55137	23813	38827	25789	65435	309033	27105	769	40	13	65.63236017	3.077885394	0.487999849	0.272009575	0.96429042	6.80105944
TE0004060	28272	13679	33129	20480	55210	252422	22464	610	52	14	57.47285095	1.583582291	0.685965764	0.364790041	0.9655806	6.460711094
TE0004061	56446	20230	41329	28402	82219	350061	34364	821	59	12	67.34272209	1.928210233	0.64628446	0.299278117	0.950845842	6.407937458
TE0004062	42439	15664	28846	19544	51831	253118	21763	488	23	8	56.02229905	1.91232534	0.633406643	0.330743828	0.949372749	6.538268348
TE0004063	40792	18201	39677	21092	53736	303279	25710	634	37	10	69.67257917	2.243113289	0.615395436	0.37675965	0.960301739	6.868692656
TE0004064	36680	14482	29080	17885	49549	245172	20532	417	34	11	49.36341919	1.615900636	0.660387798	0.351428704	0.943566145	6.52260353
TE0004065	56927	22630	44055	29005	82419	353940	36150	917	40	21	77.31796641	2.195536849	0.616924432	0.287155663	0.961978279	6.789312458
TE0004066	34201	14463	26387	18638	52458	249959	20472	674	67	16	44.88434331	1.740735797	0.651354561	0.370737805	0.969631111	6.726028846
TE0004067	50205	19206	36377	24756	65487	316679	31347	758	62	21	69.86558329	2.160617677	0.62700963	0.327694282	0.955727575	6.445360219
TE0004068	34015	19118	43452	30386	68792	295686	28619	840	48	22	53.18926848	1.654332495	0.643059831	0.292356512	0.975572624	6.964628459
TE0004069	35530	16581	29746	19834	45297	249316	23892	521	34	17	65.18789081	2.139782175	0.644746818	0.363264916	0.955674323	6.880142131
TE0004070	71722	30482	48288	30502	78918	489649	43985	851	82	33	76.62708528	2.485887386	0.623903865	0.405175759	0.935879245	6.457194713
TE0004071	35492	16703	32918	23243	60484	293199	25675	535	33	22	42.39430482	1.47430923	0.685423209	0.378957853	0.975605327	7.033772158
TE0004072	30526	18667	31613	26685	49684	261667	24359	518	24	10	53.32295289	1.7847279	0.651383642	0.359332139	0.963111444	6.892149744
TE0004073	41666	16999	31867	22403	65950	276433	23476	683	56	24	47.52819252	1.666198757	0.634454221	0.309587836	0.965904301	6.577395533
TE0004074	37023	17666	34181	21341	46235	261528	24671	473	56	12	54.87530324	1.9181091	0.633110758	0.355989619	0.964877909	6.941420465
TE0004075	61562	22351	43584	29793	93701	406142	35159	850	75	34	50.46678221	1.69191463	0.647290251	0.318047635	0.974135432	6.770905831
TE0004076	37834	21924	42994	25379	48239	287009	25871	450	38	21	39.46747329	2.530371734	0.547348466	0.340198123	0.92619507	6.127182258
TE0004077	45726	21355	41435	27559	63045	307101	29088	563	34	12	65.09051609	2.178464741	0.601193976	0.306866921	0.955790047	6.789365075
TE0004078	63883	22435	45649	31664	89179	381793	37126	829	57	18	55.90787243	1.801324503	0.638129305	0.285396757	0.967250774	6.884149692
TE0004079	39732	19219	31954	22594	48404	269173	23317	507	49	12	65.64826201	2.402443239	0.577773614	0.347051978	0.939522294	6.621908275
TE0004080	40052	15660	33056	20907	57085	258860	25578	542	48	11	48.90918432	1.841341684	0.637432051	0.321122909	0.944092498	6.277119223
TE0004081	48670	19347	37181	25106	66883	287880	27648	788	55	15	70.94519241	2.164289624	0.596297079	0.268047848	0.96173172	6.784609282
TE0004082	42442	19014	34702	24257	66507	303263	26980	740	46	18	65.22758596	1.939670361	0.637024483	0.334442309	0.960171884	6.643100373
TE0004083	45746	19343	38577	24667	72743	321070	30299	677	43	18	63.5354263	1.798872433	0.669124613	0.32486424	0.954413624	6.637308354
TE0004084	33365	16204	29460	21619	48018	261740	22738	486	59	16	48.58557104	1.649990478	0.666595594	0.384258071	0.957601285	6.393853514
TE0004085	36781	17733	33451	21715	55012	267959	22222	653	16	21	38.59570136	1.80935682	0.620363623	0.334359468	0.969388535	6.893206037
TE0004086	43158	17326	34604	22499	69346	314548	26904	622	57	13	47.72568238	1.679888728	0.66140517	0.361078116	0.964448051	6.609452029
TE0004087	36902	16783	29360	20332	50217	249250	22651	517	52	14	57.71790887	1.925523535	0.630091259	0.337705065	0.950615205	6.552109831
TE0004088	45331	19401	38958	25623	75476	329011	30696	933	36	17	56.63700986	1.772634724	0.664498734	0.333428961	0.966557475	6.654242532
TE0004089	55498	23044	43538	30502	85088	368278	31878	719	57	18	50.20814177	1.628987345	0.648181468	0.2976224	0.966375548	6.705896777
TE0004090	35230	14766	28308	18505	43471	245220	21843	499	51	11	64.37881192	1.793416182	0.671931755	0.37895234	0.952525963	6.498017836
TE0004091	35927	16068	37102	24316	64970	294893	25801	648	58	8	44.37464627	1.573738356	0.658676458	0.343088256	0.973433013	7.045209037
TE0004092	32321	15974	33236	22502	48376	238581	23347	456	36	20	58.3565559	1.983451288	0.619772376	0.333159006	0.945354675	6.546170078
TE0004093	30869	12628	23869	17956	52310	211506	18644	644	43	13	45.39578695	1.667113273	0.639561428	0.299840752	0.974821507	6.468940675
TE0004094	38972	20214	32216	21368	45501	290040	22771	529	29	20	99.70532589	3.731949732	0.553764563	0.39961702	0.939180172	7.139147865
TE0004095	45253	18131	32478	20570	54036	307864	23976	500	62	22	45.11549226	1.679440955	0.662539253	0.396009041	0.953128889	6.277077244
TE0004096	46959	19769	37522	23677	64456	334048	28152	624	35	21	50.45702716	1.826799916	0.645996254	0.374552243	0.956986806	6.63478275
TE0004097	34610	18879	38310	27487	68820	298389	28515	839	47	17	54.52933943	1.754555522	0.661555927	0.322428448	0.971512639	6.825561573
TE0004098	50134	21622	38280	26493	73318	326034	28059	630	43	14	27.52669094	1.668404354	0.60325419	0.308907301	0.975139028	6.505230414
TE0004099	33158	16752	29736	19418	40705	251057	20184	450	54	10	52.20844966	1.745312446	0.649788026	0.396687224	0.962645603	6.778753321
TE0004100	43340	17902	38122	26049	66618	299623	28591	591	38	17	60.94347705	1.845822716	0.652539375	0.320721156	0.950166159	6.517984885
TE0004101	59071	26975	48787	34093	83733	395452	35210	814	72	20	53.46517642	1.968826151	0.619186574	0.302290072	0.960898716	6.821948153
TE0004102	45529	21797	40295	27866	74481	341643	31857	885	66	12	64.49010633	1.892301273	0.647092989	0.33387992	0.963542755	6.863702668
TE0004103	32845	13050	28059	18236	47176	225743	20710	556	28	13	59.72440611	1.770852187	0.661302442	0.341716072	0.962443146	6.619062503
TE0004104	46514	15888	30347	20256	50909	274804	24183	475	57	19	50.98578617	1.866781057	0.641104314	0.366994574	0.954513342	6.730917463
TE0004105	36209	11213	24654	16882	55685	228638	21888	670	46	20	53.84947077	1.582491582	0.680429595	0.328933693	0.958703619	6.46465595
