SID	tai_div_zhi	num_zhi
TE0004836	75.70629728	82083
TE0004837	62.29574905	110587
TE0004838	153.776469	53317
TE0004839	276.714939	36736
TE0004840	137.5360737	82470
TE0004841	155.1630939	48469
TE0004842	65.48055981	99176
TE0004843	110.8271211	47889
TE0004844	78.50680538	62671
TE0004845	93.09280169	68016
TE0004846	63.33829439	67190
TE0004847	154.975948	48021
TE0004848	71.70414039	72940
TE0004849	117.7781902	102367
TE0004850	125.1474367	75117
TE0004851	80.44096893	86446
TE0004852	122.4186322	77672
TE0004853	52.8388844	105235
TE0004854	151.751792	42271
TE0004855	83.29436089	81254
TE0004856	158.2995951	53599
TE0004857	158.0903676	64138
TE0004858	71.45463668	65769
TE0004859	57.7479848	119715
TE0004860	83.11426111	70829
TE0004861	80.48437641	77543
TE0004862	136.4837496	51845
TE0004863	90.55417998	111065
TE0004864	102.2694827	47632
TE0004865	218.7943362	35665
TE0004866	78.90057434	105164
TE0004867	121.0041729	52242
TE0004868	155.2892288	66418
TE0004869	108.9128031	71459
TE0004870	102.1985626	82372
TE0004871	157.7696935	98408
TE0004872	54.3051447	94991
TE0004873	142.8889547	77689
TE0004874	97.29177246	76803
TE0004875	82.9580333	102629
TE0004876	143.9119563	72782
TE0004877	91.31403684	118018
TE0004878	91.85649594	130951
TE0004879	87.98239675	88620
TE0004880	134.9352725	73848
TE0004881	91.23109887	81675
TE0004882	110.0044417	47279
TE0004883	91.28770457	67399
TE0004884	151.8455145	49092
TE0004885	81.08035169	70403
TE0004886	178.6095898	59709
TE0004887	257.3556252	44381
TE0004888	37.44755744	105115
TE0004889	117.2478494	62889
TE0004890	77.77298775	95105
TE0004891	83.14500631	91065
TE0004892	76.51397321	99655
TE0004893	77.99492441	92206
TE0004894	293.3977162	49392
TE0004895	45.15393277	103909
TE0004896	135.0886366	59287
TE0004897	86.51598738	127069
TE0004898	223.7715587	30730
TE0004899	143.8961982	107474
TE0004900	80.73368804	67849
TE0004901	161.4791403	63280
TE0004902	71.9606802	77213
TE0004903	134.9318174	61746
TE0004904	74.79250692	60002
TE0004905	70.11435811	119974
TE0004906	355.8222523	26622
TE0004907	98.73802069	84312
TE0004908	75.80167418	116475
TE0004909	51.53819296	51554
TE0004910	99.56638172	104931
TE0004911	88.35341365	77190
TE0004912	72.31654154	82580
TE0004913	128.500622	51448
TE0004914	152.0693824	52117
TE0004915	103.5319414	78597
TE0004916	126.0619758	62831
TE0004917	126.8111758	67539
TE0004918	98.48682743	62782
TE0004919	251.3133061	38148
TE0004920	136.7261542	64047
TE0004921	162.5920358	51882
TE0004922	138.1365741	48384
TE0004923	117.496276	67803
TE0004924	86.09957455	78976
TE0004925	192.7459207	53625
TE0004926	93.02356403	75454
TE0004927	87.85610842	94599
TE0004928	78.32442282	99882
TE0004929	121.8705407	58165
TE0004930	128.4448522	89387
TE0004931	114.3466499	98699
TE0004932	184.2528107	42071
TE0004933	112.666734	69347
TE0004934	70.41339835	94340
TE0004935	155.0990867	58030
TE0004936	56.49196563	92291
TE0004937	93.49208261	74709
TE0004938	172.5704846	45400
TE0004939	158.2497703	51159
TE0004940	78.46267818	78292
TE0004941	89.67791303	99321
TE0004942	34.97546244	105960
TE0004943	84.31472715	88089
TE0004944	71.65635648	60458
TE0004945	112.3545405	64365
TE0004946	192.1471856	32014
TE0004947	61.17240124	109860
TE0004948	79.38806598	99782
TE0004949	164.1491559	64389
TE0004950	71.35327817	117825
TE0004951	92.66307307	73464
TE0004952	226.6861108	49715
TE0004953	194.9254587	34880
TE0004954	58.62211941	91648
TE0004955	115.3585688	70879
TE0004956	39.92757812	124548
TE0004957	46.6053655	60684
TE0004958	87.79281698	70778
TE0004959	125.045732	51933
TE0004960	24.54762583	101741
TE0004961	91.96798914	64853
TE0004962	51.602522	91356
TE0004963	54.21425343	66370
TE0004964	81.73343553	88714
TE0004965	117.3354491	78775
TE0004966	65.72848548	95575
TE0004967	69.01109661	67408
TE0004968	88.72083384	73587
TE0004969	69.30810811	83250
TE0004970	106.1029892	48976
TE0004971	102.4255586	65387
TE0004972	170.4412931	42874
TE0004973	178.870699	58213
TE0004974	214.5340446	47805
TE0004975	183.0120422	40358
TE0004976	88.27183399	72765
TE0004977	149.2432069	60981
TE0004978	180.1274945	39688
TE0004979	84.16750299	61778
TE0004980	121.6988099	58229
TE0004981	165.1846168	44308
TE0004982	126.0890548	62164
TE0004983	41.07841494	137257
TE0004984	133.9093287	57350
TE0004985	96.65633825	101984
TE0004986	65.27506374	137659
TE0004987	81.21982358	86160
TE0004988	73.50641048	87591
TE0004989	46.65804338	115965
TE0004990	190.5025855	53762
TE0004991	83.23711214	98038
TE0004992	91.8340372	62038
TE0004993	86.46605418	67593
TE0004994	324.7313075	25866
TE0004995	51.23096006	100775
TE0004996	118.2642099	76795
TE0004997	51.67490315	146098
TE0004998	91.0072352	96611
TE0004999	122.0176331	58980
TE0005000	54.41174864	91517
TE0005001	182.928204	28386
TE0005002	52.83844841	106678
TE0005003	58.1692705	70857
TE0005004	94.92250057	69936
TE0005005	279.2119817	37791
TE0005006	204.0746438	54606
TE0005007	136.0583564	46336
TE0005008	217.3923924	27972
TE0005009	62.08720533	76188
TE0005010	106.497685	63715
TE0005011	54.80583778	65847
TE0005012	103.7752414	64923
TE0005013	84.18658997	55630
TE0005014	209.8902531	69068
TE0005015	69.06931337	73752
TE0005016	94.81496711	72960
TE0005017	153.8481687	68721
TE0005018	255.3425151	33327
TE0005019	101.1483391	48679
TE0005020	75.74330291	84925
TE0005021	98.99924584	83537
TE0005022	107.8545598	66089
TE0005023	126.8274331	53162
TE0005024	273.8690551	39635
TE0005025	110.9086375	100260
TE0005026	88.44077889	62807
TE0005027	59.60930372	80011
TE0005028	44.65325592	114883
TE0005029	91.10573376	67774
TE0005030	114.0361928	76203
TE0005031	90.12449181	87074
TE0005032	103.8116304	101269
TE0005033	127.0013143	101958
TE0005034	100.3251972	53506
TE0005035	227.1750362	48390
TE0005036	71.48078283	84820
TE0005037	146.1293743	69782
TE0005038	125.8649162	72059
TE0005039	98.57178444	120430
TE0005040	78.82591529	65089
TE0005041	87.53292849	72126
TE0005042	92.44502976	119974
TE0005043	101.9344273	61672
TE0005044	94.78444576	90882
TE0005045	79.51107924	58578
TE0005046	132.8384769	82044
TE0005047	76.34805313	88090
TE0005048	158.2449169	47314
TE0005049	82.23235601	69953
TE0005050	59.63931141	109790
TE0005051	138.0720256	64005
TE0005052	99.90803445	83727
TE0005053	100.8856287	63119
TE0005054	92.24450899	110180
TE0005055	220.7986784	35108
TE0005056	180.8245123	47519
TE0005057	206.1601963	51362
TE0005058	87.67905664	75814
TE0005059	139.564058	49502
TE0005060	92.66255825	91844
TE0005061	478.7980384	19984
TE0005062	216.2606719	43104
TE0005063	166.1543608	53809
TE0005064	138.4308456	72931
TE0005065	104.924044	95450
TE0005066	106.8175548	90619
TE0005067	89.58808718	50836
TE0005068	210.414219	33195
TE0005069	143.4301483	71752
TE0005070	34.36814363	189149
TE0005071	82.44596625	99151
TE0005072	148.1977624	47552
TE0005073	85.90370076	62825
TE0005074	89.13947178	80346
TE0005075	102.4744844	75248
TE0005076	129.6511062	82260
TE0005077	252.0729862	46913
TE0005078	112.4605388	76024
TE0005079	33.47498638	156015
TE0005080	108.9212835	88698
TE0005081	77.66970311	92323
TE0005082	136.2911345	75484
TE0005083	192.6213262	70636
TE0005084	55.16056776	86163
TE0005085	80.68193609	77104
TE0005086	135.5273259	83364
TE0005087	62.35823973	73716
TE0005088	60.64659785	115868
TE0005089	75.92829135	67328
TE0005090	99.12601084	108697
TE0005091	48.2377206	60121
TE0005092	50.48241985	113594
TE0005093	111.4609788	58276
TE0005094	173.7627193	54838
TE0005095	40.41760905	123800
TE0005096	38.71976568	105840
TE0005097	116.1109976	53839
TE0005098	69.32285864	87958
TE0005099	107.7216524	74971
TE0005100	116.960002	79829
TE0005101	152.9492955	52165
TE0005102	54.87713102	99659
TE0005103	138.9141366	78555
TE0005104	105.7404616	94853
TE0005105	74.20094414	125617
TE0005106	140.1142779	73505
TE0005107	65.7255231	95345
TE0005108	137.8381769	63761
TE0005109	96.00782572	75648
TE0005110	28.26195833	133777
TE0005111	74.36279556	65089
TE0005112	182.70165	46727
TE0005113	143.5567552	57052
TE0005114	239.8422916	31070
TE0005115	111.1999852	54009
TE0005116	235.372077	66626
TE0005117	210.9030714	35944
TE0005118	100.7602008	56564
TE0005119	181.4644984	42308
TE0005120	66.32918815	57979
TE0005121	129.3896239	71202
TE0005122	67.72483456	111671
TE0005123	92.45573851	69417
TE0005124	157.2137996	38059
TE0005125	60.97356845	102756
TE0005126	270.481817	38085
TE0005127	208.071634	50758
TE0005128	156.8713075	62288
TE0005129	140.4642204	51915
TE0005130	105.9411462	69936
TE0005131	173.9168054	61254
TE0005132	93.49018202	94826
TE0005133	105.3972743	66478
TE0005134	52.39106852	88496
TE0005135	115.6900324	66265
TE0005136	126.0091356	40282
TE0005137	130.7782686	67239
TE0005138	73.12989987	119646
TE0005139	107.70464	86078
TE0005140	99.01282178	60678
TE0005141	60.16556342	132034
TE0005142	171.7276394	43134
TE0005143	61.11891133	101849
TE0005144	111.4832536	87153
TE0005145	59.00448236	82992
TE0005146	161.7363188	61855
TE0005147	95.24186582	41676
TE0005148	180.2392779	61602
TE0005149	125.8841018	76688
TE0005150	65.48853512	68470
TE0005151	35.74453455	119249
TE0005152	122.4991235	68456
TE0005153	55.33301945	110444
TE0005154	78.75151035	98487
TE0005155	61.61223106	79666
TE0005156	138.7135746	82772
TE0005157	108.8645891	73709
TE0005158	89.40810437	66532
TE0005159	336.4854177	40460
TE0005160	114.1996588	84995
TE0005161	88.41995998	106934
TE0005162	103.9074738	104057
TE0005163	112.255519	94537
TE0005164	18.0482794	107085
TE0005165	42.38834553	73105
TE0005166	249.0118959	31019
TE0005167	63.5559981	115495
TE0005168	97.88488934	115124
TE0005169	55.85915636	117918
TE0005170	20.11416146	147160
TE0005171	66.54444696	119457
TE0005172	121.0880849	52404
TE0005173	79.05402272	64695
TE0005174	118.1237861	80833
TE0005175	92.31996038	100950
TE0005176	207.0799967	47952
TE0005177	86.82469891	52310
TE0005178	33.88735069	125327
TE0005179	91.62433786	110248
TE0005180	106.4837113	81805
TE0005181	134.1386585	69206
TE0005182	82.61488643	87086
TE0005183	143.4245737	88192
TE0005184	154.5763387	80359
TE0005185	70.26249288	68459
TE0005186	297.1816312	37433
TE0005187	90.64303715	110709
TE0005188	113.0823309	64010
TE0005189	79.14986635	88292
TE0005190	130.0293275	58989
TE0005191	100.3540987	79074
TE0005192	219.511146	39521
TE0005193	83.75354029	72028
TE0005194	95.00503437	91372
TE0005195	86.52518386	84439
TE0005196	232.1271537	30703
TE0005197	80.35136153	79690
TE0005198	100.4785894	107190
TE0005199	109.3350402	71087
TE0005200	130.8789058	87882
TE0005201	68.40905622	98275
TE0005202	123.9182692	76544
TE0005203	132.789418	84143
TE0005204	23.62128963	124718
TE0005205	113.5876771	86733
TE0005206	59.66480357	123629
TE0005207	117.2836894	75632
TE0005208	134.2147071	81199
TE0005209	179.1967831	60183
TE0005210	185.6717968	42364
TE0005211	130.5828052	67381
TE0005212	148.088524	84045
TE0005213	205.3479272	35266
TE0005214	39.53191365	137026
TE0005215	109.7156981	89412
TE0005216	67.62999717	95329
TE0005217	106.1848182	53696
TE0005218	106.190609	60931
TE0005219	131.3026504	86063
TE0005220	83.17997676	63686
TE0005221	92.27996802	81295
TE0005222	96.44451501	107074
TE0005223	119.8757029	50685
TE0005224	58.77282848	73209
TE0005225	69.41270522	102572
TE0005226	99.54260479	76083
TE0005227	157.0439436	83334
TE0005228	67.11681685	121515
TE0005229	157.1627398	70413
TE0005230	38.85369429	116653
TE0005231	49.53384147	122276
TE0005232	130.8267521	64324
TE0005233	106.6577354	76137
TE0005234	80.2257506	87796
TE0005235	102.5057155	76984
TE0005236	77.74516289	145128
TE0005237	115.2690926	80437
TE0005238	111.4144623	77761
TE0005239	78.68475093	120768
TE0005240	55.57892827	121224
TE0005241	72.87376264	84151
TE0005242	105.5295914	106771
TE0005243	93.96898638	113563
TE0005244	67.94865514	102055
TE0005245	165.176831	64638
TE0005246	113.4128905	88825
TE0005247	51.81591405	101822
TE0005248	122.7186445	78495
TE0005249	71.23625991	86244
TE0005250	272.3907928	48875
TE0005251	83.19914884	62973
TE0005252	67.9827188	93512
TE0005253	39.50854882	129901
TE0005254	169.1157272	60513
TE0005255	93.96999269	112106
TE0005256	98.02210146	65878
TE0005257	66.70875527	79198
TE0005258	49.77510988	116946
TE0005259	117.4578632	78257
TE0005260	131.5198678	72605
TE0005261	160.1118261	37916
TE0005262	275.220323	31885
TE0005263	97.98091877	109951
TE0005264	90.96708344	70542
TE0005265	64.00688271	87175
TE0005266	68.57708409	87904
TE0005267	43.4543997	129736
TE0005268	131.6105577	62438
TE0005269	137.7847253	44780
TE0005270	66.05204316	61718
TE0005271	65.64927951	59335
TE0005272	108.9746177	64415
TE0005273	620.2044498	13304
TE0005274	69.55009231	102910
TE0005275	136.2186242	79241
TE0005276	132.6368982	54420
TE0005277	100.0495976	88714
TE0005278	144.8280287	54544
TE0005279	120.5508649	72722
TE0005280	81.16476482	43116
TE0005281	85.21157141	81131
TE0005282	85.24201254	91049
TE0005283	125.2226841	53888
TE0005284	77.44438274	61222
TE0005285	199.462259	40354
TE0005286	91.64738969	104183
TE0005287	85.86836892	104489
TE0005288	69.42650323	100018
TE0005289	72.15938116	68515
TE0005290	95.14835951	58001
TE0005291	267.7778429	34138
TE0005292	117.7109196	82164
TE0005293	110.9048463	44549
TE0005294	72.53582702	67477
TE0005295	113.9915234	76918
TE0005296	215.84263	38813
TE0005297	179.9971538	35135
TE0005298	122.5421233	55017
TE0005299	157.402708	56351
TE0005300	97.74112087	86326
TE0005301	95.39116654	62467
TE0005302	99.99480638	96272
TE0005303	138.0061771	58280
TE0005304	155.5053371	51995
TE0005305	41.47076476	158285
TE0005306	73.22401831	86051
TE0005307	76.98541794	104512
TE0005308	100.6695017	56908
TE0005309	110.5425214	75997
TE0005310	143.5818854	81901
TE0005311	74.64972262	77510
TE0005312	95.09308347	72999
TE0005313	131.8660523	72924
TE0005314	53.5442143	114567
TE0005315	82.29875125	71752
TE0005316	74.86532921	111754
TE0005317	90.09709995	77240
TE0005318	563.9403941	20602
TE0005319	172.8576907	57368
TE0005320	208.0027982	28590
TE0005321	313.2629682	38845
TE0005322	67.78579189	66272
TE0005323	128.9746608	45029
TE0005324	122.2778722	75272
TE0005325	100.5214142	107592
TE0005326	159.2492419	73206
TE0005327	166.9501511	66200
TE0005328	152.452248	46019
TE0005329	99.08390211	77066
TE0005330	550.6947557	20079
TE0005331	497.3815698	15811
TE0005332	126.911914	56161
TE0005333	119.5088277	47804
TE0005334	114.0826263	84622
TE0005335	227.0887356	45506
TE0005336	60.9842589	73883
TE0005337	321.015754	22407
TE0005338	134.3656176	47629
TE0005339	58.7595422	88161
TE0005340	100.6423757	56976
TE0005341	144.0243137	81271
TE0005342	112.8435222	60622
TE0005343	180.8347862	48755
TE0005344	152.3342171	60727
TE0005345	95.59625791	91286
TE0005346	147.5063588	71161
TE0005347	98.74310463	68343
TE0005348	149.6367391	67307
TE0005349	233.9852472	50160
TE0005350	57.5550672	97835
TE0005351	108.8449344	60871
TE0005352	109.1298243	73353
TE0005353	89.27314909	78448
TE0005354	94.18263369	66439
TE0005355	100.434584	76625
TE0005356	100.4747504	123012
TE0005357	139.0548134	42891
TE0005358	216.6445804	55087
TE0005359	167.3735564	70308
TE0005360	67.56470916	89825
TE0005361	51.97595517	76191
TE0005362	131.5987661	71968
TE0005363	156.8298028	54760
TE0005364	131.5675634	51781
TE0005365	49.75546117	164800
TE0005366	166.8962524	52994
TE0005367	127.111008	51717
TE0005368	167.2413793	76502
TE0005369	104.5653086	104856
TE0005370	140.2493106	62011
TE0005371	67.93573356	134876
TE0005372	106.692595	51938
TE0005373	340.3851723	27624
TE0005374	401.7811959	30036
TE0005375	84.58051148	71909
TE0005376	98.96882637	67108
TE0005377	169.679375	70269
TE0005378	50.32049241	94230
TE0005379	198.5378059	63945
TE0005380	181.6862144	39817
TE0005381	280.3761627	48915
TE0005382	80.56922375	120515
TE0005383	107.1943647	83899
TE0005384	81.824935	80770
TE0005385	56.47374354	102908
TE0005386	186.2700786	57524
TE0005387	542.742838	17872
TE0005388	132.0981914	83877
TE0005389	228.5040863	39033
TE0005390	42.97521546	93405
TE0005391	93.85464231	68328
TE0005392	281.969078	38678
TE0005393	152.3214144	100456
TE0005394	208.6515825	45876
TE0005395	206.1411562	68619
TE0005396	62.51567666	105252
TE0005397	74.0987219	68070
TE0005398	148.9253748	52623
TE0005399	239.3106001	45924
TE0005400	42.96048213	110178
TE0005401	179.0286845	50550
TE0005402	418.7994555	23506
TE0005403	152.5432206	77972
TE0005404	78.70509088	70754
TE0005405	113.2345733	55083
TE0005406	68.85659128	99973
TE0005407	78.27964997	53710
TE0005408	99.49440766	81093
TE0005409	92.47983538	54427
TE0005410	159.3198261	63719
TE0005411	96.44369074	80786
TE0005412	175.579064	52369
TE0005413	141.608533	79128
TE0005414	113.4809003	53535
TE0005415	122.0203114	75721
TE0005416	322.9112716	29348
TE0005417	84.43442795	100279
TE0005418	56.53293521	99802
TE0005419	118.5929776	78691
TE0005420	85.39596713	102458
TE0005421	97.04216282	91621
TE0005422	92.70263419	94678
TE0005423	81.17098282	101402
TE0005424	88.25064358	85460
TE0005425	110.2099554	108404
TE0005426	181.6848439	47862
TE0005427	120.301174	60563
TE0005428	192.2071494	44451
TE0005429	131.2829471	64118
TE0005430	69.70491369	105664
TE0005431	258.9159883	64003
TE0005432	334.6901754	45203
TE0005433	65.69354806	99474
TE0005434	43.45262673	147731
TE0005435	92.461772	81027
TE0005436	146.3026774	54269
TE0005437	115.7264021	60249
TE0005438	112.9523657	87374
TE0005439	98.46201319	123148
TE0005440	153.2230704	51876
TE0005441	90.49496731	115644
TE0005442	87.19294593	67252
TE0005443	88.8353533	94226
TE0005444	256.9146855	43451
TE0005445	105.8080355	89204
TE0005446	98.97854954	73425
TE0005447	140.9250048	93686
TE0005448	109.0067998	75443
TE0005449	385.4031876	38022
TE0005450	184.1009628	61488
TE0005451	122.1568106	82724
TE0005452	159.6769608	94973
TE0005453	79.56847843	110261
TE0005454	222.6630971	35485
TE0005455	213.4513127	36108
TE0005456	293.0331975	59884
TE0005457	76.39885752	94881
TE0005458	170.7295223	59162
TE0005459	78.55246601	130332
TE0005460	158.8779308	52118
TE0005461	117.8485166	71625
TE0005462	203.5450062	58392
TE0005463	166.5653186	58873
TE0005464	100.0938176	115117
TE0005465	86.68712307	113086
TE0005466	196.4554124	54421
TE0005467	48.02721468	107589
TE0005468	168.772757	42844
TE0005469	210.2524925	52358
TE0005470	82.07032541	84692
TE0005471	108.3498051	91571
TE0005472	82.40351369	53505
TE0005473	133.5534482	60423
TE0005474	63.65063157	105768
TE0005475	114.9628497	79811
TE0005476	61.54437483	104068
TE0005477	88.27805907	112379
TE0005478	93.03165116	66759
TE0005479	732.2089299	15297
TE0005480	140.2985345	55136
TE0005481	111.4698063	78990
TE0005482	119.9756998	88888
TE0005483	176.5157155	61786
TE0005484	34.64231203	180828
TE0005485	170.7764692	34219
TE0005486	62.60365187	72237
TE0005487	100.8819101	79033
TE0005488	39.0019354	112638
TE0005489	135.0879768	95366
TE0005490	135.1769246	73082
TE0005491	56.99249625	99950
TE0005492	138.4921015	62670
TE0005493	187.8871074	45530
TE0005494	89.59479271	85265
TE0005495	26.19193744	114058
TE0005496	65.21053199	102051
TE0005497	153.704027	62999
TE0005498	104.2949177	85217
TE0005499	107.6483431	87483
TE0005500	46.06412583	123975
TE0005501	41.08600126	76464
TE0005502	178.9028079	60828
TE0005503	115.0073721	88170
TE0005504	242.490097	45693
TE0005505	136.0436672	82167
TE0005506	34.01516353	170277
TE0005507	118.3515185	79552
TE0005508	181.0414339	41174
TE0005509	216.1075384	55980
TE0005510	139.7547966	62805
TE0005511	104.3984255	75959
TE0005512	33.01099972	143640
TE0005513	197.0965309	53040
TE0005514	208.0709718	40974
TE0005515	189.5848896	56226
TE0005516	192.7249506	41498
TE0005517	151.9744813	52824
TE0005518	208.3114316	47561
TE0005519	87.92677275	77676
TE0005520	73.4831714	97572
TE0005521	166.5804023	42505
TE0005522	160.8172021	59202
TE0005523	529.655755	23675
TE0005524	50.91493034	87493
TE0005525	114.0703973	55201
TE0005526	61.85039289	97482
TE0005527	151.7661839	67660
TE0005528	103.4625323	85140
TE0005529	303.7387744	42982
TE0005530	117.8088889	45000
TE0005531	69.95608289	95407
TE0005532	152.4837935	55379
TE0005533	277.3690751	28165
TE0005534	142.8547308	65148
TE0005535	98.63965365	89389
TE0005536	197.5908251	51968
TE0005537	132.9860115	87143
TE0005538	133.0930939	71734
TE0005539	213.2396584	33022
TE0005540	83.68206936	75463
TE0005541	69.53374981	78756
TE0005542	136.0985182	88674
TE0005543	172.3596051	53581
TE0005544	152.7960816	73907
TE0005545	340.0271661	27976
TE0005546	100.1162272	62808
TE0005547	116.3490424	105523
TE0005548	39.03516127	107334
TE0005549	79.65360364	125290
TE0005550	121.5920378	50338
TE0005551	200.5367566	53283
TE0005552	104.6954091	85147
TE0005553	94.39584273	68699
TE0005554	264.9269811	37593
TE0005555	97.60800122	78888
TE0005556	62.41371453	74607
TE0005557	108.4098031	62225
TE0005558	111.9644676	55949
TE0005559	55.10627448	86286
TE0005560	34.25848843	67268
TE0005561	67.58619643	65867
TE0005562	100.9970528	84148
TE0005563	108.0381899	79707
TE0005564	109.703101	74234
TE0005565	81.64199455	92412
TE0005566	120.8011858	75563
TE0005567	127.7700166	45812
TE0005568	167.6874065	46143
TE0005569	73.89251723	66299
TE0005570	187.7270207	59521
TE0005571	119.9268679	61259
TE0005572	81.46326814	79917
TE0005573	116.4439268	52378
TE0005574	187.0589608	59972
TE0005575	252.997335	29643
TE0005576	109.7454525	69653
TE0005577	77.20602044	74546
TE0005578	134.2033887	59728
TE0005579	114.291962	98321
TE0005580	99.61805842	72786
TE0005581	355.4491508	24435
TE0005582	237.2130687	60511
TE0005583	158.1753446	65722
TE0005584	102.0414093	65396
TE0005585	325.118703	43175
TE0005586	159.374084	44351
TE0005587	172.6302734	50797
TE0005588	139.437326	57831
TE0005589	117.2155885	38105
TE0005590	76.56952949	93579
TE0005591	74.18641157	94919
TE0005592	90.18528351	71566
TE0005593	93.03409166	120616
TE0005594	98.56206973	108072
TE0005595	119.2117418	79238
TE0005596	125.9441813	93732
TE0005597	89.90423789	114137
TE0005598	181.2735525	59707
TE0005599	121.7573222	60706
TE0005600	135.1887412	82282
TE0005601	165.1712865	71576
TE0005602	205.1980542	28780
TE0005603	113.9496439	70776
TE0005604	107.5418565	84515
TE0005605	154.8652633	73254
TE0005606	123.75521	84693
TE0005607	167.4603965	60222
TE0005608	132.961716	99206
TE0005609	106.136055	89846
TE0005610	132.2706917	30145
TE0005611	75.84047626	100449
TE0005612	101.4997685	60476
TE0005613	120.742791	101886
TE0005614	207.804763	55133
TE0005615	121.1536466	57834
TE0005616	116.0302679	71627
TE0005617	276.5099367	36028
TE0005618	115.5665175	58992
TE0005619	58.43930844	83117
TE0005620	111.8521766	79825
TE0005621	110.0183519	90454
TE0005622	185.2072459	48855
TE0005623	74.0803622	100719
TE0005624	101.4532092	95788
TE0005625	106.1719678	89226
TE0005626	112.3743163	110794
TE0005627	217.288999	57713
TE0005628	69.33096759	117229
TE0005629	115.891047	112856
TE0005630	144.9987981	66564
TE0005631	254.3745891	44107
TE0005632	54.16479878	127149
TE0005633	168.6816039	48157
TE0005634	134.4208289	47050
TE0005635	136.3444893	69320
TE0005636	130.0977003	93449
TE0005637	323.3948495	28502
TE0005638	82.50490304	76993
TE0005639	53.7929875	107066
TE0005640	200.2436187	73065
TE0005641	321.6181507	25696
TE0005642	209.9058746	48446
TE0005643	191.9335894	75771
TE0005644	179.2689858	51025
TE0005645	112.2470567	116281
TE0005646	89.08724678	86880
TE0005647	106.2746715	80052
TE0005648	158.0355899	93341
TE0005649	202.7094862	33069
TE0005650	159.9595318	78086
TE0005651	68.75582282	94456
TE0005652	85.38173817	90900
TE0005653	187.1209789	51976
TE0005654	89.70059144	97559
TE0005655	163.8997384	55814
TE0005656	319.1080899	26774
TE0005657	81.06141415	68437
TE0005658	89.36655304	91231
TE0005659	90.50474989	110213
TE0005660	56.33084936	121445
TE0005661	94.53685557	61741
TE0005662	101.4474693	52160
TE0005663	106.3678571	90894
TE0005664	339.9100845	37146
TE0005665	79.60607183	67525
TE0005666	199.0711748	28423
TE0005667	70.52290539	68521
TE0005668	97.25537831	99613
TE0005669	94.56395818	68193
TE0005670	113.4498245	77488
TE0005671	319.2603427	47860
TE0005672	149.9609872	73053
TE0005673	120.2178865	100970
TE0005674	143.0593494	72486
TE0005675	64.32741403	106544
TE0005676	136.5704388	60620
TE0005677	62.68466908	110874
TE0005678	131.7706744	52432
TE0005679	177.4686335	57147
TE0005680	279.7753606	42290
TE0005681	126.2351844	52563
TE0005682	94.26176798	93304
TE0005683	39.34576382	106995
TE0005684	98.34060329	86658
TE0005685	219.9383491	80453
TE0005686	219.7177013	41658
TE0005687	62.51181138	109005
TE0005688	192.6361989	66759
TE0005689	154.1619561	45111
TE0005690	67.49362297	72918
TE0005691	148.9490199	59278
TE0005692	69.40674227	77066
TE0005693	132.2445139	59514
TE0005694	121.8398539	83224
TE0005695	295.6843987	38048
TE0005696	89.22895131	110862
TE0005697	171.4343367	71859
TE0005698	233.0471691	41701
TE0005699	89.31054649	76945
TE0005700	127.909442	52828
TE0005701	349.2124877	42666
TE0005702	64.31870989	72304
TE0005703	217.7150578	46627
TE0005704	149.6634309	56452
TE0005705	70.44794592	84028
TE0005706	58.67090002	131653
TE0005707	45.73004974	99322
TE0005708	59.20522185	163467
TE0005709	326.9557336	41928
TE0005710	154.5046881	100573
TE0005711	145.8263159	61157
TE0005712	40.16678695	124710
TE0005713	35.41818076	137596
TE0005714	160.6534944	71615
TE0005715	112.6667525	124286
TE0005716	206.3867729	45422
TE0005717	111.4114291	68002
TE0005718	119.4574402	83788
TE0005719	60.48325161	84635
TE0005720	78.32046958	83309
TE0005721	84.58713671	95310
TE0005722	463.3022774	27048
TE0005723	103.1111494	92956
TE0005724	164.7407181	58932
TE0005725	187.2171759	60550
TE0005726	61.92025396	88832
TE0005727	113.1450855	70262
TE0005728	73.76071461	110830
TE0005729	78.16141882	94388
TE0005730	146.4276142	85811
TE0005731	140.9019001	60051
TE0005732	107.1406583	97456
TE0005733	82.94110923	78739
TE0005734	298.9545186	33860
TE0005735	169.3262865	54682
TE0005736	103.0678384	100592
TE0005737	72.20644786	89456
TE0005738	101.345106	111218
TE0005739	167.9870218	66573
TE0005740	190.1037756	51939
TE0005741	194.0139988	32860
TE0005742	123.1973965	68831
TE0005743	58.98342717	126110
TE0005744	238.8652636	46090
TE0005745	163.0673404	88461
TE0005746	74.76590398	140861
TE0005747	200.1133764	50275
TE0005748	121.7405257	96603
TE0005749	96.10003092	77616
TE0005750	203.7896533	64465
TE0005751	378.7492298	32460
TE0005752	499.0409012	19706
TE0005753	110.2406576	94408
TE0005754	168.198634	63252
TE0005755	187.8133007	71816
TE0005756	171.0288095	55676
TE0005757	171.2252933	74423
TE0005758	136.3773566	80836
TE0005759	58.06595057	101197
TE0005760	166.1744795	54654
TE0005761	141.6603077	81250
TE0005762	84.12100612	73550
TE0005763	178.9274516	46245
TE0005764	81.42300575	102670
TE0005765	116.765541	78888
TE0005766	101.7020288	116273
TE0005767	114.7202535	82682
TE0005768	60.92114504	118179
TE0005769	128.2059253	73988
TE0005770	127.3848917	105770
TE0005771	139.0715806	55923
