SID	tai_div_zhi	num_zhi
TE0004489	127.0493136	61484
TE0004490	135.2296205	61471
TE0004491	77.53131732	125330
TE0004492	65.81268616	104413
TE0004493	210.5102156	52958
TE0004494	103.6711194	92751
TE0004495	156.213412	42022
TE0004496	80.82268006	70088
TE0004497	18.10848666	136367
TE0004498	164.2868075	65340
TE0004499	83.59454136	71080
TE0004500	115.3876631	65624
TE0004501	108.3302779	40911
TE0004502	88.31816801	62533
TE0004503	124.1556745	76570
TE0004504	135.5479493	101086
TE0004505	83.15904558	119821
TE0004506	115.922033	79726
TE0004507	42.87512184	81047
TE0004508	82.57500227	66198
TE0004509	156.6360469	53669
TE0004510	76.26282281	64241
TE0004511	73.07639818	109911
TE0004512	59.9531916	117073
TE0004513	98.26191046	83540
TE0004514	34.88987725	140525
TE0004515	176.1575446	30366
TE0004516	224.0533724	58682
TE0004517	87.95301001	129219
TE0004518	85.53078229	51848
TE0004519	67.61988705	61266
TE0004520	75.8041557	97649
TE0004521	85.01766784	73580
TE0004522	53.99312136	142470
TE0004523	113.4086487	90464
TE0004524	152.208479	55219
TE0004525	176.3811621	51768
TE0004526	89.45816624	80043
TE0004527	113.2904705	77612
TE0004528	107.2688021	85695
TE0004529	138.0964649	73747
TE0004530	107.0745579	64527
TE0004531	158.22758	51929
TE0004532	110.653874	76085
TE0004533	155.8361399	78091
TE0004534	230.0871381	30641
TE0004535	117.3674523	55414
TE0004536	48.71811032	158672
TE0004537	93.54220669	70984
TE0004538	115.8445358	54006
TE0004539	158.8920316	57276
TE0004540	310.7789358	32814
TE0004541	113.0357096	75554
TE0004542	97.66821824	67888
TE0004543	104.9099074	53667
TE0004544	83.09766392	74398
TE0004545	124.9690385	71056
TE0004546	68.80000905	88359
TE0004547	73.02193498	102120
TE0004548	106.5874881	78725
TE0004549	70.14344104	103736
TE0004550	36.55801435	86944
TE0004551	61.7934354	98894
TE0004552	129.3700421	77402
TE0004553	77.18501226	119084
TE0004554	46.19027594	154565
TE0004555	192.4373245	38452
TE0004556	73.36495602	101404
TE0004557	85.89679005	49627
TE0004558	131.7924604	99316
TE0004559	92.08615172	52187
TE0004560	114.4824488	77915
TE0004561	109.8003948	85619
TE0004562	149.924667	33186
TE0004563	136.6365914	53089
TE0004564	79.70076327	72451
TE0004565	110.2085397	83773
TE0004566	60.86540193	122186
TE0004567	183.1280043	56170
TE0004568	67.83493036	73157
TE0004569	169.2272336	34810
TE0004570	190.3830223	41042
TE0004571	193.7892084	55951
TE0004572	146.6969164	74491
TE0004573	145.2368852	70836
TE0004574	131.2892295	51938
TE0004575	72.10346872	67460
TE0004576	100.6453773	74685
TE0004577	55.10293848	81845
TE0004578	114.8056011	38992
TE0004579	72.52477934	110576
TE0004580	71.56868755	81565
TE0004581	80.06005338	89920
TE0004582	137.978066	53889
TE0004583	50.84771723	84875
TE0004584	135.9926291	92255
TE0004585	123.7837044	88527
TE0004586	91.45228356	118324
TE0004587	161.6877218	58339
TE0004588	59.2155927	92197
TE0004589	74.80470952	62087
TE0004590	48.37869278	82526
TE0004591	237.4726387	42487
TE0004592	108.0028755	111285
TE0004593	164.5937045	78342
TE0004594	102.5778674	55511
TE0004595	84.92663228	100044
TE0004596	70.41173153	106380
TE0004597	100.703796	93493
TE0004598	98.81832417	109844
TE0004599	93.67848551	47805
TE0004600	135.3526621	47425
TE0004601	474.5115087	21853
TE0004602	134.3327491	47928
TE0004603	84.44023711	100882
TE0004604	89.3276125	70153
TE0004605	78.55876698	66568
TE0004606	210.4732902	39405
TE0004607	132.955819	75847
TE0004608	95.08040833	71510
TE0004609	39.77753827	141957
TE0004610	54.62256398	102216
TE0004611	95.6253303	119209
TE0004612	59.78157419	84056
TE0004613	66.87203861	68169
TE0004614	143.3289278	59773
TE0004615	171.0854611	77193
TE0004616	123.1470198	92729
TE0004617	91.12247319	92706
TE0004618	162.1920247	46067
TE0004619	106.3568463	92247
TE0004620	225.8850446	49828
TE0004621	154.3709599	65592
TE0004622	106.466604	40454
TE0004623	194.6611943	60669
TE0004624	137.0722117	60018
TE0004625	52.23813675	120435
TE0004626	64.69191947	90155
TE0004627	127.1512861	60336
TE0004628	153.6824551	40177
TE0004629	96.64828921	118805
TE0004630	75.077511	83214
TE0004631	157.9120738	54341
TE0004632	59.75121179	80872
TE0004633	76.55844928	84090
TE0004634	117.8053263	62032
TE0004635	215.479465	42172
TE0004636	66.97413324	80876
TE0004637	185.2438927	62835
TE0004638	249.1468085	67101
TE0004639	87.90213669	82932
TE0004640	76.1126852	67764
TE0004641	67.35572782	89397
TE0004642	32.42620269	174837
TE0004643	148.0779786	49193
TE0004644	145.3463019	58706
TE0004645	97.90983661	74731
TE0004646	36.88500129	150793
TE0004647	168.9544227	61851
TE0004648	88.25165026	91349
TE0004649	214.7908389	44798
TE0004650	109.8610692	86086
TE0004651	197.352132	37804
TE0004652	132.920288	69726
TE0004653	83.06698073	82785
TE0004654	153.6783005	50227
TE0004655	64.5242277	92807
TE0004656	154.6712803	71961
TE0004657	111.7515499	50972
TE0004658	173.5545024	46420
TE0004659	106.9378529	88918
TE0004660	88.90416391	75650
TE0004661	155.3475173	70126
TE0004662	101.4932411	63620
TE0004663	91.98763588	57586
TE0004664	115.0672542	86240
TE0004665	98.22424037	103505
TE0004666	91.79403803	121168
TE0004667	193.826984	41973
TE0004668	260.6671119	26952
TE0004669	84.53417177	60430
TE0004670	61.22763506	97977
TE0004671	86.0163479	100074
TE0004672	90.09078203	79421
TE0004673	80.11142061	55645
TE0004674	21.38336566	82480
TE0004675	382.5373772	23410
TE0004676	59.85540414	96130
TE0004677	163.102337	51819
TE0004678	76.61800337	97404
TE0004679	74.20005365	108101
TE0004680	102.7428032	105950
TE0004681	109.6442062	49242
TE0004682	104.6985977	49419
TE0004683	239.9485281	34582
TE0004684	29.01713694	164265
TE0004685	71.6025557	53371
TE0004686	66.46370974	64053
TE0004687	38.59208695	106356
TE0004688	72.94721733	67579
TE0004689	69.8155056	69433
TE0004690	80.14177286	99737
TE0004691	65.32339311	69482
TE0004692	71.64305053	56882
TE0004693	235.2338767	28220
TE0004694	95.51250498	85326
TE0004695	97.37668764	107917
TE0004696	91.80575399	61592
TE0004697	75.62492915	70568
TE0004698	60.86474325	126234
TE0004699	198.1957923	79758
TE0004700	423.5461986	18572
TE0004701	62.34214694	70081
TE0004702	183.5046226	67819
TE0004703	50.56724237	122170
TE0004704	75.26434306	81712
TE0004705	43.97965132	94355
TE0004706	161.4999405	75683
TE0004707	55.14967532	99482
TE0004708	77.30972589	57496
TE0004709	124.1447812	80038
TE0004710	177.5917908	29333
TE0004711	75.3663374	51933
TE0004712	59.88904742	106532
TE0004713	121.0503505	92293
TE0004714	112.2196767	78570
TE0004715	242.3460478	43520
TE0004716	195.3394365	50466
TE0004717	81.14807903	77695
TE0004718	56.02512581	84853
TE0004719	295.1289188	40956
TE0004720	106.9993874	62034
TE0004721	81.05261892	83183
TE0004722	71.51912921	111531
TE0004723	110.8495613	56076
TE0004724	46.6721002	120241
TE0004725	82.60937776	101986
TE0004726	86.89668424	83269
TE0004727	179.6932175	54110
TE0004728	44.96351581	96069
TE0004729	115.0137027	81006
TE0004730	149.265583	56167
TE0004731	77.7243859	59518
TE0004732	116.3586375	72017
TE0004733	74.9980682	90589
TE0004734	35.85568918	124315
TE0004735	114.1470845	35449
TE0004736	129.1388042	71482
TE0004737	130.453647	62229
TE0004738	126.2751644	70089
TE0004739	165.2265465	54139
TE0004740	117.5666884	69165
TE0004741	110.4910667	47183
TE0004742	89.18470907	88680
TE0004743	68.634062	80970
TE0004744	50.40436562	91625
TE0004745	105.1141278	53186
TE0004746	94.92444894	110786
TE0004747	204.0533736	31776
TE0004748	93.11817965	88247
TE0004749	153.7745486	78314
TE0004750	68.53201508	102358
TE0004751	67.40567303	123003
TE0004752	56.51032761	116968
TE0004753	65.64504296	84506
TE0004754	226.1829087	39014
TE0004755	126.6907141	52951
TE0004756	103.8778285	65449
TE0004757	61.92066992	89802
TE0004758	94.59579851	56123
TE0004759	135.3790722	100192
TE0004760	141.5286222	53787
TE0004761	119.0436751	72444
TE0004762	67.31659552	116423
TE0004763	42.17382503	83981
TE0004764	73.29703452	51425
TE0004765	119.1689406	74026
TE0004766	83.39044059	57786
TE0004767	101.7783059	47967
TE0004768	93.90872742	72530
TE0004769	64.93309252	97448
TE0004770	156.6152573	50769
TE0004771	89.44071269	83964
TE0004772	124.2220672	65944
TE0004773	120.2933151	70368
TE0004774	146.0315811	48130
TE0004775	142.8078528	66371
TE0004776	174.937764	53024
TE0004777	133.1773504	44663
TE0004778	62.32554531	103107
TE0004779	108.206121	67669
TE0004780	118.6357938	52646
TE0004781	225.915493	36920
TE0004782	163.8896494	62093
TE0004783	81.76670303	81587
TE0004784	123.3999185	66231
TE0004785	147.7179541	51949
TE0004786	100.3389669	62838
TE0004787	93.3558599	83457
TE0004788	118.555469	74474
TE0004789	81.61781097	71776
TE0004790	127.4273297	76854
TE0004791	57.12184303	132564
TE0004792	122.7688973	80263
TE0004793	172.9704343	44714
TE0004794	54.67148929	135749
TE0004795	47.46148996	111010
TE0004796	52.98880615	101395
TE0004797	111.5493515	80879
TE0004798	153.6222867	43398
TE0004799	59.69944418	116584
TE0004800	120.278444	66297
TE0004801	110.156761	44335
TE0004802	115.6077146	75027
TE0004803	59.65393128	96686
TE0004804	173.3176619	57004
TE0004805	97.69681011	63043
TE0004806	158.6591938	69585
TE0004807	126.5758627	66884
TE0004808	74.23757337	97452
TE0004809	301.8370422	17256
TE0004810	196.2195647	48751
TE0004811	98.8686183	56568
TE0004812	44.50304178	98791
TE0004813	90.18134555	80785
TE0004814	247.475288	31766
TE0004815	292.1948224	30941
TE0004816	133.249774	73002
TE0004817	93.40206392	99713
TE0004818	126.8054477	96555
TE0004819	173.9975561	44192
TE0004820	139.1358835	50271
TE0004821	115.7401576	90501
TE0004822	98.39277435	58237
TE0004823	121.4669081	61299
TE0004824	116.6354222	89616
TE0004825	60.17768713	115709
TE0004826	50.81535358	77819
TE0004827	161.0088637	66451
TE0004828	67.07860661	89738
TE0004829	80.75559373	90816
TE0004830	110.6693641	79583
TE0004831	66.25226805	115187
TE0004832	136.2687585	58640
TE0004833	142.3948278	56146
TE0004834	158.9537316	43507
TE0004835	148.9972494	57442
