SID	fissure_Red1	fissure_Red3	fissure_Red4	fissure_Green1	fissure_Green3	fissure_Green4	fissure_Blue1	fissure_Blue3	fissure_Blue4	fissure_Blue5	fissure_L1	fissure_L3	fissure_L4	fissure_a3	fissure_a4	fissure_b3	fissure_H1	fissure_H4	fissure_S1	fissure_S2	fissure_S3	fissure_V1	fissure_V3	fissure_V4	fissure_V5	fissure_Gray1	fissure_Gray3	fissure_Gray4	fissure_Red_mid	fissure_Red_avg	fissure_Red_var	fissure_Red_skew	fissure_Green_mid	fissure_Green_avg	fissure_Green_var	fissure_Green_skew	fissure_Blue_mid	fissure_Blue_avg	fissure_Blue_var	fissure_Blue_skew	fissure_L_mid	fissure_L_avg	fissure_L_var	fissure_L_skew	fissure_a_mid	fissure_a_avg	fissure_a_var	fissure_a_skew	fissure_b_mid	fissure_b_avg	fissure_b_var	fissure_b_skew	fissure_H_mid	fissure_H_avg	fissure_H_var	fissure_H_skew	fissure_S_mid	fissure_S_avg	fissure_S_var	fissure_S_skew	fissure_V_mid	fissure_V_avg	fissure_V_var	fissure_V_skew	fissure_gray_mid	fissure_gray_avg	fissure_gray_var	fissure_gray_skew	fissure_Red_mid_ratio	fissure_Red_avg_ratio	fissure_Red_var_ratio	fissure_Red_skew_ratio	fissure_Green_mid_ratio	fissure_Green_avg_ratio	fissure_Green_var_ratio	fissure_Green_skew_ratio	fissure_Blue_mid_ratio	fissure_Blue_avg_ratio	fissure_Blue_var_ratio	fissure_Blue_skew_ratio	fissure_L_mid_ratio	fissure_L_avg_ratio	fissure_L_var_ratio	fissure_L_skew_ratio	fissure_a_mid_ratio	fissure_a_avg_ratio	fissure_a_var_ratio	fissure_a_skew_ratio	fissure_b_mid_ratio	fissure_b_avg_ratio	fissure_b_var_ratio	fissure_b_skew_ratio	fissure_H_mid_ratio	fissure_H_avg_ratio	fissure_H_var_ratio	fissure_H_skew_ratio	fissure_S_mid_ratio	fissure_S_avg_ratio	fissure_S_var_ratio	fissure_S_skew_ratio	fissure_V_mid_ratio	fissure_V_avg_ratio	fissure_V_var_ratio	fissure_V_skew_ratio	fissure_gray_mid_ratio	fissure_gray_avg_ratio	fissure_gray_var_ratio	fissure_gray_skew_ratio
TE0000557	0.003012048	0.96686745	0.012048192	0.003012048	0.8012048	0.006024096	0	0.018072288	0.7108434	0.26807228	0.003012048	0.7439759	0.25	0.24397591	0.7560241	1	0.021084337	0.9789157	0.009036144	0.4548193	0.53614455	0	0.018072288	0.7108434	0.26807228	0.003012048	0.8885542	0.105421685	126	126.6536145	171.0878484	-0.813403075	114.5	114.6506024	198.9863551	-0.316413846	193	192.5331325	387.9055287	-1.159329057	147	145.9307229	150.3174898	-1.7621192	160.5	159.9759036	76.86086515	-0.292654501	135	134.9578313	11.39581216	-0.128042744	175	171.6536145	634.8047159	-6.61273183	105	101.9277108	498.4947743	-0.697535552	193	192.5331325	387.9055287	-1.159329057	140	139.3042169	157.6935967	-1.374962222	1.016129032	1.031943098	0.290842899	2.43628374	1.022321429	1.021007924	0.369444899	3.145377784	0.955445545	0.985833014	0.578642125	0.72853636	1	1.007008639	0.299468243	2.232089611	0.984662577	0.988265796	1.951980109	0.309509919	0.98540146	0.986106779	1.761363469	0.291046247	0.994318182	0.999610206	0.825135459	1.10488717	0.945945946	0.934030273	1.454373485	1.419266951	0.955445545	0.985833014	0.578642125	0.72853636	1	1.007129817	0.293742639	2.177003689
TE0000558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000561	0.001938924	0.6194862	0.30101794	0.001938924	0.6335434	0.26030055	0.001938924	0.057198256	0.72515756	0.21570529	0.001938924	0.43771207	0.55453223	0.776539	0.22346097	1	0.32670867	0.6728066	0.20261754	0.6975279	0.09985458	0.001938924	0.057198256	0.72515756	0.21570529	0.001938924	0.51526904	0.47212797	141	138.0402327	588.5805432	-0.287880152	137	135.1812894	618.8425583	-0.296923698	186	185.5341735	464.3137861	-0.66156467	158	156.4362579	489.2590247	-0.453605864	148	147.7983519	42.67867882	-0.020834808	134	134.3087736	10.2231271	0.283744853	175	119.6078526	6712.764786	-0.737619084	69	71.2942317	486.1737282	0.248741227	186	185.5380514	463.1540296	-0.638487593	152	150.5865245	520.675863	-0.355363751	0.946308725	0.95772837	0.703275061	0.523254161	0.931972789	0.954015523	0.66364572	0.584484691	0.877358491	0.908435479	0.573247852	0.553844771	0.918604651	0.94232207	0.651722442	0.591675715	0.967320261	0.971522343	0.63624988	0.065076282	0.985294118	0.98327786	1.296174984	0.528186345	0.994318182	1.058236476	0.961009595	1.355611475	0.873417722	0.867099584	1.041956244	0.891917551	0.877358491	0.908454409	0.571816214	0.53452444	0.915662651	0.937153354	0.636153743	0.503486635
TE0000562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000568	0.000203211	0.8520626	0.013208698	0.000203211	0.7376549	0.005283479	0.000203211	0.12416176	0.81893927	0.04998984	0.000203211	0.7998374	0.15423694	0.3633408	0.6366592	1	0.12172323	0.87827677	0.02783987	0.57915056	0.39300954	0.000203211	0.12416176	0.81893927	0.04998984	0.000203211	0.85937816	0.076204024	119	118.4495021	264.32467	-0.418541933	112	112.0621825	274.7890616	-0.178412876	185	178.5582199	503.923099	-1.335272495	141	139.173542	274.423856	-0.972777682	157	155.080065	53.300641	-0.633947127	136	135.7289169	6.778779745	-0.390632669	177	155.4332453	3280.011039	-2.311827654	98	94.65250965	366.5677284	-0.69329582	185	178.5582199	503.923099	-1.335272495	134	132.6901036	279.8456428	-0.834322857	0.915384615	0.939727408	0.851638932	0.37367554	0.875	0.898235778	0.649360727	0.221135792	0.906862745	0.903770152	1.15749205	0.620614408	0.892405063	0.909382583	0.792751175	0.628877604	1	0.991556022	1.051169199	2.772215866	0.978417266	0.974143838	0.73453834	-3.118910683	1.005681818	1.493906002	0.443221749	7.18527938	1.010309278	0.963592686	1.566493879	-2.122041617	0.906862745	0.903770152	1.15749205	0.620614408	0.881578947	0.904614876	0.770708292	0.583610668
TE0000569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000570	0.0009298	0.6545793	0.33984193	0.0009298	0.7559275	0.22501162	0.0009298	0.0032543	0.43235704	0.56345886	0.0009298	0.17945142	0.8172943	0.48024175	0.5197582	1	0.18921432	0.8098559	0.12924221	0.6341237	0.23663412	0.0009298	0.0032543	0.43235704	0.56345886	0.0009298	0.31985122	0.6782892	146	145.8758717	289.0338716	-0.354496848	140	139.4021385	332.2859833	-0.166355069	208	205.8805207	364.360899	-0.994404121	166	165.6355184	203.9712907	-0.878102767	154	154.2078103	87.2627191	-0.028004634	135	135.241748	17.73235287	0.323734881	176	142.9823338	4692.879279	-1.582155443	82	81.73686657	601.4993336	-0.140277484	208	205.8860995	363.6192907	-0.987091285	160	160.0292887	225.1823128	-0.661834412	0.973333333	1.018760458	0.361002567	0.387793524	0.979020979	1.027018971	0.381741261	0.206222212	0.95412844	0.985281597	0.539146628	0.519132965	0.970760234	1.009518944	0.31886427	0.687607443	0.987179487	0.982423503	1.056480745	-0.047233523	0.992647059	0.993384835	1.607154652	0.436965115	1	0.922444482	1.416486092	0.69161392	0.964705882	0.902073989	0.875382503	-0.199480582	0.95412844	0.985308155	0.538057702	0.515345534	0.963855422	1.009727632	0.317099154	0.570900146
TE0000571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000578	0.001918159	0.6133845	0.38000852	0.001918159	0.778133	0.20161977	0.001918159	0.00831202	0.6112532	0.3785166	0.001918159	0.24275362	0.75191814	0.53282183	0.46717817	1	0.05200341	0.9471441	0.14897698	0.72890025	0.122122765	0.001918159	0.00831202	0.6112532	0.3785166	0.001918159	0.3917306	0.6040068	148	148.7395567	306.6742835	-0.468784998	138	138.4011083	343.5415844	-0.22563758	199.5	198.4565217	329.2749639	-1.574301114	163	162.9339301	241.3856603	-1.043565713	153	152.3702046	64.74039953	-0.180412075	132	132.0002131	7.440963296	0.269043657	174	165.5637255	1485.910048	-4.003548551	78	76.71867008	492.5465994	-0.189878498	199.5	198.4599318	328.148224	-1.535988321	157	157.5618073	260.3719258	-0.769056402	0.919254658	0.957337033	0.606847399	0.306972077	0.926174497	0.960213872	0.589582552	0.202423245	0.932242991	0.948320179	0.575635636	0.849415741	0.926136364	0.960032304	0.51492423	0.594481115	0.993506494	0.988048269	1.050875187	-1.466965619	0.992481203	0.997466587	1.35049839	4.384248399	1	1.011854295	0.829150401	1.130932304	0.987341772	0.959885775	1.127333781	-0.729147123	0.932242991	0.94833645	0.573665994	0.82874355	0.918128655	0.95541752	0.518071792	0.462476451
TE0000579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000581	0.005546312	0.73784435	0.1360695	0.009798484	0.6921797	0.064522095	0.000739508	0.075060084	0.4344611	0.48530227	0.000739508	0.4769828	0.46441117	0.17766686	0.82233316	1	0.038084675	0.9617304	0.014605287	0.37696433	0.60399336	0.000739508	0.075060084	0.4344611	0.48530227	0.000924385	0.59604365	0.32871142	130	128.6733222	616.1105122	-0.51476237	118	117.2445923	602.2638943	-0.249770436	204	198.8949898	762.6674717	-1.153037669	152	149.3146608	539.977158	-0.882083991	163	161.2704751	61.21562116	-0.64863223	136	135.9580329	8.704653997	-0.398008521	176	169.0730264	1118.136468	-4.811085707	109	105.2081716	483.4660009	-0.555219004	204	198.896284	762.2349446	-1.149007402	145	142.9674616	578.4245282	-0.718555932	0.855263158	0.862538054	1.017151361	0.671898576	0.791946309	0.809255658	0.966923446	0.335114708	0.898678414	0.904819311	1.203959678	0.655993658	0.853932584	0.864501509	1.02985746	0.707021041	1.038216561	1.027687867	1.595329501	1.796573785	0.99270073	0.987854112	0.770594924	-2.253191589	1	1.388772797	0.169419182	6.040988398	1.211111111	1.176404397	1.710431675	1.795977524	0.898678414	0.904825125	1.203277469	0.653699553	0.838150289	0.852062352	0.999229733	0.620902945
TE0000582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000587	0.000584283	0.3952673	0.6021034	0.000584283	0.61291265	0.38562664	0.000584283	0.000584283	0.42973998	0.56909144	0.000584283	0.08179959	0.90359336	0.6082384	0.3917616	1	0.03534911	0.96435875	0.15162139	0.8390301	0.009348525	0.000584283	0.000584283	0.42973998	0.56909144	0.000584283	0.16885772	0.82179374	158	157.9964943	268.4849424	-0.185766164	149	149.1180251	278.048004	-0.064005498	207	206.5203038	232.0684601	-0.966763278	172	172.1346772	199.5579649	-0.479508516	152	150.8889863	35.03295787	-0.530881647	132	132.1089687	6.005946439	0.051127289	175	168.9944493	1038.281886	-4.986204203	73	70.83727724	281.0097468	-0.409825645	207	206.5223488	231.3567164	-0.918829594	167	167.3111306	220.8827479	-0.325713901	1.046357616	1.07575239	0.280052274	0.318350112	1.020547945	1.04944394	0.303807767	0.12111922	1	1.044960987	0.206523509	0.891156316	1.017751479	1.047357412	0.231553031	0.564823393	1.013333333	1.007414688	0.693854499	6.898092168	0.985074627	0.985504887	1.140705191	0.463225068	0.988700565	1.149101664	0.240957226	2.853709545	1.028169014	0.971448946	0.713275075	-1.65399062	1	1.044971172	0.205890599	0.846971498	1.018292683	1.050550757	0.239263279	0.432961884
TE0000588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
