SID	fissure_Red1	fissure_Red3	fissure_Red4	fissure_Green1	fissure_Green3	fissure_Green4	fissure_Blue1	fissure_Blue3	fissure_Blue4	fissure_Blue5	fissure_L1	fissure_L3	fissure_L4	fissure_a3	fissure_a4	fissure_b3	fissure_H1	fissure_H4	fissure_S1	fissure_S2	fissure_S3	fissure_V1	fissure_V3	fissure_V4	fissure_V5	fissure_Gray1	fissure_Gray3	fissure_Gray4	fissure_Red_mid	fissure_Red_avg	fissure_Red_var	fissure_Red_skew	fissure_Green_mid	fissure_Green_avg	fissure_Green_var	fissure_Green_skew	fissure_Blue_mid	fissure_Blue_avg	fissure_Blue_var	fissure_Blue_skew	fissure_L_mid	fissure_L_avg	fissure_L_var	fissure_L_skew	fissure_a_mid	fissure_a_avg	fissure_a_var	fissure_a_skew	fissure_b_mid	fissure_b_avg	fissure_b_var	fissure_b_skew	fissure_H_mid	fissure_H_avg	fissure_H_var	fissure_H_skew	fissure_S_mid	fissure_S_avg	fissure_S_var	fissure_S_skew	fissure_V_mid	fissure_V_avg	fissure_V_var	fissure_V_skew	fissure_gray_mid	fissure_gray_avg	fissure_gray_var	fissure_gray_skew	fissure_Red_mid_ratio	fissure_Red_avg_ratio	fissure_Red_var_ratio	fissure_Red_skew_ratio	fissure_Green_mid_ratio	fissure_Green_avg_ratio	fissure_Green_var_ratio	fissure_Green_skew_ratio	fissure_Blue_mid_ratio	fissure_Blue_avg_ratio	fissure_Blue_var_ratio	fissure_Blue_skew_ratio	fissure_L_mid_ratio	fissure_L_avg_ratio	fissure_L_var_ratio	fissure_L_skew_ratio	fissure_a_mid_ratio	fissure_a_avg_ratio	fissure_a_var_ratio	fissure_a_skew_ratio	fissure_b_mid_ratio	fissure_b_avg_ratio	fissure_b_var_ratio	fissure_b_skew_ratio	fissure_H_mid_ratio	fissure_H_avg_ratio	fissure_H_var_ratio	fissure_H_skew_ratio	fissure_S_mid_ratio	fissure_S_avg_ratio	fissure_S_var_ratio	fissure_S_skew_ratio	fissure_V_mid_ratio	fissure_V_avg_ratio	fissure_V_var_ratio	fissure_V_skew_ratio	fissure_gray_mid_ratio	fissure_gray_avg_ratio	fissure_gray_var_ratio	fissure_gray_skew_ratio
TE0003938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003941	0.001640689	0	0.680886	0.001640689	0.031173093	0.88843316	0.001640689	0	0.013945857	0.98441344	0.001640689	0	0.64232975	0.6579163	0.34208366	1	0	0.99917966	0.4232978	0.57670224	0	0.001640689	0	0.013945857	0.98441344	0.001640689	0	0.6981132	198	198.9803117	198.4557239	-2.164437966	180	180.8687449	296.7571773	-0.715402845	232	231.485644	196.476209	-4.15941511	200	200.5963905	186.1061724	-2.518880917	149	149.1148482	49.30920529	-0.1418489	126	125.9335521	1.128480492	-0.939166851	170	169.3494668	1.600596516	-3.431119166	56	55.52420016	298.5430977	-0.200146423	232	231.485644	196.476209	-4.15941511	198	198.0623462	201.051076	-2.128223656	0.98019802	1.043057007	0.182939546	1.52469947	1.005586592	1.053891463	0.337826205	0.617415331	0.966666667	1.013818985	0.226964251	2.068227959	0.99009901	1.037065805	0.250066572	1.589741412	0.973856209	0.983226073	0.986921045	0.480957984	1	0.995382789	0.111665355	-0.990945195	1.00591716	1.008365567	0.004875388	0.390396695	0.875	0.869316502	0.78566159	-0.602317305	0.966666667	1.013817298	0.22696247	2.068217455	0.99	1.038217522	0.239625398	1.405777516
TE0003942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003946	0	0.008221994	0.85508734	0	0.10996917	0.86536485	0	0	0.02877698	0.971223	0	0.003083248	0.7831449	0.5745118	0.42548817	1	0	1	0.24152108	0.7574512	0.001027749	0	0	0.02877698	0.971223	0	0.003083248	0.83144915	191	190.4152107	207.258227	-0.151787343	174	173.2086331	269.9513335	-0.073790039	231	230.7934224	178.9100492	-0.385426245	196	195.2548818	163.0984474	-0.205542589	152	151.6156218	42.4997354	-0.190331281	127	127.5457348	2.556233093	0.463905838	171	171.0585817	2.328531185	-0.027586468	64	63.47276465	274.578138	-0.160531954	231	230.7934224	178.9100492	-0.385426245	193	192.4193217	185.5096781	-0.183031674	1.005263158	1.053742481	0.146417553	0.113848023	1.01754386	1.052897386	0.231309133	0.070692677	0.954545455	1.012222559	0.145943947	0.177765754	0.994923858	1.037290228	0.154613628	0.125804123	0.974358974	0.985544472	0.948661324	0.20818951	0.984496124	0.987210451	0.206868093	0.627864426	0.994186047	1.037667331	0.002003059	0.006108715	0.853333333	0.875429936	0.741472033	0.317184153	0.954545455	1.012217854	0.1459422	0.17776202	0.98974359	1.038091814	0.160511481	0.119425735
TE0003947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003950	0.001126126	0.4617117	0.5365991	0.001126126	0.7691441	0.22804055	0.001126126	0.003941441	0.6137387	0.3811937	0.001126126	0.17454955	0.8220721	0.5546171	0.4453829	1	0.011824325	0.9881757	0.14076577	0.8338964	0.025337838	0.001126126	0.003941441	0.6137387	0.3811937	0.001126126	0.321509	0.6768018	155	154.3417793	254.7058221	-0.456488899	141	141.5962838	250.5346484	-0.149609503	200	199.5152027	281.3466157	-1.105541123	166	165.4572072	190.3787994	-0.869275738	153	151.8192568	47.57262467	-0.310441179	130	130.2826577	3.616050595	0.324438924	173	171.4588964	351.0929051	-8.876968854	76	73.56756757	341.7116508	-0.453979406	200	199.5152027	281.3466157	-1.105541123	160	160.3941441	207.216272	-0.643441218	0.987261146	1.002639597	0.284254977	1.365129037	0.979166667	1.00219511	0.303339004	0.504267953	0.956937799	0.980530094	0.356962775	0.949746771	0.982248521	0.996737065	0.261671779	1.346125279	1	0.989330732	1.700731384	0.745539845	0.992366412	0.994199159	0.491540704	-3.860242283	1	1.043011116	0.230810805	2.271434994	0.962025316	0.926200126	1.190825404	-4.024674322	0.956937799	0.980530094	0.356962775	0.949746771	0.96969697	0.994102126	0.261103021	1.16127893
TE0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003955	0	0.09656084	0.8822751	0	0.30952382	0.6825397	0	0	0.21693122	0.7830688	0	0.013227513	0.9351852	0.6507937	0.34920636	1	0.001322751	0.99867725	0.23809524	0.7619048	0	0	0	0.21693122	0.7830688	0	0.056878306	0.90343916	174	174.0357143	226.4577192	-0.047792723	162	161.4378307	270.4048651	0.009889252	217	216.6944444	242.7386464	-0.112211161	184	183.3637566	192.2896388	-0.153366662	151	150.3253968	35.95496347	-0.230584005	129	129.6441799	1.813868243	0.75634358	173	173.0555556	41.78262787	-24.92671514	67	64.89021164	246.6003804	-0.322586094	217	216.6944444	242.7386464	-0.112211161	180	179.4246032	215.5115111	-0.13402396	1.01754386	1.072011913	0.171451869	0.040005861	1.018867925	1.068204921	0.250868048	-0.009096208	0.955947137	1.008739281	0.191085354	0.061231801	1	1.045095564	0.186025641	0.100772065	0.980519481	0.979198446	0.926448167	0.473251914	0.977272727	0.98241694	0.174928256	3.201523268	0.994252874	1.082958427	0.018329538	8.339420537	0.893333333	0.838331461	0.686397977	-0.860670973	0.955947137	1.008738369	0.191084141	0.061232038	0.994475138	1.046364563	0.193209058	0.095387456
TE0003956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003960	0.002643172	0.20881057	0.770044	0.002643172	0.29603523	0.69162995	0.002643172	0.02202643	0.47929516	0.49603525	0.002643172	0.056387667	0.88986784	0.96563876	0.034361232	1	0.12246696	0.877533	0.49867842	0.5013216	0	0.002643172	0.02202643	0.47929516	0.49603525	0.002643172	0.10660793	0.8625551	166	166.1251101	345.8116602	-1.045917734	161	161.5797357	332.0216158	-0.955271995	204	201.6907489	449.7871831	-1.676144542	180	178.9779736	302.1854179	-1.794813914	144	143.5066079	31.01295193	-0.059196235	132	131.4185022	4.671551942	-0.073398701	176	154.5753304	3279.031991	-2.296357573	52	50.4061674	251.8711514	-0.184743451	204	201.6907489	449.7871831	-1.676144542	175	174.1127753	327.684198	-1.416144083	0.970760234	1.003880853	0.311452927	1.214272023	0.99382716	1.025821278	0.325731639	1.256074439	0.953271028	0.966782414	0.518478147	1.109052525	0.983606557	1.005977196	0.344922365	1.586432436	0.972972973	0.967686065	1.070346184	0.30022186	1.007633588	0.999714788	0.622508858	-0.066719801	1.011494253	0.970279537	1.349888168	0.800625317	0.838709677	0.781910264	0.677561572	-0.414992826	0.953271028	0.966782125	0.518476206	1.10905785	0.983146067	1.0022756	0.344657143	1.416625261
TE0003961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003964	0.00130719	0.005664488	0.887146	0.00130719	0.06100218	0.9246187	0.00130719	0.002614379	0.048366014	0.9477124	0.00130719	0.003050109	0.8265795	0.5655773	0.43442267	1	0.00087146	0.9982571	0.24793029	0.7520697	0	0.00130719	0.002614379	0.048366014	0.9477124	0.00130719	0.004793028	0.87102395	190	189.4474946	185.7017094	-2.161745473	172	172.7028322	200.6506891	-1.109447218	233	230.2535948	275.8572583	-3.240058332	195	194.7655773	148.204741	-3.380153915	152	151.5041394	48.94453624	-0.32036383	128	127.7599129	2.14932984	0.131588657	171	171.2379085	32.55342133	-24.74945545	65	63.12505447	272.4597426	-0.447145242	233	230.2553377	275.1661752	-3.20755226	192	191.853159	165.5884595	-2.761543802	0.979381443	1.021643014	0.139437268	1.844675083	0.994219653	1.051351313	0.173593034	1.074214473	0.958847737	0.997133123	0.293076237	1.537542418	0.984848485	1.028312092	0.159699351	2.275353329	0.980645161	0.972865945	0.843309285	-1.676473808	1.007874016	1.004005156	0.160158936	0.889583993	1	1.011053751	0.166404987	2.195658805	0.928571429	0.842175986	0.536385844	-0.757614479	0.958847737	0.997140608	0.292343217	1.522135215	0.979591837	1.027983631	0.158558364	2.002699477
TE0003965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003966	0.003009027	0.65195584	0.34202608	0.003009027	0.83751255	0.11534604	0.002006018	0.05015045	0.8786359	0.06820461	0.003009027	0.4332999	0.5636911	0.7261785	0.27382147	1	0.004012036	0.99598795	0.2657974	0.65997994	0.07422267	0.002006018	0.05015045	0.8786359	0.06820461	0.003009027	0.5947844	0.4012036	147	146.2938816	265.6538542	-0.990163337	134	132.9267803	335.7709679	-0.601207702	182	181.4824473	312.5124803	-1.584958738	156	154.6539619	243.6004181	-1.428224648	148	148.663992	63.95430021	0.395108924	128	128.4894684	2.653098714	0.653813189	172	171.0832497	121.0452259	-15.01043415	66	67.61584754	558.6919454	0.283533589	182	181.4824473	312.5124803	-1.584958738	150	149.004012	251.6128224	-1.12705076	0.948387097	0.993510956	0.235128581	1.016788998	0.971014493	1.004758429	0.389814121	0.836179272	0.879227053	0.926081596	0.240126502	0.903009306	0.939759036	0.97976341	0.260205663	1.037347716	0.948717949	0.962100747	1.4248361	-0.621751598	0.984615385	0.986431252	0.278715135	2.157969703	1	1.040173035	0.088642259	3.612283007	0.785714286	0.808590476	1.962842624	-0.722091434	0.879227053	0.92607465	0.240108392	0.90310655	0.931677019	0.973458137	0.259665401	0.926035699
TE0003967	0.001372119	0.13501647	0.83809	0.001372119	0.43578485	0.557629	0.001372119	0.000274424	0.27469814	0.72365534	0.001372119	0.05543359	0.909989	0.4711855	0.5288145	1	0.000823271	0.99917674	0.16849616	0.8062569	0.025246982	0.001372119	0.000274424	0.27469814	0.72365534	0.001372119	0.11278815	0.8608672	176	174.0491218	319.8913851	-0.801678175	157	154.7431394	365.8758448	-0.412350884	214	213.5916575	267.2827625	-1.942115097	181	178.5170143	261.1344526	-1.091230997	154	152.8342481	39.60918931	-0.456015146	127	126.7950055	1.686023353	0.474172226	170	170.1149835	22.62426507	-32.11234725	71	70.28869374	306.5725286	-0.20063844	214	213.5916575	267.2827625	-1.942115097	177	174.5622942	287.8257023	-0.870732385	0.946236559	0.981597261	0.22629515	0.972196441	0.918128655	0.951640476	0.291946991	0.577507123	0.972727273	1.023309842	0.231876593	1.605172763	0.947643979	0.9824951	0.23521903	1.165744019	1.047619048	1.036916776	1.808368676	5.973180885	1	0.997365009	0.200026418	0.676232007	1	1.015179087	0.048327908	4.382162173	1.267857143	1.209410594	1.074054972	-0.344174774	0.972727273	1.023309804	0.231876552	1.605172424	0.941489362	0.980238327	0.236699733	0.996813337
TE0003968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
