SID	zhi_lbp1	zhi_lbp2	zhi_lbp3	zhi_lbp4	zhi_lbp5	zhi_hog1	zhi_hog2	zhi_hog3	zhi_hog4	zhi_hog5	zhi_contrast	zhi_dissimilarity	zhi_homogeneity	zhi_energy	zhi_correlation	zhi_entropy
TE0002156	37119	11849	15717	13288	29289	448021	23967	853	138	61	73.04558103	2.346571503	0.794330546	0.718920225	0.846835694	6.658271486
TE0002157	24511	8707	11514	9164	19778	389958	19406	1008	216	82	50.50600537	1.614861769	0.849291059	0.777495661	0.839359199	6.619135966
TE0002158	22106	7139	10348	8760	19731	283196	17479	588	92	46	45.79102431	1.819469163	0.814297858	0.728625067	0.882693268	6.711686924
TE0002159	48699	16919	23518	19252	43804	524209	30078	676	94	36	47.94604604	2.008463451	0.769525721	0.661587602	0.850069263	6.429793914
TE0002160	39818	12603	19637	15347	34762	505331	31261	1052	127	69	50.14459767	1.803106172	0.813064359	0.718899404	0.838355628	6.55909986
TE0002161	32590	10214	14793	11520	24773	450506	22451	696	130	67	57.66637991	1.997819313	0.819652456	0.755648147	0.844970364	6.842759252
TE0002162	15652	4257	5785	4511	10102	318574	14514	837	126	74	32.97595821	1.085473283	0.899826237	0.851991584	0.846317371	6.633207843
TE0002163	36166	12158	17413	12181	24166	488168	28720	1169	169	93	69.440377	2.160271112	0.818966663	0.75641781	0.839808734	6.923695423
TE0002164	21757	7094	9849	8605	16527	416644	19207	980	170	75	37.62100938	1.369632093	0.871898138	0.819821927	0.826526957	6.670461005
TE0002165	26371	8145	12805	9583	26758	290395	17330	498	109	35	45.31753287	1.876018954	0.790894011	0.673701991	0.845202256	6.419908477
TE0002166	26742	7461	9741	7642	16713	362184	20019	830	186	73	55.65196613	1.966244804	0.835406045	0.777701491	0.77832818	6.596048135
TE0002167	39220	12654	18411	13683	29819	478476	22340	580	101	55	46.06639162	1.718271921	0.811531599	0.722911611	0.855063316	6.531636249
TE0002168	27999	10637	14705	11915	24652	320260	18621	359	48	21	48.69717343	2.065523713	0.769986952	0.675949187	0.884399275	6.578647877
TE0002169	32635	10507	14707	12080	28150	471629	23208	704	128	51	44.54048354	1.678831626	0.834126112	0.755587146	0.83614435	6.494200726
TE0002170	27424	9251	12606	10448	21219	486404	23093	1145	222	84	36.82926966	1.350923986	0.864366132	0.80445595	0.844634168	6.679920295
TE0002171	47020	15498	21301	17262	33975	585170	32941	799	174	80	65.7408141	2.352595556	0.787684988	0.723879609	0.80512691	6.527001357
TE0002172	26372	9257	12851	9835	20661	390455	15169	475	90	26	33.46821719	1.340749129	0.839442767	0.765930321	0.890174189	6.66244026
TE0002173	41075	11899	15781	13321	28260	522804	30114	958	112	52	60.95268957	2.266371085	0.807239009	0.74638317	0.73521414	6.441188408
TE0002174	34716	11979	17865	13644	27095	473190	24821	733	149	67	68.65060754	2.199637273	0.810109529	0.73913906	0.864232367	6.891288161
TE0002175	21636	7049	9411	8103	13550	504187	23490	1409	262	68	38.31242206	1.257910226	0.894104635	0.857261254	0.790111906	6.638223755
TE0002176	37691	12500	16164	13540	27645	485213	24556	1001	117	61	60.93267836	2.181080702	0.800024887	0.737884715	0.849958925	6.78502951
TE0002177	45792	14311	20300	15606	34471	433990	29272	551	50	24	75.78165383	2.741862627	0.748048533	0.653077686	0.84475925	6.663562241
TE0002178	41966	12818	18018	15474	31532	462671	28131	831	148	51	66.05119456	2.447653603	0.773657318	0.69971665	0.819535425	6.591696579
TE0002179	36628	10755	15944	12493	25565	499927	29473	1074	167	71	49.99180941	1.79599611	0.832292143	0.762022107	0.815615964	6.603391379
TE0002180	34051	11102	16554	13695	30893	432092	24230	690	100	52	42.20952484	1.632313923	0.816887406	0.7182779	0.841835891	6.492573359
TE0002181	40938	15345	23568	18533	42483	511149	25240	555	45	41	34.22913892	1.538288676	0.79487085	0.678871032	0.886964329	6.322116702
TE0002182	20938	6476	8360	7596	14497	346182	18431	815	139	67	45.1657233	1.591248913	0.859277217	0.804363302	0.785415068	6.576046663
TE0002183	32284	9626	12209	8969	18174	458372	24995	787	174	52	74.33429716	2.285931394	0.827787897	0.786390494	0.800775226	6.846122173
TE0002184	45953	13946	20154	15065	32208	470835	32439	1186	178	73	76.25818671	2.499922932	0.778003611	0.68965709	0.847788603	6.770236571
TE0002185	43563	15167	21730	17540	35850	527435	28419	678	139	42	67.57060975	2.219975327	0.78747743	0.701210542	0.862718188	6.859049493
TE0002186	40603	13523	18363	14603	27892	540836	28570	1160	164	77	62.16410282	2.349392531	0.795480501	0.745485681	0.784257232	6.560637294
TE0002187	14611	4465	5609	5744	10827	399035	17691	932	144	77	31.4445806	1.153083812	0.903907994	0.876467902	0.732952664	6.516593149
TE0002188	49526	15124	20885	16175	36490	451583	24354	860	96	35	73.86865477	2.835600907	0.728530431	0.642784569	0.811016201	6.31768016
TE0002189	41943	15264	21013	16568	33919	647912	33007	1422	215	112	50.60099751	1.822985211	0.824551423	0.763705584	0.846738218	6.778439818
TE0002190	31985	9649	13005	9846	22690	310025	17887	523	67	34	69.52545338	2.495441292	0.769694136	0.67661963	0.853454919	6.649124488
TE0002191	30982	10736	15884	11833	22785	469324	20463	810	103	79	46.12372602	1.606065202	0.833529051	0.767459735	0.887940634	6.924311333
TE0002192	43051	14151	21423	16466	43936	467099	24125	501	65	42	35.89367996	1.733044099	0.775153538	0.659328588	0.759397514	5.774074934
TE0002193	24953	8174	11971	8389	20170	331751	16943	457	85	36	45.80731483	1.823712428	0.815765669	0.745637561	0.761487297	6.181006183
TE0002194	25445	8099	11086	8655	20275	330594	17883	650	102	43	43.52603793	1.741366954	0.821316663	0.744428945	0.82007606	6.488256985
TE0002195	18516	6474	8873	6029	13735	416619	12993	557	66	37	22.81961555	0.859675176	0.903136698	0.848064744	0.847221689	6.462547686
TE0002196	23396	7692	10865	8197	18434	340695	17103	544	50	33	46.75947241	1.779178424	0.831253044	0.766396685	0.826920191	6.568219804
TE0002197	35253	10986	16353	12718	25460	507742	25960	929	150	62	44.8758745	1.627103724	0.838948251	0.769332756	0.830124011	6.558425287
TE0002198	23423	7501	10719	7499	15488	358096	16982	604	116	42	44.15267904	1.584051345	0.848079437	0.789496645	0.867369078	6.791675423
TE0002199	25115	7375	10159	8177	18693	319456	16951	416	92	45	41.13544685	1.801924557	0.814638206	0.749093505	0.807198216	6.389136152
TE0002200	35214	10510	15551	12042	25276	515728	23584	1056	256	51	40.53265023	1.491829968	0.845771681	0.773918124	0.824049902	6.447580924
TE0002201	38276	12588	15597	12432	25635	528229	23814	613	116	53	62.3757687	2.180730765	0.815040678	0.761973005	0.807019747	6.725920554
TE0002202	39291	12443	16199	13297	27051	410430	23484	751	182	42	74.57876205	2.636643691	0.762470382	0.692427468	0.823138188	6.715825455
TE0002203	44278	15979	19760	17011	38321	436598	26077	539	74	32	58.93028834	2.670922211	0.721498281	0.642276975	0.70583674	5.999753299
TE0002204	43587	14717	20712	16815	39368	397820	25165	464	70	30	61.5238598	2.482999581	0.725923933	0.611785787	0.871298365	6.584721442
TE0002205	39914	13326	18376	14062	31247	431252	26425	877	171	59	54.49625893	2.132832978	0.77342905	0.689053915	0.837147201	6.549021843
TE0002206	36008	10930	15027	12495	27817	444293	26409	833	125	84	46.1230042	1.790282789	0.81748755	0.732331804	0.824704665	6.487934522
TE0002207	51223	16428	23305	18522	38762	520956	29367	657	93	51	60.26390556	2.472013654	0.754558411	0.667487777	0.837483929	6.544272342
TE0002208	26870	9670	11997	9384	22186	401849	19676	664	84	61	38.26452975	1.559188383	0.83605627	0.766846657	0.859876062	6.609992813
TE0002209	56278	17392	23367	19417	38349	615482	37449	957	130	57	74.39091229	2.504466543	0.780455062	0.701544952	0.815256723	6.676138353
TE0002210	24714	6969	8254	6663	14750	332641	20385	636	94	52	68.28844163	2.370029729	0.825757739	0.782466675	0.766672414	6.741457216
TE0002211	24314	8162	9672	8149	16688	460660	17804	839	152	65	40.97302133	1.618525718	0.856633566	0.823888905	0.733924552	6.327279922
TE0002212	36164	12746	17436	13472	27096	426556	22939	792	113	41	66.16017302	2.413923798	0.77687217	0.707305532	0.840569254	6.765850135
TE0002213	27547	11141	15611	12691	24264	407802	22098	894	70	56	40.95598605	1.732660088	0.811325846	0.740979831	0.794051335	6.321449328
TE0002214	22919	7972	10220	8584	18668	361236	16504	555	93	44	41.46809513	1.691705613	0.831572807	0.77639574	0.843676214	6.504856473
TE0002215	50696	18780	24382	19730	38043	478007	26657	711	119	27	111.257806	3.689166288	0.70109508	0.626118999	0.882600911	7.042046734
TE0002216	32013	9207	10412	8447	18449	301320	15604	495	81	20	96.14938134	3.530947618	0.725016169	0.684749781	0.663434803	6.236958091
TE0002217	44158	14100	17796	14219	30444	449036	29523	798	118	45	82.366976	3.052983261	0.745692032	0.686408223	0.82664434	6.764203451
TE0002218	41825	13396	18947	16181	36376	417738	24903	491	79	21	65.57337492	2.336693894	0.76215051	0.649908035	0.871964393	6.6898051
TE0002219	45017	14760	18255	14366	28612	505132	30334	738	143	35	78.8096377	2.978882098	0.760918136	0.713358658	0.706016403	6.485559647
TE0002220	33504	12079	14405	11415	23743	447488	19910	619	109	54	54.53782631	2.103926002	0.807413617	0.744702197	0.852113715	6.703047245
TE0002221	36458	13367	17825	14137	28336	504535	25873	793	111	48	56.02807183	2.080547699	0.805441025	0.742580757	0.829883856	6.675970858
TE0002222	31353	12638	19505	13500	29343	331564	20045	625	88	28	49.85881996	2.173538441	0.738333035	0.632721676	0.829906095	6.035339558
TE0002223	23522	7206	10007	6376	15063	338877	18818	814	122	37	59.13993325	2.00392674	0.833217916	0.786336114	0.790137824	6.679375328
TE0002224	33891	10869	15347	11295	23503	418040	21722	694	133	51	49.54544767	1.966993279	0.806062123	0.733188559	0.787310094	6.347560861
TE0002225	46473	14992	20026	18596	38016	638914	32024	1132	168	62	49.14314571	1.967762298	0.811272941	0.744953518	0.782814664	6.398369444
TE0002226	48183	15594	22934	18873	40705	572782	32264	704	100	30	70.11219218	2.328536112	0.788946829	0.698063901	0.854995814	6.829523982
TE0002227	48946	16111	20661	17166	39874	514515	29272	640	88	48	61.33199202	2.609183159	0.748145022	0.674141633	0.799803402	6.440748081
TE0002228	12857	3812	4484	3526	7126	416624	13354	685	182	75	29.27974178	0.996925674	0.925418125	0.906501924	0.75067709	6.654445333
TE0002229	53558	15474	21138	18563	38304	571793	36794	1221	294	71	74.33321871	2.552521904	0.775686073	0.69595832	0.818760045	6.701969572
TE0002230	28204	9716	14635	11037	21340	383161	19129	817	222	51	56.08804359	1.862756099	0.816622254	0.74218945	0.861223831	6.853141131
TE0002231	15735	5733	8008	5763	11094	358346	11626	460	112	31	28.19607919	1.068800164	0.890473168	0.846328565	0.851047813	6.578422427
TE0002232	19518	6325	7728	5666	13690	284704	12186	437	72	33	50.76534404	1.797803628	0.83935126	0.784199682	0.849475341	6.845656356
TE0002233	55260	16569	23434	18890	41462	574088	39173	853	134	56	70.009683	2.642632555	0.759660789	0.680153376	0.765094687	6.378245973
TE0002234	30006	10002	13304	11456	20754	503123	24254	879	206	63	51.167631	1.808710985	0.843142024	0.797300945	0.810847393	6.719780627
TE0002235	37457	12357	15317	13316	28245	521355	24667	626	68	34	49.19777448	2.003819665	0.812651764	0.756415522	0.760272245	6.42036534
TE0002236	35897	11884	17645	13081	31182	352773	24850	679	76	54	72.90847043	2.493402459	0.759930554	0.645522206	0.873053404	6.761499348
TE0002237	40754	13896	20225	15400	27519	570306	31657	1388	206	55	68.50282153	2.187024525	0.814580221	0.754616233	0.83150297	6.853308679
TE0002238	26252	9681	13237	10834	22994	336900	17472	280	106	22	42.26827442	1.802782085	0.797217411	0.716695821	0.814944894	6.341946827
TE0002239	49366	16978	21322	17305	34861	536598	27078	686	147	61	86.85193101	3.221217914	0.737656507	0.685464734	0.818930849	6.734443244
TE0002240	54467	18127	26412	21028	44131	634931	34703	836	160	50	62.78069293	2.184757763	0.784226631	0.695115374	0.840773132	6.675187998
TE0002241	30596	9636	14324	10799	29485	327359	19840	463	47	24	41.80453379	1.690347197	0.799283665	0.670476557	0.860094264	6.349473083
TE0002242	25228	8574	10859	8458	17577	433301	21121	706	118	55	51.09330142	1.770060829	0.850931823	0.805141986	0.804699382	6.746165941
TE0002243	47669	14917	17521	14609	27322	546705	30044	921	119	65	87.9822153	2.990913568	0.771969858	0.725149101	0.761991956	6.657901105
TE0002244	17686	6264	7574	5571	12562	343174	14039	631	138	38	44.86764009	1.55864904	0.867783671	0.827653709	0.810194192	6.636247052
TE0002245	19263	5773	6948	5535	12212	382247	18208	887	200	56	47.38198123	1.635503356	0.872486738	0.843301386	0.759265794	6.592580591
TE0002246	6184	1682	2374	1713	4207	341729	5300	525	66	32	11.18417502	0.429881831	0.957744205	0.943209203	0.732330314	6.197834648
TE0002247	29660	10385	14374	10606	23684	440167	20176	710	100	61	48.56667529	1.817549669	0.826039473	0.762161783	0.803537802	6.376118059
TE0002248	20920	6956	9052	8751	15627	499990	20021	1146	234	87	50.94165804	1.432847612	0.887584141	0.851053981	0.890179535	7.139630973
TE0002249	19677	6563	9146	6875	14053	353880	15931	647	77	40	44.47479104	1.585512358	0.859933396	0.81184723	0.788698429	6.599790423
TE0002250	8967	2564	2930	2324	5126	322025	8580	644	142	61	19.94571502	0.752337716	0.935125518	0.917711517	0.732175371	6.447124465
TE0002251	30170	9256	13172	10577	19107	531872	23514	1054	182	91	54.14618141	1.672403875	0.859316299	0.814432988	0.850253041	6.922290888
TE0002252	18412	5291	7048	5480	10149	503369	15897	841	161	76	30.73596419	1.065325987	0.911835252	0.887869963	0.753747056	6.621673639
TE0002253	30688	9052	11091	8494	18878	472979	26409	771	134	44	57.52529523	2.153964114	0.831540178	0.799234839	0.670378492	6.423520344
TE0002254	62077	18711	26858	21062	43239	609528	35034	719	79	48	83.21674322	2.865214854	0.751543296	0.663631202	0.855034032	6.806446408
TE0002255	52714	17100	22628	18592	35442	593000	32637	1038	207	58	73.79443602	2.556527797	0.780805129	0.704870943	0.825283859	6.749052623
TE0002256	35614	11656	15052	11807	24957	394098	23085	663	80	34	55.99227006	2.318361862	0.774316463	0.706989148	0.779600103	6.367618353
TE0002257	19900	7373	8889	6779	13146	362419	19284	847	121	54	41.33200109	1.52883731	0.864771986	0.81899216	0.796536058	6.601566311
TE0002258	34615	10854	14968	11289	25523	429984	21184	637	136	39	54.71640268	1.964208679	0.806348931	0.733767013	0.814328377	6.413573604
TE0002259	27984	8647	11341	9857	19077	355261	22664	1027	80	48	73.63296293	2.356220583	0.807686638	0.745030482	0.824455836	6.892479603
TE0002260	28175	8475	10649	8933	17696	448700	24230	826	189	67	51.0310932	1.883687843	0.843877785	0.800723755	0.744076641	6.492113688
TE0002261	40189	14545	18894	15323	31713	498353	25431	891	136	69	49.2657391	2.080740068	0.788213283	0.717621619	0.794992535	6.356395342
TE0002262	28578	8211	12123	9719	19909	452272	25848	1196	134	70	49.24777357	1.72308443	0.850605013	0.796905589	0.779237938	6.605128897
TE0002263	13117	5154	6520	5409	12019	318250	10731	572	127	71	20.80098159	0.903420947	0.894282967	0.845592258	0.833984477	6.328520348
TE0002264	58123	19012	22602	19733	40348	601563	31939	551	135	42	77.35951049	3.009668152	0.741267475	0.68122421	0.750976277	6.441648562
TE0002265	39357	12421	14575	12073	23923	554314	26941	854	140	60	70.61097836	2.466144796	0.807837827	0.774056321	0.725948128	6.487302792
TE0002266	45161	14328	18285	14804	31870	497978	28546	761	147	40	69.40342027	2.601597273	0.770243443	0.703941605	0.788995665	6.566432133
TE0002267	57599	18650	26414	23121	41160	658942	39902	1430	144	70	73.96448927	2.429058073	0.780486982	0.697407017	0.831642285	6.574692867
TE0002268	34258	12421	15471	12591	26419	361291	18311	675	139	41	74.4949558	2.958028547	0.734199231	0.671433914	0.791731	6.536710799
TE0002269	25306	7879	10552	8529	16178	344458	19389	856	151	51	60.23600639	2.054756473	0.821911395	0.768337631	0.814795712	6.741792206
TE0002270	36111	12194	17127	12995	33585	414320	21166	384	47	25	46.78131896	1.988933651	0.784544639	0.688007967	0.838687967	6.364748335
TE0002271	35660	10669	14177	9599	22784	404177	22518	687	254	44	71.36213828	2.482858405	0.788840611	0.729483944	0.821348656	6.746047076
TE0002272	38717	12619	16574	13521	28817	460372	26411	666	129	42	71.05285568	2.42838609	0.785817647	0.718782242	0.819111989	6.633972843
TE0002273	49793	18597	24729	20493	39760	548352	27498	695	144	31	59.98806432	2.269919604	0.762038016	0.673614927	0.891037044	6.786147841
TE0002274	59290	19361	26893	21687	55074	464009	29700	735	103	39	57.48523709	2.550872607	0.690458996	0.550095526	0.865938988	6.446232761
TE0002275	31269	10439	13199	10496	22352	403017	21351	703	127	52	66.12029897	2.452696609	0.796779584	0.741131517	0.779479372	6.640735511
TE0002276	24468	8925	11511	9387	20644	356199	16822	569	188	37	39.26139442	1.596985542	0.826952439	0.75542191	0.810136241	6.346191159
TE0002277	30969	10148	14276	10849	23538	458322	25407	920	145	72	52.15812581	1.877654622	0.830596462	0.770378991	0.799740729	6.620991525
TE0002278	36530	12808	17162	13406	27211	520105	23557	830	95	57	45.13539802	1.763291563	0.819377679	0.755565538	0.850275448	6.624375345
TE0002279	26995	8739	12445	9152	20670	468268	21393	920	128	70	41.74680841	1.553113392	0.855227896	0.801376542	0.81425065	6.598758103
TE0002280	34609	11719	17442	12929	29528	478153	23899	769	145	44	44.46353025	1.599116257	0.827889356	0.742052971	0.854284632	6.645144071
TE0002281	52486	16491	22929	17352	39202	445966	30249	611	72	30	81.76931796	3.101163253	0.71051635	0.616092852	0.871342513	6.721591379
TE0002282	16024	4887	6745	4751	10681	374967	13086	607	86	54	28.31426456	1.083377686	0.898842696	0.86220412	0.855695933	6.689962465
TE0002283	39191	14280	15954	13032	27391	480608	23974	710	113	35	71.34928273	2.641429348	0.777095237	0.72659707	0.789107132	6.64207729
TE0002284	19087	6287	8136	5597	12551	362021	15365	799	190	57	38.07290807	1.279249531	0.884729214	0.832035654	0.812611301	6.668118627
TE0002285	44254	13534	18039	15353	29243	562001	28586	1117	181	63	65.85949509	2.299182299	0.798731333	0.74265225	0.82040632	6.668942489
TE0002286	19475	6379	7571	6209	12622	423538	18814	729	104	47	42.71327033	1.402620462	0.890165366	0.852746016	0.796251607	6.756979884
TE0002287	32578	12040	16385	13602	25586	389695	21346	619	102	42	67.99244531	2.331077901	0.774770095	0.700019442	0.864934653	6.867236533
TE0002288	27581	8694	10047	8121	17959	384580	18922	648	150	52	64.99455967	2.301114395	0.815390219	0.772620933	0.762452918	6.600519596
TE0002289	46275	16667	21412	18688	39574	511869	25048	721	136	66	54.37451202	2.291671144	0.756056956	0.670638107	0.854033274	6.582002405
TE0002290	45233	13681	17627	14447	30205	455490	26585	800	90	38	77.97711964	2.703033783	0.758627677	0.687238063	0.837140666	6.574811538
TE0002291	37793	13110	17916	15541	30951	465080	26692	771	119	61	56.47702614	2.272148789	0.784481531	0.712919678	0.808420395	6.529539463
TE0002292	46049	14579	19802	17445	35671	562035	29013	761	91	48	53.62255688	2.231612825	0.783837727	0.718669424	0.796623885	6.448645119
TE0002293	32946	9908	12352	10080	19173	476063	26336	933	118	46	58.31606556	1.954691288	0.834874039	0.786443452	0.753862301	6.465502606
TE0002294	44730	16087	21379	16868	41084	505007	25198	423	50	34	44.17570345	1.930730504	0.775514968	0.67471974	0.762368656	5.95596862
TE0002295	57156	20246	29349	24219	47407	636882	39422	976	149	55	59.70088957	2.217898749	0.76741515	0.672016414	0.836172904	6.533073343
TE0002296	29665	9681	13114	10489	22585	376304	20645	849	166	70	59.74022445	2.126948228	0.806598765	0.736131564	0.823367141	6.687222781
TE0002297	44515	14146	18608	15532	32938	528806	33159	896	169	82	53.31058949	2.20162619	0.78943465	0.718770192	0.801789244	6.474184117
TE0002298	40750	13369	19962	16851	30487	541894	28526	845	122	68	69.68198716	2.166424764	0.808516965	0.73564926	0.867392888	6.978080713
TE0002299	33691	9661	13061	10110	19586	444394	25955	1184	172	39	67.52861727	2.091279755	0.825911496	0.768843472	0.814053672	6.764013103
TE0002300	14894	5403	7177	5407	12958	336816	12244	637	180	43	33.32222222	1.183292929	0.885888414	0.839477253	0.86280171	6.731111692
TE0002301	60811	19705	27270	21106	50540	537009	38861	719	94	37	78.71984256	3.075036159	0.710700332	0.611303137	0.77729847	6.438189318
TE0002302	38479	12952	16963	13644	31186	473187	24406	879	118	46	47.76411091	1.889875964	0.799854434	0.720099741	0.828078246	6.448834599
TE0002303	22871	9400	12685	10598	17033	453512	19632	663	137	68	42.2733454	1.477931986	0.85998186	0.810985215	0.851923663	6.744538206
TE0002304	66380	18492	27669	22762	53786	682162	46762	1142	161	69	70.51661454	2.515806247	0.771243392	0.674211424	0.800594726	6.446637787
TE0002305	37644	13204	18927	14872	26588	572158	25657	963	164	53	58.67773354	1.916005579	0.82549561	0.770300761	0.847450923	6.881917205
TE0002306	49295	15342	20086	15815	32757	612971	31410	835	148	44	70.61325214	2.342572803	0.80141022	0.739766408	0.818660315	6.767532118
TE0002307	29627	8923	9906	8130	17399	416496	21826	1047	161	57	86.22652773	2.636860957	0.820518249	0.784875233	0.797226209	6.995591929
TE0002308	31722	9349	11944	9147	22282	420954	22820	742	137	37	63.96694346	2.108049929	0.822841655	0.764907815	0.839450186	6.768988537
TE0002309	50390	14454	19745	14245	34613	576768	31353	761	188	50	67.56428741	2.495588699	0.785253745	0.723342952	0.805637319	6.60495782
TE0002310	37634	11269	15684	11812	33291	437944	27775	790	138	75	38.97533263	1.760940264	0.805776548	0.709481307	0.752372165	5.965953539
TE0002311	21507	6048	7747	6318	14002	287772	17300	457	133	32	68.33342947	2.378591233	0.814616926	0.771959738	0.779256404	6.746697887
TE0002312	47250	17315	21639	17902	41085	433348	25238	603	52	29	60.76011832	2.66129531	0.705381373	0.615458857	0.798137172	6.234888648
TE0002313	29185	8828	11450	9519	22577	327827	19159	641	66	40	55.4086221	2.126742764	0.793998968	0.712068153	0.80024374	6.407342913
TE0002314	23707	7376	9569	7546	14409	439588	21156	795	122	39	59.06215646	1.895165494	0.860893748	0.827218836	0.788064701	6.84566731
TE0002315	19779	5156	7312	5967	13387	307739	15662	694	147	82	35.51160536	1.424753278	0.860105671	0.805121134	0.825227041	6.529129051
TE0002316	30861	11914	16589	13904	25686	539204	23953	894	140	55	34.57450402	1.321203855	0.857007294	0.785004482	0.838108408	6.495327455
TE0002317	54268	17376	24233	21199	45179	539758	30661	840	127	69	71.57471207	2.673004757	0.739702336	0.648331173	0.846196208	6.637000428
TE0002318	42075	12316	15806	12906	29928	469994	25783	749	100	66	69.02102524	2.44944727	0.785028038	0.716141871	0.812076003	6.578989866
TE0002319	19676	6697	8205	5594	12354	418685	17449	784	102	56	35.71726596	1.237848305	0.892382386	0.850542427	0.817277179	6.696611528
TE0002320	41619	13960	19350	15896	33068	481259	27915	926	134	66	50.17517653	2.125838969	0.779226835	0.701240435	0.843425918	6.524952116
TE0002321	49380	17822	23467	19915	39511	581834	30095	661	118	57	55.43968221	2.231643877	0.772625493	0.695875733	0.849652415	6.610311049
TE0002322	43580	15447	20332	16229	35399	418376	23804	866	137	49	80.41866504	3.000274771	0.722151989	0.633711029	0.810816282	6.561381335
TE0002323	13765	3971	4717	3844	7504	428503	13468	973	207	81	38.26105946	0.973486486	0.932616281	0.902951318	0.779751327	6.813761865
TE0002324	25456	9077	9620	8285	18261	252775	14316	169	22	18	91.94662338	3.614164502	0.716968503	0.67395109	0.754562796	6.522436759
TE0002325	27261	8792	14056	12192	24168	460874	22317	675	149	41	46.04323867	1.384380684	0.860874541	0.782582054	0.862209446	6.699825029
TE0002326	36045	11009	15938	13085	33050	356169	23476	699	57	56	54.06458686	2.124906558	0.769831055	0.650249154	0.877404081	6.619016649
TE0002327	27784	9436	13323	10673	21854	456312	22608	1139	123	67	41.20650386	1.524374509	0.846512445	0.785268807	0.803647054	6.511262256
TE0002328	24217	8506	10979	8894	17758	402805	19204	1107	136	54	46.20326121	1.597142937	0.849338082	0.794649898	0.888290886	6.899102879
TE0002329	56123	17987	22086	18135	38303	565244	36866	946	173	59	78.46734681	3.120130075	0.735900891	0.680160263	0.708630678	6.392244335
TE0002330	24809	8210	10570	8226	17103	408796	20481	866	157	53	46.12666451	1.748430596	0.842695566	0.79936814	0.767650609	6.431060168
TE0002331	32645	11305	13918	10694	23030	422179	19904	578	137	29	58.6551007	2.269065733	0.795079903	0.742507814	0.803940653	6.558194931
TE0002332	29252	9957	15134	12119	28811	423454	23545	734	134	63	36.13210797	1.519358275	0.829782362	0.740674481	0.786613888	5.999255344
TE0002333	22448	7860	10789	8927	17577	344290	17903	783	180	48	50.95764976	1.807574956	0.829343766	0.770519963	0.824134182	6.706260927
TE0002334	30079	8921	11907	8874	20919	388587	21603	593	94	36	64.26174105	2.09050047	0.82265241	0.757590478	0.849266979	6.917401164
TE0002335	40301	11176	15979	13517	28802	537047	31024	1199	187	54	53.79413025	1.891802733	0.831456774	0.760595024	0.765224649	6.43913761
TE0002336	38014	14101	19992	15201	29880	435575	25512	464	120	29	79.47580128	2.69127378	0.764480989	0.683402579	0.878802485	6.948769132
TE0002337	38295	11592	16959	14315	29272	524604	29188	1031	191	79	48.14827873	1.827727308	0.824760323	0.753489113	0.797389755	6.436285156
TE0002338	23185	6326	7854	5866	14892	322828	16357	814	141	60	43.12776163	1.793570044	0.835872312	0.788528512	0.754517384	6.27845204
TE0002339	23921	7993	10621	8018	18801	354906	16985	474	118	36	49.56003979	1.891806582	0.825198559	0.769548836	0.761041282	6.309537849
TE0002340	51766	15865	19794	18983	35480	629239	36591	797	113	52	100.9931884	3.103474638	0.777518527	0.725381407	0.804122661	6.915085629
TE0002341	27611	9802	13458	11159	25213	368438	16007	410	34	23	36.09872447	1.543900071	0.814992583	0.726439376	0.830432118	6.265518494
TE0002342	38909	11536	17269	12444	28494	358876	22418	864	122	40	76.85022345	2.663171105	0.750933398	0.655276318	0.869125961	6.824068438
TE0002343	64224	19800	26785	22372	46130	609746	38020	893	101	50	80.30460211	2.816452205	0.743626252	0.650933765	0.848158258	6.700712163
TE0002344	16105	5246	6556	5475	10779	353765	13584	932	206	63	51.77472314	1.547909668	0.884205362	0.849863187	0.829500908	6.92237278
TE0002345	33861	9319	11861	8656	21637	491144	28027	1034	232	69	48.61017949	1.768727926	0.844983851	0.795181128	0.739825811	6.377421515
TE0002346	37382	14025	17248	13629	32084	388220	17934	513	82	33	50.7931135	2.353771247	0.735950565	0.656932632	0.812075319	6.255111
TE0002347	23932	8551	13395	9969	21040	431709	17110	524	166	41	26.66424483	1.136027497	0.864698308	0.792153304	0.83591629	6.333908673
TE0002348	16207	4856	6555	5296	11604	293369	11900	658	206	47	34.78803405	1.258771171	0.873091886	0.822058764	0.81374106	6.254154333
TE0002349	40928	12280	17212	13018	29521	515541	26061	781	190	46	61.22805203	2.177142196	0.803764835	0.741881084	0.807396904	6.64831615
TE0002350	41731	13076	17912	13575	29921	501170	27904	847	168	56	65.093708	2.380848071	0.789563019	0.726232496	0.769400504	6.500954848
TE0002351	21768	7555	10385	6836	14456	380662	18746	600	84	48	43.20092303	1.489357377	0.862187453	0.810358599	0.853689022	6.846026683
TE0002352	39124	12207	17710	13206	29406	505641	31511	567	71	50	64.54112044	2.282792574	0.804445389	0.738099293	0.780127791	6.620654989
TE0002353	32583	10527	14081	10313	23606	475657	24019	1279	209	64	48.13624074	1.755003377	0.834023799	0.773659104	0.742784109	6.265992408
TE0002354	30898	9329	10954	9437	19397	415489	27195	859	132	43	60.72690483	2.195025327	0.819159438	0.772576374	0.683190779	6.368098491
TE0002355	37213	12315	16873	12897	28494	463988	23645	656	92	49	54.56552096	2.064605366	0.802122994	0.725635021	0.830004029	6.643582374
