SID	zhi_lbp1	zhi_lbp2	zhi_lbp3	zhi_lbp4	zhi_lbp5	zhi_hog1	zhi_hog2	zhi_hog3	zhi_hog4	zhi_hog5	zhi_contrast	zhi_dissimilarity	zhi_homogeneity	zhi_energy	zhi_correlation	zhi_entropy
TE0003905	29294	9392	17399	10287	25962	270020	18627	408	82	33	53.60292438	1.576801197	0.801050865	0.624851428	0.909487231	6.634873695
TE0003906	30731	9991	17651	8436	24640	325061	19938	754	66	51	64.64459129	2.118151625	0.772276227	0.678568025	0.876949511	6.780481804
TE0003907	34054	12709	21883	16136	34930	299675	20568	400	79	38	47.79897506	1.716373565	0.747624049	0.558256012	0.925787915	6.576776806
TE0003908	33392	12458	22829	13349	27163	439274	26322	1277	139	115	64.31555385	1.799270036	0.813557878	0.714356705	0.914065409	6.877992495
TE0003909	33739	11131	16553	13364	28529	273285	22026	535	94	34	78.78338932	2.80787963	0.705857943	0.579249705	0.829198446	6.415480077
TE0003910	21686	7793	12444	7473	18113	196344	15400	524	76	38	57.70352295	2.177213963	0.751132773	0.627736643	0.870674224	6.57478649
TE0003911	28677	12623	18281	13175	28609	230330	17130	323	38	39	64.76361688	2.92027504	0.656490966	0.515579694	0.849607452	6.413301063
TE0003912	11152	3306	4633	3284	7789	260741	10479	772	108	60	35.40641547	0.920599596	0.919406425	0.866715768	0.792881915	6.354354926
TE0003913	20453	6716	9166	6514	14463	238278	14966	626	92	54	64.29654408	2.470402657	0.777799817	0.721793649	0.775226497	6.523704527
TE0003914	17863	6255	9262	5201	10982	219870	11784	465	61	47	58.86710119	1.95714825	0.806816411	0.742838393	0.887135353	6.979332362
TE0003915	16132	5895	7890	4687	9752	239670	12777	689	104	47	51.10461616	1.484726913	0.859371176	0.789655305	0.886605963	6.941273539
TE0003916	22629	6949	10819	7449	14696	246460	16894	862	108	60	54.74417929	1.749863612	0.81679837	0.718158077	0.88449701	6.705770626
TE0003917	35230	15274	28143	20300	36517	399794	26807	917	110	52	51.61788502	1.71876056	0.770479799	0.616566367	0.900367359	6.511017662
TE0003918	17731	5783	9888	6814	16259	193045	11869	597	38	29	49.41158804	1.637330994	0.801569425	0.677276607	0.884445866	6.491059148
TE0003919	31623	10854	17927	13675	32038	280037	20787	402	65	29	61.74674742	2.108122795	0.741847808	0.574722215	0.899293026	6.599815334
TE0003920	36908	17908	28366	18466	32931	355933	26245	483	35	29	70.06792115	2.687034977	0.69404871	0.574435863	0.86325752	6.453071267
TE0003921	23454	7212	9962	6795	13959	291654	20505	1020	131	79	64.03876157	1.862027622	0.835805577	0.758383945	0.838336198	6.481249042
TE0003922	34098	10711	14952	12378	26839	274817	22009	734	73	42	68.76152192	2.456167158	0.737443516	0.600316198	0.835356131	6.435942021
TE0003923	21176	7523	11016	6572	13284	296417	18316	1232	153	106	51.53360425	1.479699516	0.854174958	0.772458127	0.864926406	6.696563928
TE0003924	37329	10653	20970	16090	42235	425547	26340	692	93	37	41.1505961	1.426994557	0.824787554	0.660918655	0.884263139	6.347445776
TE0003925	32204	11085	19577	12618	28261	330310	26601	1072	132	67	87.01037279	2.416219751	0.768202922	0.65116539	0.88683519	6.899235454
TE0003926	22638	8273	13517	9907	15154	349923	17659	797	111	60	46.69430526	1.351852918	0.85668889	0.772874345	0.903390349	6.953934637
TE0003927	43211	15012	26360	19370	48542	317765	28568	575	65	31	71.16977506	2.314601477	0.711829042	0.476649106	0.920340012	6.648359058
TE0003928	36068	12564	21622	13773	35485	305629	21658	405	68	47	76.23830449	2.653136637	0.703959795	0.564478331	0.876510544	6.569406718
TE0003929	33666	12060	16109	11054	21390	313292	23873	838	166	87	71.68388848	2.211030415	0.775297191	0.665270916	0.880730552	6.682700116
TE0003930	28108	12132	21005	12922	27031	302628	18036	575	128	41	51.89115767	1.729632753	0.764143386	0.621785631	0.904946674	6.687690178
TE0003931	21430	8504	11606	5994	14983	261350	16763	735	124	73	56.07078528	1.815128901	0.819669961	0.726671892	0.844600231	6.565168068
TE0003932	25996	10151	14651	10193	19104	254623	16683	734	68	52	76.23523163	2.479702194	0.738982672	0.641421731	0.875358374	6.781295226
TE0003933	21140	7112	10262	7614	16571	228975	14611	594	64	52	55.90678111	1.937939332	0.790306415	0.694354815	0.810481941	6.297485578
TE0003934	23862	7268	15072	9124	23605	262737	18217	536	85	62	44.16716256	1.808319498	0.781167383	0.669319519	0.874556916	6.520648057
TE0003935	29149	9145	16621	9304	22919	311324	18851	674	140	58	65.04738224	2.190756049	0.773964332	0.678556741	0.845343609	6.645250203
TE0003936	21516	6451	12316	5944	21896	315274	15242	417	66	48	25.96321125	1.19079677	0.843528068	0.753798553	0.832837481	6.069968527
TE0003937	23863	8543	13211	9193	22578	191881	17068	368	51	17	83.06832134	2.476147928	0.735796295	0.563631344	0.879164953	6.534735302
TE0003938	33307	9364	14177	10655	26458	301284	25681	704	100	38	77.31672256	2.388409247	0.769536639	0.648763575	0.801647383	6.09599833
TE0003939	26682	10639	16520	10013	20369	304278	19699	823	108	64	77.06455604	2.389514649	0.768222738	0.685963253	0.838489974	6.622859535
TE0003940	22983	7661	15190	10321	23891	316421	19287	1038	116	98	48.29685991	1.428265688	0.842741905	0.716866876	0.887015945	6.399510237
TE0003941	29713	10592	19417	13324	31767	278860	21858	504	73	25	60.61300775	1.882170543	0.764354902	0.587899561	0.88448726	6.317724983
TE0003942	28360	10584	18314	10207	24172	336514	20872	541	56	37	72.71525147	2.564925783	0.762445502	0.684289176	0.853298815	6.816754823
TE0003943	23620	7612	11793	7695	15892	314856	15941	513	89	53	53.42528858	1.880285616	0.80960888	0.754760528	0.794551795	6.261810542
TE0003944	40144	13886	26409	15869	31139	515975	30341	1277	189	102	66.33837589	1.907502466	0.798889569	0.713500431	0.879245113	6.647504322
TE0003945	35421	12524	22618	14433	26531	468957	33037	1825	255	151	69.3313453	1.942574799	0.812191167	0.72876571	0.891461288	6.815577103
TE0003946	40182	14315	22646	15127	38071	291576	24146	550	77	37	79.65761708	2.932493595	0.657709705	0.508847268	0.873325247	6.412397441
TE0003947	22700	8817	14268	9759	19361	251646	19728	899	144	67	66.03611304	2.269756936	0.765656197	0.669282302	0.8153616	6.437030261
TE0003948	16429	7095	9176	6036	13911	199340	14146	699	87	54	89.5315077	2.296031396	0.803245186	0.702616088	0.895110049	6.834686894
TE0003949	26326	12940	20702	13333	27058	291242	18747	508	98	40	56.09804264	2.28634398	0.727717498	0.611450696	0.839969087	6.37850246
TE0003950	21061	5572	8174	5570	14504	229323	14166	577	91	58	36.81614474	1.359223858	0.846495092	0.732095194	0.850324907	6.389329718
TE0003951	33566	10097	19078	13586	35413	257728	23421	671	94	47	60.67641816	2.021382757	0.756433472	0.528219763	0.893291222	6.448875571
TE0003952	19674	6760	13476	8395	15759	233356	15283	685	104	52	64.74742712	2.031782782	0.781820782	0.689011328	0.857377282	6.625936382
TE0003953	23699	7243	12000	8371	15686	282389	15645	882	70	66	49.20598447	1.483563222	0.835030856	0.731652678	0.879936026	6.683501139
TE0003954	34679	12253	18010	14000	32747	265715	19640	344	31	38	58.10261449	2.456232903	0.690899066	0.537185912	0.855968028	6.309941626
TE0003955	34686	14091	21682	13665	31657	298187	22543	635	90	34	81.39538462	2.957912088	0.676346156	0.565064226	0.876567925	6.623885591
TE0003956	39964	12081	21600	14108	33943	380293	28104	928	157	54	70.49608793	2.478760602	0.747328523	0.638488226	0.86194113	6.664851017
TE0003957	28389	11065	18139	11177	22961	318938	20363	770	59	70	52.04538264	1.512620551	0.823400367	0.676440923	0.910437823	6.767086537
TE0003958	31837	12290	18711	12683	30586	299095	18854	484	96	44	55.62496173	2.089746767	0.737289785	0.606330109	0.856895212	6.309877029
TE0003959	43910	14617	22651	14433	35178	412820	26950	731	72	67	61.54954377	2.359878267	0.737130443	0.640060012	0.847402402	6.323768476
TE0003960	21783	7460	10456	6726	14539	226100	13893	434	117	26	77.75140042	2.666851124	0.755225562	0.693128065	0.832155946	6.791748445
TE0003961	39280	13584	19063	12868	29329	370834	24116	541	67	46	89.4147642	3.116187659	0.723883676	0.645530851	0.823575703	6.745340459
TE0003962	23336	11336	15250	11255	19258	235415	17256	492	80	44	68.57408395	2.439774722	0.727905801	0.624605708	0.882633219	6.734726025
TE0003963	21603	7249	10174	6990	18352	213076	15718	476	68	54	71.09613351	2.629703454	0.749029668	0.660056833	0.70224695	6.092152503
TE0003964	24930	9746	16117	11694	18685	376174	22058	771	88	77	50.13441466	1.582432226	0.838632811	0.754585599	0.864336027	6.68681076
TE0003965	18669	7439	11692	8068	17971	231226	16363	730	139	50	44.57339605	1.853311177	0.789142206	0.691575115	0.809442987	6.233563285
TE0003966	35616	12247	19682	13599	34093	305727	20238	506	79	42	66.80706975	2.711359324	0.688065144	0.577615955	0.77628393	6.093346365
TE0003967	42367	15307	23432	17654	34155	392841	31394	809	115	91	88.28909838	2.914380892	0.718081429	0.614183086	0.876500151	6.873940394
TE0003968	22284	7598	10917	6670	14863	335740	15801	795	105	71	52.07838455	1.859216823	0.828415907	0.782493028	0.754628137	6.41934719
TE0003969	23143	9729	12440	9844	17365	180866	13546	335	35	23	67.96030309	2.580763072	0.690835415	0.571640311	0.889661761	6.475647285
TE0003970	28830	11641	19552	12278	30305	277247	18218	424	55	30	65.19692216	2.622757729	0.710471899	0.583966749	0.854856385	6.481779491
TE0003971	24594	10503	16697	11020	23407	205568	14838	315	59	26	93.43278635	3.095931756	0.665070574	0.533212089	0.884757921	6.798788
TE0003972	32155	10283	18373	13496	27560	355845	28524	968	151	72	67.51638319	2.105379778	0.791172098	0.674871678	0.864589548	6.646726612
TE0003973	21671	7313	12722	7370	16840	251000	14958	673	132	51	64.53026104	1.967134623	0.795246864	0.706467027	0.851121348	6.649372279
TE0003974	15680	6143	9157	5944	12280	216826	14137	569	100	28	60.93690155	1.990514743	0.814501945	0.745516792	0.764123791	6.44814436
TE0003975	30201	11953	18459	11596	24906	345036	17869	493	77	53	57.30623983	2.17986206	0.762361178	0.676575617	0.862198742	6.625193614
TE0003976	20276	9905	14267	9421	17210	261355	19341	784	106	51	69.77612325	2.079564182	0.789428013	0.694938146	0.832294238	6.484387105
TE0003977	18642	5937	10613	6464	12805	280643	14863	669	88	35	56.32626374	1.644083908	0.844100361	0.774702012	0.889627688	6.924539029
TE0003978	31692	10057	17778	11377	27210	261572	20958	666	94	48	59.28370428	1.97665693	0.762520974	0.588698904	0.905124113	6.573581269
TE0003979	17466	8774	14660	10926	21088	184947	13043	237	35	26	33.17980991	1.639121536	0.733628145	0.568527542	0.851236337	5.704672956
TE0003980	23013	9154	13986	7142	12834	381542	18709	1090	169	88	63.37200678	1.72309177	0.844570234	0.799465976	0.876303346	6.933107752
TE0003981	6744	2066	2716	1966	4203	148759	7361	516	120	60	28.04421827	1.041817607	0.904760902	0.866708585	0.788712466	6.482620689
TE0003982	22922	8281	14723	10395	17683	286456	18223	918	184	75	58.51806267	1.803509013	0.804906036	0.710362975	0.875935507	6.744849988
TE0003983	38498	15399	23266	16618	34453	372995	28243	679	101	66	65.89554912	2.230437549	0.755162571	0.613301381	0.893733042	6.693756458
TE0003984	24438	9289	14086	11350	23277	213491	17087	332	72	30	56.57691767	2.322823094	0.719841251	0.574822506	0.780782527	6.016422385
TE0003985	8636	2382	4354	2277	5384	199812	6389	364	113	34	20.54335331	0.78617408	0.915492652	0.868644878	0.837495444	6.397468523
TE0003986	24624	9850	14230	9369	24700	237360	15936	508	91	40	59.884551	2.232292149	0.734549105	0.612131421	0.798362268	6.067609125
TE0003987	23691	8900	14950	8104	19332	256578	15366	351	84	24	75.11244931	2.691149967	0.741886993	0.665601215	0.84996849	6.746948013
TE0003988	29883	13188	21296	13544	27515	274480	21301	397	92	28	80.58217563	3.182302361	0.669540101	0.56437025	0.758226867	6.162027323
TE0003989	17796	6549	8784	5529	12349	234838	14015	517	68	42	58.29468168	2.045425945	0.811625299	0.751896191	0.770439324	6.438612168
TE0003990	24370	8225	12646	7760	18600	224032	15095	375	55	41	88.44909387	3.031675362	0.719207218	0.635861786	0.834631464	6.606742755
TE0003991	21528	10479	17793	12238	19956	225367	15240	349	72	28	45.66308618	1.942393274	0.732865456	0.599474185	0.913602033	6.673454219
TE0003992	18945	7727	12377	7356	15734	243968	12135	383	85	37	38.10727345	1.538584772	0.797459721	0.714280143	0.856977272	6.213652867
TE0003993	17527	6620	8417	6298	12084	202401	10832	472	96	39	71.55331802	2.561236649	0.768038828	0.713021236	0.82140368	6.642635822
TE0003994	13404	3524	5551	3322	9237	210531	9428	643	146	58	32.15803129	0.950651257	0.897973156	0.812202736	0.859059124	6.271069783
TE0003995	54559	17265	30186	19480	48150	429396	38991	908	114	67	106.5721324	2.934243873	0.73154543	0.558662204	0.889259811	6.719197609
TE0003996	33280	11612	19699	13931	37660	341240	21633	539	72	44	51.49129015	1.769711413	0.779936432	0.615028172	0.813863412	5.722897479
TE0003997	38018	15215	21900	14139	31772	421875	23497	581	156	39	82.28490387	3.04464751	0.727948427	0.663570538	0.81996973	6.727981047
TE0003998	26415	9644	13402	9618	20339	284404	20988	624	106	58	71.82643172	2.545412426	0.765265491	0.686098346	0.849085498	6.792014896
TE0003999	24645	8434	13768	8813	21205	239579	17914	422	111	40	72.02447118	2.886853371	0.723671347	0.640072483	0.777300931	6.400597139
TE0004000	20875	6336	11289	5446	14785	260132	16291	596	104	59	51.36352112	1.71892906	0.830528791	0.743777284	0.803634771	6.504020878
TE0004001	29495	9113	15756	10481	21846	306239	23696	866	168	78	65.09946114	2.128572241	0.790967817	0.682433962	0.84208449	6.560444201
TE0004002	36623	12784	18544	11508	25117	389145	24698	725	79	73	77.92986764	2.534136957	0.771475473	0.690592007	0.836726465	6.682238142
TE0004003	26425	8508	14207	10598	28582	239320	18173	494	50	29	55.33213188	2.055794423	0.738340509	0.58910139	0.844971999	6.36456739
TE0004004	19562	6024	10796	7196	15992	257812	14009	465	69	48	44.04473606	1.677747007	0.816997633	0.73982882	0.828060442	6.486873515
TE0004005	11691	5088	6224	4418	6872	266691	9443	457	64	41	40.92933586	1.298106684	0.881367525	0.850113318	0.871290712	7.032186255
TE0004006	21329	9108	13174	8012	15151	245907	15307	491	137	31	83.49635223	2.785859389	0.755029932	0.692577684	0.838144765	6.818276648
TE0004007	31898	9206	13991	9802	23727	295403	19700	658	102	37	58.93010413	1.761007283	0.79834716	0.660540823	0.889454409	6.397381012
TE0004008	16380	5522	9469	4522	9340	224626	11903	516	87	36	47.90339711	1.344502034	0.859109349	0.774426242	0.887387773	6.799034148
TE0004009	12241	4196	7426	4835	8922	228239	10710	499	98	52	45.70977546	1.410653679	0.870162829	0.813264079	0.874509771	6.85388572
TE0004010	24241	8530	14264	8314	17006	307510	17859	558	111	68	57.18526089	1.848759101	0.813554484	0.731128986	0.876958695	6.840340306
TE0004011	44797	17113	25750	17915	35786	409024	32064	1005	126	41	78.98560229	2.726987358	0.715953832	0.606932573	0.826018318	6.283325359
TE0004012	28198	12539	21927	14584	26409	346935	24599	761	136	88	60.64353694	1.942453428	0.78503835	0.663719612	0.909163902	6.788237993
TE0004013	30089	12193	19428	14255	29676	306364	20446	870	76	51	60.76338906	1.938840166	0.760892352	0.6146126	0.916698457	6.863523688
TE0004014	13562	4618	6025	3702	7103	221185	9656	418	39	38	43.78747073	1.473390939	0.865158498	0.817034702	0.835966611	6.701012266
TE0004015	30917	9471	13208	8296	20984	391930	26579	1050	167	97	68.27751447	2.092020445	0.823561554	0.754774957	0.787577037	6.27333532
TE0004016	26465	11350	16774	10532	18412	313675	21246	840	143	84	78.15417266	2.50126947	0.764191212	0.69358531	0.823244164	6.560063097
TE0004017	24945	8777	14774	10518	24250	265895	18547	545	95	38	84.56169888	2.330383554	0.77468676	0.648998708	0.856639	6.259437829
TE0004018	29245	10176	13838	9608	21180	250879	20718	687	78	41	87.48221064	2.868360891	0.7340229	0.625883614	0.822204981	6.513101213
TE0004019	20379	8039	10392	6264	10649	325734	15277	699	130	61	49.19001919	1.313417238	0.871594976	0.799772725	0.900929102	6.9322144
TE0004020	14023	4149	5856	3542	8721	267769	11961	774	90	71	29.66400978	0.957609139	0.907125526	0.843776498	0.85334841	6.51991386
TE0004021	34699	14887	22165	14204	29014	311014	22914	535	42	25	74.74834624	2.58453202	0.711826351	0.586321107	0.898227448	6.686698055
TE0004022	24887	8929	17321	10755	21984	351314	23912	1184	153	87	72.97296497	1.952740675	0.823567948	0.727489154	0.861070905	6.627783325
TE0004023	27760	10267	15294	10622	25875	296168	24312	816	120	73	77.14436787	2.436023418	0.760916355	0.656340737	0.841471817	6.413103315
TE0004024	16232	4542	5858	3683	7386	298180	11472	691	166	45	40.38781089	1.081138201	0.901359887	0.850707783	0.86113402	6.586379454
TE0004025	17660	7367	11946	6454	11850	285369	15361	867	152	57	59.55277535	1.702485015	0.844316193	0.776686173	0.848834726	6.813199221
TE0004026	20615	7838	10219	7419	14704	295697	17414	660	130	55	67.15211585	2.152573529	0.818676011	0.76117834	0.827935311	6.809542233
TE0004027	25620	8778	12997	8486	17592	314412	20859	591	89	37	72.54179564	2.307509809	0.799777021	0.729996814	0.765094093	6.443167732
TE0004028	17378	3957	4646	3609	7784	274962	14214	947	112	69	49.01509414	1.43582671	0.887082849	0.84131179	0.846206511	6.67022182
TE0004029	45782	15429	27470	19277	40780	417023	28891	1047	104	55	55.81681002	1.722814751	0.766606452	0.595631595	0.917964502	6.521694983
TE0004030	29432	10431	17709	9902	20987	351944	21273	831	103	69	58.62191206	1.742181192	0.822540332	0.71615067	0.898935839	6.701383902
TE0004031	24026	7900	12744	8729	20461	251595	18738	750	52	53	73.80770256	2.203920052	0.780333448	0.673139378	0.806157917	6.18400102
TE0004032	33701	12554	21044	16683	26795	357571	26289	1351	93	94	65.92459532	1.964325263	0.783101117	0.652525259	0.891744204	6.715751411
TE0004033	29565	11551	18730	11433	28064	287752	22161	962	108	57	82.99390163	2.482628151	0.748869776	0.61389784	0.870418335	6.551589604
TE0004034	19979	7637	9717	7775	15485	219689	15608	587	110	40	55.16123316	1.895050125	0.794478777	0.695529076	0.798808103	6.129131215
TE0004035	23829	7518	12893	7309	17258	321401	18123	523	108	45	52.78824673	1.562192772	0.846008826	0.755115923	0.860457743	6.53076322
TE0004036	50759	20547	32367	22706	51793	391494	30156	560	80	44	72.70170502	2.671739009	0.662908122	0.496008944	0.827883069	6.019629638
TE0004037	19439	5627	10733	5541	17598	240128	17024	661	118	54	49.94858243	1.465749989	0.848336251	0.73030692	0.846845112	6.321425428
TE0004038	14222	5293	8935	5832	12343	189139	10857	336	93	50	46.14449203	1.370993368	0.842658263	0.727669232	0.871645636	6.577035517
TE0004039	22157	7972	12529	8123	16671	219942	14752	442	48	40	57.20125617	1.902512343	0.781550684	0.657873946	0.880202228	6.575210646
TE0004040	21005	8843	13491	9731	16257	346195	19360	750	94	45	61.76759284	1.678445241	0.847595557	0.768229563	0.846311771	6.54885949
TE0004041	20799	7257	10847	8024	15861	313481	19861	972	160	56	69.30919471	1.885412964	0.841941031	0.772303457	0.818955154	6.560287892
TE0004042	23297	7429	12400	8029	19191	266071	15495	481	115	42	49.89884201	1.393657614	0.838113933	0.703882531	0.893256377	6.26903943
TE0004043	20113	5801	10498	9028	25385	177824	16712	446	47	19	63.15517159	2.316030718	0.74695416	0.565494017	0.822300578	5.927684385
TE0004044	31221	11448	19162	12772	27450	356974	26879	847	158	54	75.91058066	2.23972333	0.779469727	0.676549272	0.85320105	6.469025285
TE0004045	22596	8712	14129	9225	20670	248451	18113	610	80	46	53.33889085	1.78240469	0.794463286	0.66501819	0.888347949	6.545026396
TE0004046	30501	10749	19684	13424	36589	262577	20351	345	45	20	62.6761362	2.029869471	0.749675801	0.535969817	0.872235058	6.064310235
TE0004047	23836	7865	10103	6993	14158	260238	15962	658	104	58	72.75446952	2.317829522	0.79490451	0.724603505	0.819735197	6.587984908
TE0004048	29608	9671	14579	10153	24468	313418	21566	819	130	55	83.06787544	2.230545705	0.795015338	0.67868574	0.860955504	6.533232153
TE0004049	29455	9983	14381	9879	19911	289393	21017	810	80	64	69.93105583	2.324203461	0.765839916	0.669191996	0.846330913	6.468363126
TE0004050	16496	5744	7336	3007	6103	267127	12738	829	151	63	45.1146109	1.338022845	0.880743274	0.835133913	0.861802727	6.777157161
TE0004051	30225	12241	16725	13491	20481	360321	23895	815	139	66	78.23042836	2.522144264	0.770922815	0.703415472	0.860686068	6.824881766
TE0004052	22130	8272	11968	8863	17473	224116	15010	385	61	26	76.92512744	2.49904418	0.750969516	0.658719539	0.856418446	6.669088866
TE0004053	27435	10052	16045	9396	24366	304098	21775	570	108	41	67.95235435	1.936613313	0.808239086	0.679071043	0.854306774	6.334804971
TE0004054	14867	5259	7321	4728	10706	147142	11113	387	94	24	62.61375639	2.160831715	0.779091956	0.682461215	0.88040311	6.827752563
TE0004055	26888	9649	12403	8157	18595	255903	20806	1099	122	62	81.84959889	2.512525774	0.766061306	0.672758194	0.858712904	6.813561901
TE0004056	27034	10039	18848	11074	25604	354020	19233	560	103	61	39.89159163	1.388839569	0.826441338	0.701926119	0.877408448	6.46653793
TE0004057	29775	10537	16670	11398	26286	311351	24350	903	120	74	66.19552182	2.057271002	0.786850628	0.664305947	0.83763537	6.292213228
TE0004058	28135	11957	16014	13020	21739	310629	19725	550	100	43	81.33092971	2.66964292	0.74930842	0.668060601	0.84449336	6.663483257
TE0004059	36495	13356	20597	13728	28065	312887	23057	832	130	54	89.74697285	3.123938162	0.688193381	0.601311073	0.862350281	6.721183411
TE0004060	9376	2751	4248	2173	5448	267695	7314	434	78	41	24.63253836	0.658092393	0.939842166	0.895275458	0.83146192	6.489200688
TE0004061	26178	8219	14412	9834	17291	363002	20949	1096	199	71	59.72764471	1.625636672	0.844326381	0.761809595	0.874113119	6.733884733
TE0004062	26302	8660	14339	9020	21038	257323	17200	759	69	49	56.76165037	1.780999315	0.799523931	0.658412924	0.861648589	6.474331048
TE0004063	12292	5334	7536	2681	7547	318854	10210	489	86	31	31.21289636	0.963464827	0.910318521	0.869570089	0.803507281	6.603712159
TE0004064	31165	10507	18759	11646	30436	246529	19118	407	86	26	63.24224714	2.273496589	0.727160505	0.540942493	0.880418814	6.500849515
TE0004065	27519	10441	17361	9531	17000	367881	21912	1064	134	77	62.25444539	1.774536192	0.822921299	0.746469343	0.894099322	6.907324584
TE0004066	21986	7015	12068	7389	26879	255911	14860	334	59	24	34.21371278	1.260112372	0.832465999	0.673812967	0.858997955	5.883221456
TE0004067	22829	7172	10932	6290	10478	329221	18364	1025	141	116	51.38030476	1.465350841	0.859003489	0.797407015	0.885707891	6.850565758
TE0004068	24130	11430	21332	14195	22938	304302	20195	617	57	44	61.38566866	1.941212174	0.776241005	0.652887161	0.910400726	6.890024449
TE0004069	20833	8005	14078	8652	18602	256848	16285	495	124	28	45.92484367	1.608036144	0.815141641	0.693811026	0.877532163	6.62873718
TE0004070	26954	10637	16161	8359	14576	509261	24012	1087	178	62	57.5085743	1.561858721	0.868064464	0.821003772	0.835756008	6.792044407
TE0004071	20891	8162	12775	8023	17060	301034	17828	500	58	44	58.22380952	1.727630805	0.837784968	0.746327668	0.887409831	6.898396598
TE0004072	21011	9045	13905	12869	20972	267349	18525	578	58	68	55.49292039	1.809100782	0.800677517	0.677182519	0.86639564	6.644764288
TE0004073	20122	5713	8422	5732	14668	283384	16362	726	148	52	50.68263746	1.415391517	0.865774111	0.782055579	0.826070547	6.229981034
TE0004074	25571	9471	15492	9035	18254	268710	17406	493	105	26	56.37158242	1.883916863	0.786253478	0.674260977	0.893756065	6.749753951
TE0004075	54554	17560	30771	21070	56927	409628	31906	597	78	51	80.30519958	2.370824214	0.708888875	0.502586549	0.906047929	6.426052528
TE0004076	22269	9617	15438	9342	17546	294647	17806	743	129	64	45.02361498	2.022238185	0.780617931	0.712916041	0.709587981	6.003015599
TE0004077	20159	6210	8983	6314	11159	319998	15803	784	146	67	45.57563709	1.459033741	0.867184994	0.809207236	0.830548662	6.689102601
TE0004078	44246	12702	24069	16094	40195	389311	29402	873	139	98	60.36177474	1.856084578	0.784907916	0.606024613	0.895911964	6.583093723
TE0004079	22031	7419	10270	6722	14004	275637	16608	657	99	57	59.42466546	1.954735785	0.817961836	0.748199949	0.800644192	6.572751645
TE0004080	34814	11617	22529	13828	38445	261421	23119	408	58	33	59.42666079	2.246056988	0.708457295	0.499832243	0.857262313	5.96245751
TE0004081	29037	9728	17696	11151	21350	295135	20155	897	129	70	72.1877099	2.062826412	0.782123712	0.663260205	0.90197976	6.857497896
TE0004082	28534	9859	14296	9326	23601	306692	23628	586	90	51	83.93969167	2.424921853	0.785725611	0.684623471	0.857492862	6.617338128
TE0004083	29692	11210	18994	11373	27640	329629	21680	654	104	40	57.29134636	1.751417858	0.806176981	0.661505918	0.877184859	6.406628408
TE0004084	25402	8674	12002	8342	18506	263877	20377	634	113	38	79.93100165	2.402489008	0.781981655	0.685883279	0.835143228	6.439366591
TE0004085	19895	7491	12076	7494	17887	275069	15212	478	72	40	37.65696509	1.447422431	0.833994555	0.732135233	0.816277531	6.31265532
TE0004086	32337	12045	20186	13814	31959	319561	21833	559	134	57	61.84620853	2.027735914	0.759279213	0.616005217	0.855526847	6.067736708
TE0004087	20788	7452	11138	6629	14497	253678	18033	638	79	56	64.98845103	2.019430515	0.814713045	0.730168427	0.838331904	6.606986757
TE0004088	19911	7154	11297	6844	11960	343855	16064	636	76	62	50.35711572	1.406608323	0.871599907	0.80793572	0.87315883	6.837630877
TE0004089	44940	16301	27142	19643	47296	371402	28593	806	96	53	68.15089108	2.163303394	0.736071964	0.533387797	0.898632721	6.392228196
TE0004090	20986	7192	11821	8835	15447	249460	17306	680	134	44	64.59792879	1.940833774	0.80767288	0.70840256	0.8719998	6.702835594
TE0004091	22795	8285	14466	10152	18974	302925	17900	472	87	24	49.30286818	1.574342648	0.827004418	0.71883356	0.875416636	6.693602394
TE0004092	24138	8237	12503	8124	16723	242085	19544	646	111	54	70.05997702	2.150394205	0.792169654	0.684052311	0.827964532	6.465834517
TE0004093	21087	7147	11897	8331	21889	218673	11748	340	48	41	30.21835503	1.166458646	0.808442731	0.640860674	0.880807028	5.598875368
TE0004094	25669	10776	17279	11252	21941	293490	19289	496	71	43	79.26902732	2.779570919	0.744471289	0.664485964	0.833470572	6.786109893
TE0004095	32046	9690	13802	8825	23955	310999	20708	563	116	38	63.01095091	2.088031844	0.788073919	0.677581215	0.84234857	6.27003499
TE0004096	28229	9467	15325	9839	24080	338187	23832	702	96	63	65.70178979	2.123850403	0.800775825	0.709141765	0.827079758	6.560652354
TE0004097	22316	10148	16683	9167	17304	310573	16387	712	97	38	55.10599589	1.610001294	0.829176372	0.721328246	0.903156432	6.787768055
TE0004098	38385	14981	23727	17033	43538	331105	23020	490	112	53	32.2670382	1.592674641	0.732173484	0.543013451	0.860418632	5.903178619
TE0004099	18557	5295	7520	4919	9944	252823	17767	954	134	77	63.10596974	1.779796988	0.854488316	0.790834282	0.835649976	6.799893463
TE0004100	21295	6293	10724	6535	13611	312198	15908	613	91	50	45.65768854	1.284820125	0.87448129	0.787787213	0.841696665	6.469427179
TE0004101	44876	16102	28498	19026	43441	397925	32704	798	78	63	57.9592775	1.979467649	0.756458417	0.572841513	0.89469897	6.561821048
TE0004102	32470	13806	23285	14654	31423	348435	25151	752	79	46	71.851045	2.007763209	0.773977393	0.62774251	0.900494335	6.675914998
TE0004103	15347	5403	8810	4858	8915	234551	11843	543	75	38	45.94296757	1.441515837	0.857487666	0.789383864	0.873275733	6.818921505
TE0004104	39088	10846	18566	13394	32329	274648	24299	521	42	28	72.17848061	2.343427551	0.733914837	0.551111977	0.878812586	6.517385674
