SID	fissure_cnnPC1	fissure_cnnPC2	fissure_cnnPC3	fissure_cnnPC4	fissure_cnnPC5	fissure_cnnPC6	fissure_cnnPC7	fissure_cnnPC8	fissure_cnnPC9	fissure_cnnPC10
TE0003156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003157	-19.257168	-3.3395035	-3.1121068	-13.483446	7.933926	4.1937394	18.86265	2.912329	0.68709254	-4.4486284
TE0003158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003160	-27.834768	11.016849	-18.865839	0.6167884	0.1334474	3.2795413	-14.156984	-4.4279313	2.6894948	-2.25415
TE0003161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003164	-25.93509	18.20621	3.6850703	-5.191083	-12.608063	2.5916429	-4.0490255	8.677023	2.55113	-0.045560148
TE0003165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003166	-30.740026	7.2010574	-12.098142	-0.7777001	-15.801487	5.6566243	-7.8936357	-9.751118	3.2534032	0.76321405
TE0003167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003170	8.056986	-19.535645	-2.3903687	-4.1340013	-1.7306798	3.8079185	-15.93324	7.027937	-4.0463943	6.236272
TE0003171	-26.75473	5.554009	-1.2729043	6.141144	3.641943	5.2873726	5.542382	2.5250592	-2.8671653	2.952315
TE0003172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003175	-25.418905	2.7151825	-3.0456896	-1.0333396	27.364813	8.687338	0.25791016	-2.5288813	-11.319071	-3.2685688
TE0003176	-14.21345	-10.789815	17.404556	6.2946506	7.204362	-13.540405	-5.770748	-1.7780037	-3.2495115	2.3971584
TE0003177	-2.2525542	-9.591256	10.388477	12.089148	-4.7038646	11.670911	9.467365	-9.228049	1.544298	1.0321075
TE0003178	-9.132197	-21.857359	-6.8127966	0.8268471	-13.307114	-0.07756265	-12.292402	3.159661	1.7135305	-5.601956
TE0003179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003181	-5.365671	25.23569	3.1646023	-2.6890275	-13.208688	-2.526184	-0.85567343	11.47219	-0.50666124	-3.0602756
TE0003182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003184	-17.420427	-9.042655	12.677696	4.2188087	7.414019	-21.786886	-0.13313836	-3.851105	-1.2527922	12.948933
TE0003185	-0.7961896	1.7852135	-12.9057	-5.4341636	8.992813	-6.8577285	-6.4972157	3.5678706	-0.9926484	12.3927765
TE0003186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003191	0.9522112	-18.922945	-6.716033	9.000508	14.665618	1.6687522	15.622624	-1.0061014	7.259265	-7.2545123
TE0003192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003196	-12.158029	-15.896071	3.5570326	-29.040024	8.999129	-1.1517566	9.762314	4.250333	2.8285387	-3.520791
TE0003197	17.42117	11.663855	8.996643	14.9550495	-14.486431	-14.094169	3.2403286	-14.92989	-1.3190862	-11.408863
TE0003198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003202	29.605892	26.876163	6.371429	47.51382	10.303647	12.968408	3.840644	-6.8161345	2.7031972	0.10144272
TE0003203	18.536053	-19.188019	1.3003057	-1.6068143	-6.0667596	-5.712286	-7.94537	3.1371017	6.4610877	-17.20934
TE0003204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003206	8.612946	-21.970297	7.9875016	9.370261	-7.45129	13.470905	-10.1599245	4.7831907	14.007067	3.287691
TE0003207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003208	-24.510183	16.490942	-10.328646	-11.582689	-6.2212195	-2.48768	-5.447471	5.5418344	3.6799603	4.5734096
TE0003209	-28.330029	-3.0873592	15.140745	-1.6448208	-3.4450932	-3.2013917	-4.718565	5.72038	0.9314206	-1.488807
TE0003210	5.8881435	4.8332233	-20.156668	7.4476423	25.943117	16.028217	-11.967558	11.582538	-9.177546	-1.1023628
TE0003211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003214	1.9644762	-0.7729513	-12.694288	-19.940321	-2.749248	-10.541299	5.174982	-3.0975213	4.7797775	4.545004
TE0003215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003220	-5.2280035	7.6293545	-3.7080054	-23.156366	-3.709192	-18.250803	7.7988377	3.1106865	-1.1788942	3.3378057
TE0003221	-12.917591	20.04595	-5.5677514	8.746007	9.770592	-11.716689	0.44534037	-2.3613179	13.725891	1.1267916
TE0003222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003223	-16.59642	20.771307	-10.193863	-4.0584903	6.239229	-7.681716	-9.995558	7.9365263	2.959572	-9.20406
TE0003224	23.342344	-9.649912	9.0555105	22.443178	-6.367515	-7.420631	0.20481691	-0.79057616	-3.375308	-1.4185121
TE0003225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003226	14.342779	11.082157	-3.9224083	-8.826172	7.1911545	-13.098186	1.0448328	11.457549	-18.309767	-4.38311
TE0003227	-27.959574	-14.166947	5.181727	9.155167	-1.7349372	5.768093	-1.2424035	5.1235356	4.7452006	-0.966905
TE0003228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003229	-12.154654	12.934596	9.731778	13.338867	3.2184677	-14.315409	1.856974	-9.684093	5.1413236	-7.0195584
TE0003230	-9.315376	24.583822	-10.720865	-4.082367	-3.188577	4.4902663	-7.675397	8.19598	-5.198828	-0.33259842
TE0003231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003232	-18.703608	-11.364216	16.706203	-20.07747	-0.6952219	5.0704355	-3.529789	5.935833	11.500937	-1.2142187
TE0003233	-21.715721	-5.5783434	-14.5069475	3.4375648	16.177042	17.859074	-12.590068	-4.6507883	4.312199	-1.4816188
TE0003234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003235	16.435907	-4.055768	16.465548	-13.215441	-6.684373	-0.823818	6.8103976	-19.613379	-5.6039567	-0.26882514
TE0003236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003239	26.287136	-7.3003464	-6.92812	0.6338229	-1.4060348	-1.4300954	15.871548	6.521603	-8.628656	-7.938259
TE0003240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003242	-3.282435	15.858116	-2.9647236	-20.597631	-3.6597059	-0.19896571	-1.4648329	0.95386094	-8.44056	8.609604
TE0003243	-35.380215	-15.380804	7.595196	3.419608	7.5737305	15.19186	4.593419	3.3337579	4.777558	1.4519128
TE0003244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003247	-13.246847	9.018313	-23.643606	-3.445055	-0.20279817	5.047358	-2.750888	-6.6438856	-7.586547	-9.169779
TE0003248	-8.866108	-7.856934	-12.277002	6.478985	6.2172923	1.663377	-2.0174417	1.6271956	0.2611523	4.6796255
TE0003249	27.463783	-16.608871	21.279732	21.17533	-0.6902833	9.357849	21.59159	4.211866	2.404144	-2.9400136
TE0003250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003251	-32.255733	7.5810976	8.741649	0.5322813	6.1801276	-1.0962809	1.5599177	1.4346446	1.6615652	-0.36543134
TE0003252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003253	-13.272402	-22.427895	-15.972518	1.5524429	-4.0974016	3.6211858	-3.8931422	-4.6671176	-2.1020467	-8.603861
TE0003254	-16.2861	-11.425805	1.1943587	15.70155	3.3595614	-5.510155	-5.237234	6.2084208	-3.622991	-6.3557215
TE0003255	6.0139976	-24.776514	-4.647013	-25.10706	-12.736337	-4.222722	9.329296	-1.3973399	9.140528	-2.5796127
TE0003256	-27.128572	20.790178	7.990439	2.345167	-12.921078	1.0878673	-6.8010893	5.789602	7.918476	-5.834061
TE0003257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003258	-0.6972171	-23.859755	11.216523	-11.027879	0.87210643	-8.006841	-11.704184	8.302887	7.4167733	0.2749858
TE0003259	11.016831	-25.15801	7.432946	-6.5225434	2.271671	-10.243429	10.156182	14.693191	7.9064145	0.59186816
TE0003260	11.579033	-8.627354	-20.6596	23.555712	-18.520937	0.90984553	10.3742075	-9.830894	6.814572	0.21874398
TE0003261	34.3885	13.640987	-12.505363	14.861029	20.115662	20.154837	10.518776	-4.2258368	-9.468326	-3.4440818
TE0003262	29.786121	12.096462	15.461979	-18.175644	-16.75908	23.436834	-1.8339078	-4.779777	2.6811306	-10.454183
TE0003263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003266	0.4528944	5.596209	14.244736	-23.30647	-0.5003719	7.016644	-1.3497374	-7.7758107	-6.2958317	-2.802967
TE0003267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003268	3.8935921	7.5176067	13.763014	19.39648	0.052349906	-2.0429096	0.121383674	-3.7587025	-4.921351	5.6182647
TE0003269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003272	-3.070195	2.8648238	15.090533	4.1483703	10.971308	15.265678	4.571057	-0.4615487	-2.1644418	1.0053288
TE0003273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003276	0.9315144	-13.589857	-8.446303	3.3077545	6.8994794	-11.8280735	10.336818	-5.2213106	6.797925	0.48415557
TE0003277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003278	-20.31688	-26.267443	0.14785455	-3.5940022	-10.319381	15.569764	-3.1087213	-0.50568473	14.248955	-3.607158
TE0003279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003281	-32.52912	-6.3200746	-1.5556669	3.4620056	-12.16525	-7.4347105	-0.4458927	-2.4670157	1.288891	-1.0111938
TE0003282	9.483106	-19.756918	5.9190803	3.5199227	10.199378	16.779625	6.2189736	15.174033	0.37318775	-1.4118465
TE0003283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003288	6.9411197	1.233473	-29.069807	-0.5666674	-14.385753	-5.3485723	3.9951954	-20.073902	2.4629529	-11.989816
TE0003289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003291	-34.74277	13.00309	-3.210801	7.743244	9.9317045	13.422648	-6.6609664	1.2173969	2.7668211	-4.481447
TE0003292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003296	-25.353926	14.169028	-3.8297732	-8.815223	-6.716419	-12.553321	-4.2570987	14.855508	4.0669894	4.9844975
TE0003297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003302	1.3622979	34.611122	-17.962454	-2.9047525	6.5477586	0.17366523	-5.057979	12.199341	15.088695	4.035778
TE0003303	34.504036	-8.771171	-0.9661171	-18.778324	10.530967	0.13605598	26.400688	9.318347	-1.8563868	1.2302423
TE0003304	82.31769	12.777094	32.28834	18.533247	7.7030835	19.732927	-9.6722765	-5.1227226	-2.7696748	-3.0716991
TE0003305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003308	24.471859	-16.088436	9.47437	2.436211	-11.737082	-1.5734255	12.123562	3.4574685	-0.79018694	-4.334137
TE0003309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003313	-2.7675629	22.919533	-2.2209418	15.830081	8.43977	9.770365	5.247527	9.017421	2.506308	7.601619
TE0003314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003315	-21.51234	2.5663354	13.261233	0.94160813	10.93077	8.923275	18.076963	1.1666285	-0.5644572	9.868244
TE0003316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003317	-14.818473	-13.708472	-3.4569757	9.239038	2.996723	9.216607	0.4164177	9.128796	2.7297652	-6.0358768
TE0003318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003319	13.212383	0.57029045	-20.863876	-14.680592	-2.5558753	-9.704392	8.575038	-3.4890103	-8.285702	6.9956403
TE0003320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003321	-16.042303	-6.739397	4.9164295	10.819719	-8.032459	10.991545	-4.861338	1.2935083	5.2958775	3.710634
TE0003322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003323	2.8650224	-3.53704	-0.74862045	15.432401	-11.605819	-8.348372	15.923742	2.5961301	-12.971292	-4.247725
TE0003324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003326	35.200718	1.3087382	-11.337458	13.088716	-7.1028123	-15.949801	-0.94014454	10.296978	10.519724	5.9239736
TE0003327	6.255041	-17.132462	18.392834	10.914923	-1.6190232	-2.4545827	5.483439	-5.95823	7.80065	-0.028046643
TE0003328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003330	2.6802554	8.654351	4.0374064	2.796726	15.841139	-17.531853	-13.397775	-6.353666	12.211802	-5.8679338
TE0003331	-16.198187	25.817863	-0.87271124	7.364278	-7.667888	-0.037860446	-8.100744	6.752881	6.5460486	-3.0717275
TE0003332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003334	23.002226	-10.833547	14.450278	15.30182	18.624365	16.718122	8.876033	4.188378	-0.79109454	11.094164
TE0003335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003336	27.79342	-3.8651104	2.726776	1.454374	24.256992	-1.7330127	-32.245163	2.3241837	-12.07594	-1.5920949
TE0003337	-10.665452	-23.595348	2.1662714	-1.7629439	1.9498816	-9.216118	7.306168	6.9054484	3.336801	-6.9737544
TE0003338	-15.394316	6.232658	-4.4361854	-13.356082	25.428034	12.335163	-2.2736895	-14.1603775	-1.7463337	-8.180725
TE0003339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003341	45.27176	0.53026634	44.43296	-33.2628	3.574207	13.520136	-31.074017	-16.554277	0.17276609	-2.3645535
TE0003342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003343	-0.06316981	18.599638	-6.043072	-2.731442	17.991873	8.421842	6.144093	5.7204475	10.301663	0.5047504
TE0003344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000006	4.763984	-16.340858	24.781452	-1.4246353	-4.508672	8.309504	-3.3625472	-4.579907	0.02458072	7.360077
TE0003353	-26.715784	8.185326	-8.886372	-2.4614854	-0.92268854	20.290962	-9.163933	-4.8785057	-9.344719	4.403485
TE0003354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003356	16.805637	-19.327608	9.163579	-4.952257	-4.6308513	6.172562	-1.1808529	11.746945	-7.002013	8.959027
TE0003357	-21.840485	19.679405	3.1837785	20.95204	-1.7027938	-7.1485114	-7.091729	0.18899335	4.4586425	-4.723794
TE0003358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003359	-15.169828	5.4064198	-6.0329237	2.4232526	2.79439	4.152281	6.8117094	-4.5571275	-3.3046792	-0.5580186
TE0003360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003362	-2.7155316	-14.712822	8.885073	8.852667	-1.9375194	-12.646725	-12.93562	-4.328322	1.7733824	2.5040874
TE0003363	12.268576	-0.35535306	-26.849674	1.1100651	1.9432784	-4.992322	-6.6117673	-3.522973	-2.6364667	7.315484
TE0003364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003366	-18.883717	-12.93627	-14.69889	11.804923	-14.620434	10.663566	-5.4351673	-4.8458424	-1.2467856	2.2076445
TE0003367	2.2310455	-3.5530827	25.81124	6.6106935	-2.8184648	3.6951077	-14.754913	-1.4660221	-9.064786	0.6351279
TE0003368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003373	-58.295773	-1.5305513	15.098342	-11.131261	-5.5164022	0.054440435	1.8789369	3.327711	5.336502	2.1003218
TE0003374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003375	10.219749	-2.0116427	36.32005	0.5391937	-9.131797	9.329103	-9.049727	-12.67737	-3.1243129	-0.5253757
TE0003376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003383	-2.9721723	-3.9749172	17.50068	18.822233	10.053425	-4.447256	11.492688	-9.822148	-5.617443	-1.3109734
TE0003384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003385	8.107938	-17.63576	21.508621	-4.38506	5.0093956	18.112637	-5.997187	9.530751	10.528164	9.458823
TE0003386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003390	-18.875101	7.0287857	-16.390041	6.532078	-13.934925	5.2603126	-1.0542611	-0.14574826	-9.66436	-1.4659746
TE0003391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003392	-21.02103	-0.6216024	-5.634754	-8.024669	6.4454484	-10.727727	3.9938042	-0.17210895	-5.9882894	-3.5429995
TE0003393	-1.1042928	-9.946226	-8.979491	-21.35097	5.66015	7.9732375	7.33295	-12.222903	8.710551	6.8652496
TE0003394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003396	8.039303	-4.909642	-21.400383	-8.108407	-13.26465	-4.2345476	12.316494	2.6003249	-11.272797	10.815459
TE0003397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003404	55.94106	35.373455	-15.991066	-12.698189	-1.3061987	-4.774518	3.666423	7.917597	-3.3986824	17.351608
TE0003405	16.848303	4.3270097	1.905436	-13.041463	10.918886	0.6157315	-5.239523	12.22342	-0.009885822	-10.617798
TE0003406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003408	80.3757	5.062178	13.018848	14.93075	2.6291974	16.741365	-3.5903332	17.898008	2.0118215	8.392391
TE0003409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003410	-35.95005	-5.2327766	4.298941	11.423696	-5.36332	3.2643635	4.276996	0.9613343	-0.7689094	2.3051603
TE0003411	1.1900628	-6.4247518	-13.06695	8.996438	-3.9071224	-6.2989936	-1.4756181	-3.3443546	-0.1648681	6.6505604
TE0003412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003413	25.464481	5.9389944	6.5688367	-26.57334	-15.247333	-0.13309804	25.688255	-0.5699779	0.6310216	-3.840458
TE0003414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003415	7.0283	4.778185	8.725121	-0.71112007	8.0373745	-24.383131	-2.199858	-9.0718565	0.8572944	8.601844
TE0000002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003416	31.787458	49.036163	-3.6412084	1.8677131	-2.5907195	-6.8481793	1.549585	7.6508355	12.556495	-13.487732
TE0003417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003419	-0.37925112	-12.644042	0.71274674	11.726573	-8.879456	-1.1184582	-9.975456	6.1657257	-4.5880346	-4.740689
TE0003420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003421	-22.827374	19.695341	-6.79553	-11.041718	-3.3658957	-5.0091963	-7.235894	13.456973	3.621129	-0.46709123
TE0003422	-5.412674	-3.679809	-2.414294	2.6638002	-0.7166967	-5.2200184	14.234796	-1.29401	-5.559576	-4.6020083
TE0003423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003429	21.003595	-6.454087	-31.13106	-7.3415384	-9.147251	-13.381875	-6.3973327	6.2856407	-1.7521383	-0.4165709
TE0003430	1.0256273	-4.547543	-11.704019	20.913458	21.553558	10.515855	6.0418887	-3.6395147	4.019191	-1.4555409
TE0003431	15.41549	-4.591271	2.4860537	-30.060505	-15.379857	8.713905	24.381447	0.7910751	6.43214	16.108585
TE0003432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003434	11.568285	-2.4736521	2.352702	10.874352	-1.5404847	-2.9149623	-1.5610081	10.839078	-8.638315	-7.906764
TE0003435	5.8354363	15.221439	-16.716145	10.562104	6.3559093	11.333066	9.567315	2.5845892	-1.5826023	8.712059
TE0003436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003440	-31.84511	-10.409378	-7.7360587	-8.958658	-5.9288497	-4.0334735	2.9819968	0.28963962	-1.724517	5.4228115
TE0003441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0003445	-6.2927365	14.028634	-8.371207	-19.741756	-9.077826	-1.8282712	-0.5463291	-5.6428375	-5.099353	-11.407726
