SID	fissure_cnnPC1	fissure_cnnPC2	fissure_cnnPC3	fissure_cnnPC4	fissure_cnnPC5	fissure_cnnPC6	fissure_cnnPC7	fissure_cnnPC8	fissure_cnnPC9	fissure_cnnPC10
TE0005527	45.833813	-13.236886	-10.906691	1.242071	-19.28983	-7.370341	23.450218	-0.5405414	0.51644945	-1.7579048
TE0005528	18.73819	-7.274616	-13.625116	-7.072955	-5.2248907	1.791691	-4.1822734	9.098447	0.09285604	6.40844
TE0005529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005531	4.989064	1.4825424	17.422596	-13.665186	11.52262	8.187595	4.5969405	3.405918	4.983221	7.0284843
TE0005532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005533	26.922037	-9.293723	18.707577	-18.057669	2.6369681	10.693487	9.992413	15.23532	1.424451	-3.2348602
TE0005534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005536	-10.014079	13.364515	8.483193	4.3432765	-0.3184691	2.855301	2.290085	-5.8877406	-3.5044518	5.1014585
TE0005537	-15.240446	-2.268086	19.777538	-13.136008	-10.63161	-1.9536285	3.7771573	-10.898694	0.66800964	7.891738
TE0005538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005541	23.229757	38.339027	-7.3362584	17.868767	-6.9726	7.84557	5.455205	3.697043	-5.391991	4.7537
TE0005542	-29.530102	2.5702703	-11.862388	4.1889997	-0.42438594	-7.9724298	3.9363256	1.9928011	-0.4566051	-6.8113794
TE0005543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005544	19.739443	-6.632374	-7.194268	-27.568748	-2.6124434	18.530048	10.476876	-3.6602833	8.395873	-5.4368205
TE0005545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005548	-17.24416	-12.182284	-10.359325	6.6418815	-6.263249	15.331949	-9.108667	0.84342414	10.404648	1.4086455
TE0005549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005550	2.2252712	-1.9824721	3.2947485	-10.402456	-1.2393984	5.5688376	1.9845583	-1.7163136	-2.1305463	3.7873294
TE0005551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005555	13.262528	5.142104	15.022044	-11.162434	-12.086922	-2.9326096	-0.6890368	5.6481314	-3.4074214	5.5490603
TE0005556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005558	35.824123	18.750423	18.404722	-1.7569673	9.0445	11.425064	-1.31878	-14.825066	5.901237	-17.662449
TE0005559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005560	-24.367039	8.357651	-1.6418699	3.8908446	11.993631	20.412617	14.936515	-5.0398374	-0.22683433	3.2925892
TE0005561	-0.030918522	29.464579	-2.5318303	-6.316128	-4.413673	-0.65501404	-4.3052034	10.210886	8.494622	0.002568003
TE0005562	22.18209	-0.9860556	4.52228	-12.037063	1.0325049	-0.7203676	8.359437	0.5995891	8.147073	-8.514509
TE0005563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005570	27.361057	-11.623332	-0.21758442	-2.9688041	-8.753555	4.998027	-1.3691841	-9.077164	6.650726	-6.6839833
TE0005571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005572	-28.794113	-1.3351088	11.033815	-4.2562485	-11.78167	-4.3438973	0.5472856	-5.829097	-4.476807	6.725337
TE0005573	-15.512036	8.496637	-1.4543154	-6.831212	-7.159434	-10.731411	1.0976084	-13.76195	6.0224786	-5.4438176
TE0005574	-25.454958	-8.856979	-5.6604586	8.492821	-7.8152766	18.883867	-5.872261	-5.3562946	-8.815236	0.7883905
TE0005575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005577	-14.849697	3.2215292	3.1810765	-10.506547	1.4307514	-8.478268	-4.635703	2.8137622	3.2516134	3.0830927
TE0005578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005579	21.60531	-17.351076	-11.446796	2.3113892	-12.063134	4.5433	19.813711	1.8338537	0.79380953	2.6618109
TE0005580	-10.832333	-6.8783064	14.604814	2.7338119	0.70826775	-17.249378	3.9305913	-1.2330141	-0.8619076	2.6346061
TE0005581	6.6378803	-10.950371	31.576077	-11.313472	-6.717837	-0.22980694	15.260334	2.3169744	-4.9347963	-9.191207
TE0005582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005586	-17.639408	-9.044632	-8.186305	0.7476074	2.7803493	-4.7033677	-1.8899506	-7.762453	-2.2921088	-3.0366383
TE0005587	-2.0826867	3.1630175	-9.005739	-8.866374	6.1683087	-5.075695	-10.070031	2.3314068	-5.420684	1.1572372
TE0005588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005591	-5.6606283	-2.208346	-10.172411	-19.53085	7.6595035	-0.30395898	-12.516489	-7.6500797	-1.9479078	-0.63635004
TE0005592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005601	8.938086	-20.164644	-10.536552	-2.0198355	4.587018	-2.467728	15.417754	-5.5646977	3.008844	1.5391374
TE0005602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005610	6.854692	-5.2041917	11.826935	-3.7510636	8.603214	-12.967048	-4.518726	-2.1349466	0.48404682	0.3522199
TE0005611	-19.180782	20.286299	5.215541	11.086784	13.379041	6.4607115	24.470436	2.2676826	6.4550843	-3.0809686
TE0005612	-19.772821	21.597675	9.4966545	-2.0935194	-6.001475	9.288079	8.759613	0.2041827	7.3204455	3.2105618
TE0005613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005614	-14.937323	-5.398103	11.275499	6.150588	10.602665	8.700371	-3.168133	-10.131661	-4.7748556	-5.6167808
TE0005615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005616	23.10546	2.443663	-6.6963134	27.559008	-2.4968696	-10.494664	-10.765935	-1.4863348	-6.678217	5.0468707
TE0005617	15.401771	36.54706	-4.2027416	5.562364	-15.041496	-8.9969635	-0.28508344	0.9623761	8.878064	-21.341234
TE0005618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005619	-14.196518	-1.3387262	6.6081567	-7.6218405	-3.7412124	-1.2252318	-11.093527	-3.0637758	1.8769014	-0.23392053
TE0005620	8.707457	-23.921717	2.700118	17.874243	-4.500514	-2.0443902	-9.029787	11.128516	9.711164	-3.2668178
TE0005621	-7.472536	-7.8286753	3.218598	-15.268499	5.765931	-0.77179676	-4.4188104	0.7192715	-1.4968894	-9.465596
TE0005622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005627	-16.108976	14.967227	3.6360476	-1.4740416	-0.7193939	0.94064337	-3.9930658	2.4489088	-4.196724	-6.2201467
TE0005628	-2.4415636	-5.5967093	-4.315362	-12.690673	5.697284	6.8506126	-10.517437	-4.660125	9.467327	-0.19443555
TE0005629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005632	1.3966278	36.13164	7.3848314	13.416446	-5.877147	-2.3924224	3.4015727	16.648006	5.8275867	9.054389
TE0005633	3.5117455	16.07055	0.54121846	-17.541763	-6.673674	10.691933	-6.4608173	3.603697	-4.504852	5.910719
TE0005634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005635	3.176889	17.488882	4.035313	28.558681	-2.1724186	-9.821123	8.2582245	-13.311258	3.8441176	-2.2305954
TE0005636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005638	7.7138925	-21.537931	5.568833	-2.1443145	0.12884395	-3.82883	-12.762005	3.1989467	12.572643	2.3590415
TE0005639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005641	5.8386135	13.816675	16.550106	-1.8812015	-15.156018	3.316079	-3.8306303	-6.439041	-14.608666	-1.5452204
TE0005642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005647	16.446125	-12.9989395	10.659038	0.8659726	5.8817077	7.296563	-1.4008764	11.332536	3.3571558	3.225381
TE0005648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005650	-23.958773	-5.045965	-7.034682	5.578425	0.09929098	6.8233714	6.0636625	6.095609	-0.71433777	-3.4861372
TE0005651	15.670182	3.4868345	12.304749	-0.5824396	-16.75701	-5.34978	-4.664684	-3.9551778	2.896276	2.0231426
TE0005652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005656	-3.7873528	3.2080712	-8.188682	-12.41432	0.115748666	4.9100604	-9.43198	-3.9028442	-3.752273	-2.2045748
TE0005657	-4.913279	28.678827	-13.237096	6.734722	15.024898	-2.7948816	13.776521	2.6551473	11.441696	15.432562
TE0005658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005659	-7.690136	-4.4218116	-10.788845	25.730043	-18.80545	-3.531238	-4.524983	-5.2947693	-6.254943	2.1638856
TE0005660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005663	0.67131484	-0.1766003	12.69861	-19.428371	4.5382953	9.015204	5.2259603	2.077169	0.8269306	-13.344275
TE0005664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005667	-25.81946	3.7407093	0.6345656	1.9524628	8.620768	10.653643	1.6928453	-3.1970901	-2.7030413	5.1605487
TE0005668	-11.983043	4.1952105	11.045973	-17.257034	-5.3432646	-8.591532	0.3210057	-0.18704745	-3.6944818	-1.134258
TE0005669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005673	11.403209	31.374706	-1.2347732	12.852606	9.424285	5.8409615	2.4520729	-7.3374996	15.554673	-11.729921
TE0005674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005683	-22.98347	16.674448	8.707118	-1.6116365	-3.2444413	1.040579	10.0749235	-4.264459	9.241647	-0.61123484
TE0005684	7.809067	-10.415943	16.43604	29.700094	-4.644822	0.4145385	-16.363396	0.2388989	-2.6567023	-4.8741236
TE0005685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005686	-50.481968	-2.9533694	-7.5758243	9.8872	-0.33697554	-1.6211467	2.694123	5.5791373	3.6026227	3.2401435
TE0005687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005689	0.97011745	-5.9386063	7.7894745	17.949078	11.520632	-9.837887	-0.78767234	-1.0060542	-3.103737	-6.259514
TE0005690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005691	-26.64672	4.4894037	-6.7954116	-10.951458	-1.0708364	-1.6724799	5.387006	5.4205637	-6.5701094	3.5547392
TE0005692	-0.14273769	-13.567839	21.328339	-1.3391886	8.404813	-4.358082	3.0077298	-0.69178194	3.605579	-6.668318
TE0005693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005695	-6.339411	14.770044	-12.164993	6.405885	14.907349	-4.7144575	2.4624028	-5.043169	-1.420151	-5.509746
TE0005696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005698	21.138533	-17.372538	18.411476	1.7619034	-7.520497	10.747086	-3.9360404	-8.623349	5.8289776	9.249806
TE0005699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005703	6.045918	21.59664	-0.2405846	-9.385424	0.263474	3.4511542	-3.997055	-7.8910527	8.840085	9.125361
TE0005704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005707	3.9641335	0.41665542	-6.8798246	15.86214	16.869894	15.642111	15.669641	-6.826015	-0.36716616	5.380458
TE0005708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005716	14.167249	-11.290239	17.203545	11.761935	-7.2744265	-1.2494245	-6.5894423	-1.0265087	4.8438916	-3.416496
TE0005717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005719	31.661114	-6.8590837	19.612755	-13.231861	-4.3899155	-5.281281	-7.5831995	-11.987996	8.164381	-1.6719259
TE0005720	-27.478878	5.979147	6.231197	3.9368804	-10.91186	14.385644	-0.8675114	-4.967365	-8.432007	4.468406
TE0005721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005723	-9.607427	-16.375689	5.4442477	-1.1322632	-5.0759134	-5.6888266	-6.55873	-3.958393	4.4206862	-1.296731
TE0005724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005725	-17.40884	-19.437649	8.726232	20.38397	16.399456	1.0581392	9.037039	-0.7380322	7.1097746	2.680871
TE0005726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005727	17.03149	-14.840043	-7.811287	21.486477	-10.001262	11.692792	0.1547201	2.4130692	-1.3682044	8.19976
TE0005728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005730	-35.122746	6.9327393	-15.054904	10.614277	-5.0665298	-0.097998686	9.036515	5.2246485	2.8387692	-1.3472191
TE0005731	27.976114	5.783305	9.790144	28.703316	-22.248636	5.1217117	-8.558757	6.9488835	5.186163	-1.6178186
TE0005732	25.887974	-7.852474	-19.23686	26.017973	-6.7680655	-1.1763048	10.4528475	-6.0945582	-6.458976	-2.6992867
TE0005733	-7.3736567	-7.320666	6.026172	0.5534926	15.884718	-2.082699	-7.2466593	8.543873	-10.45028	-8.818149
TE0005734	-12.438645	11.981879	-8.38315	5.101118	-5.327807	12.395977	-14.089695	-6.0220213	8.039405	-4.4752407
TE0005735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005738	3.2919228	-18.772045	-10.349908	8.831495	-0.4266059	3.2150912	1.6775292	-0.23818122	0.06953093	-1.0618607
TE0005739	-5.957591	1.0475495	-9.732869	-8.406995	-8.632033	-10.00324	-4.454454	-15.545552	6.0845337	-0.14790426
TE0005740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005742	-3.342641	-8.750562	15.807412	6.337818	-0.50376105	1.5551136	-8.929826	-1.4708728	-5.6901965	3.4219532
TE0005743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005744	-20.261257	-2.9559753	-6.2387385	10.573392	-0.24585207	22.235647	-1.8239566	-10.792202	-9.3447695	-7.572224
TE0005745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005747	-21.006157	-14.256986	0.8965079	2.560518	-4.1783495	0.14110635	-2.512478	4.5751014	0.2315744	-0.5249219
TE0005748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005750	-12.459474	4.5713105	7.831351	-12.251707	4.403802	-2.4046502	3.820273	1.6840436	7.524354	5.326203
TE0005751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005757	0.9356753	-11.564186	1.352745	13.190976	4.4028215	8.406804	-10.986154	-6.9030576	1.4186515	-0.3097005
TE0005758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005765	-7.362225	-3.3628807	20.128248	8.358874	14.858962	-3.882405	1.6361574	0.82101643	-1.615666	0.57899714
TE0005766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005767	-46.510227	1.6986586	-5.866114	9.8284855	-1.5237843	0.24114972	3.6613235	6.072508	5.2064505	3.978842
TE0005768	25.563583	2.10293	-13.512004	10.107215	-3.1556828	8.286164	6.1384263	-19.108643	-0.6831944	2.0513165
TE0005769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005774	-12.194961	-15.967388	11.234628	-1.1334858	0.719989	6.0800886	-4.359601	-0.0937091	2.3106532	2.573178
TE0005775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005777	-2.6030579	8.399667	-4.2511077	28.894785	-9.811384	-9.331611	-6.58309	-6.9641905	2.502282	3.4319794
TE0005778	8.550957	15.55875	-5.3724227	14.971157	-0.6267339	-6.3805013	-0.26852003	-0.5670493	1.7307862	-3.4570024
TE0005779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005783	-0.61724	-3.033912	-1.064759	6.912908	12.304701	-12.552833	-12.173938	-2.1879015	-3.6208642	-9.037552
TE0005784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005787	-11.79691	-14.146242	28.559374	-2.1234422	-10.977834	11.341537	9.48654	-4.5258775	-9.240771	-1.9420027
TE0005788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005790	22.051886	-15.051803	4.4590464	26.321526	-0.9079328	-3.363177	-0.651625	-0.6896173	2.387292	-10.574572
TE0005791	-13.50138	20.092371	3.0397365	5.5098705	11.838114	-9.8209715	9.041623	5.422775	3.499118	1.8013173
TE0005792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005794	-0.53969246	36.54252	-10.079313	-18.132963	-14.203895	11.118507	3.3089657	3.2224317	18.38104	-1.2264581
TE0005795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005796	-8.171076	9.013761	-10.750669	-8.209489	9.20389	-3.0713456	-3.6016233	-3.888676	-5.595383	-6.947994
TE0005797	35.962513	0.40133822	13.814441	14.894031	8.564806	-10.844024	-2.4239528	-9.754633	5.792782	3.4381404
TE0005798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005800	-19.474897	-4.3045974	3.0311983	-3.5000138	5.9159746	-8.833047	0.46682274	-1.3140185	0.7690894	5.7805314
TE0005801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005808	15.237347	1.3772281	-7.3967643	3.189434	-7.221741	3.9794219	-15.155026	-6.853321	-3.356911	5.004902
TE0005809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005811	-15.7954445	3.1217878	-12.825753	-16.130173	4.557414	-3.1231341	-2.3869054	-7.784512	2.5820794	3.9365447
TE0005812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005814	-23.43092	-5.0571985	11.689822	-3.209994	-5.783169	0.82743126	-0.2600852	-4.9711347	3.2930758	1.5471474
TE0005815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005816	6.0256915	-10.749021	-0.12419541	-17.366085	10.646699	-5.980257	2.4186885	3.9295175	-4.9738083	-1.3015312
TE0005817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005819	38.647476	0.21219864	-11.748449	0.053236093	13.437789	18.92792	7.1214943	-19.792515	-10.162013	-3.22467
TE0005820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005823	-22.775862	-15.1304035	-1.9609909	12.041003	3.1558757	4.8430853	1.6934382	-2.5795085	5.608111	0.20375942
TE0005824	6.737432	-10.012709	20.228556	-8.320282	-3.3797197	-1.3644211	-4.5655866	-9.457866	9.706932	-1.3045372
TE0005825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005826	2.3235154	-2.7384953	9.543808	9.110735	8.652516	-7.69089	-4.679686	1.6887124	7.741934	15.744923
