SID	tai_lbp1	tai_lbp2	tai_lbp3	tai_lbp4	tai_lbp5	tai_hog1	tai_hog2	tai_hog3	tai_hog4	tai_hog5	tai_contrast	tai_dissimilarity	tai_homogeneity	tai_energy	tai_correlation	tai_entropy
TE0001307	30321	8297	9565	7403	23013	393393	19704	1398	161	64	125.2733408	3.180672583	0.790132859	0.751879707	0.641676257	6.462533892
TE0001308	30011	8116	7717	6063	18527	348536	16626	1232	156	56	162.0106337	4.090982071	0.770306115	0.74692713	0.663912783	6.723210439
TE0001309	24320	7149	8195	6528	18712	412327	23573	1279	140	81	95.38254651	2.78540716	0.829099995	0.802741146	0.795831186	6.909506249
TE0001310	40181	11094	12547	9674	26499	437759	22516	1241	122	62	132.0741049	3.853462158	0.750449695	0.718559511	0.677949921	6.599830759
TE0001311	36085	10961	9766	7465	18011	474749	28480	1367	149	47	151.853394	4.102354243	0.789626163	0.770752153	0.744470729	7.134533
TE0001312	22110	5496	5578	4523	15530	394240	18923	1584	224	73	102.5969075	2.408958119	0.853951013	0.830189963	0.58429354	6.351749068
TE0001313	16094	5160	6781	5626	16475	418542	21505	1240	151	93	82.97543394	1.953973937	0.887266991	0.85272282	0.749401	6.928834706
TE0001314	37732	11043	13719	10921	32244	497152	29777	1319	203	74	117.1146174	3.205088406	0.789944429	0.742010864	0.807539987	6.950867983
TE0001315	36707	13909	21400	15531	46124	386221	21234	688	63	34	54.34246119	2.159613766	0.732349483	0.602343173	0.916703784	6.605627653
TE0001316	32685	8645	8734	6684	18994	430341	21858	1171	174	56	143.8411524	3.374835146	0.796046752	0.771869683	0.618573074	6.480717725
TE0001317	48188	16335	22885	17783	51754	514004	31360	1227	105	54	73.00651313	2.690714483	0.732975331	0.644790837	0.776740398	6.138686447
TE0001318	42436	12697	13125	10452	29574	444042	23577	1641	161	55	140.6693367	4.026671882	0.732533516	0.69213406	0.671543802	6.546914606
TE0001319	26313	7718	8305	6679	19488	425617	27243	1211	174	84	104.0709508	2.89366837	0.828565968	0.796641962	0.678276327	6.827223267
TE0001320	24792	7656	9820	8468	22439	383945	22205	680	142	53	77.87812857	2.462788992	0.819179235	0.771264675	0.810965461	6.89249363
TE0001321	38786	10707	11596	9274	28044	520885	27733	1872	230	80	105.8669289	3.0919002	0.79336899	0.763615765	0.694864363	6.499704762
TE0001322	30500	9284	11594	9008	26661	416504	25004	1129	141	49	120.8945415	2.96160518	0.802352735	0.746553319	0.674449444	6.427486987
TE0001323	21451	6821	8555	6772	19710	343186	15933	824	120	63	80.45192441	2.376218593	0.823489186	0.779200622	0.812093861	6.734773725
TE0001324	30066	9290	11490	8784	26434	417829	21097	1551	97	66	129.495786	3.405636245	0.788705048	0.746900031	0.81203453	7.075840887
TE0001325	20701	5915	7119	5768	17773	402232	21929	1196	130	87	100.5406034	2.549333737	0.852497021	0.821670172	0.77096654	7.088043996
TE0001326	33502	11773	15275	11422	31169	377716	23858	885	76	35	149.1878991	3.779955367	0.741010925	0.672249097	0.780396263	6.708478675
TE0001327	32358	10983	14449	11919	33922	454999	23784	1140	185	60	97.0723004	2.738414062	0.788026316	0.729707418	0.814652158	6.819432158
TE0001328	43256	13756	18043	13872	40185	525193	29319	1230	170	72	112.6863722	3.061830671	0.767939617	0.705509523	0.725805631	6.337852788
TE0001329	40329	11166	13403	10566	31504	493657	27303	1277	126	87	130.1447468	3.53769087	0.773695088	0.73363176	0.772355275	6.819358839
TE0001330	31729	9951	13520	11222	34426	360805	22248	774	69	44	111.2733031	3.110036305	0.758707193	0.674633208	0.869386596	6.958226077
TE0001331	11256	3376	4454	3166	11746	439259	8973	581	170	81	29.0500798	0.934937153	0.924618126	0.905246612	0.763220782	6.47223767
TE0001332	37033	12845	14651	12756	29489	356367	17057	689	76	31	147.5064794	4.384174156	0.689291578	0.641584533	0.758708036	6.529319426
TE0001333	40366	11044	13897	11517	29128	507730	27393	1249	124	48	130.2151564	3.322526102	0.778959393	0.739091888	0.616206171	6.404016797
TE0001334	38556	12176	15864	12997	31990	527170	30530	974	163	63	89.77854735	2.809088462	0.792694241	0.743040689	0.794869989	6.822066857
TE0001335	24347	10824	17466	13547	34691	308090	17625	752	85	40	49.14335337	1.703614823	0.762322542	0.630951323	0.907194337	6.246631177
TE0001336	17295	4251	4967	3783	17713	425607	21868	1867	228	61	85.05625582	1.877264838	0.890883521	0.859015683	0.691149305	6.769442629
TE0001337	51299	15136	19487	14696	49236	644608	36586	2001	228	136	114.6819976	3.149679244	0.779848693	0.717077759	0.847051982	7.026060833
TE0001338	33947	10983	17705	12925	40291	427804	26773	826	113	28	94.46654718	2.684854152	0.780151895	0.685925135	0.831050732	6.662409025
TE0001339	27036	7904	8727	6509	21667	461879	24663	1970	249	74	96.60291377	2.563949041	0.832250583	0.803516684	0.730281995	6.697845476
TE0001340	35474	13092	19957	16090	41080	397497	25855	664	62	38	109.7026043	3.207932639	0.72979647	0.635332069	0.874600315	6.988478598
TE0001341	30646	8554	10164	7599	25531	397609	23449	1102	124	50	139.7785547	3.557749714	0.791875127	0.744885798	0.805432896	7.033658554
TE0001342	23549	8764	12009	8835	27484	329434	19394	964	87	41	99.18483655	2.792763513	0.78442828	0.714531424	0.881329559	7.075822248
TE0001343	28995	8675	12261	9536	31161	402816	26090	1145	150	71	97.51240475	2.673251152	0.806799262	0.731235297	0.828445291	6.804637066
TE0001344	21541	6665	8312	6650	18425	340564	18550	878	76	58	82.57512719	2.467473366	0.822473647	0.783209353	0.717356871	6.605847647
TE0001345	37579	11071	11209	8615	22436	439782	25641	992	88	57	140.6768032	3.989423443	0.764526894	0.738911088	0.696483423	6.772824477
TE0001346	33316	10976	16427	12899	39883	409470	24681	853	80	48	84.08789468	2.539555337	0.774536191	0.67800705	0.877438373	6.932957571
TE0001347	36198	11139	12726	9853	30755	466438	19639	1338	145	60	106.0190189	3.08794979	0.781472563	0.737228177	0.692620148	6.428894639
TE0001348	38520	10941	12272	9675	24730	533210	31851	1117	117	57	140.7804473	3.767543161	0.795788377	0.770330989	0.78474758	7.10734527
TE0001349	35629	11024	13522	10462	31862	455541	22751	1627	189	60	124.6804362	3.218052368	0.772356993	0.72521104	0.741023068	6.439268141
TE0001350	41590	12343	15720	11879	36601	524364	31998	1122	133	68	137.8452981	3.572250319	0.774900416	0.723506924	0.825068248	7.189631168
TE0001351	34285	12685	16624	13021	30594	289282	17520	524	50	19	113.0195908	3.965923356	0.66030326	0.57622561	0.836438869	6.62552423
TE0001352	24146	7318	9443	6652	22673	356634	17959	1140	136	52	109.2254001	2.930070974	0.807374996	0.763412039	0.795009989	7.084126825
TE0001353	44713	12504	13241	10943	31115	484630	27834	1502	150	72	140.5057058	3.660320123	0.74917713	0.709178652	0.437906483	5.9973176
TE0001354	47472	14250	13477	10424	28202	467592	24662	1410	147	46	172.634702	4.706970057	0.719022496	0.693896129	0.514894891	6.371258932
TE0001355	36493	10771	12579	9976	30895	443021	22711	1228	121	46	124.8604765	3.44900966	0.766787224	0.722407772	0.789382113	6.653560417
TE0001356	39721	12600	14127	11081	31054	468720	22222	1313	144	81	137.008303	3.888993369	0.75021105	0.713900101	0.771239932	6.821247862
TE0001357	37580	10762	12429	9679	29965	491227	25747	1089	185	71	123.0352655	3.373890457	0.78490752	0.748250189	0.827245987	7.090656227
TE0001358	35641	15428	22518	16824	40810	376293	23996	570	53	38	65.93136401	2.420603703	0.72472869	0.606566258	0.923374836	6.813066139
TE0001359	23420	7628	12275	9979	35691	454692	23860	1419	120	77	63.4843288	1.701181241	0.855052798	0.770021714	0.889781532	7.075688917
TE0001360	46627	12880	13526	10733	33791	505021	24286	1203	147	55	147.1869308	3.970572371	0.746093207	0.709092903	0.717801336	6.575122782
TE0001361	40947	10723	10466	8275	23517	473262	27582	1459	159	62	141.5190498	3.860015369	0.768709476	0.744778188	0.700222932	6.58411268
TE0001362	20724	9017	12189	9084	20337	316373	18596	581	72	42	68.66347346	2.19841091	0.803091901	0.737866176	0.853688684	6.932725575
TE0001363	29442	8561	8990	6932	19366	424615	21972	1159	129	55	123.6621824	3.215869883	0.804395992	0.780334811	0.674386782	6.669438386
TE0001364	27928	7779	8251	5959	18368	474504	28017	1848	314	109	112.4488177	2.929181684	0.837460232	0.813648943	0.707702449	6.95288894
TE0001365	27167	7200	5021	3948	10736	505688	36480	1845	220	87	167.4171893	3.457252625	0.863232813	0.84877919	0.613911931	7.227188515
TE0001366	29955	8613	9696	7504	22288	391011	21683	1053	121	42	127.6593614	3.416480395	0.784585467	0.753440996	0.756288556	6.667657351
TE0001367	42254	13296	16764	12729	39875	527805	28130	1175	127	43	122.0295212	3.314141919	0.771025811	0.712242221	0.846692557	7.149782145
TE0001368	35968	12287	15647	13194	35639	414462	20910	1071	96	51	101.4354242	3.281303818	0.73566221	0.677663078	0.833071826	6.767140843
TE0001369	35021	10169	11800	9581	28387	392408	20740	814	77	33	143.5196059	4.107568964	0.742564422	0.70052242	0.817148318	6.937053004
TE0001370	34360	11206	14933	10689	32000	437258	26503	982	128	69	90.14892976	2.51847765	0.796585795	0.723526343	0.81960864	6.755691655
TE0001371	20158	6872	9849	7750	25812	358771	18824	1658	243	70	88.528157	2.263415211	0.833653851	0.767553393	0.878770585	7.1339621
TE0001372	31717	12391	17009	13185	38039	388144	23455	751	67	35	101.5943951	2.884609599	0.755930458	0.661419167	0.886339372	7.016988148
TE0001373	50512	14507	20040	15917	48818	517858	32127	986	106	47	130.6623934	3.560105836	0.73946129	0.655733574	0.841080611	7.068196782
TE0001374	40874	11538	13320	11166	30707	553154	28542	1884	269	80	111.0957467	3.120476081	0.791472462	0.75548523	0.660785285	6.449087381
TE0001375	42058	11546	13993	10373	37148	523316	24494	1843	159	97	116.4925991	3.386741117	0.773825921	0.728976617	0.865248905	7.11921102
TE0001376	21778	6773	8095	6720	20101	436121	24223	1152	144	60	94.09422913	2.438498382	0.853296314	0.819341371	0.798894886	7.146588319
TE0001377	44042	13405	14797	11293	33126	583272	30757	1354	146	71	112.257016	3.226466366	0.784317047	0.74925158	0.741957842	6.66534521
TE0001378	33119	12880	17977	16070	32723	421407	27081	798	53	49	99.43663924	2.945522256	0.762144874	0.686196769	0.847650288	6.976356375
TE0001379	45251	12293	12352	9812	29221	444244	22502	1246	121	67	153.5989686	4.426960181	0.718840435	0.68694868	0.662877605	6.470261573
TE0001380	38641	11588	11362	9159	20964	432164	22500	786	66	28	157.7484426	4.498054192	0.748995309	0.725673683	0.705266195	6.859979581
TE0001381	40815	11550	13529	10502	32054	554786	33694	1771	165	74	144.2757883	3.417009371	0.797703485	0.757340602	0.791834782	7.058410078
TE0001382	23541	6665	7137	5785	16343	360165	18185	1048	122	46	108.4588346	2.941641356	0.818374988	0.792854618	0.700397019	6.672723785
TE0001383	22660	7410	10433	7936	26465	361596	19620	1304	144	61	80.17072675	2.241780725	0.817114158	0.756818995	0.831626327	6.709006623
TE0001384	27094	8976	11350	8416	26438	403395	20010	1137	154	68	112.908638	3.031746297	0.800583857	0.751755351	0.808695944	6.976830602
TE0001385	33423	9602	11037	8582	24383	408328	21195	1281	82	34	119.6912012	3.375412033	0.77112926	0.735122394	0.648225458	6.541200809
TE0001386	15031	5298	6911	5040	17957	484727	18689	1751	167	106	57.11272326	1.421013498	0.903120208	0.873414602	0.815625235	7.127758584
TE0001387	31654	9497	11306	8507	24076	365321	20745	911	80	42	109.0672585	3.341257115	0.761155345	0.721296413	0.673787717	6.428553802
TE0001388	30199	9418	10866	8498	26276	435158	24515	1645	143	77	131.4938666	3.309018856	0.800106286	0.758802937	0.848371173	7.122644611
TE0001389	40050	12602	15884	11957	38997	447521	27178	1421	111	49	113.5683973	3.294386256	0.754156419	0.67984385	0.741514695	6.739034893
TE0001390	31325	8874	13219	9719	37113	474604	28485	1360	184	78	87.85491867	2.374801268	0.825717413	0.747568985	0.766369056	6.576070771
TE0001391	32436	12000	17390	13519	38764	398904	23352	932	77	41	96.91966642	2.722790283	0.760764863	0.669972888	0.850314083	6.760947
TE0001392	35504	9624	7910	6038	17488	516771	31360	1644	157	58	139.6119323	3.375967618	0.818997178	0.8004521	0.624793678	6.740110992
TE0001393	26276	7068	7341	5451	17388	428954	22019	1542	209	66	117.0440265	2.871608047	0.832522534	0.808361523	0.635110238	6.604746153
TE0001394	46858	13234	13223	11063	27834	476547	23479	1020	138	44	153.6665736	4.317791666	0.726987514	0.699336722	0.589989519	6.326854085
TE0001395	27735	9864	11976	8433	26437	474128	26232	1954	209	82	124.9475124	3.093904448	0.821218986	0.778610253	0.829442302	7.187933749
TE0001396	21076	6330	5133	3685	10486	429910	26775	1424	118	71	131.1990168	3.090906716	0.861875171	0.849575325	0.631936509	7.119657134
TE0001397	30389	9672	9989	7815	19374	444668	20921	1268	202	68	129.3867999	3.438203622	0.80295568	0.779748426	0.754933695	6.982169374
TE0001398	37945	10657	11516	8840	30091	528550	26855	1922	267	91	110.2106581	2.999883655	0.801356942	0.765283008	0.737828053	6.766242007
TE0001399	54151	17439	23727	19553	55802	553741	31578	1293	167	66	95.87230074	3.148920297	0.724510037	0.6365864	0.781540944	6.372608095
TE0001400	35408	10674	12305	9497	29312	418952	21648	1131	146	59	132.5434151	3.624789117	0.760067122	0.71470721	0.786731757	6.804029347
TE0001401	44512	14285	19580	16722	44497	557897	32683	1193	114	61	127.2272805	3.373860269	0.760028984	0.699070661	0.824686826	6.873915087
TE0001402	34511	9504	9201	7242	23579	373003	19157	1308	142	50	158.7417493	4.155319403	0.746916937	0.714259599	0.670288343	6.549052917
TE0001403	47551	14863	18044	14259	38435	513229	29784	1086	147	74	113.6997617	3.411766249	0.745042503	0.689494197	0.693167672	6.397378012
TE0001404	28654	8467	10149	8128	25702	401657	21965	1422	154	52	118.4270983	3.02918838	0.797925164	0.753164359	0.76200196	6.647465501
TE0001405	44818	13718	17234	13690	43554	454946	25877	1134	110	45	121.6334518	3.628539004	0.719065157	0.65040568	0.778208181	6.669346506
TE0001406	48018	14644	19484	14298	45604	527317	35824	968	100	37	129.4838123	3.595271479	0.75375484	0.678080301	0.819685499	7.047713194
TE0001407	34951	10677	12033	9519	27746	432375	24002	1637	222	62	129.5522476	3.436496381	0.77434988	0.731389535	0.747097166	6.729364743
TE0001408	31505	8842	12690	10198	34340	400743	23600	841	101	46	102.2678369	2.928591563	0.790813406	0.714200698	0.798315287	6.899108753
TE0001409	37328	11313	12594	10526	24229	444913	26407	853	161	58	101.5871536	3.581601269	0.762757931	0.732890938	0.735216149	6.799847105
TE0001410	55645	16879	18550	13647	38698	588432	33417	1230	161	55	120.2870264	3.844250928	0.732837914	0.6942725	0.616552646	6.361157029
TE0001411	35217	10848	12210	9720	31201	516635	31634	1721	253	71	98.0716009	2.743322223	0.810754593	0.766402114	0.805186841	6.986280937
TE0001412	55414	16674	17879	13878	38253	590713	27335	1638	191	97	136.3993311	4.115062431	0.727742348	0.694146397	0.615048518	6.348322855
TE0001413	36630	9653	11157	8665	26718	590104	35039	1715	202	123	125.3760639	3.155258816	0.829354533	0.800673439	0.817486449	7.227310314
TE0001414	26456	7088	6943	4983	15904	513556	31369	1552	176	97	113.292858	2.731667914	0.861010641	0.841360834	0.646777926	6.928291412
TE0001415	26884	9455	11707	9138	25764	337158	19065	729	66	30	85.44063146	2.832162301	0.765204847	0.710414099	0.804209517	6.517867303
TE0001416	26091	7834	9258	7246	20992	379728	20183	875	112	52	109.616314	3.057185557	0.802511671	0.767201293	0.730138659	6.757106567
TE0001417	29408	9902	12875	10292	24639	393282	22585	966	111	44	133.1123778	3.306106147	0.781570572	0.734391145	0.74910478	6.933224696
TE0001418	34465	9495	9179	7483	20081	442099	22897	1335	160	69	130.172366	3.525442247	0.791351873	0.767525588	0.634812991	6.663740411
TE0001419	34103	8995	10809	9016	28022	555504	27692	1435	188	82	114.3116581	2.831587982	0.829146644	0.793881469	0.761957769	6.774824765
TE0001420	29750	8197	9640	7286	24814	428657	24136	1007	156	49	77.96623929	2.50445656	0.812850199	0.774361277	0.691483184	6.395358002
TE0001421	38053	11514	14308	11233	33639	418207	26772	1050	70	49	112.4231484	3.38724156	0.748829551	0.688190377	0.710815891	6.419942045
TE0001422	32603	9924	10707	8388	21761	410000	23653	1287	137	55	113.1895012	3.477758026	0.776027381	0.750828005	0.657986911	6.501052195
TE0001423	24667	6652	6585	5084	11825	457266	25594	1513	188	143	97.18586082	2.579201021	0.858914946	0.84310335	0.607397253	6.746446114
TE0001424	50309	13765	14358	10411	32821	562884	31511	1548	152	65	138.7766373	3.912937258	0.759899152	0.724594841	0.745551881	6.80519874
TE0001425	22845	6285	5809	4263	12992	405252	24132	1344	123	69	123.6088427	3.038584582	0.844854848	0.827660767	0.687101512	6.945767029
TE0001426	33624	9047	9205	7119	21461	454983	22860	1438	168	71	135.5547511	3.516871792	0.797568383	0.772482502	0.732238341	6.878265666
TE0001427	36643	9148	8369	6211	21409	462044	26169	1446	139	90	147.5307031	3.841709751	0.794775481	0.771275384	0.744212341	7.00333912
TE0001428	26045	7705	10468	7865	24636	438311	25930	1345	160	85	86.35165565	2.434384738	0.830650053	0.789990573	0.816692737	7.046918512
TE0001429	37585	11737	14104	11445	31636	491453	24672	1312	143	91	101.0379884	2.946692827	0.781056781	0.738032457	0.685780316	6.32827971
TE0001430	42866	12714	12170	9186	24772	482107	28286	1257	137	52	155.5330081	4.210109372	0.755277329	0.732185344	0.646899669	6.711665624
TE0001431	60605	18859	20833	15727	40605	647640	35934	1650	211	68	123.318937	3.991285989	0.732215883	0.697920213	0.760262589	6.693893025
TE0001432	38439	11636	14355	11336	35903	400634	24838	813	65	34	96.59402208	3.344105366	0.732571415	0.668551985	0.746117268	6.526204314
TE0001433	21915	8102	12223	9965	26197	325323	18970	628	81	58	52.93969984	2.026735757	0.801794067	0.719005109	0.880400408	6.772294383
TE0001434	46202	14821	21788	17462	44620	444947	29745	917	125	60	120.2513919	3.375771605	0.72039556	0.618280967	0.842383941	6.871395949
TE0001435	40430	12900	16065	13004	35425	439423	23198	1088	110	68	94.118443	3.129372932	0.744211634	0.680932814	0.681273678	6.171219003
TE0001436	30667	7947	6444	4888	13349	473587	24070	2315	287	78	142.1717758	2.94902354	0.834053716	0.81752964	0.536569011	6.45105662
TE0001437	37725	12087	18224	15452	38403	447153	25590	670	80	33	96.63582158	2.973625171	0.764401235	0.678138689	0.840461868	6.614232742
TE0001438	30103	11746	14503	11663	33373	369130	22931	788	51	31	83.28453439	2.775713453	0.754707094	0.677726303	0.826864651	6.408945293
TE0001439	37079	9926	13578	10333	37242	467094	30458	1471	201	60	103.9866359	2.864654277	0.791524591	0.723229557	0.734885836	6.349592646
TE0001440	29500	11070	13514	10939	25344	327709	19343	500	69	31	111.3680244	3.569106303	0.729857539	0.673103591	0.829725867	6.9117918
TE0001441	20926	7799	10922	9397	23492	289099	15564	622	59	26	70.87380789	2.18034071	0.791788014	0.713865051	0.843381875	6.50712145
TE0001442	34899	11757	15344	12075	32131	355117	19685	625	61	28	103.466189	3.383980644	0.720363792	0.651577421	0.814712163	6.562625834
TE0001443	32816	9929	11949	9083	25294	472980	29183	1106	154	73	96.91221495	2.934843817	0.806509645	0.770576041	0.805122794	7.053094606
TE0001444	35133	10376	9363	7106	18628	392466	21802	1309	156	40	137.0788795	4.109436139	0.758964356	0.739885442	0.615495573	6.611296521
TE0001445	41182	11596	13647	10563	31005	448395	27040	1320	127	46	131.9711079	3.727389142	0.752081921	0.705954493	0.700620776	6.551313807
TE0001446	27621	8553	10139	7936	25142	463417	29523	1445	136	65	96.05255684	2.574534147	0.834142242	0.790374031	0.766495786	7.043620111
TE0001447	35817	10705	12067	9720	28028	458493	28146	1459	223	109	107.0188501	3.199355478	0.782712791	0.74435272	0.767128436	6.905679656
TE0001448	61842	19952	25188	20237	57805	616292	36296	1344	108	35	144.7985766	4.101156059	0.709030259	0.637183916	0.813865377	6.843836327
TE0001449	37976	13112	14046	11712	28107	419345	23364	669	58	39	111.7418257	3.750915869	0.734141428	0.693739593	0.773911795	6.598052202
TE0001450	41328	12455	15413	12175	33597	449169	23294	887	130	46	136.9304835	3.822886488	0.736570032	0.689472885	0.673887024	6.465713977
TE0001451	35493	9683	11102	9129	22084	537438	32465	1321	145	86	106.0866621	3.028346212	0.8186406	0.795407586	0.760610046	6.838859204
TE0001452	59233	18069	22213	18001	51794	559521	29705	1110	115	39	129.7456708	3.854070238	0.704784786	0.63801557	0.736618743	6.333954892
TE0001453	41975	13019	16926	13138	38196	450903	28257	1314	126	54	121.2459712	3.414191812	0.741384308	0.674518772	0.660323754	6.210651406
TE0001454	35091	9638	11861	8952	27956	448772	26589	1380	122	65	110.79058	3.077288236	0.793359455	0.747219909	0.724548266	6.554913309
TE0001455	34247	9132	8792	6813	22504	540599	28462	2049	245	100	115.4512927	2.948701419	0.831526684	0.80292027	0.723667811	6.862102615
TE0001456	19089	6121	8462	6875	23391	407692	22256	1160	142	75	78.55570592	1.934007529	0.866703689	0.81317955	0.850465441	7.16874327
TE0001457	45981	11904	11754	9366	25666	493963	28142	957	133	65	123.8277197	3.822336635	0.756005742	0.729829112	0.662481205	6.562617747
TE0001458	31341	9534	13061	9523	35582	589762	34242	2169	228	134	74.92269934	2.023364112	0.854200497	0.797295746	0.84081723	6.952380359
TE0001459	27185	8456	11152	8913	28213	387301	19379	1320	179	61	96.48298322	2.604133224	0.803055306	0.74324826	0.700788546	6.284243689
TE0001460	46195	14510	20345	15471	48814	479196	28446	836	78	43	93.76892078	3.225434533	0.727849309	0.642230778	0.857299067	6.845884271
TE0001461	30163	9983	11696	8578	23179	483689	27111	968	98	54	103.3833623	2.945672185	0.816728081	0.784545487	0.763172503	6.97073281
TE0001462	29095	8892	11541	8542	23734	414384	22428	1383	103	74	82.75494154	2.575011304	0.806326088	0.764779191	0.652781746	6.336651034
TE0001463	43190	13978	20753	15699	48191	472274	31891	913	78	41	99.17651489	3.046289496	0.744006191	0.650009042	0.860117433	6.701005579
TE0001464	52534	15842	21823	16588	55747	556196	33838	1406	123	61	105.0234603	3.058473912	0.751519606	0.656521318	0.772056307	6.404157725
TE0001465	23714	8646	11718	9021	26259	384719	22344	973	137	67	80.52598692	2.118261599	0.824341382	0.756395727	0.716866578	6.197061753
TE0001466	45546	13570	15410	11891	34507	514758	30422	1365	147	58	125.2061192	3.795229305	0.748693474	0.707058484	0.686019823	6.623777456
TE0001467	35448	11713	14545	10536	31337	446922	24180	912	89	46	91.27409669	2.81913125	0.776464619	0.720030038	0.669587385	6.259196907
TE0001468	25762	7855	10437	7898	25376	375879	19931	1083	120	49	108.6877766	2.741255993	0.809498659	0.753503926	0.724124063	6.638458288
TE0001469	43825	13064	14326	10957	31896	560280	28298	1629	190	93	120.1330432	3.393993994	0.779692614	0.742883621	0.713020676	6.628352432
TE0001470	14875	4849	6816	5125	16524	356475	16180	1100	174	48	62.89359889	1.611036433	0.881161466	0.838405368	0.732015625	6.403269339
TE0001471	36727	12088	15856	12474	32424	436927	29220	852	91	37	106.9001408	3.29797517	0.758211968	0.699232664	0.812530483	6.887837226
TE0001472	27183	9313	13595	11079	31636	433869	24116	1048	156	81	72.53505655	2.126524815	0.817936817	0.749616868	0.860450185	6.903445867
TE0001473	48671	14777	19400	14643	44150	582813	29173	1368	140	81	107.94574	3.221564027	0.756532688	0.707083521	0.861644328	6.966907251
TE0001474	32342	9838	11818	8606	26767	471497	30453	1350	130	66	106.7002585	2.958710466	0.807960369	0.768940947	0.757258413	6.892706172
TE0001475	32657	9301	9256	7239	19979	426526	23507	1397	170	56	133.5230944	3.624936901	0.787856176	0.765270204	0.669842269	6.728250788
TE0001476	50818	15279	17519	12850	40296	657267	44390	1680	156	73	120.9617647	3.397693841	0.786954215	0.738943272	0.791627795	6.934797841
TE0001477	35128	11120	14014	10661	34762	519007	23726	1549	280	82	99.13468084	2.502500393	0.809906355	0.753616954	0.750112061	6.400389164
TE0001478	32542	11355	14489	11833	29989	382809	23422	703	58	33	108.2074217	3.285196687	0.748931722	0.688401912	0.828750572	6.935903669
TE0001479	37538	11389	14383	11768	34586	450638	22717	1055	128	41	84.22996743	2.848055083	0.763799225	0.709119568	0.708452044	6.294311945
TE0001480	37510	11695	14765	11353	36610	517707	24999	1691	169	78	101.7716362	2.859623514	0.79085655	0.740387158	0.828857511	6.720661815
TE0001481	27678	6910	6480	4984	15189	429455	27973	1590	182	70	152.3326316	3.472999741	0.831851601	0.811062094	0.714226206	7.096590344
TE0001482	39027	11506	15806	11001	38968	511287	30246	1577	163	75	121.5256244	3.05203295	0.788986364	0.728242561	0.787894056	6.876082235
TE0001483	19042	5604	8036	7122	14605	349928	18894	726	148	69	90.86605392	2.404727812	0.850576913	0.809561505	0.763626409	7.000231706
TE0001484	24150	7374	8361	6693	18879	466891	23535	1374	205	70	83.1538469	2.256019254	0.852900088	0.827643163	0.752778725	6.614352747
TE0001485	25221	8451	11261	8941	27953	304113	17638	817	97	39	82.31459677	2.5675	0.766959994	0.687414318	0.712520171	6.093176638
TE0001486	19585	5953	8300	5995	20879	371452	17250	1319	156	81	65.4218386	1.923804632	0.846626569	0.803825005	0.845768559	6.765020601
TE0001487	26925	9300	12164	9952	27704	380837	18970	967	118	58	84.75634273	2.546777134	0.787808131	0.731926801	0.803571442	6.352800048
TE0001488	46880	14552	18559	14123	42503	521518	29787	1323	141	56	116.274703	3.430147043	0.743857624	0.683828146	0.792536504	6.696394496
TE0001489	48606	13609	14384	11830	33843	587434	30638	1779	196	89	139.7728704	3.700848557	0.766150886	0.735404663	0.727743047	6.614120832
TE0001490	28190	8420	11121	8795	23321	508658	27750	1385	195	95	94.86605196	2.419944721	0.844592948	0.80880157	0.736107958	6.835353977
TE0001491	53012	14369	17338	13417	42945	600736	31153	1379	148	85	114.1307348	3.325671759	0.765250458	0.709814235	0.708276161	6.537402584
TE0001492	29636	9436	13190	9772	28862	364624	21238	701	87	44	100.8154927	2.799879137	0.780287289	0.703027708	0.784286877	6.514364718
TE0001493	10262	3328	5143	3552	16646	408380	11885	1619	367	83	30.29342301	0.884136192	0.924645602	0.885642911	0.836362489	6.607149661
TE0001494	41247	10705	11258	8144	29213	509586	29198	1681	137	73	158.3359004	3.908653443	0.782628055	0.74704902	0.786205865	7.010282608
TE0001495	28380	10343	16299	14078	35279	360538	23037	649	85	36	100.6376964	2.624470469	0.771865131	0.666222881	0.841854583	6.650859344
TE0001496	26204	7588	8689	6510	21482	361839	18677	988	123	45	103.8734241	3.009584862	0.796558391	0.760834787	0.697814788	6.471363681
TE0001497	15399	5128	7814	5772	19194	399367	16873	1335	209	95	62.92542811	1.419235298	0.892892792	0.84110954	0.763423145	6.731521602
TE0001498	14891	5100	6812	5140	18831	380326	18220	1368	150	76	59.23627256	1.578937753	0.883395849	0.840649892	0.82488749	6.892931204
TE0001499	25631	6859	6921	5638	21506	402189	21223	1615	238	66	123.0533772	2.846050833	0.829386663	0.789589841	0.680851003	6.714664672
TE0001500	28147	8219	10397	8664	26175	378027	22411	1028	84	48	137.5566621	3.509105432	0.786925954	0.736925226	0.815592911	7.135960464
TE0001501	31791	8804	11248	8678	27500	416879	25791	954	61	33	107.7156423	2.922646634	0.794881049	0.742531783	0.659024387	6.37440067
TE0001502	19332	6935	10424	7323	23012	337864	19022	1153	96	47	71.22821727	2.028835405	0.828986778	0.768022427	0.870532435	6.836527275
TE0001503	16651	5071	5843	4290	15687	443003	21716	1601	129	111	89.69736883	2.054312118	0.892198592	0.863772736	0.776673795	7.281410514
TE0001504	32857	9657	11603	8897	27792	462299	21734	1256	174	51	108.9183818	3.140350106	0.794993498	0.757863198	0.785848743	6.814689037
TE0001505	29548	9238	11366	8141	25408	385736	21463	897	92	52	102.1820641	3.079374755	0.782482943	0.73847587	0.787492782	6.808068821
