SID	tai_lbp1	tai_lbp2	tai_lbp3	tai_lbp4	tai_lbp5	tai_hog1	tai_hog2	tai_hog3	tai_hog4	tai_hog5	tai_contrast	tai_dissimilarity	tai_homogeneity	tai_energy	tai_correlation	tai_entropy
TE0003905	16615	4724	7242	5491	24182	272073	15869	1019	157	52	135.3148696	2.224073866	0.849762115	0.756045227	0.668147826	6.004020642
TE0003906	33186	9500	18319	11518	40243	322212	22247	1238	108	65	140.3232186	3.541200044	0.699423886	0.599305896	0.882736922	6.951944807
TE0003907	15441	5974	10426	6386	25579	303059	16490	980	164	67	72.17133513	1.704401276	0.848782673	0.75866417	0.90811199	7.055390828
TE0003908	45695	15155	18399	16690	49571	434852	30390	1707	96	82	177.7398571	3.813690658	0.7109264	0.608525899	0.779730088	6.304684468
TE0003909	26621	9375	13866	10080	28804	269674	25270	865	117	48	120.8012249	3.317183179	0.724471315	0.631043451	0.830634936	6.502960829
TE0003910	13167	4244	6439	5310	14405	197724	13674	836	80	68	103.2159448	2.53280543	0.813151234	0.752894467	0.771472333	6.726364924
TE0003911	11356	3586	4945	3533	11150	231198	15322	1083	165	92	81.82307573	2.071025384	0.863109983	0.824940296	0.745921701	6.686433934
TE0003912	28995	11681	19364	14693	39797	250558	21074	437	55	36	96.51478099	2.757245543	0.687042687	0.503487852	0.915948846	6.589009094
TE0003913	26907	8890	13680	9709	27601	235274	17880	722	96	44	120.787017	3.946989696	0.654551135	0.580379963	0.846817209	6.665046242
TE0003914	17349	5945	10538	7040	21315	216209	14993	879	93	53	111.6203337	2.587643758	0.770265675	0.675886946	0.819705714	6.533417636
TE0003915	25601	10882	16115	12768	30749	233694	18587	901	59	46	147.0507755	3.464405689	0.673077716	0.546553233	0.883644336	6.711796162
TE0003916	23362	7017	9201	7267	23144	246918	16354	984	83	45	145.8126991	3.176020273	0.762773786	0.676347788	0.567172493	5.63636477
TE0003917	29153	10027	17107	11669	40058	400392	25428	1595	174	91	125.3495539	2.621434656	0.791704996	0.68606077	0.840772465	6.62660897
TE0003918	16509	5306	7122	5803	19127	192151	12481	773	126	47	129.4917325	3.135834964	0.749680557	0.685160958	0.873464279	7.124284301
TE0003919	16628	4939	7862	6092	28527	280607	19386	1109	152	66	96.89294827	2.231468939	0.844201522	0.736913131	0.865469929	7.121149012
TE0003920	21076	8547	14098	12278	31035	353684	27199	1611	154	77	123.3500247	2.6331912	0.809048636	0.715336583	0.792015251	6.547816324
TE0003921	30707	8782	14563	10579	36350	289134	23113	975	131	36	159.4138261	3.304363333	0.735790242	0.60324311	0.581978275	5.709725868
TE0003922	22518	7310	9038	7271	20613	278071	18555	850	133	66	115.5974157	3.132574021	0.772619254	0.722541658	0.812882461	6.917801122
TE0003923	30180	9521	16918	13901	46013	290952	24134	984	101	53	131.7234981	2.991138236	0.731230623	0.556528722	0.833949598	6.314437358
TE0003924	16469	5140	8785	5888	27938	429645	21435	1380	158	91	63.60250771	1.616756509	0.885824821	0.822438045	0.92086715	7.224891395
TE0003925	30534	9802	13521	11036	37697	332651	23869	1437	151	74	171.3424133	3.373557881	0.750928982	0.648975906	0.836655383	6.584998687
TE0003926	30264	8754	16172	12349	45369	338347	28712	1322	108	61	155.3738089	2.987905316	0.780139867	0.624204796	0.808679554	6.412016675
TE0003927	15561	4389	6842	5120	20886	324664	20554	1449	234	103	126.9400017	2.39828877	0.868222311	0.807396047	0.827358051	7.035046733
TE0003928	19964	5881	7961	6461	18622	306384	20260	955	143	65	135.9324592	3.072734017	0.811440619	0.774183663	0.825180027	7.271391784
TE0003929	27648	10134	16571	12977	37387	311456	25443	1151	143	63	135.5429007	2.629900914	0.766871175	0.628299792	0.719813758	5.611793211
TE0003930	18470	8324	13686	11238	29012	303143	16709	1329	162	65	95.16617839	1.937389027	0.797753177	0.694341423	0.825623083	6.268300176
TE0003931	21809	7500	12769	9879	28040	259746	18251	899	96	53	108.8078613	2.920132293	0.742708713	0.648113213	0.828261394	6.676359636
TE0003932	21547	8312	13474	9123	24796	253753	17211	1005	148	43	132.0338123	3.245019157	0.726647475	0.649529856	0.843963535	6.702963921
TE0003933	17566	6608	11789	8468	30130	225180	18270	721	67	58	87.52806988	2.443954982	0.763439836	0.634756908	0.905625366	6.97510583
TE0003934	22547	8023	15365	8724	27785	263136	17099	1207	131	64	102.5838525	2.933917446	0.72560081	0.650566496	0.864896751	6.814731051
TE0003935	25257	8211	16565	10594	34467	306658	23101	1093	130	65	126.2297067	3.019432245	0.755966213	0.645111477	0.816864112	6.761440741
TE0003936	25931	6503	13384	8379	30240	310563	19514	765	129	76	53.53670344	1.626958512	0.806639338	0.693904061	0.822395215	6.120090132
TE0003937	11906	3601	5399	4162	16649	193378	14958	867	122	60	135.9838394	2.656032652	0.837072068	0.754357424	0.724506679	6.932985311
TE0003938	26918	8923	11141	9615	26853	302435	24238	918	144	72	139.1009124	3.377611886	0.753274449	0.681124665	0.77997966	6.505433774
TE0003939	28530	9091	11928	9186	28670	304768	18833	1163	133	75	180.4948875	3.928739139	0.728819545	0.666522278	0.80048566	6.644052168
TE0003940	29108	8630	15111	11962	47443	310408	24902	1423	161	66	146.4579989	2.628852154	0.788699073	0.602535599	0.646271774	5.478195119
TE0003941	18701	5948	9126	7148	24515	281769	18148	1138	175	90	122.5724264	2.391860465	0.826018041	0.734368309	0.782308933	6.443521882
TE0003942	28514	9630	13863	10214	29494	334814	21877	1146	128	55	112.9441551	2.999550202	0.754061903	0.679519797	0.772471144	6.691855765
TE0003943	33920	10391	18123	11138	40944	308704	21589	972	130	57	101.8982662	3.062260996	0.686284189	0.581314394	0.914018214	6.84904736
TE0003944	41644	11997	15108	11068	32520	514112	31221	2093	327	131	172.775154	3.260405479	0.782584826	0.73637271	0.679685236	6.178261579
TE0003945	52381	16644	22984	18220	53224	467340	34686	1915	203	81	183.6137283	3.957883471	0.685310221	0.595864345	0.786683521	6.162893616
TE0003946	18771	5202	6471	5199	15352	295790	19173	1200	145	78	148.4623114	3.396658274	0.817307557	0.793230861	0.844783122	7.118051266
TE0003947	22061	9001	12488	10107	22166	253376	17768	1159	113	68	141.0820821	3.747302858	0.715872356	0.658979933	0.763207736	6.594405957
TE0003948	13193	5163	7906	6749	16681	199232	14279	711	66	38	138.5613852	2.855446148	0.798303018	0.715507041	0.828672296	7.09386128
TE0003949	18395	8021	10512	9547	22319	292235	17000	1190	134	76	98.20893711	2.602958804	0.787075876	0.727151285	0.868141677	7.026122475
TE0003950	22838	8491	14857	10475	30584	225547	17911	641	76	40	77.61174737	2.519264809	0.723405993	0.573669638	0.905465302	6.902658253
TE0003951	17111	5493	7735	6988	22239	262876	17793	1068	140	84	121.8763932	2.78605581	0.813560424	0.73827071	0.867328984	7.048924004
TE0003952	19391	7552	13093	8207	21837	231684	16822	779	131	64	131.5617515	3.166363144	0.743440756	0.655939952	0.886070959	6.954766085
TE0003953	24528	7440	11494	9056	28960	277736	20070	1089	84	73	139.2689934	2.6773799	0.784791257	0.668327782	0.628588952	5.962595486
TE0003954	13970	4706	6784	5228	17884	265566	18871	1120	136	75	87.44747174	2.22980427	0.845731796	0.789606729	0.836844202	7.188634593
TE0003955	21165	6663	9111	7363	23505	299532	20227	1494	157	79	136.9418095	3.004153846	0.796182767	0.735629143	0.839360532	6.975812786
TE0003956	36185	10344	14690	10797	33106	380910	27265	1104	160	97	142.9071721	3.860648549	0.729419319	0.679849203	0.894511746	7.227753997
TE0003957	20161	7805	16752	13047	39805	315942	22804	1200	182	72	131.4250468	2.392097412	0.812236257	0.651526051	0.807841396	6.181858928
TE0003958	16407	5904	9528	7059	25752	297875	19088	1346	162	102	91.54754858	2.255740382	0.831402689	0.753032808	0.916544289	7.300220087
TE0003959	37743	11706	17711	12965	36668	409967	29281	1147	161	84	131.3366976	3.555047442	0.729286739	0.671655447	0.874279689	7.208716145
TE0003960	21171	6791	9674	7063	20623	225220	14432	782	77	59	146.4994903	3.660171836	0.728973219	0.666812351	0.759570588	6.715022085
TE0003961	37970	10848	13687	10917	35517	367747	26433	1192	160	72	150.9916287	4.082299716	0.708578512	0.654125296	0.852512097	7.002982617
TE0003962	17545	7612	10211	8880	22168	234883	17200	1016	129	59	127.2754634	2.999284037	0.758836425	0.683799219	0.891945248	7.18614609
TE0003963	18483	6448	9987	7194	17380	211459	17295	505	86	47	114.5043018	3.325672213	0.751458431	0.680145012	0.780980028	6.770269893
TE0003964	31136	11109	19237	14602	49365	370663	27216	1077	153	59	121.6231259	2.504367581	0.776921548	0.622117405	0.822956745	6.227859774
TE0003965	21550	10245	15056	11818	26652	228761	18866	750	83	48	79.52376124	2.88246118	0.692327479	0.587365731	0.819736366	6.382992399
TE0003966	20193	6415	9486	7296	21991	304479	20658	1169	177	109	123.1225921	2.973441723	0.797197626	0.750934943	0.849465791	7.303537497
TE0003967	38508	12113	17863	13199	41478	392781	31025	1209	168	67	151.4047433	3.598105578	0.734350137	0.637239602	0.845523627	6.85692562
TE0003968	38116	14330	21931	15620	44545	327104	24333	964	67	44	119.3866421	3.627146646	0.642477946	0.537743825	0.842354006	6.592805688
TE0003969	9979	3205	4997	3722	12219	180998	12781	825	133	68	113.2057834	2.239898814	0.849868899	0.790104007	0.641459919	6.587120245
TE0003970	15147	4361	6749	4640	17660	277042	17159	1521	183	69	96.36948404	2.281236703	0.842433995	0.794552905	0.834383722	7.005113123
TE0003971	7943	3011	4978	4810	14292	209089	10522	1058	82	55	67.45812881	1.709848401	0.861522581	0.804936637	0.899189631	7.253741053
TE0003972	35215	12005	19011	14070	44894	356243	27637	1405	199	76	135.6479996	3.139761586	0.729190682	0.598423273	0.834850425	6.600548658
TE0003973	21869	7791	11925	9561	30012	248934	16739	991	95	55	135.3510714	3.034231515	0.734142384	0.635821571	0.867298115	6.852785579
TE0003974	20228	6593	9458	6975	19971	217785	13030	700	106	39	166.7448276	3.892353823	0.72341656	0.668946923	0.71847701	6.437634189
TE0003975	23722	8177	11431	9426	27237	341922	20317	1081	136	72	125.9000846	2.946593793	0.790186539	0.726336775	0.878010408	7.350557956
TE0003976	18727	8431	12387	11563	28391	260164	20364	936	122	51	147.0877878	2.969652578	0.760001013	0.654295545	0.790578633	6.252853249
TE0003977	23421	8321	15982	10775	34403	275973	19394	791	85	55	128.4931061	2.894810838	0.742692649	0.617170017	0.889731943	6.947789801
TE0003978	18417	5839	9799	7396	23752	262907	19280	933	147	71	105.3445427	2.441724606	0.815414399	0.721218216	0.802867639	6.647200599
TE0003979	8446	4358	6779	5294	9188	186316	11014	801	102	55	76.20393591	2.084529243	0.834452942	0.790526011	0.866458501	7.113801037
TE0003980	39961	12228	17605	13243	43091	370068	29704	1575	179	72	189.0368193	4.033391823	0.703124506	0.610679078	0.820221016	6.516734503
TE0003981	15567	7481	11488	8556	21193	144109	12368	306	18	15	73.43086942	2.607066874	0.683486307	0.529504278	0.875580648	6.399135186
TE0003982	30492	11025	17749	12898	41487	280623	23778	1299	101	55	155.5211836	3.267943297	0.712021974	0.55389358	0.819250766	6.358414956
TE0003983	25514	9052	12939	10311	35750	374329	25937	1528	203	87	116.1835784	2.372470017	0.816154423	0.712391617	0.841558112	6.444843903
TE0003984	17762	5631	7700	5480	14942	212822	17192	767	141	90	91.75761138	2.803972991	0.785728929	0.72560446	0.799618844	6.603554971
TE0003985	19601	8778	16309	10808	25613	190905	15277	439	60	31	56.93895294	2.037310861	0.714384609	0.543613888	0.922159614	6.622492274
TE0003986	13908	4418	6849	5643	15535	236089	16759	921	99	67	99.26001477	2.559341078	0.81961256	0.773708708	0.834693429	7.186639362
TE0003987	18598	6415	10851	7358	23476	253017	18252	966	123	45	115.1365803	2.606254116	0.791524082	0.697884445	0.805534749	6.599902768
TE0003988	19497	6996	9720	7670	18766	274190	20838	1020	157	93	128.9228135	3.4140625	0.77804428	0.730056075	0.784412847	6.97502357
TE0003989	24055	7904	10977	7818	22539	230455	18055	848	77	45	148.4013674	3.852349245	0.709603685	0.638139931	0.863220336	6.700391178
TE0003990	15423	4864	6830	5257	14329	222639	15869	941	92	57	129.3080061	3.008649433	0.803173192	0.753699593	0.714013168	6.66303957
TE0003991	12192	5674	9048	6382	16340	227275	12803	833	97	48	85.12117127	1.954502186	0.826580308	0.752258763	0.755744783	6.547200982
TE0003992	16103	4941	7626	5367	15129	242100	13462	896	81	69	78.58002969	1.963469824	0.828832238	0.769662221	0.83493955	6.817341714
TE0003993	16304	6331	9257	7105	18277	198810	14305	636	52	37	112.6314535	3.15819919	0.73786444	0.675877718	0.821962869	6.854568101
TE0003994	19292	7978	15170	10918	29445	203850	16287	587	54	28	79.92660849	2.095479204	0.745541366	0.559263323	0.901537191	6.268343874
TE0003995	30646	7961	11875	9924	42182	432900	34522	1767	170	117	157.8160407	3.161838278	0.822200497	0.720694415	0.771333133	6.823617092
TE0003996	18111	6574	10577	7998	26567	339746	22201	1349	159	73	92.83053016	2.183527031	0.839106047	0.760683463	0.864309275	7.126625948
TE0003997	33503	10721	15466	11113	37084	417379	27236	1218	224	91	150.3995659	3.661047452	0.761507426	0.693464975	0.88894839	7.362892499
TE0003998	26053	10355	12752	10554	24024	284402	20729	891	116	42	158.4117803	4.074639222	0.714839129	0.664557127	0.796724768	6.831061126
TE0003999	19450	5952	8991	6600	17751	239232	18089	590	102	53	117.5400748	3.475016188	0.759521045	0.716056411	0.767178526	6.739517096
TE0004000	24157	8127	15448	10706	29773	257710	18694	656	68	54	113.1111759	3.2174839	0.71161521	0.614926912	0.861960603	6.895704906
TE0004001	28624	9895	15470	12040	38965	304961	24859	1047	120	60	128.6981972	2.921609748	0.749646921	0.61392041	0.728815573	6.08843819
TE0004002	38371	12294	17474	14088	44226	383730	29766	1067	94	63	163.6385342	4.053377891	0.712975861	0.620771014	0.881751374	7.064379751
TE0004003	16857	5662	8408	6237	21025	240037	16872	977	115	65	108.3778359	2.720908958	0.791230336	0.721117694	0.884191567	7.267293815
TE0004004	26962	9505	13416	9446	23743	255252	16158	822	116	55	160.5449363	4.181747689	0.686065504	0.631089508	0.671022125	6.274561061
TE0004005	19934	8336	11754	10026	21212	254852	20780	911	104	49	154.6840312	3.39159182	0.756821663	0.683157251	0.81419893	6.818421398
TE0004006	23381	9302	13712	10626	25133	242319	18506	935	66	47	150.6044515	3.794523936	0.697080442	0.618361231	0.806917099	6.573395996
TE0004007	20996	6231	11387	8330	29092	293564	20793	1284	186	73	119.3296617	2.393365535	0.808626797	0.703039088	0.772110229	6.314099978
TE0004008	20057	5879	10866	9442	36919	218084	18133	859	56	36	139.2337449	2.604548725	0.775538683	0.584992264	0.84180376	6.406982519
TE0004009	16889	5735	12635	8460	31416	219939	18836	721	66	36	116.9405668	2.353320166	0.792096363	0.629523309	0.843438312	6.689731544
TE0004010	31290	12214	18217	13973	37935	302960	21872	1123	108	43	132.0305458	3.160854617	0.698757021	0.577920279	0.836771367	6.48473662
TE0004011	37275	11443	15423	11589	34583	407853	32456	1677	186	88	165.2720919	3.86960759	0.744857413	0.680627226	0.816322027	6.831023171
TE0004012	23898	8846	16714	13530	46814	343740	27108	1426	164	81	141.6517108	2.617653022	0.797484989	0.639448858	0.807380137	6.108369764
TE0004013	19815	5908	8817	6534	21045	309313	17283	1006	144	61	131.4885298	2.746453824	0.81871206	0.764525492	0.840029353	7.013901552
TE0004014	23001	9905	17572	12928	33348	213127	17232	863	84	30	115.4042134	3.184042639	0.655938152	0.500696241	0.897406075	6.785869919
TE0004015	45451	13447	19795	14981	54843	386779	31631	1257	105	51	139.3574677	3.635996001	0.693602281	0.563038268	0.85498586	6.372501332
TE0004016	28910	10516	16106	12537	34532	309672	24971	1182	122	41	149.7879932	3.380223102	0.724672506	0.617824237	0.786864711	6.292328273
TE0004017	17821	5627	7771	5982	21903	264529	19077	1307	134	73	167.6176954	2.931045816	0.810670957	0.740897532	0.77007222	6.41239988
TE0004018	25749	8382	11434	9034	24537	251508	19884	863	96	52	157.5817195	3.815865663	0.71504784	0.641229779	0.789600718	6.313647391
TE0004019	25059	9857	22894	17009	48062	316326	24576	877	84	38	125.5940238	2.531938092	0.759559936	0.562762954	0.818194554	6.227225494
TE0004020	26522	10339	20297	13897	37165	260098	19972	508	59	28	77.7996439	2.119551381	0.743149259	0.543520375	0.898916085	6.321840536
TE0004021	23102	6798	9298	7356	22595	311834	20787	1682	142	85	151.9884448	2.909451091	0.807781996	0.740106988	0.740946019	6.181216762
TE0004022	33016	9833	14806	11506	39666	348216	26707	1524	150	53	181.6287046	3.26344506	0.763253422	0.64104948	0.7103263	5.770676631
TE0004023	26406	7757	8826	6995	21305	299837	20160	1266	170	56	161.2119238	3.566926041	0.762638931	0.715925249	0.662449545	6.297828312
TE0004024	29099	9688	21443	15849	57244	285220	24135	1030	124	45	109.2569147	2.139503185	0.757118137	0.486644277	0.786973385	5.488014299
TE0004025	33033	11274	15514	11604	31825	281055	19798	821	92	40	183.7854958	4.240509491	0.672564976	0.578343603	0.751348587	6.219803331
TE0004026	26770	9981	14675	10881	29101	291307	21750	784	74	41	140.3188175	3.433463385	0.732056553	0.640994044	0.840148579	6.876340398
TE0004027	29964	9036	14402	10110	33949	311706	23252	855	129	46	136.2307412	3.531042276	0.733493023	0.639118199	0.817792008	6.692887056
TE0004028	30470	10004	20103	14518	51854	266114	23319	807	40	24	98.32268315	2.489222791	0.716267878	0.479707444	0.876227777	6.556737207
TE0004029	32230	9498	12453	10194	38482	422325	22796	1708	189	102	145.8798032	2.842619073	0.79192485	0.710364422	0.702560039	6.073202622
TE0004030	35603	11952	18487	14569	47981	345987	26698	1354	126	55	156.95555	3.627181975	0.704495759	0.581879184	0.913983882	6.79959058
TE0004031	25882	9145	11128	9091	22270	251227	18731	1012	152	66	160.5364539	3.530427681	0.727248553	0.650443504	0.648842323	5.904632167
TE0004032	30614	10326	18329	12735	44985	357970	25833	1401	113	81	148.3679253	3.234714004	0.748450911	0.626886379	0.879526823	6.899969956
TE0004033	21962	7112	10999	9097	28619	288425	21140	1255	153	67	148.7143812	2.907225526	0.791890524	0.691154915	0.808842517	6.41705408
TE0004034	18316	7552	12189	9123	25486	218449	16527	932	80	46	94.85659461	2.795533756	0.728911218	0.632633031	0.877597129	6.609451939
TE0004035	31497	8636	16636	12413	52170	313630	25490	953	92	35	111.4080539	2.529941849	0.765037122	0.570328104	0.896383228	6.578444109
TE0004036	24952	7282	10590	7843	27535	393711	26507	1766	217	133	110.2536134	2.607132111	0.82521305	0.767950636	0.860283348	7.230972347
TE0004037	19793	6196	10583	8640	31621	238548	18315	944	120	58	115.9792001	2.354449769	0.800511673	0.646509153	0.689109472	5.744590281
TE0004038	13524	5191	10907	7244	21419	186752	12857	732	93	41	99.0938565	2.090690338	0.789711243	0.657204497	0.872057392	6.744926401
TE0004039	16127	5115	8620	6282	23399	219035	15117	942	83	47	110.1846134	2.512372591	0.79408177	0.69380985	0.815224341	6.827497918
TE0004040	31637	11951	22072	16150	48838	338123	27127	1032	111	51	153.167063	3.503131524	0.710206964	0.562426304	0.877141391	6.535354354
TE0004041	31730	12011	20757	13168	43758	308219	24968	1177	108	58	160.949534	3.309801133	0.71859972	0.562171289	0.815797889	6.262477241
TE0004042	20258	6449	11671	9644	30056	261744	19167	1109	123	61	119.4170662	2.666323805	0.779955673	0.665478228	0.886034182	6.636716175
TE0004043	12896	4008	6410	4437	13151	179526	14444	900	114	64	117.1845452	2.69450444	0.813557427	0.739299755	0.676064937	6.165707071
TE0004044	34523	11099	17116	13052	46662	355944	27105	1670	119	74	148.3182199	3.124409245	0.741351464	0.607825885	0.818963606	6.194942548
TE0004045	16436	5027	8369	7404	30125	248213	17789	1148	76	74	96.13475446	2.354132693	0.811532876	0.695013452	0.906769599	6.931723557
TE0004046	12728	4367	6957	5256	17396	265667	16474	999	130	68	82.23867515	2.0642206	0.853066652	0.795674673	0.838280138	7.184805524
TE0004047	29646	8743	14345	10980	39131	254125	22014	777	74	30	157.2301048	4.100631089	0.680138637	0.549099454	0.906202904	6.909158417
TE0004048	24587	6955	13230	9871	39518	309665	25034	1116	125	48	131.9993034	2.853315321	0.790917502	0.654786922	0.87242865	7.0093998
TE0004049	31382	10469	16002	12061	31669	287374	22587	1249	106	48	143.5232311	3.455013148	0.706673836	0.595205024	0.805288783	6.175711175
TE0004050	28655	9864	16513	13110	42381	257636	22266	872	102	32	147.2126387	3.270572767	0.707502518	0.533971283	0.717897111	5.901657568
TE0004051	35585	11517	15710	12066	32727	356113	27795	1137	127	64	184.9500554	4.246584195	0.713212271	0.647804851	0.830372638	6.783608636
TE0004052	19345	5951	9883	7470	24627	221102	17536	796	116	48	147.7920078	3.138236657	0.772579005	0.659557361	0.845994146	6.699305139
TE0004053	25736	8927	14207	10573	36643	303554	21540	1299	138	61	130.7813729	2.958334229	0.753584787	0.642691087	0.868198362	6.616599644
TE0004054	12529	4383	6851	5555	16994	145826	12292	521	74	47	95.09599252	2.652579322	0.761879156	0.654878404	0.892877613	7.070403245
TE0004055	23588	7959	11514	10476	32322	255292	21486	1093	69	52	146.2180595	3.504779077	0.73199838	0.625126866	0.890688915	6.856668608
TE0004056	26610	9884	23362	15652	48930	347096	25642	1044	115	80	88.63482562	2.229137603	0.763201855	0.596905363	0.911477589	6.825171359
TE0004057	29834	9488	13321	10615	33564	313022	22453	1073	180	70	140.2232189	3.153044678	0.743381647	0.651715336	0.780180845	6.254199784
TE0004058	30501	10715	16084	12109	40831	304679	24843	1321	144	60	144.9364241	3.411472362	0.715173748	0.592320737	0.842204865	6.626167096
TE0004059	29039	9080	13018	9542	32597	312045	23234	1470	152	59	140.7002555	3.491979535	0.73872939	0.66064408	0.885193572	6.95360199
TE0004060	21770	10690	26314	17680	49655	253179	21607	688	61	27	90.80929836	2.111634344	0.716765005	0.463553226	0.938399007	6.31410024
TE0004061	38434	12312	20843	15999	59947	354160	29528	1458	134	37	156.5684797	2.97092377	0.734427857	0.539022814	0.727292533	5.738623388
TE0004062	22499	7007	11012	8815	28793	257129	17182	917	127	45	132.1668202	2.745640358	0.770084075	0.65893662	0.76218471	6.048490855
TE0004063	33755	11529	26065	17502	43059	303901	24972	692	75	30	128.3071739	3.23255789	0.674251249	0.519006406	0.905311627	6.639998306
TE0004064	13368	4090	6469	4761	16196	248910	16188	846	166	56	109.3719963	2.100024682	0.859007302	0.79139178	0.717270218	6.667711124
TE0004065	39316	12072	19749	16026	59379	357956	31301	1584	152	75	165.9243275	3.320591795	0.721317405	0.544829857	0.85594974	6.413958544
TE0004066	16916	6971	10605	9138	20721	253642	16529	887	79	51	86.6258627	2.287981401	0.791554165	0.713549705	0.900737603	7.184450657
TE0004067	34784	11030	19342	15475	51914	320644	26801	1232	131	59	151.4261615	3.215248892	0.711235775	0.536609397	0.808849712	5.876936168
TE0004068	19181	7563	17087	13126	44168	300376	23259	1398	111	71	133.6753085	2.38847221	0.803417174	0.62408895	0.898619217	6.559299442
TE0004069	20586	7194	11455	8879	23933	253758	18939	945	88	50	139.9599911	2.959329691	0.776538086	0.677324137	0.775019323	6.263267825
TE0004070	54351	15613	21458	17598	53622	497491	35380	1491	166	72	182.7710456	3.82185908	0.711610752	0.615747267	0.619597364	5.946659643
TE0004071	23303	7982	16039	11972	42047	295738	22772	837	68	49	101.5722222	2.397236919	0.781369696	0.617865219	0.916340976	7.079377994
TE0004072	16777	8471	14086	11480	27718	265932	19520	965	104	57	137.2864505	2.609858977	0.789532601	0.669270615	0.822183643	6.45404685
TE0004073	28931	10376	19115	14999	49607	277279	22256	988	103	46	101.1254732	2.576990452	0.709082888	0.515574824	0.904400552	6.712176732
TE0004074	19376	7210	13010	9284	25656	266637	18887	1037	142	37	135.7635802	2.680410766	0.789787385	0.682173131	0.777402411	6.350868551
TE0004075	18751	5326	8289	6764	30200	413318	26553	2006	258	125	126.7113964	2.352690377	0.869818305	0.799526704	0.828472781	7.416963125
TE0004076	25114	11031	20079	13046	29466	288099	24238	856	137	59	80.20125108	2.737743558	0.718823369	0.617907265	0.792603118	6.103962869
TE0004077	32708	13532	24977	17941	50123	308506	27488	701	69	34	119.393682	3.00717842	0.690390035	0.505876196	0.874464041	6.502548573
TE0004078	30350	10283	16147	12962	43736	391434	26431	1699	172	87	130.6839387	2.724340574	0.78097022	0.667246461	0.876050863	6.682805095
TE0004079	26299	10107	16367	12476	31490	270808	21080	1032	103	35	132.1657786	3.227414105	0.710130481	0.59837489	0.781193639	6.322413298
TE0004080	12629	3886	6001	5105	16862	264886	18482	1384	182	105	98.43032245	2.071178092	0.86566952	0.806780571	0.798631394	6.737553715
TE0004081	27089	8749	14849	11967	42597	292774	22094	1343	132	43	155.847095	2.975100235	0.750615079	0.597555493	0.837529229	6.504071897
TE0004082	27817	8799	13574	10862	38434	306181	23573	1107	116	70	152.7994956	3.333837738	0.746353297	0.630231177	0.855813272	6.727139241
TE0004083	24485	7920	14325	10850	41104	326593	23904	1385	151	74	137.4499516	2.553945812	0.797871419	0.656459678	0.827772764	6.198090285
TE0004084	21229	6937	10865	9536	26012	263131	20784	947	114	63	131.6488727	3.016460905	0.778143396	0.675429861	0.810185734	6.506530835
TE0004085	22708	9693	17921	12404	33360	269248	20585	903	85	50	77.77325469	2.35575307	0.743229435	0.601859319	0.921230726	6.939494171
TE0004086	19166	5657	10386	7103	33614	317358	23062	1504	150	70	96.40336686	2.140490812	0.836313577	0.729532329	0.869591167	7.074937769
TE0004087	24603	8397	13686	11170	33822	251563	19864	934	83	40	138.944855	3.04527043	0.734374383	0.592483586	0.800742354	6.350243256
TE0004088	33086	11706	22260	16556	62569	331468	27895	1209	79	42	137.5986426	2.80817029	0.737340706	0.514822733	0.872676388	6.377191459
TE0004089	21676	6959	11419	8657	32870	373997	24954	1700	198	101	102.9499775	2.282295715	0.837261827	0.746913162	0.862264309	7.150916622
TE0004090	22914	6979	10909	7502	26945	247882	18718	900	77	47	156.3564516	2.981896704	0.780225265	0.654873949	0.738565454	5.704454829
TE0004091	21785	7936	17401	11652	44197	297945	22301	1010	115	37	93.07241923	2.290266478	0.776263942	0.611433651	0.926123863	7.197378097
TE0004092	19530	7538	13956	10363	29215	240705	20734	862	87	52	124.0598806	2.963534952	0.748059814	0.633247515	0.811347112	6.613729104
TE0004093	12374	5385	10792	8923	29656	215975	13902	844	81	48	60.01347971	1.609159683	0.801402867	0.652019684	0.956441529	7.018536311
TE0004094	22458	7627	9627	7375	20467	293582	18666	965	104	72	166.9337736	3.829924868	0.768861807	0.727848404	0.800057182	6.788439829
TE0004095	24491	7849	12340	9012	27500	308910	22373	982	110	49	106.4745369	2.672743034	0.785836268	0.699184959	0.825680365	6.485168918
TE0004096	30814	9492	14843	11297	35359	336258	25212	1226	120	64	131.9345503	2.981046016	0.76188673	0.655752053	0.815477313	6.309997666
TE0004097	20137	8458	17956	15943	48165	302552	24011	1100	100	44	119.3803987	2.461233119	0.781195743	0.591122238	0.90875423	6.711876487
TE0004098	17277	6510	11670	8629	27684	334854	18584	1091	157	94	46.38174537	1.51258035	0.833391336	0.755983852	0.921077838	7.050436861
TE0004099	24273	10142	15980	11899	30855	250973	20061	618	70	33	127.8889291	3.125710888	0.714857711	0.586417669	0.870704934	6.695854654
TE0004100	28430	10834	21693	16620	48007	302358	25316	1039	108	39	129.2964477	2.732759139	0.737654168	0.545998833	0.832045384	6.189334104
TE0004101	26524	8945	13212	11225	36787	404556	25481	1248	208	75	108.9677747	2.672053649	0.803286811	0.719719693	0.863118326	6.980734422
TE0004102	23318	7529	12155	10056	38385	349282	23200	1725	181	75	141.9587817	2.689705529	0.806436422	0.69811369	0.858286572	6.736102581
TE0004103	22595	7721	15640	12301	36908	226983	19059	905	69	34	139.9477564	2.746398944	0.742998673	0.541847813	0.844986224	6.118555528
