SID	zhi_cnnPC1	zhi_cnnPC2	zhi_cnnPC3	zhi_cnnPC4	zhi_cnnPC5	zhi_cnnPC6	zhi_cnnPC7	zhi_cnnPC8	zhi_cnnPC9	zhi_cnnPC10
TE0001340	-58.43792	-41.52217	11.873334	4.7468643	11.389651	0.7060865	14.023011	-1.082665	5.782728	-15.240609
TE0001341	22.2893	-5.7804923	-12.94082	2.1026406	25.470573	27.57421	-19.029264	5.629518	8.958269	-1.0600609
TE0001342	-17.216616	-14.848134	21.894312	9.296967	-24.833712	-11.646084	-17.34021	11.802312	-7.483363	-21.993605
TE0001343	31.907883	55.682426	-3.6704943	0.7860646	-18.105957	2.642698	-3.3920455	-3.5250788	14.71069	-26.273827
TE0001344	54.46672	54.128933	-22.54886	31.20747	15.276611	-25.573046	18.34962	-9.676621	-18.861593	22.10994
TE0001345	37.647133	-0.42994928	-32.77536	12.572833	-1.8433757	10.758045	11.1579	-3.585598	-0.49397138	10.399536
TE0001346	14.4479265	-26.350664	-13.17394	16.634996	-7.572589	-25.707987	0.55136114	-7.3167286	11.998279	-5.807753
TE0001347	38.235096	25.773888	56.699234	17.973785	0.57041675	35.459057	16.824184	-13.59703	-14.548605	17.273062
TE0001348	-1.2527658	-24.181808	-33.783688	22.73029	-13.433729	-14.892908	-10.587521	19.333982	-4.5248423	-16.654205
TE0001349	50.29906	-24.551699	18.065426	47.16055	2.754047	-8.714409	5.9082575	2.3620293	-3.1929102	13.181525
TE0001350	20.112528	-24.776148	27.824749	-6.731178	-23.019024	0.053261783	-16.502758	7.612385	-29.04011	-3.2890687
TE0001351	-73.38975	-27.223745	4.118769	17.867535	-14.309613	20.831371	-7.246313	-6.2127004	-1.3012244	-7.66884
TE0001352	-49.097866	4.0377097	13.467908	-8.343459	25.357496	-5.5912023	-13.272966	-7.395152	9.555163	8.918866
TE0001353	-21.574781	-1.4865243	8.083986	20.95737	0.9549923	21.775246	-18.39822	-7.7418356	0.9450202	10.537298
TE0001354	0.033831034	-5.297955	3.4693594	18.402521	8.313639	10.833653	-19.801603	-33.299694	5.5344696	12.936576
TE0001355	44.349346	-42.16563	-12.924016	21.518402	4.139275	-25.561789	3.757608	-8.270037	-9.264976	19.939207
TE0001356	57.06029	-20.157896	13.512032	13.603253	19.113943	12.120482	3.8430486	-14.538901	-12.555721	-4.0907316
TE0001357	53.837006	-13.995098	7.24021	-20.667637	-11.878502	2.9763148	28.953209	-2.6862843	-18.774233	17.65039
TE0001358	-74.4512	-50.280685	38.720043	-13.300641	-16.060177	38.03073	0.59974724	-28.188297	3.991373	1.7906224
TE0001359	24.261086	-13.441786	-0.7873053	-27.048067	-14.107942	-18.293753	0.04171069	33.182205	-10.416778	-9.446501
TE0001360	20.52553	-36.478214	-5.295899	7.861231	46.676876	6.0093436	-8.361557	-4.4569726	-5.024582	2.111757
TE0001361	-21.234558	27.4022	3.7090466	3.827225	-13.700151	22.439913	-8.980628	-18.209343	-1.2140769	19.657606
TE0001362	-27.43644	-17.743002	44.59982	-29.015297	-17.824265	9.655865	12.069848	-19.233547	-19.926098	-4.690358
TE0001363	57.18772	-12.943793	-29.790808	8.202656	23.810104	-11.869598	-8.039064	-11.461694	1.2023138	10.695625
TE0001364	12.44313	-5.481464	10.516922	6.255522	-39.733624	5.024615	-21.122484	21.270662	-1.7572439	0.30069882
TE0001365	33.188114	13.48603	1.112911	3.0459354	-25.054365	24.750645	-14.9949255	36.577667	-20.490232	-3.200899
TE0001366	3.1456196	-20.266806	-60.087868	14.301133	-3.0809755	-20.311083	-2.4995067	4.093813	-14.01662	11.784184
TE0001367	10.376562	-65.02655	-26.580227	-9.444572	11.396262	-1.7495362	-6.967595	-6.470382	3.6331642	12.297938
TE0001368	37.177788	-16.678743	33.413345	46.12133	-1.967084	12.856214	-2.143775	-14.494446	0.35543755	-1.4086697
TE0001369	-0.050007254	-52.09397	-21.403542	11.734232	-2.2502303	-27.1353	-12.895758	-9.559264	-14.148634	3.7779038
TE0001370	43.70902	21.323118	-21.19494	-35.13302	-19.081469	-4.827732	15.100143	1.4921172	29.042189	-21.581516
TE0001371	13.466235	-7.3190227	25.46477	2.7790549	-25.793888	-8.826563	-29.901886	10.712124	-12.319394	6.9172087
TE0001372	0.8524898	-44.452953	2.3636453	-16.813408	11.184432	-2.0209074	9.402079	-11.160031	5.7983127	-7.9904175
TE0001373	13.185508	-32.03002	-9.095116	-23.074347	12.309556	43.579643	5.3179665	-2.2038867	12.285994	-6.187192
TE0001374	24.479185	-14.835851	-1.2091259	21.693817	-1.2345059	26.191269	-12.443838	10.758494	-14.013897	13.283169
TE0001375	60.02643	-28.280586	1.4447532	-18.909052	9.167387	2.6219454	-11.612452	0.1678596	4.8860955	-6.6260486
TE0001376	39.73748	-45.964733	37.569923	-16.335926	-24.640532	-21.19823	2.4902294	-10.985743	-8.731439	31.885937
TE0001377	39.058254	5.5178013	-12.131024	34.42005	10.694349	6.900893	4.2897267	-11.808307	17.49125	6.109037
TE0001378	1.6021683	-35.99557	-12.621659	-10.274008	8.694926	15.65425	21.26038	-13.341781	-12.932148	-7.0287046
TE0001379	18.650932	9.7567215	34.87577	-9.093547	19.194706	30.839624	-11.252433	-15.273388	-5.6849437	-5.828513
TE0001380	-5.8850965	-66.02621	-36.947033	-28.555527	-15.458171	10.193079	-7.14699	-10.6438055	-0.23842263	11.246998
TE0001381	63.457233	-38.675724	18.299757	8.358882	20.553831	9.752552	1.0789963	-1.4195246	18.228624	6.109453
TE0001382	47.603527	-30.89842	-41.159172	-36.4636	-4.6490965	-22.91794	18.480957	1.469906	11.384254	23.072565
TE0001383	32.45558	-10.675577	-8.027297	41.42115	-14.520927	-16.513441	17.333742	13.31258	20.152836	11.357361
TE0001384	17.404375	-21.213976	-32.13143	-50.480724	20.334143	3.2148168	-2.9485064	18.794012	4.668266	16.801989
TE0001385	-65.18965	8.133573	-29.464401	-0.7596478	27.569302	-6.0271983	-6.180637	13.469524	12.663423	8.424273
TE0001386	54.086212	-53.013893	43.4003	-27.318203	-13.2400255	-31.134836	7.0350738	34.5482	35.29086	34.4668
TE0001387	-39.141193	-14.340507	9.384661	-0.02529759	20.929148	-19.544432	-9.695079	-5.7604547	-0.9428954	9.342383
TE0001388	54.982845	-21.441769	2.4361959	-7.860387	44.545567	19.3318	20.817213	11.244026	-5.4197044	9.15574
TE0001389	30.235842	-3.088205	7.7211857	-8.592623	15.979206	15.30535	-13.584928	-24.028084	-13.496561	-7.1924725
TE0001390	-28.409609	33.723274	20.44626	-12.492597	17.46691	-3.644812	-15.868859	10.670693	-18.319998	10.9163065
TE0001391	-3.7705097	-45.693787	-12.963796	-5.8158774	46.875805	4.1093655	25.512135	19.821226	1.5546168	-30.266901
TE0001392	-11.603386	15.58896	-7.3082886	20.144527	1.192439	13.732058	-12.730512	-5.535907	-21.481014	13.25375
TE0001393	-15.017138	18.649225	0.55739135	26.317902	-1.3058361	10.971253	-6.4472065	-1.4188879	-23.535158	28.889366
TE0001394	-45.434235	-27.821665	-4.94175	15.146253	12.594956	-2.6512053	-16.04234	-19.49691	-13.076985	11.173373
TE0001395	28.369354	4.1662226	9.971972	11.021078	15.1550455	4.9023323	-13.008897	16.626286	-22.874655	-10.111346
TE0001396	46.023045	-7.0716634	12.537737	10.0729885	-4.277212	-10.554839	-8.115254	7.2511597	0.40349862	22.32842
TE0001397	27.592785	-48.867382	7.912067	-53.80969	-21.097368	7.575455	-23.599466	14.432225	-0.84458786	2.2559214
TE0001398	69.692535	-24.838627	19.830238	15.977135	16.795837	3.6719635	4.748692	11.082452	4.1860795	5.282045
TE0001399	-43.20513	-16.663431	11.580129	29.79815	-0.3664756	-1.6457489	-21.195242	3.1569865	48.657883	-2.1768608
TE0001400	2.243476	19.731339	6.9471793	28.211342	12.770056	23.374294	2.6253335	-6.954767	5.5601645	5.962961
TE0001401	-13.864729	-54.89752	-2.1279094	7.5119333	10.612183	2.3070688	9.224715	-0.99908644	5.1466193	0.15465808
TE0001402	19.023949	12.647835	-8.423125	47.783	-2.0903897	2.75274	-13.498299	-18.956448	-3.2665153	12.088468
TE0001403	-11.292834	14.208538	4.871752	-12.642137	11.689123	10.3762045	-1.3680565	-24.696688	11.463714	12.922056
TE0001404	25.379427	-25.557077	-28.67922	4.1176186	14.0202055	-4.6758547	-7.695242	-0.3829241	-7.1588807	-6.16885
TE0001405	-32.628235	-3.387146	13.750316	-13.873675	21.03995	2.1509657	-21.90864	-23.680004	18.86242	-3.990232
TE0001406	-4.7955766	-10.838182	-31.868807	28.782269	-10.08825	20.041067	-22.562927	-1.3271103	2.9756231	-7.5217447
TE0001407	49.39043	11.458751	19.416475	14.044698	-13.624398	9.343156	-37.1438	-9.028077	-13.772327	-6.9422116
TE0001408	-10.660079	36.272976	6.544234	29.637716	37.010544	-12.621824	13.263598	-3.4168606	-7.4560647	0.713676
TE0001409	-10.724055	23.883902	-22.177963	-42.376778	-45.366005	24.213896	20.385162	-19.518284	-30.24075	19.248589
TE0001410	29.643837	7.9008036	-24.903376	40.391075	-14.580007	3.8149064	-2.098352	-26.17384	11.970719	6.1403465
TE0001411	23.999239	-5.362971	16.060516	37.96867	-17.71578	4.210487	-4.9940705	10.945387	-26.820145	5.9488654
TE0001412	34.01197	-20.637651	3.6872873	35.288715	-14.564522	17.895296	-6.1740394	2.988268	-10.162119	-4.841964
TE0001413	66.54338	8.464385	-13.458887	5.2323837	10.853376	9.837253	-4.548721	16.384819	14.925734	-10.241596
TE0001414	-17.937984	3.0260112	-16.36388	-2.866361	-19.637983	19.52633	-15.852776	19.627499	9.280657	8.959247
TE0001415	9.949824	-19.571814	-5.0487576	-9.094	11.074013	-34.234974	-16.367926	-17.170462	28.329412	-20.179987
TE0001416	28.736975	-24.788	-23.246778	-19.711359	-16.79744	-16.336382	-8.322632	-5.2053843	25.82341	10.914711
TE0001417	43.80625	-17.879948	-4.768648	-8.694018	28.248392	7.221816	1.2155952	2.3124928	8.082931	-16.167364
TE0001418	-11.328657	27.976965	28.738213	1.8799026	-8.624239	21.023178	-12.989829	-8.587786	-18.036608	16.173473
TE0001419	41.591003	-23.17028	-7.869881	-15.550635	20.205725	-0.3178706	6.4843907	23.76597	9.006052	-8.062075
TE0001420	-42.81166	30.659977	-32.650383	6.5987015	0.32136923	-15.210037	1.1449757	4.725066	16.77357	9.071608
TE0001421	38.736767	55.700214	-59.563362	-32.58148	23.584032	18.280647	-6.7178454	-15.00766	-0.26666114	-18.699108
TE0001422	56.446114	26.489786	-17.558645	-2.7202926	-17.125982	-6.9036307	11.1945095	2.4062648	18.498552	-1.8782471
TE0001423	-11.218893	47.70722	-46.73093	-16.29393	-12.399325	16.959593	8.20654	7.4266	25.141342	5.5390916
TE0001424	20.186262	-4.144983	-20.085484	-21.273453	20.1675	8.300983	-6.419833	2.850704	5.685835	-19.055326
TE0001425	13.5217	2.6203663	-18.962536	-26.419495	3.5025554	0.4226726	-21.53678	16.867031	-12.838261	0.5357952
TE0001426	8.915863	-18.038588	-7.7820005	14.670716	2.104858	22.561615	-5.3414717	27.048206	-21.76746	8.62267
TE0001427	47.039265	23.777187	14.079084	23.54809	23.50083	16.912611	-17.949755	1.2580134	-24.309422	1.9122418
TE0001428	18.756344	-54.179703	-4.9839606	-55.823807	-9.889469	1.4806476	-33.061882	14.250874	13.130458	0.83720315
TE0001429	66.16016	-32.795433	-8.101514	-14.262827	-0.6305229	-17.939163	-0.37169397	-13.8985405	19.404554	9.416942
TE0001430	-25.533298	14.563764	-19.31172	26.773186	-9.775076	11.677594	-15.120716	7.6941586	-23.015654	-1.3201263
TE0001431	60.86191	-10.765781	0.7194744	-17.711252	23.807497	27.291132	-3.8571522	-39.426083	-1.420528	-7.6354055
TE0001432	-57.629642	16.85966	-32.177017	22.614475	-9.978664	-7.1469107	-14.319222	-4.6951017	18.095636	-9.116071
TE0001433	-27.804134	-6.43176	28.435057	-33.956806	-45.78245	19.912807	2.505775	-17.770353	-13.785727	-17.237534
TE0001434	-32.93695	-9.839985	-5.380576	10.95984	5.224209	32.94592	22.140657	-12.12556	0.57586366	0.53467244
TE0001435	38.142445	6.7140307	23.956173	-4.4580317	10.9307165	8.7477	-9.237227	-11.847105	-12.375675	4.2648153
TE0001436	45.040905	11.006331	42.82353	36.94776	-2.4860764	37.50666	-26.481606	8.853447	-9.240621	2.7282217
TE0001437	-51.725872	-46.771248	-25.906944	8.359812	-4.374142	5.567472	6.0052457	-6.7481074	4.158411	-0.6687995
TE0001438	-27.98852	-32.67868	2.11545	18.93676	-14.96906	-9.9008045	-19.344444	-13.093159	-0.53365135	-9.052845
TE0001439	-15.514581	32.191406	-11.64655	19.762281	3.093507	26.80488	8.647324	-6.4703827	33.689983	0.103375144
TE0001440	-53.526257	-33.61578	11.239352	-23.62249	-15.138866	4.8204703	-20.987175	-23.554823	-11.841469	-11.568397
TE0001441	-8.569128	-38.167145	25.816341	-7.6679792	-18.135523	-24.856232	18.222841	-8.106185	-6.997429	-0.70392233
TE0001442	-30.651749	-45.37345	4.0502806	16.62026	4.9299674	4.2811184	-4.1794496	-1.0780447	10.45592	-24.264484
TE0001443	6.2005672	-21.895285	-17.163557	-34.302437	-16.918562	-17.263275	2.0319538	-24.346695	-0.9361102	-7.010672
TE0001444	-16.96683	46.82206	-22.564657	-11.37388	41.211494	-7.7959914	-17.13906	-27.112246	6.1759953	2.9024897
TE0001445	-12.8675	62.995796	-5.0289927	-0.22802557	3.1415963	10.144903	-18.008074	-10.056552	-17.74907	8.59262
TE0001446	44.683315	21.128077	28.43032	-31.539026	-11.5564165	6.9148054	15.447265	-26.156178	10.869587	7.2784514
TE0001447	-15.028493	47.18791	11.313119	-38.71033	-36.3045	18.710594	-0.8018849	-19.52002	3.8122537	1.2943909
TE0001448	14.012772	-62.81099	-23.154486	-21.375296	12.317301	0.89645284	-29.021545	1.4599411	4.3508015	-7.1911373
TE0001449	-53.382732	-43.36301	-20.379314	-20.073675	-13.423928	14.579728	5.1591964	-22.59668	-18.71883	16.300385
TE0001450	17.639908	-23.56711	-23.962286	10.941234	2.0400126	-18.143295	-4.9817233	0.01744899	-5.8193	-3.2737703
TE0001451	23.463736	-7.1047554	-43.340244	-41.72487	10.344085	0.3732241	19.122318	-18.091692	-5.604841	-25.89569
TE0001452	-13.377837	-50.312077	-29.582705	10.167682	-4.9648256	22.399288	0.21935077	1.1850945	19.511213	8.650016
TE0001453	-29.324062	7.2974987	0.97388726	24.345732	10.593145	2.7758086	-1.891099	-0.19422008	20.353844	-7.9170933
TE0001454	4.0841274	87.02659	-20.184422	-6.456533	22.51783	21.573881	18.267666	-8.990297	-14.468969	-2.629495
TE0001455	32.657005	-18.680468	-8.887295	16.451908	8.090644	13.125222	-14.584512	10.434475	-19.770082	7.8807025
TE0001456	31.979948	-2.8063726	33.831017	10.582433	-25.531267	-30.021854	4.170333	21.406473	-6.283685	-10.440058
TE0001457	61.716877	39.51823	-25.572191	11.066437	-26.592669	9.05292	10.2653265	-26.838627	-10.763187	-4.2273226
TE0001458	13.138289	3.105141	-13.98602	14.506307	-21.662567	6.7081385	-10.428406	15.889785	2.4188507	10.930037
TE0001459	48.08532	25.093733	66.97075	33.392124	-4.7381215	5.134687	-5.018992	-11.783406	-5.645804	11.525815
TE0001460	4.6955056	30.109446	-0.81643784	15.120466	-0.26693174	20.908491	13.140517	-21.147062	15.335539	12.456775
TE0001461	-6.813781	-36.895374	-5.5046926	-16.273073	6.243793	-40.158195	-6.2920785	17.66629	-1.5640746	-11.293913
TE0001462	51.074715	24.295357	11.569221	30.230558	30.897905	-3.9607887	5.7829595	-12.896143	-4.653358	-8.2963505
TE0001463	-24.273457	-8.395724	-43.684765	30.15985	-19.994963	2.170353	2.0327253	8.372546	-4.5179667	-20.7514
TE0001464	34.05966	-37.892418	8.493598	0.4518147	28.654793	-2.0137432	-23.651226	-5.307026	15.575538	-18.437048
TE0001465	-21.779325	57.43242	31.365576	-8.93861	5.7325425	-17.471409	-12.132977	-2.3028674	-4.9253483	4.785336
TE0001466	-13.036301	3.8956392	-31.349817	-7.0348454	-1.2694376	16.503271	-11.8417	-4.2562513	-5.07744	-12.75543
TE0001467	-26.508966	-5.1083517	-11.596889	29.445766	10.654954	-9.115671	-14.393848	-4.0774055	3.1065767	3.1393883
TE0001468	-35.849865	18.457172	-16.561317	-0.6071982	31.197746	3.2814226	14.287134	12.664085	8.063694	0.7739515
TE0001469	65.938545	-3.9059842	6.074221	-9.775273	44.138836	-0.34042194	-2.326943	-23.942904	-17.8248	-6.116767
TE0001470	55.83083	13.948496	28.590124	3.3936098	6.5969353	-26.856974	26.67791	14.609023	37.64673	8.449504
TE0001471	-3.5464687	4.480051	-66.50421	11.672604	-40.405804	8.5547695	6.2569966	-0.22560075	-14.350697	-11.107109
TE0001472	-18.097616	26.331282	28.836523	13.784532	-24.056952	3.5026546	-0.9942409	21.97632	-9.257655	-2.7422726
TE0001473	37.352158	-46.18897	15.37944	-18.74894	18.257977	17.287193	-8.86421	-10.982155	17.144045	-4.455199
TE0001474	4.2152433	4.294112	-5.4435167	-25.079151	-3.36269	-13.98376	-20.522688	-1.5577145	1.1970861	-7.9972935
TE0001475	18.344213	-7.2019033	-24.431974	-4.095727	7.783771	17.851215	-13.039368	11.820418	-10.386688	4.3052897
TE0001476	17.328556	-10.718867	-24.795725	12.963525	7.620933	9.100088	-9.166019	-7.2307715	-1.9815495	-9.436006
TE0001477	72.87696	-41.76042	10.5511675	-3.367875	17.070498	-26.580944	17.095993	-9.744307	1.8247131	31.005053
TE0001478	-39.127853	-16.832476	-14.47372	-23.225965	-26.445162	8.63756	8.627825	-15.411948	-13.155405	-1.994946
TE0001479	-32.21321	12.012062	8.206022	10.66821	6.2554116	-19.02351	-18.539202	-6.2551303	18.68488	8.878356
TE0001480	21.279106	-39.95788	5.267302	-20.019796	7.923961	8.594642	7.8054576	11.974509	-10.917311	23.295527
TE0001481	13.35943	9.701676	-68.51223	-6.4753275	6.404816	26.945864	-27.46862	34.497227	9.649941	-11.458979
TE0001482	34.40197	-36.399082	8.467235	-5.1788793	11.000496	3.2369664	-14.991329	6.974078	14.845316	-6.47175
TE0001483	-29.397789	22.329517	2.4948921	-14.692628	-23.98541	-0.26709068	38.573997	26.60199	-4.924184	8.087826
TE0001484	74.6589	-10.4943075	30.732761	-19.710722	-35.22048	-18.305784	14.774238	6.8414083	-6.88817	11.386371
TE0001485	-51.68278	10.045028	28.704048	14.705606	14.358757	7.418898	1.39677	14.680264	21.485365	-5.773931
TE0001486	7.3128924	-19.369806	43.349415	-22.582438	-42.455765	1.8978131	-18.360586	28.11776	-23.17081	-1.1744238
TE0001487	22.137726	-24.179428	-19.654198	-23.26758	11.441996	2.442745	23.39473	6.044608	-7.89274	-2.6306555
TE0001488	-23.159197	7.128331	-22.566025	12.719698	24.095154	-2.0556061	0.65861934	-0.31821045	-3.850606	-21.758831
TE0001489	12.198307	-43.1986	-2.7571568	-12.02667	14.179462	13.129166	-20.186146	10.233843	-1.7741443	3.2266994
TE0001490	49.45817	39.13331	38.937828	7.9129906	-1.3506103	-40.443108	-1.5742531	3.8833826	21.273676	-7.4330244
TE0001491	12.337826	31.51697	18.637241	24.945633	-5.951082	26.19976	-6.7067733	6.974462	-9.126271	5.3873453
TE0001492	-15.007783	-16.502367	-34.805088	-3.8672612	4.5053205	-13.7183075	4.519608	-11.515109	12.576521	3.2779531
TE0001493	58.86928	-7.120913	35.43967	-4.3299055	12.389553	8.76127	4.551279	32.51305	-11.375687	21.296396
TE0001494	-11.051895	-18.432598	-31.525469	20.197462	15.674887	36.20367	-17.099873	4.7607384	-8.217401	14.375724
TE0001495	-26.337357	-44.747307	13.752506	-7.5302153	-8.391483	15.053391	2.303793	-6.16223	19.2822	-11.573841
TE0001496	42.141563	27.588945	32.20815	-15.199153	1.3329048	-14.668692	-7.962542	1.4573288	-5.5767665	-7.4836516
TE0001497	29.6158	19.958368	3.285137	-6.4721823	-7.6414294	-2.8655303	22.521587	39.82282	1.0088406	-2.318491
TE0001498	78.24998	-6.3720465	28.065765	-57.2469	29.086063	19.848085	-13.816566	9.71238	-19.61601	-10.89939
TE0001499	-7.9437647	30.074316	20.066477	40.024776	3.210172	17.677391	-17.620565	0.7231321	-4.5884943	8.684145
TE0001500	8.7776785	-19.554846	-45.028374	-40.791306	24.66278	7.2110405	9.894636	21.252756	4.1054945	-27.230629
TE0001501	22.367924	24.098259	-57.020786	49.036278	-20.394503	-22.199493	-4.6483645	-2.360136	22.412842	9.996725
TE0001502	34.98149	-29.707409	13.17985	7.664578	-12.107698	-21.339409	2.398657	-0.40412557	-15.61084	3.6293833
TE0001503	55.21217	3.9408426	24.922428	51.160606	-19.941006	-6.919875	1.4324523	31.512003	11.768028	3.118357
TE0001504	17.427547	-6.9555616	-17.2732	-11.236211	0.620438	21.888426	0.22065848	17.633982	-11.2421465	10.687343
TE0001505	14.246497	-32.765415	0.21438335	-10.689954	-28.407024	-20.628103	-13.659231	-4.8446026	6.219875	3.8618639
TE0001506	-77.680534	31.731535	-46.95299	-16.610994	-23.59845	22.170376	13.183814	-29.282066	1.4078135	21.495302
TE0001507	-52.18133	6.5881734	-27.988873	-15.492579	-16.776485	20.926046	-4.278015	-17.601658	5.928179	3.652825
TE0001508	70.134636	-21.14136	32.025536	-22.116114	6.809155	-20.604294	-22.000906	-30.525543	7.631246	-9.525545
TE0001509	64.176094	21.012722	-21.705309	-2.3418558	13.334717	8.663237	6.5313096	-26.680113	0.99073035	-5.2066703
TE0001510	-11.225516	-7.1525517	-23.615839	39.158558	-4.4184446	3.5569825	-19.443262	14.975603	-20.011663	-12.95051
TE0001511	22.080362	-11.7005205	18.578272	-37.164284	-35.61805	-10.725434	8.444205	-13.995023	14.113898	1.3068838
TE0001512	60.126053	-14.869596	38.25202	10.653082	-37.72812	11.153146	-9.145535	-8.438137	18.13012	17.5236
TE0001513	15.336736	-43.501827	5.2125425	-6.697893	8.472095	8.12072	-0.10545819	-1.9307742	-6.6590934	-3.9202452
TE0001514	9.318541	45.73936	-46.057655	25.338829	20.710617	1.8483346	-9.890322	1.5611447	-25.579428	4.2031665
TE0001515	21.029057	17.690884	-9.333829	12.86	15.747443	11.002087	-19.206594	3.344051	-31.044647	-11.325945
TE0001516	5.2897882	-67.93891	-3.1050768	-7.1054783	-1.365148	-26.788347	-14.2759495	-1.4078801	0.6356126	18.285847
TE0001517	-26.144287	-47.596485	36.438828	-21.727518	-7.5102987	9.201081	18.832285	-13.138215	1.3947833	-4.556049
TE0001518	-44.424458	11.8571415	-39.3265	5.8580985	24.3516	11.630486	9.509142	-6.814847	-2.9472904	18.696945
TE0001519	41.779327	15.773058	18.477417	-32.40184	-9.16448	14.381091	-3.263105	9.645841	-26.507046	-16.364574
TE0001520	-12.096781	31.505468	23.650671	6.9446917	-15.483948	6.9139566	-15.994429	10.743105	40.21222	15.901428
TE0001521	3.5565848	45.137512	23.001095	24.406902	17.595089	4.7759094	19.203728	20.691875	12.034201	-14.267676
TE0001522	13.943945	9.602766	25.996313	41.180878	-19.198917	4.197875	-9.483955	4.9315557	-11.618286	0.3330759
TE0001523	42.553276	-4.565495	0.6547087	-7.694051	36.06849	2.4012594	2.1730547	-4.4853096	-17.952566	-5.1397123
TE0001524	-2.8960404	-19.981789	12.563391	41.842503	-3.3835828	8.292756	-10.184415	4.9795637	31.421015	24.685396
TE0001525	12.975545	-29.007227	-16.175695	-2.841763	-1.1142161	-36.06819	-1.4018042	-38.7209	-10.206892	8.056184
TE0001526	56.643852	6.140395	-37.37668	-13.851779	50.991367	-18.812387	12.740225	-25.898527	6.167545	6.96007
TE0001527	35.19188	21.42719	13.910469	32.96773	9.2122965	10.564333	-14.398195	-6.2910986	-2.9881191	-6.587416
TE0001528	-15.230907	-28.84603	-19.769775	7.999646	35.575695	8.856663	-23.03523	25.656466	-7.984393	-1.9232491
TE0001529	2.812488	-42.25316	-9.837335	30.291176	-1.8439056	9.526142	-14.060717	13.698956	-12.406536	-3.7139351
TE0001530	9.152842	-15.75679	-27.74896	-8.781257	-0.45821017	9.014117	-12.9445305	-9.595143	1.1525916	-13.034598
TE0001531	54.347187	-34.93469	-6.905236	-12.633659	28.503326	-17.882576	-1.1258026	-9.537496	-7.7490344	4.9431453
TE0001532	27.96642	-27.984428	7.8715568	-9.066729	9.480283	0.90856063	9.192256	-17.7863	-22.109509	14.599738
TE0001533	10.382603	-12.574658	0.08254032	-6.634544	-0.90321827	-10.708675	19.232645	-5.509392	-21.367947	-0.6212373
TE0001534	35.708023	15.033735	3.116748	5.331435	24.801212	-1.3837851	12.181379	-3.6207047	-10.022411	-11.594377
TE0001535	-4.6675234	-14.155703	2.6668608	-13.266423	-16.685936	-22.475615	-15.140963	3.1506555	-6.444249	-25.66949
TE0001536	15.831122	-44.37433	3.7860005	17.396204	12.327896	3.701228	15.9275875	13.843707	-1.3096931	-24.873941
TE0001537	35.561184	59.71088	50.274586	30.270718	-5.403334	6.2438607	-1.3845035	24.081259	4.3429413	6.3284116
TE0001538	-8.782981	-58.59404	3.1114867	-2.8298647	11.883556	4.512134	-17.976467	-9.9154625	-13.25493	1.944771
TE0001539	13.558128	6.769536	-24.42784	26.128012	4.383767	24.689312	-6.2994184	-5.537927	23.155987	1.770101
TE0001540	73.44424	49.2078	10.650653	-30.107744	-20.200422	39.407642	21.027107	25.174807	-15.767029	15.182687
TE0001541	25.751907	-44.415382	8.219219	-25.837915	-3.3046186	-1.2519597	-5.220513	-17.696608	-0.7026826	-4.0197344
TE0001542	-8.595133	-24.167093	-22.746387	-31.021952	-36.561966	4.361728	12.068553	12.248453	1.8396791	10.889612
TE0001543	-88.67533	-56.245644	-2.0431774	14.665928	-16.908241	-1.5595522	1.955804	1.1028731	-12.547352	2.8216395
TE0001544	23.926565	-51.07036	-21.702799	-1.9755491	-19.571932	2.0881252	-25.8691	-1.275947	-8.502228	3.6964142
TE0001545	-43.992085	12.428738	-30.566614	2.945661	31.13038	-8.457804	-4.640512	-5.029271	-0.9220003	25.754051
TE0001546	57.863026	-13.994663	-17.910673	-23.5238	17.537663	-22.263605	-2.5433798	16.511515	14.202365	-2.7249534
TE0001547	13.864922	43.049015	-16.113625	-19.734137	7.76775	-0.8105593	-24.96132	-18.373026	3.857187	-1.4067144
TE0001548	-23.68257	5.3524203	-37.114563	28.667871	1.2832993	40.79536	-8.134957	-13.133099	3.576266	24.481785
TE0001549	-17.186249	56.11812	-24.524248	-3.2480986	6.9578137	4.7840056	1.2475646	8.702885	10.443614	-5.617625
TE0001550	33.511314	11.925709	-10.824633	6.0197535	23.956417	15.123523	-18.079866	19.248285	-1.3069768	-12.998678
TE0001551	54.037376	-37.628113	0.40357605	-35.65609	0.9913983	33.77436	27.49692	25.555508	15.300273	0.61293906
TE0001552	34.643665	-26.072351	32.69339	-24.993551	-9.163412	25.241049	-23.840458	13.431579	-8.054221	-7.669547
TE0001553	22.35599	45.785942	7.304122	-16.016909	6.8478036	-18.380169	0.22560756	0.62439656	-2.1469653	-12.685429
TE0001554	50.32091	-11.237334	39.892067	-34.0124	9.293175	16.059017	-17.98334	-1.6467863	-4.11873	-22.562553
TE0001555	53.06601	16.857664	34.172356	14.3175745	6.4372053	7.19861	2.9656103	-29.343292	-11.530104	8.8145
TE0001556	6.0455017	-31.407288	-6.792179	-40.302124	-0.43084615	-0.12684694	-7.174233	-16.53359	-7.732195	7.854671
TE0001557	30.725014	-17.108267	0.12642242	-23.618008	19.443386	-12.017219	1.0097531	2.6968775	-15.549882	-4.328665
TE0001558	24.092398	-45.785587	-19.400166	-13.701859	17.16742	-19.875324	-1.3373758	2.1509447	8.555959	27.09854
