SID	zhi_cnnPC1	zhi_cnnPC2	zhi_cnnPC3	zhi_cnnPC4	zhi_cnnPC5	zhi_cnnPC6	zhi_cnnPC7	zhi_cnnPC8	zhi_cnnPC9	zhi_cnnPC10
TE0005471	4.5870748	65.512886	-41.78212	23.415148	-18.492268	33.038647	12.608039	-1.8545939	19.42266	3.779458
TE0005472	-22.27789	-15.3098545	-14.00715	10.236415	46.31903	-8.826962	-18.398207	-3.2569296	-5.6954556	-1.8412532
TE0005473	-29.285038	-52.40686	14.244026	4.0030904	-1.1122202	-18.505241	-20.071571	22.61307	-5.4899044	-2.934208
TE0005474	5.6224875	36.450447	34.65013	-1.5312176	-20.977102	-4.2211113	12.686665	34.612926	5.68055	3.5553753
TE0005475	64.40783	18.777742	27.161789	-50.142963	-23.230705	-15.045638	-13.641076	-3.235044	-1.5953223	2.3168814
TE0005476	61.195744	53.000874	41.24453	-45.33339	-25.84023	-3.2200177	-31.714634	7.5702353	-11.879494	-8.745825
TE0005477	28.037958	22.758287	9.318551	-25.492556	-2.9548113	-8.281167	25.06253	-15.726454	17.791603	-4.0412307
TE0005478	93.626564	-29.515446	-14.436311	6.4082484	5.502776	-22.618912	28.187353	8.963145	9.995292	-3.588076
TE0005479	-61.260265	-43.809807	-7.0686283	-45.705643	-16.804022	-14.217826	26.703495	-2.259817	5.9571753	4.5749855
TE0005480	8.090307	-7.5328937	-2.6589935	40.930553	6.2429733	-7.841355	1.0818754	9.493405	1.9168497	31.50608
TE0005481	-5.8569894	3.3722095	15.391717	11.064923	-42.51796	-14.349266	36.159626	2.4247215	14.805173	2.3918889
TE0005482	-33.184044	10.013509	-0.5846944	46.958942	-35.704494	1.9449611	-9.263461	9.642738	-16.514769	5.73094
TE0005483	-0.23268902	-5.665395	-11.980229	-27.612356	-37.824345	13.748385	-9.260666	-11.682748	5.5483866	13.149546
TE0005484	-21.46724	23.478958	3.8533728	-23.193708	-23.349485	22.91442	-31.160906	29.321192	45.7465	-8.661924
TE0005485	-18.739235	14.172498	1.4571965	-13.691268	16.074438	-51.116165	24.10265	-3.7309842	-8.202993	-7.940267
TE0005486	57.757034	-16.11252	2.7605007	-18.785711	-4.084532	12.694459	23.93528	34.967213	18.622974	-2.6595623
TE0005487	-44.985996	41.803753	12.798913	3.561562	-16.230581	7.4762583	-9.387551	2.643662	-0.035125863	-2.345602
TE0005488	5.1970057	62.085056	12.777752	44.164734	-28.501453	13.570465	-36.493595	9.171983	7.6324224	-5.105535
TE0005489	43.4313	-12.519999	25.08933	-36.52212	-15.270865	13.986554	4.1324816	3.147372	-14.703269	24.93749
TE0005490	84.20959	-27.887594	4.3369684	18.499075	8.467741	-5.6010447	30.484056	-4.158982	8.395507	17.297499
TE0005491	16.397123	15.810646	11.378488	7.256323	-5.514062	6.458246	1.274768	20.05316	-6.0399685	-4.0050616
TE0005492	3.4727583	-3.0781975	-10.022215	4.1229243	-32.135372	20.30214	-23.821999	-10.309485	-18.600798	24.578375
TE0005493	-10.2586155	12.789025	-34.27166	2.3490698	-56.025986	0.004575108	-3.7824123	4.297317	-16.560675	13.502701
TE0005494	17.186237	12.279723	-19.959194	-24.145153	-15.223672	4.177334	-18.597841	25.592361	6.9171214	-9.873795
TE0005495	-58.81284	3.0564728	25.447477	52.728745	15.436561	41.574463	-0.15379529	-7.507199	16.260117	-17.40993
TE0005496	44.476746	11.328676	1.7221158	-10.936338	-6.6069617	-12.061553	11.313125	-2.5794127	6.3905926	-2.6155095
TE0005497	6.9577174	-9.75651	5.5970855	-19.775446	-6.8114347	-20.243555	4.2896605	3.874078	-20.257576	7.8683333
TE0005498	-36.64652	-13.544173	-12.986008	19.815048	-26.732023	16.868454	-17.029373	-2.724539	-16.834133	-6.442784
TE0005499	79.34256	6.2090106	-1.4201361	-12.606179	-18.823994	-11.387191	24.274918	-21.625704	5.3298545	-1.2563019
TE0005500	8.749267	62.44846	9.864496	38.38549	29.427673	21.080341	-9.894934	30.0794	-17.43916	13.242444
TE0005501	-18.464497	-24.385899	-11.771568	14.874149	21.260416	14.769786	-10.206355	10.949917	5.659442	-5.4678845
TE0005502	-10.609985	-12.52677	-36.11366	9.194373	-7.7474556	-14.666874	3.0676706	-2.705332	-12.123296	6.555873
TE0005503	45.137417	7.6858506	-0.681517	-6.9356856	-10.572435	-28.253181	29.784025	-17.516994	6.777408	0.118895695
TE0005504	-9.652111	-9.871779	2.3443108	20.424372	-27.083435	-34.779182	46.62674	-5.0831423	-9.484182	16.88437
TE0005505	24.774807	45.177044	-27.150455	-14.885146	-16.615255	-22.523718	9.316605	-6.8210053	-0.9479424	-2.1641731
TE0005506	14.419573	48.62767	60.197636	3.7249153	-3.1638343	33.520786	4.8352175	-10.478137	22.181187	-8.786244
TE0005507	15.2136	12.321258	-40.609734	1.7251147	-16.966866	0.5047717	18.643984	0.18840596	-13.571992	0.49800852
TE0005508	-29.806673	-5.550036	12.193774	-31.93888	-6.1185107	47.632534	5.789206	22.47334	2.1096947	17.746525
TE0005509	-20.663956	15.693948	-27.066061	7.8475943	5.1115766	-9.375424	0.29440936	-1.8389813	-2.031283	21.90601
TE0005510	14.9287815	-24.39905	18.21207	-17.50727	7.4636974	7.9079194	-5.21099	-9.986147	3.5668569	22.884848
TE0005511	39.990273	16.591125	36.747597	18.261238	-5.3272295	-2.966614	26.38711	10.122173	12.438403	11.186987
TE0005512	-50.90527	28.089237	47.06295	-0.05302813	-12.576548	8.551703	0.13871674	14.749277	9.592662	-14.737164
TE0005513	0.15673096	-38.42427	-13.598644	5.3942223	1.2335782	-23.829603	-20.001558	8.036744	5.468456	16.545183
TE0005514	-36.088947	-4.82434	16.765398	-0.7845833	-6.611973	-21.58139	-2.4651172	-4.4806695	20.969313	19.436804
TE0005515	-2.652838	40.891468	-16.440355	-51.03007	7.559134	9.744842	7.0752378	-4.4515877	-8.269744	-1.6142161
TE0005516	-12.8461075	31.9955	3.395747	-20.330755	39.464153	43.706154	16.868567	-22.949137	-4.0243363	-10.242276
TE0005517	-5.3947744	33.977997	15.952395	-11.239921	1.3780982	-7.487554	7.2594995	-0.15875621	26.772726	5.6688743
TE0005518	6.935939	7.9336147	-14.610944	-0.106177725	-13.658243	4.6300073	31.240213	-20.777782	22.796583	2.9707327
TE0005519	5.0074883	-34.908413	34.571384	14.265035	-11.733692	31.189837	-4.587164	13.833152	9.894124	6.4828625
TE0005520	71.54201	-9.989352	26.2414	28.19894	-0.6113932	3.6605299	26.866497	-4.2027316	-4.2424397	-0.804085
TE0005521	-39.235027	22.409698	18.694008	-14.958657	22.344051	-25.108532	6.790262	-4.3663692	-21.266205	10.421838
TE0005522	10.420461	-21.932758	-13.511416	26.184938	7.1981287	1.1215997	15.397599	0.099257186	-3.4873767	6.980937
TE0005523	-78.90101	32.81585	8.621524	-53.576614	34.314083	30.107063	6.1890936	-24.380293	-24.253183	-5.539114
TE0005524	-0.6875127	-4.800655	14.074815	-6.9778624	29.086477	12.247156	-27.053667	13.496175	-20.486107	-1.7002631
TE0005525	10.734025	30.876207	51.737503	37.24119	25.087103	20.137794	-2.8180287	2.1432178	-5.799236	16.68978
TE0005526	9.202497	-29.411991	-20.182228	45.592503	-28.57758	37.77045	-24.459764	28.882986	-12.64914	-17.35829
TE0005527	1.913898	-22.312983	7.85024	-13.520501	-20.100769	-24.66245	8.991068	-16.1143	-3.7419145	4.7878265
TE0005528	3.90666	-11.757595	-3.5965722	8.025534	-14.756716	-16.792503	12.070003	-3.1176875	2.5637915	9.882824
TE0005529	-31.579613	-9.734451	-9.651768	-41.494255	-40.39533	-27.324602	-6.9494147	-5.476105	-1.4552648	8.846207
TE0005530	48.4018	-12.821064	-9.231966	4.195423	18.004614	14.928089	36.874504	22.890818	4.309159	-4.048604
TE0005531	-22.759981	-29.549963	-7.63632	23.177416	1.3803791	-7.2767	2.3201287	4.4202604	6.410074	-27.117935
TE0005532	-6.370851	-57.34105	11.744395	-1.9715089	5.9511127	-25.17596	19.772757	7.395202	17.211613	-8.865075
TE0005533	-48.158733	-30.873669	6.5079827	-48.61923	-21.300087	42.280067	27.014212	-4.223691	-7.2013946	5.1416693
TE0005534	-6.644069	20.555798	-3.7758355	-0.5840373	-21.557186	0.39672855	25.059523	12.189171	13.640597	17.55758
TE0005535	37.534847	40.931026	11.588319	-18.834444	-4.6915584	-7.893582	-24.67218	-22.378614	3.436919	15.564144
TE0005536	-22.04626	-6.631002	-1.4009715	-7.636932	-8.280136	-12.155368	0.40612295	-3.7503865	-9.233178	5.9034634
TE0005537	-5.686259	48.889675	-39.13702	57.338753	-6.2744007	-2.5918643	28.22918	-22.97027	22.58209	6.1321
TE0005538	13.902111	26.522366	14.262492	-8.920412	-25.266441	-22.656174	0.6143286	-2.4325914	-25.461239	6.075439
TE0005539	-25.11149	21.766382	8.969527	-33.19937	-6.0188246	-9.996442	-3.4110894	-1.2270259	-6.590904	31.07354
TE0005540	10.19885	27.420235	38.341316	-39.23283	-25.909014	-0.9066271	-25.862753	9.483094	0.12407675	-14.644721
TE0005541	4.3051343	-23.163889	7.3144035	0.03211445	46.967888	14.554501	-26.207317	6.4732065	18.959879	-2.4473152
TE0005542	-29.23158	35.752052	-60.502487	24.809597	-22.573849	4.7929506	12.080837	6.263883	-3.453956	-14.2199335
TE0005543	-8.767747	56.839966	8.191084	-24.770058	-27.605743	-26.12014	-27.772863	-6.361089	4.7417846	0.03288564
TE0005544	46.535084	-49.90147	1.8139602	-27.350994	-17.401342	-10.208125	-8.619132	-12.650572	19.068558	9.803235
TE0005545	-43.177982	-31.63545	-11.796586	-14.196128	-4.8197045	-25.112589	7.923104	3.6863375	1.876211	25.295477
TE0005546	16.810556	-19.034222	5.2878547	34.51936	8.012701	-13.873384	28.917894	7.7061644	6.8104906	8.780365
TE0005547	-27.061169	38.496483	-3.4796114	16.751377	1.4883982	29.885473	-8.045995	2.9225595	35.626564	9.311366
TE0005548	13.28734	22.023413	-7.131957	54.416565	-0.12393375	13.875433	17.4523	19.188808	5.9740357	-14.569716
TE0005549	-1.7481066	89.23915	-5.296756	19.109154	43.215847	-16.663008	-33.18737	-16.855011	11.9444065	-20.493195
TE0005550	-16.583681	-18.336378	-12.94534	57.97444	-23.626368	32.46455	-1.7125399	-9.136149	-10.424095	20.975313
TE0005551	-2.499033	23.047173	17.71521	-48.087322	-28.644846	-42.727283	-11.897596	-7.5881753	-15.791112	14.048492
TE0005552	52.53316	-15.866338	38.920082	-27.813334	-1.490706	16.847946	8.778059	1.5910808	-1.6880498	-11.291524
TE0005553	-23.219385	-29.998274	-9.933888	14.430607	-28.846725	5.7302227	-13.90096	7.4973454	20.076685	-1.6800433
TE0005554	-31.895485	21.380411	-26.73723	-34.97114	-21.84307	14.202741	-21.561708	-18.469688	2.9248927	25.724136
TE0005555	33.412983	-9.108718	0.5783199	44.27274	11.42696	5.8189964	8.68741	-1.2578818	11.936184	5.064301
TE0005556	-1.2135646	12.345709	4.573231	8.78969	27.369165	-1.7082036	12.94468	-10.860466	18.273363	-23.514183
TE0005557	49.559204	26.28343	49.381027	-33.838722	4.7617693	7.4234934	6.1302676	22.90405	-5.343255	9.070789
TE0005558	0.98671895	-36.661907	-6.0497108	20.840834	-4.525983	20.595541	-16.83087	-3.4673612	27.407988	21.377617
TE0005559	3.3694737	69.15992	13.002348	27.387962	11.645207	-8.634599	-6.252587	22.37605	14.404238	7.182063
TE0005560	31.866982	-20.620203	-13.745112	-9.692629	7.2430806	-29.225328	-33.08562	25.69464	-20.280891	-18.974264
TE0005561	25.172602	8.416465	13.154222	13.526038	18.831842	-10.983674	-1.599578	18.605694	-11.10418	-3.3344693
TE0005562	48.204678	-64.46978	9.226836	-48.426666	-27.058023	3.5377746	11.623394	-8.872931	15.24595	-19.450449
TE0005563	6.082793	28.324696	-20.765755	10.783746	-12.903464	14.399094	0.68502665	-9.320191	-0.98754287	-20.115913
TE0005564	40.448868	-17.707464	-16.305252	30.317593	21.72437	-34.855244	1.8036447	12.291222	-8.072853	16.209923
TE0005565	-12.979662	49.336384	-19.39483	35.77209	40.289112	17.735672	6.911855	5.9181476	4.978577	-2.7591326
TE0005566	-25.167257	31.739853	-45.572243	31.356112	-32.495827	17.883146	3.9585862	-2.4633691	-2.300439	3.7785096
TE0005567	-18.917074	23.581247	-35.846478	-23.94141	10.423907	-14.347265	-10.072641	2.0539925	-19.886799	5.3569083
TE0005568	-18.451242	-4.7457814	-40.32927	-27.417915	-15.370094	47.42782	-13.99914	-4.2758775	-30.156763	1.5456287
TE0005569	2.0301666	-31.468096	-31.668564	40.29815	-40.730984	35.68899	-32.89533	1.5564371	-12.580281	-7.9222226
TE0005570	13.377418	-1.9036722	-57.657078	17.002186	-59.843014	26.125706	20.816317	-1.6049781	-6.0973697	22.874937
TE0005571	20.629814	8.868332	-48.828114	16.307585	7.5565257	6.564232	8.224269	10.721541	-29.09782	6.029287
TE0005572	13.354558	23.631737	7.708023	3.6986156	-10.244985	4.437385	2.9845493	11.713503	-15.71666	11.925851
TE0005573	-1.1105561	-33.008717	-10.490572	-6.0442224	44.166904	-16.67677	-30.025167	-13.722015	-15.012061	8.984634
TE0005574	32.167072	20.380333	-32.607414	-25.72539	-16.727219	-9.085664	11.36085	-4.700425	1.8219328	7.022447
TE0005575	-39.409008	19.800398	-32.306572	-17.196598	46.298714	-23.994232	-9.856073	-4.7950015	-17.81533	2.2382421
TE0005576	12.755008	5.013299	-18.057539	0.90463245	-34.653107	11.121638	-5.761145	-8.870305	-1.4050654	-1.9204303
TE0005577	16.873837	-22.867973	-9.982026	22.237183	3.4890912	6.618878	-25.674654	-15.268643	-8.158651	-6.401471
TE0005578	-17.725168	27.573023	-26.206186	25.642591	-31.893755	15.436595	-29.101393	-2.9510956	-28.800648	19.80649
TE0005579	15.876319	-36.66823	-22.318476	-8.633969	-1.5330309	-21.322119	2.467902	-4.4706182	7.9378166	0.14476575
TE0005580	-12.111319	-15.974529	-17.263142	33.93174	-21.246302	8.47778	-18.267988	1.1287392	-13.336839	2.5334828
TE0005581	-24.91832	-23.162363	-7.7718577	-25.79969	-20.518473	-8.81875	21.470594	0.4069641	13.931563	3.949793
TE0005582	-17.082474	20.869444	-5.7317505	-24.78237	-14.196722	-6.3282514	0.25802252	-28.611843	12.593713	15.487911
TE0005583	-10.415091	0.30608812	-28.568735	43.851814	-20.591463	4.3428106	23.667614	0.5969525	14.978459	-4.446216
TE0005584	-14.391301	-12.058024	10.714533	48.01066	-5.9205804	21.313433	2.4466593	3.345768	-8.601068	3.2124627
TE0005585	-20.855164	-5.417032	6.840298	-40.591976	-30.663527	10.422043	0.42015195	-20.216064	-5.214685	20.820621
TE0005586	-30.406607	-35.82263	-33.72088	38.607666	-47.504524	18.805046	-16.183332	-2.9106026	-15.111355	8.77281
TE0005587	-22.17919	-41.056404	7.354343	21.828304	14.957736	-9.406571	-19.646027	1.4295217	-9.556538	9.499452
TE0005588	-39.06253	42.997818	-30.343197	-20.534819	9.502844	9.044784	-2.8681874	-5.53934	-28.506775	-19.806837
TE0005589	1.3330216	14.017281	-45.48335	-22.911005	23.846415	13.315516	-0.8632509	-8.893387	-21.00148	14.677079
TE0005590	-9.64369	27.063717	39.02072	-0.13789529	-25.307503	-12.458251	-5.8386292	28.940357	-23.824278	7.456005
TE0005591	-3.7291288	14.4021015	-45.2873	17.929434	-20.069792	57.8887	0.27200058	-0.8783607	-11.862608	-3.5538847
TE0005592	26.27429	-12.927759	-38.302773	29.39952	1.0119637	18.96074	-15.952436	-5.8087463	-8.872529	3.8826275
TE0005593	48.803818	28.212677	-14.422296	-5.633491	16.656057	-18.597315	-0.12559748	-13.2521715	13.052155	11.513282
TE0005594	15.470596	31.69855	13.577606	22.514265	14.029009	-9.624985	-25.058949	-26.014729	0.27842578	12.472286
TE0005595	89.97112	-22.584318	20.023687	-26.662395	1.0583215	-9.550069	4.4426484	1.2648518	9.74147	-6.721796
TE0005596	9.462942	75.83791	-37.052326	-10.709332	34.504097	20.03206	5.3508434	-19.598354	-0.69481313	-19.034662
TE0005597	15.703431	30.162968	-30.704514	20.862095	-6.80455	-38.846733	15.193606	16.044012	10.309204	-15.077539
TE0005598	-2.7555904	-4.2946196	11.816915	12.401614	42.022728	-5.000845	11.618434	-16.099672	33.468174	-0.6445718
TE0005599	3.1236742	26.009668	2.8597338	-54.50282	2.7759006	-14.9494095	-9.275304	12.095603	-0.9763015	-12.907005
TE0005600	-25.21005	37.599834	-50.49569	-9.763635	32.819717	7.5047398	33.735004	-5.3591466	-3.7052612	-21.44537
TE0005601	2.743438	-17.89913	-60.669266	24.998957	-30.295084	11.836942	-1.0675954	12.912172	0.7493204	14.816978
TE0005602	-20.963682	-26.042822	6.924455	-35.792027	-0.27776313	-41.491745	-4.4117045	7.3458157	-5.2217155	0.628599
TE0005603	-5.844811	-0.79219234	-26.210093	37.86149	-5.238131	-18.164635	-8.585033	19.606592	-26.367092	0.7364124
TE0005604	-12.05553	49.777817	-38.48538	-35.98638	-0.68847495	4.3722634	-17.805676	-8.044358	-4.3187976	-30.476803
TE0005605	-36.47227	72.86523	-29.764994	-38.06923	45.380604	30.07515	-41.80899	-17.464905	-15.411099	-12.178463
TE0005606	5.9661865	48.521736	-44.946777	1.6756914	-2.957899	14.087098	5.4421105	-7.949281	-5.798825	-10.88119
TE0005607	-1.8285508	-8.67416	-16.849203	-3.6296825	3.3281314	-26.248451	-15.881385	-8.309022	3.1656	-0.1506968
TE0005608	-31.03016	43.193108	-27.475504	-3.233508	0.09945935	1.1997058	-10.466249	-18.32821	19.024052	-16.338814
TE0005609	35.169888	43.087486	-40.22421	21.471718	20.386549	30.261007	-15.770324	14.854056	5.78096	-10.099958
TE0005610	-54.4141	-37.90168	-17.356833	-3.3603334	17.439215	-25.620623	-4.811992	1.2573074	-6.530099	-6.496289
TE0005611	85.85618	-1.2770402	41.239212	-39.383667	-12.476528	-18.133715	-22.990047	-13.429378	25.537786	-19.414774
TE0005612	-6.641522	52.30284	-10.995714	-25.957449	28.32482	-7.5199704	-19.702114	3.6303296	19.049126	-1.5682253
TE0005613	-24.424059	15.391931	-45.77346	39.48225	-23.194038	-6.2626677	-34.402576	-7.317812	17.860126	4.3156676
TE0005614	18.77238	-33.65752	-35.184814	6.598931	-36.58068	-6.278576	30.1242	1.5494896	16.658562	7.6905417
TE0005615	-10.427655	-25.309092	-20.385597	-7.283067	-0.46246052	-6.3425913	-9.266232	0.014351498	8.721958	-18.94618
TE0005616	18.5292	-46.684376	-28.394415	3.7168167	3.413	17.039125	-18.851803	-7.789512	4.562568	5.320301
TE0005617	-29.847946	10.724997	-42.954685	-13.539123	-12.19474	13.417414	21.820587	-12.922806	-7.369842	7.533343
TE0005618	-4.078151	-14.920851	25.075954	12.622003	37.28769	-27.264214	-0.6985049	-13.446063	27.300919	3.2710485
TE0005619	12.428931	3.0262733	-27.636887	29.123566	16.364853	26.57401	-22.10811	0.73597324	2.688234	-8.233708
TE0005620	27.79886	-2.8831296	-29.80381	11.450607	26.166933	-13.374273	-0.5383661	-12.293901	-1.6488745	-6.208954
TE0005621	52.976326	8.655748	-23.535646	-16.741283	16.247362	-15.619837	-6.9231377	5.287866	3.7440715	-1.6279355
TE0005622	-18.240696	37.77327	-8.992655	-28.468355	-26.481546	-23.7423	-20.255602	8.253831	-10.494156	-7.1794596
TE0005623	-23.014174	41.790173	25.544048	9.496056	10.767948	-13.6031	-32.8344	19.962154	12.326608	9.060574
TE0005624	101.66034	63.76362	19.07329	-34.382893	-16.226234	-28.304455	-27.108225	4.019185	19.953995	22.51307
TE0005625	-22.1386	34.02801	17.199102	-42.850677	-28.514889	13.03483	-16.822271	32.411324	2.7010984	-0.39709425
TE0005626	-2.9310114	28.095007	-5.483152	0.11579305	-19.194386	-9.883315	-18.96128	-5.2141953	-1.4990216	-7.3145814
TE0005627	-20.996174	41.56237	-29.822939	-36.541965	11.4349165	-1.8300537	-6.0454555	-6.274938	-4.9228215	3.4683638
TE0005628	48.802246	46.912033	-30.999342	-6.7140017	29.657944	23.802591	14.331419	2.4366174	0.29236826	-25.072842
TE0005629	9.518186	45.00904	-6.209358	3.259274	-5.811164	-1.7380121	-32.163933	-23.564627	50.506145	-17.666904
TE0005630	10.819778	19.996138	-11.933647	-31.440556	6.34014	6.766755	-11.659787	-4.79109	30.254337	12.286019
TE0005631	-30.493914	-37.01423	11.378423	-48.88012	-25.430824	5.79567	18.29244	4.6028967	14.423271	-9.031172
TE0005632	2.171069	44.806984	5.8335533	41.126915	18.506548	-15.627959	9.227175	17.228878	-0.83184403	-6.3310223
TE0005633	-9.388305	7.7445774	-4.2561417	-13.868729	42.34894	6.608588	-9.022309	-23.473274	4.7413554	10.28378
TE0005634	-32.671986	-57.232224	-14.770687	31.766983	-24.761557	11.686445	-24.730463	-1.7127733	-3.3481972	-5.1240025
TE0005635	-3.4615161	36.241566	-36.723885	0.24873061	1.0859921	-2.466218	-20.151989	4.6654162	0.063903555	8.173029
TE0005636	45.60674	35.474712	-35.930798	-2.2331166	13.989828	-26.086588	-6.784306	-11.218799	12.390906	6.494269
TE0005637	-18.747267	-0.14338069	-9.205161	-53.652878	2.6425111	8.28581	10.985175	-6.9517527	15.9443245	9.62332
TE0005638	8.417046	-16.13282	-17.620422	33.85883	0.03059332	-18.913149	12.052072	28.137758	2.1181455	-12.474174
TE0005639	-1.7473596	-2.1395621	-8.624448	1.4418931	-15.899939	2.7643247	-0.3352601	16.769648	-15.448175	-15.230503
TE0005640	-1.1743847	59.36637	-30.655336	-18.103691	-5.0427322	-5.828822	-20.426449	-6.27894	18.348566	9.284704
TE0005641	-73.77156	-20.240486	19.07544	-8.235748	38.887207	-11.092139	18.978558	-11.288247	22.611143	3.4423573
TE0005642	-33.93233	29.788658	1.8716638	-23.814022	10.877398	-40.032204	-7.558215	1.1585047	15.260046	9.099194
TE0005643	-14.348927	23.039194	-40.89131	-19.877443	-15.82816	50.71878	-6.6451287	8.473824	0.1696708	17.284306
TE0005644	-21.638025	-12.927213	-13.94922	7.7651114	-21.116667	-51.73026	16.3073	27.83355	-7.8117123	12.924715
TE0005645	3.0147226	14.64439	-0.6974716	4.414356	-33.66163	2.8290112	-11.016897	4.5014052	26.945362	-1.1376518
TE0005646	-17.220917	26.373821	-45.462475	47.07854	2.9138649	18.232403	7.6458235	13.159263	-12.682184	-1.8473121
TE0005647	-6.89281	-9.655879	-8.177543	9.691257	-20.463713	-15.588775	0.21687661	5.9230256	18.5456	-8.617943
TE0005648	0.6316793	44.732315	-12.742265	8.633394	2.4915981	8.066017	9.598166	-9.77316	24.624596	-7.7635403
TE0005649	-28.031933	-28.793705	3.047492	-4.498013	-0.7107738	-23.682213	2.2355978	17.655365	14.137354	10.91674
TE0005650	5.750505	-12.162607	-3.69127	-18.75784	-23.555517	-37.415005	-10.050282	-6.4800315	20.14646	0.010247788
TE0005651	94.70972	-31.45285	-22.81543	11.987062	-3.753541	14.17856	9.010528	31.701197	-15.075724	-11.40831
TE0005652	23.559954	11.913709	-24.574617	18.903612	-6.5525117	-34.94466	-2.9340699	13.709605	-7.157374	-0.4649514
TE0005653	4.0146403	-6.394876	-47.759384	-12.624376	7.70314	40.20851	-8.035406	-0.7798278	-19.893839	17.359911
TE0005654	-16.497984	34.26327	-28.409988	-3.5851116	12.526952	-7.999335	1.2057272	7.793516	0.5417016	-25.228018
TE0005655	5.3893747	-37.964024	-26.919912	-9.381861	9.37403	-17.57489	16.848274	-7.4330096	-8.456546	-7.5737543
TE0005656	-52.120174	-74.4618	-6.4644203	-3.9717693	-9.29724	-30.65006	-33.961662	-18.737661	15.112689	-22.4028
TE0005657	-29.167439	6.9301963	13.862478	28.344664	57.154087	-4.4434996	-22.9356	-6.0744724	-8.825606	-23.536951
TE0005658	-6.1307483	31.850641	-18.10588	31.50346	41.468483	-11.962745	14.333973	-3.1299202	8.405037	-15.427473
TE0005659	23.228743	-21.674335	-10.453706	-3.0314615	-9.42016	-13.148711	-9.719	-9.818725	7.8261323	-12.405558
TE0005660	-22.687588	31.739538	-15.214759	33.482613	20.550459	-17.757812	-4.6315904	23.19755	-2.673131	-17.316324
TE0005661	21.634304	-29.13264	-19.84433	1.765961	-7.9850082	13.841297	-6.8772707	-2.6875064	4.0925937	10.102448
TE0005662	12.359141	6.405925	1.3675107	-22.5245	-4.498912	-39.492554	-1.6734014	18.716934	-16.373304	8.060373
TE0005663	18.12208	35.286793	4.164888	-8.868443	-0.8574426	-13.467377	-1.953713	-26.685165	32.429234	-12.067902
TE0005664	-42.92921	5.3034654	-18.887775	-41.054333	-15.032695	11.223868	10.683827	-11.826991	25.13196	-3.285712
TE0005665	91.134254	42.692127	-0.17258736	-23.95805	32.97594	0.024051342	27.944292	7.340614	30.322582	8.208915
TE0005666	-56.61384	-31.857452	8.461189	-36.4628	1.7355129	-21.629986	6.590605	9.537283	20.84572	-10.429693
TE0005667	26.568531	-27.088371	-15.51757	11.598483	21.615606	-24.181976	6.881114	14.757588	11.584602	-9.784559
TE0005668	59.45854	9.970371	6.196056	-29.09582	-21.97586	-28.855091	-10.710739	5.59887	-9.304553	-6.839813
TE0005669	19.370367	-17.669302	-24.553062	-3.4761865	25.37635	-28.271849	-24.316183	-4.7065296	-9.611034	-12.933628
TE0005670	15.503828	26.820148	-21.492678	8.537569	27.868502	-17.553577	12.523083	-1.9029533	25.127432	-8.935248
TE0005671	-30.580368	-22.471294	-51.360355	-17.649004	-2.3159792	25.267815	-5.7090645	-18.36852	0.08385818	3.7701385
TE0005672	25.486923	12.136012	-27.455517	-24.339426	5.102666	-13.229509	-0.7952559	-15.0727005	-0.55457026	12.821562
TE0005673	11.137283	27.735764	-32.178795	4.811972	7.2487593	-5.5302463	9.107549	-10.903353	27.83769	-16.905869
TE0005674	41.06107	1.6075876	-24.25864	-17.933666	-42.40795	6.8541512	11.15353	-1.4920025	-10.762665	-3.976742
TE0005675	51.03614	-17.697178	-2.5887895	30.105762	10.928196	-15.184599	-12.037738	5.7698803	24.8376	-7.3869004
TE0005676	24.596542	35.200653	-18.022327	-6.7159257	48.2175	-25.224974	-7.9210606	-10.421784	10.045798	4.952853
TE0005677	12.067499	65.36484	-10.905441	1.6719565	33.09857	-3.6153154	-21.832125	-17.451452	24.865303	-20.53422
TE0005678	-5.0965548	35.912487	-31.719429	-46.806126	49.038815	-1.1775095	3.7794964	0.38942105	-27.761835	-15.511046
TE0005679	7.544724	35.373314	-14.533596	-30.294006	-16.746473	-17.632185	-27.416105	-0.34109762	13.32946	-0.93618107
TE0005680	-34.2848	-13.878274	-11.325653	-36.431507	-28.81544	-15.44362	1.4035586	-5.843427	-18.785702	4.7130547
TE0005681	147.64182	9.036049	5.7719483	-47.79343	-4.57596	-0.083025	-19.370047	9.111651	-1.2939514	-5.0541134
TE0005682	6.306078	-0.5448794	-18.161968	12.87245	-2.5682702	-31.497263	-16.717093	-2.342399	11.294026	-3.8477125
TE0005683	19.309244	57.303986	12.17785	-21.967876	-18.92734	-7.3373046	-17.511942	10.3651285	34.32855	-22.65165
TE0005684	1.2212617	14.981992	-25.130877	-0.8226969	-7.2015743	-37.21634	16.278648	14.677632	-4.6640954	-10.824855
TE0005685	-49.75032	39.40285	-42.98843	-34.816013	54.549706	46.848343	1.7691919	-25.52255	1.1949029	-2.2201245
TE0005686	-30.755724	-27.383482	-0.70716697	-26.488493	16.313948	-24.862667	-11.627656	-0.7518135	9.245668	8.826266
TE0005687	5.743977	42.208057	12.250027	30.787872	-3.6167517	-11.549969	-11.207205	27.00147	22.047682	26.011435
TE0005688	18.458593	40.473984	-32.238907	-5.3102984	-38.369087	-0.01892788	-34.934162	11.887639	8.251255	27.693104
