SID	tooth_mk_cnnPC1	tooth_mk_cnnPC2	tooth_mk_cnnPC3	tooth_mk_cnnPC4	tooth_mk_cnnPC5	tooth_mk_cnnPC6	tooth_mk_cnnPC7	tooth_mk_cnnPC8	tooth_mk_cnnPC9	tooth_mk_cnnPC10
TE0002494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002497	37.414776	-8.774748	-13.195377	18.29646	1.961365	-10.620943	-18.609482	1.7097676	-5.8004413	13.907041
TE0002498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002501	-10.50167	3.8503962	5.861195	-15.0730295	-11.299437	-10.946708	1.6104357	8.177236	7.5191655	1.3970901
TE0002502	45.198853	0.55441403	15.572162	-21.161106	-2.6654668	-4.649607	4.5515146	3.178761	10.461076	0.64832354
TE0002503	9.83307	-15.669779	5.402757	-15.921553	-0.5913319	0.6076554	-10.399668	-5.486744	1.7665653	-1.6956553
TE0002504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002506	15.452602	8.96307	1.7167735	1.4820008	-15.340506	-24.486431	-5.8739743	-5.352494	-2.0547867	-3.8789096
TE0002507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002509	-15.249178	-14.972384	-17.442972	5.1073847	-16.947332	10.261517	13.072838	11.836692	0.2640183	-1.7950463
TE0002510	40.080654	16.322105	17.4585	-7.6479697	3.798375	13.936769	-10.298601	-5.7993894	-15.591926	-9.914761
TE0002511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002514	-30.748905	-13.103477	6.2555137	8.4079685	14.685547	-4.834757	-0.7697743	2.9828703	-6.336592	-1.370246
TE0002515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002517	41.155834	0.09725894	7.582625	5.561344	-30.476603	-0.9901637	-8.912767	0.9558322	4.4292727	-6.59291
TE0002518	4.040183	-6.391403	12.240199	-13.236681	-6.5012555	1.8238624	-7.2520313	-4.6618285	0.19402598	-9.710081
TE0002519	42.026432	5.218994	-4.432724	-4.3439364	-21.435452	-33.820606	5.2381954	6.5400386	3.4198468	-9.971786
TE0002520	4.791444	-19.128305	0.11976322	13.68466	-4.699793	-16.427425	3.8381777	-22.549253	5.098071	8.811898
TE0002521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002522	-20.814558	-6.1960483	-16.71147	-0.054512043	14.18079	-5.402279	-4.7781997	-5.900413	-4.6445866	1.6616099
TE0002523	8.8203945	22.418165	-11.128814	12.956919	13.32268	5.3267093	-7.3620453	-6.6394024	-11.689892	4.5674586
TE0002524	41.984062	17.309948	-2.4773877	30.924036	22.753067	1.856803	-12.093848	6.897948	-0.60274655	-9.912329
TE0002525	-9.366682	11.928414	-9.080456	5.3977623	-14.617396	-24.384684	4.013774	-12.387288	-4.0399036	-2.4558494
TE0002526	-25.99169	-10.693015	17.02649	1.846994	-14.509434	15.584428	2.7784922	-8.370606	7.0948043	7.0052485
TE0002527	-23.40124	3.3363044	-2.3712096	1.4666126	-17.855585	2.7233055	9.111559	-2.5410686	-11.493745	4.128041
TE0002528	53.094868	8.620379	-20.47217	-13.983884	-3.3130417	3.0275662	7.012906	-4.8924227	4.7253046	-2.3755143
TE0002529	-21.723736	7.5118046	-20.141983	-10.429683	19.39553	4.8091807	-0.5393069	-1.927159	0.029028352	-2.0142868
TE0002530	18.106684	-0.36666593	5.1775994	-18.936075	-2.311736	0.26343912	-5.8807454	0.46272716	-3.9072976	-8.788104
TE0002531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002534	10.24491	-27.272501	-22.21388	5.8594246	7.6006885	-1.0952076	-12.280382	-1.7156972	2.144027	6.7415075
TE0002535	59.9366	10.698843	30.195904	24.594969	1.9105659	-3.6667557	-21.307896	6.972063	14.585127	-13.069126
TE0002536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002537	-28.860199	-3.8066514	-0.60857993	10.981574	-17.986866	-1.178434	-4.517009	-9.678614	-5.6805573	-0.5295545
TE0002538	-16.15418	8.289701	-12.145976	-7.8663383	15.030916	-7.538432	4.027352	-1.9944159	1.5369087	-9.2703085
TE0002539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002540	-2.110268	-2.0125222	-26.237349	-22.05551	-7.642253	-0.037762616	-1.9396269	1.6581513	-5.5178237	-5.004528
TE0002541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002544	-6.348542	-5.944139	-3.1046016	-20.924458	-4.4820213	-8.26844	-0.9984775	10.207504	3.869484	-3.2578096
TE0002545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002551	22.980743	7.5186434	32.83977	11.379767	2.2862866	-2.4003017	-16.18034	-4.6470027	6.8882155	-10.513992
TE0002552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002553	46.664474	3.027403	1.1324329	-6.809943	8.761295	-15.880106	-2.570252	5.9865465	-8.173085	1.7524663
TE0002554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002555	14.614112	-0.43415892	-17.903048	8.069821	13.216231	20.028725	-14.926915	-7.1329246	1.9915706	6.212199
TE0002556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002559	20.178623	-28.01837	-32.44007	-2.5442677	6.5676403	-6.609939	-8.566933	6.509493	4.6874957	10.948183
TE0002560	-20.583782	3.9403934	2.7360847	-5.8845415	-17.635553	10.560114	5.104023	0.8907263	-9.699612	4.416476
TE0002561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002562	-16.76324	26.609865	-4.3383026	-5.241606	13.794101	7.2319055	-2.4794774	5.6399136	9.319543	-6.558914
TE0002563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002564	14.590478	16.028404	-12.581245	22.006752	-4.3976116	-15.97786	-13.421206	12.529842	-5.9772067	12.08337
TE0002565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002567	-68.74129	-2.1873963	-2.9829156	4.749177	3.5825155	6.3903537	1.2845994	2.6966352	-1.5376674	-0.3888886
TE0002568	-29.117685	-9.811998	14.133027	-0.2661371	15.739868	-5.099575	-6.377326	3.298543	-5.334965	4.2204595
TE0002569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002570	28.402174	-9.092817	18.216593	-15.665521	-3.3523443	-15.94965	13.260591	13.996757	7.6855125	-4.280677
TE0002571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002573	-9.278383	-2.164935	1.6976324	-10.865145	3.6184247	-2.102513	1.3193547	4.1000967	-3.1013007	-11.520303
TE0002574	13.778917	26.105682	4.5940895	3.8785007	10.034125	-10.421453	-8.005601	-0.65633714	-3.0803328	3.4766314
TE0002575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002576	-9.9591	3.7104177	-5.43152	-17.968922	-5.405141	-7.2771964	0.9971468	-2.4345722	-1.9660025	-6.8494215
TE0002577	29.5484	11.395127	-32.379227	-8.747265	-9.847107	-19.551973	0.9693191	13.884587	-10.820667	10.12486
TE0002578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002581	-2.280731	33.063206	-1.8359699	5.3873186	0.69362646	-3.0828557	-1.4978902	14.010542	5.07261	8.481052
TE0002582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002583	-32.04356	-7.958152	-8.543101	3.5760143	-10.116771	13.117075	13.125868	4.7436314	-3.0461085	1.3560957
TE0002584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002585	35.056454	14.22816	1.8855929	-19.571875	1.5572662	13.480238	-8.221059	-11.301488	-4.5967364	0.83896214
TE0002586	25.636116	-1.249516	3.5099504	13.184522	-11.868769	-6.4091463	-3.6912966	-3.048989	1.8322847	-6.6187477
TE0002587	0.5167643	22.842358	-18.925419	7.3776536	19.11871	2.951062	-5.315255	-0.031645015	3.047404	-8.484822
TE0002588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002589	14.821087	-5.1874804	-8.71723	12.136314	-10.940683	-10.53161	7.7371235	-1.5551404	0.91847	3.841038
TE0002590	-41.624454	-12.054765	-3.647224	-3.9289734	-12.521581	6.291483	-2.820792	-0.12695402	4.293061	-2.3126097
TE0002591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002592	3.9276347	29.249409	-18.511868	5.197226	5.3278484	-2.0747516	-14.322237	4.1448264	0.89663154	6.311963
TE0002593	47.077496	-2.0698025	-4.8063493	28.755064	-5.6217732	4.8307805	-0.5024939	-4.380586	-10.351527	-18.514608
TE0002594	12.166548	-13.884956	25.696138	-8.291466	-4.5370317	-9.890392	-2.8838196	3.9864511	3.769083	9.845342
TE0002595	49.742203	-19.74837	23.864143	4.5576563	-8.292494	7.159734	-28.915508	2.3815134	-5.185874	6.4014063
TE0002596	-25.4851	-0.90606344	1.9693173	23.48961	-8.725638	4.9507732	-6.710006	-1.7117817	4.903447	11.259437
TE0002597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002598	6.2761827	-1.7931975	6.7812066	-4.7138305	-3.7913783	-12.667442	-14.127308	10.114294	-9.708836	-2.4473734
TE0002599	-7.1169834	-6.4936123	2.5943873	-13.621423	-0.90521556	13.433792	-4.3763776	-4.16565	7.4367948	-1.4208752
TE0002600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002602	10.952128	17.091476	-4.3186073	-21.795177	-4.388003	1.2702925	1.2347519	-8.882998	-5.7927375	-2.7193892
TE0002603	27.177528	6.485198	-0.83912796	11.256484	-13.728714	-20.141869	-1.2373645	2.3603683	-2.2966647	7.2745814
TE0002604	-68.74129	-2.1873963	-2.9829156	4.749177	3.5825155	6.3903537	1.2845994	2.6966352	-1.5376674	-0.3888886
TE0002605	-19.385746	-14.831939	3.719709	8.485967	16.150255	-11.777922	-4.6720004	2.2954118	-5.038678	6.7152915
TE0002606	-1.0986531	-10.855132	-4.9547477	1.498859	2.5241747	-1.5296723	6.394074	-7.400439	-4.7394366	3.9293003
TE0002607	6.3120213	-3.7992783	-12.945834	10.5336685	-15.50835	17.407143	8.97148	-0.15273902	-14.185977	4.2128234
TE0002608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002609	-8.392189	-3.0186565	11.764877	-12.148551	-11.16455	-11.790311	-3.457608	5.2907057	3.795505	-5.620901
TE0002610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002612	15.163341	-18.922329	39.934036	-0.16018519	-8.287615	10.791146	-16.275347	-8.83001	-2.3838902	-1.5528312
TE0002613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002616	11.263573	-0.7185151	-14.107553	-6.649206	-11.812808	-24.455404	-8.202702	3.2495291	0.800529	0.35987282
TE0002617	-13.388545	-16.629143	-5.600842	6.165375	-15.226367	8.595739	9.592258	-1.3545904	-1.6706835	-0.62681425
TE0002618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002620	-49.265316	4.4514346	-0.5204474	3.0908337	-12.259113	1.4464715	1.8096277	2.5685115	-7.204058	1.4000328
TE0002621	44.114906	-10.65397	10.620806	3.4896324	-17.350216	-13.773171	-31.907877	-4.1154976	-4.887461	-7.167327
TE0002622	-8.716651	6.7958007	-8.618668	-15.753941	-2.1461475	-1.3667861	1.2807213	-6.9981203	1.8240411	-4.921738
TE0002623	-38.098	-8.413171	8.091454	7.2520776	11.494406	-6.696254	-0.04338971	-1.7259943	-5.899236	-2.4295485
TE0002624	17.07833	29.002499	-5.9955072	-26.009054	-1.3058683	10.263956	5.6146164	-1.7316839	-13.99585	3.7430458
TE0002625	-28.166399	-2.702311	-5.037859	-3.4821491	13.739858	-12.520128	2.3930867	-2.5016944	-0.34980202	1.8359635
TE0002626	11.599974	-11.400724	-20.910719	-16.477377	-1.4576174	5.2420483	0.23386838	8.205823	-5.5305443	-6.395182
TE0002627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002628	-3.7221277	-4.6671395	7.4027834	12.09837	-12.3055935	-17.436699	-4.6620984	-12.971829	-9.969728	-6.3303695
TE0002629	13.893831	2.1559396	-5.9061656	6.3031373	-12.186686	8.264726	10.126103	-4.869388	-3.889594	-18.36476
TE0002630	16.078661	33.81899	-13.032648	-14.584553	-11.801129	-4.532121	-6.1000657	1.8080211	5.886834	-4.683065
TE0002631	14.907878	-7.30829	-13.044524	-4.8439484	-6.4091263	-2.7771287	-8.094771	3.830255	-5.4873095	-15.057095
TE0002632	12.748381	-12.663393	-25.992796	3.0979574	-0.9905256	-4.778335	-12.236044	-3.4770663	-6.508573	-5.748097
TE0002633	24.97288	-8.418864	-20.228827	20.249775	-9.03805	-2.7758026	-12.525477	0.1610051	5.9631867	-8.200563
TE0002634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002635	-2.1650727	-4.2550344	-13.014049	5.8633356	4.7565336	-8.970884	-0.10687513	2.880994	-9.127791	9.617749
TE0002636	12.068333	-13.647668	29.413307	1.868566	4.107383	-7.064843	2.2601953	-13.339611	8.267914	8.360696
TE0002637	6.074303	21.526531	-11.055463	8.918151	14.822738	-8.971489	-6.8670206	0.21516918	7.2898903	-12.510128
TE0002638	41.04949	7.238587	13.333197	-24.485682	4.135279	11.4563465	2.7507539	-18.841482	1.6280885	-0.13689141
TE0002639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002640	12.722775	-11.499492	20.056461	-17.116058	-8.915119	8.433826	-7.33781	-8.824331	5.5689807	-0.853966
TE0002641	-3.6091356	-5.9707546	-5.315126	-10.350485	-11.785027	-15.219145	2.3708303	-2.298675	-2.9682033	-1.4772474
TE0002642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002643	-7.920336	-5.4873686	-19.748827	-7.275185	-8.1555195	-12.024994	0.8513545	-7.21008	-1.1236796	-0.13967347
TE0002644	6.223686	-9.218298	3.04669	-8.909747	-0.3844683	-12.632918	3.117883	2.759069	-2.3498836	-3.1364207
TE0002645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002649	-28.365517	2.2562463	0.4410882	5.7431903	-17.221462	-15.786534	-2.9290774	-7.6602316	-7.623608	-6.8555613
TE0002650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002651	10.067649	11.001211	-22.744045	10.605906	0.38624206	-7.2578316	-9.301432	6.3182397	-9.144	7.6262374
TE0002652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002653	11.246595	-14.973526	2.1198466	3.9170446	-7.9171715	-4.3795724	7.746339	-3.2132938	-1.6056255	-11.858176
TE0002654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002656	10.363747	-10.451028	-1.702515	-10.776627	7.2046905	-1.6688417	-18.713737	-1.4113604	4.264137	1.4830375
TE0002657	33.698135	-11.396257	-22.36716	6.6907334	11.923406	6.248169	-14.136315	-14.785136	2.3802722	6.6617007
TE0002658	24.843088	-16.029417	-3.9500332	-16.87921	-3.152085	-1.2992693	-2.5025098	7.023107	-0.70095843	-7.733421
TE0002659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002660	1.4598045	23.358215	-16.065554	-3.7286646	-7.9824686	-4.532821	-5.001464	-13.272237	-2.2674756	-6.804591
TE0002661	-18.361967	2.9175758	22.39693	0.6120082	18.808317	-11.448911	10.47134	8.852258	3.4110146	1.7255992
TE0002662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002663	11.453864	2.4388242	15.8082695	-18.49212	-4.6288657	0.34073952	6.929541	5.6737447	-0.504786	-1.5236667
TE0002664	13.411355	11.218213	-10.305271	2.1961892	-6.3177342	-8.987485	8.438995	-13.7810135	-5.738211	0.57227093
TE0002665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002666	0.59953535	-29.917772	-2.7365086	-3.9782052	-3.5550382	6.9595165	-5.730707	3.6437356	6.4008837	3.327318
TE0002667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002669	36.809574	11.297578	2.8221257	-5.98281	5.6052065	17.419853	-8.7255335	-21.119883	-6.516021	-5.1705327
TE0002670	60.712433	-10.878034	-33.119637	2.8823268	5.723688	11.094986	4.941571	-9.577124	7.6973467	1.5569754
TE0002671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002674	10.810813	1.9673436	-11.865237	-1.8872576	-8.415903	8.1107645	0.6169561	-6.0851727	-0.09992929	-16.020628
TE0002675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002676	-12.525506	-20.316679	1.5879843	8.054128	2.039522	-5.83561	-0.5971531	-9.005056	3.5600693	4.036554
TE0002677	34.131577	24.496138	-9.843954	29.781328	-10.023405	5.3660736	-0.037459325	0.5624761	12.245493	-3.3230646
TE0002678	-43.254993	-6.3112206	10.382847	1.640532	-6.9497857	13.660999	-0.71868664	-8.059469	2.1356223	3.4236805
TE0002679	44.10767	11.4472885	-11.452147	35.489925	17.829891	-7.0486197	-10.305619	-8.389257	2.0215516	19.775875
TE0002680	34.62356	-22.93683	-14.041734	-22.729015	-11.241463	0.5296225	5.0154033	22.816715	5.5435977	-7.007565
TE0002681	-15.401989	1.8928713	-15.947499	-3.9123092	17.419378	0.6311306	-4.173434	-4.0113626	-2.073242	-3.4597347
TE0002682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002684	3.483335	-8.787384	2.090239	-16.671999	0.029184422	-5.2893686	-3.0942297	2.0720572	-0.044137683	-2.4466376
TE0002685	-32.269318	0.88868684	-9.109968	-3.1458223	-11.423098	11.439764	4.4277883	-0.4720106	-10.060544	0.3054472
TE0002686	20.808214	10.656034	-4.4245987	-20.803926	-17.086897	-3.5886657	19.00102	14.783868	3.513331	6.5774913
TE0002687	10.784608	13.652711	-14.534713	9.67463	0.72536296	15.366241	0.32472837	-10.374163	-5.911402	-5.844348
TE0002688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002690	47.02415	5.3054485	23.8579	0.72180057	-2.673635	14.753119	-5.9101477	4.7748375	-11.390165	-1.1237808
TE0002691	21.871927	5.2969503	-8.118669	2.6512847	-2.713813	-3.0681803	4.568003	-6.131165	-13.091599	-7.5208797
TE0002692	25.682589	3.525874	-3.3580327	-14.302589	-8.954872	6.1082997	-3.9819577	-8.192275	-14.015659	-8.952709
TE0002693	-31.893694	-3.8033895	-14.9437685	2.6661108	9.535695	-12.772061	0.30418122	-1.6551323	2.169078	0.6728058
TE0002694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002695	-8.623373	-18.768764	9.376266	-6.389903	8.301639	-1.9268041	-12.758961	-2.5002935	-0.80818856	3.9386997
TE0002696	-25.785856	9.500131	-10.445388	-3.7217603	9.442693	-9.453825	5.9998755	6.20593	7.385147	-8.020887
TE0002697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002702	2.5323932	17.656498	8.505266	-17.96019	-10.567249	-6.2020936	1.8269988	-3.646419	-7.525501	-0.009100734
TE0002703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002704	-8.575928	-14.751516	0.9077251	1.1846933	20.127724	-11.571916	-6.4079385	4.9731107	-8.258464	1.561645
TE0002705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002712	-10.720246	1.6651776	11.52139	-10.613586	-11.818175	-3.318755	-3.7151802	1.7480214	-0.78784657	-1.3298937
TE0002713	-32.82702	-4.7787952	-3.9326212	-8.035493	-21.990038	3.526076	0.3900713	0.3275801	-3.5304425	-0.8824457
TE0002714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002715	8.153066	-15.856501	23.000034	-5.9277368	-5.3471036	-7.984471	-9.795564	-3.892515	6.331829	-3.731202
TE0002716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002718	13.918092	-1.6621857	29.37247	-6.0338664	12.673347	11.952559	-6.8576565	-12.543232	1.964136	-5.965216
TE0002719	20.81509	24.633356	4.4826803	-11.461838	-14.468323	9.845702	-6.9378605	1.1427729	-2.4362104	-1.2127572
TE0002720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002722	-1.7144346	14.799959	-3.681182	-11.652847	-5.230485	-4.7814837	5.199933	-5.4616113	0.76341045	-5.350175
TE0002723	-13.658317	13.765337	26.798038	3.990504	0.45604065	-12.161251	-0.89683133	1.413902	-7.905858	-2.622452
TE0002724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002725	-27.772154	-14.397368	1.3807577	10.431261	-13.390728	2.4077618	6.579455	-8.731148	3.1757874	3.8374908
TE0002726	21.743078	-8.127175	-11.146219	-9.727677	-3.3861673	-4.800016	13.295917	-0.45013008	-2.2168438	-6.3878684
TE0002727	13.669658	-19.621191	3.2510977	25.525702	-9.976807	8.872955	-13.006967	5.7533183	6.815143	-3.5517082
TE0002728	40.56779	5.2138634	-1.336477	2.975457	-6.935714	21.373411	7.1078215	-1.2823617	-13.982178	-15.445613
TE0002729	20.947334	-12.849734	-25.892828	4.172167	8.74897	0.5120236	-4.4821777	-6.423878	5.3392467	3.4792337
TE0002730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002734	12.298821	-12.79893	-1.8014026	-15.186059	7.5486135	-2.754126	-8.432288	10.587481	-8.685807	2.441219
TE0002735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002736	-68.17306	-2.6462526	-3.2845178	4.510644	3.1909697	6.7089043	0.83002245	2.298596	-1.2993748	0.001715122
TE0002737	24.35107	-9.589055	37.506985	-4.099642	7.57491	-2.1655674	-3.412161	-6.9247813	1.6947559	-4.909587
TE0002738	59.284863	-3.1280384	-12.672748	4.482529	8.515178	22.085155	-7.484678	-10.164076	-5.556734	3.3695662
TE0002739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002740	20.95344	-2.3969612	-27.767399	0.4314595	-4.676039	10.666272	-2.5554395	-12.113145	-0.258403	-2.3367221
TE0002741	-9.889759	7.512913	-2.1790144	-0.27248496	-3.4811614	-11.474476	4.1028337	-7.0163198	-5.6240745	-8.906
TE0002742	62.969513	24.932411	-14.639741	22.355227	7.016145	-4.872879	-11.989279	2.0568097	-6.1628666	-2.3095973
TE0002743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002745	-4.0002284	-3.2456548	14.904051	-8.1652775	22.276045	-18.52726	1.6467127	0.44169804	-2.0024292	8.181155
TE0002746	13.617201	-4.044854	7.428374	0.82626367	1.7678891	2.9161744	0.6443085	1.4845134	-20.407404	-8.97037
TE0002747	-48.040215	5.160293	2.4889455	0.53434634	-14.169461	3.9432065	-1.4404399	4.7368994	-5.5805764	2.3304868
TE0002748	-39.46758	10.810778	-8.046643	-8.317551	8.980838	-0.94194674	4.321041	-3.2950974	4.230093	-2.1621273
TE0002749	5.908928	-0.58381397	5.137707	-7.1788807	2.117707	1.9714226	-9.2885475	-3.826895	-11.692805	-12.429572
TE0002750	4.8534994	-10.911442	-11.84368	3.1358876	-1.4283818	-6.4407864	1.1632142	-17.87119	-1.5659505	19.189701
TE0002751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0002755	7.138825	7.010505	6.3378196	-4.60464	-4.1017494	-18.6613	-4.732794	11.007046	-8.02226	-0.26010016
TE0002756	-28.601547	7.134093	5.6275473	-7.897422	10.786646	-6.4432487	1.9719762	-0.9647496	1.71409	-1.0429631
TE0002757	45.056618	-5.1262703	2.0103624	16.68196	11.973029	-7.096223	25.761795	-7.45123	16.945354	2.3444266
