SID	tg_cnnPC1	tg_cnnPC2	tg_cnnPC3	tg_cnnPC4	tg_cnnPC5	tg_cnnPC6	tg_cnnPC7	tg_cnnPC8	tg_cnnPC9	tg_cnnPC10
TE0000268	-49.1252	-30.166748	45.513542	-25.51915	20.675539	3.3653529	-24.914171	-10.84036	0.6584753	11.297459
TE0000269	65.67182	-41.49944	-8.689591	13.762809	17.134949	-6.8472342	-5.722131	21.202421	8.270138	3.5014942
TE0000270	32.335674	-43.909283	-34.545425	42.649876	9.977909	3.9968379	-22.630535	32.895668	-12.275952	-0.8067091
TE0000271	-20.27011	-36.150356	7.448852	-19.958824	-16.412413	-20.81615	-2.7211816	12.631595	-1.0580131	-11.734512
TE0000272	21.331856	-17.09083	-17.6598	27.540094	12.649651	-2.6575022	13.225931	-3.0273066	10.345529	-9.0550165
TE0000273	24.491673	18.037691	-50.776543	6.724067	-24.180386	-31.41012	28.364864	7.0486197	-2.2781022	12.467715
TE0000274	-6.3990517	-3.8529587	17.406853	18.254662	22.532396	-27.708185	15.08358	-26.521803	20.893923	22.326807
TE0000275	66.149216	-49.262947	43.310913	2.303568	-6.7004185	-11.702303	-1.5058445	12.1094885	18.4085	0.4868087
TE0000276	45.39393	-27.748705	23.656013	22.518631	-21.41653	29.543753	-7.6453114	-32.468506	-12.874784	-4.015233
TE0000277	-4.051734	-6.0070324	56.29268	7.844236	-11.371214	-4.2071047	15.677464	6.583333	36.461315	17.133461
TE0000278	31.959145	13.637542	6.573019	15.179884	-40.04005	-11.665736	-13.912585	-16.488546	7.4210677	-1.1025467
TE0000279	-18.490744	-8.400282	-8.007981	23.983313	58.810497	-41.786266	21.854172	10.328474	-3.6311655	20.462961
TE0000280	75.04567	-16.10782	14.552589	41.723858	11.572422	-16.98923	-23.418613	-18.016584	-4.016919	-3.2739735
TE0000281	32.241207	0.8985987	-45.22959	-6.21263	-30.373117	-3.9642558	9.513795	2.7894983	-13.6921215	2.1536171
TE0000282	-45.796394	37.12016	-30.523962	37.980175	9.875167	21.457783	15.314742	12.840387	9.808295	-3.3600054
TE0000283	-49.854897	21.507904	24.2068	39.296288	-12.8138075	1.3184512	-12.473728	11.995239	22.598524	-2.471528
TE0000284	32.811695	60.263752	-16.749195	14.266685	-62.57979	-15.300611	-1.2297217	-5.6216216	3.637644	-1.5060143
TE0000285	-3.7340002	2.135605	-41.678444	-23.235567	-50.764282	-19.999872	-14.957986	18.103416	-36.107048	13.668757
TE0000286	4.509491	-0.62330276	-34.77253	19.84848	22.323002	-8.897195	2.9770172	28.129038	6.4537473	2.8612223
TE0000287	40.01583	-35.09644	0.07334504	-0.77855206	2.4983022	6.2528777	-14.538614	22.688128	0.949636	17.705997
TE0000288	-8.171083	-68.058395	3.143166	-16.686502	-12.371925	-2.895261	3.026465	0.8069068	14.926984	-0.6889091
TE0000289	-17.842382	6.990731	-24.123346	29.614904	24.694244	9.086562	12.050752	3.792089	7.9104204	6.3839064
TE0000290	30.01159	-8.307752	-27.05499	8.746456	-30.090197	8.610659	0.19471228	3.1774569	-3.3749745	-2.3187466
TE0000291	59.20601	41.25581	25.062622	23.52185	-14.70909	-8.9865465	-6.179765	25.282787	12.80188	21.862547
TE0000292	20.638226	18.727829	-14.757129	25.004288	-48.40353	-1.5029167	15.71618	-5.9515343	-12.465855	2.2736843
TE0000293	59.02404	3.429744	5.3570642	11.557609	35.580532	-38.4961	6.668493	-1.0855273	-8.178536	9.374684
TE0000294	54.020103	-14.243891	-23.285116	-17.596928	24.614325	-20.447182	22.356606	15.092274	-21.274998	5.7747803
TE0000295	69.48498	-59.13208	-16.970812	11.262257	14.604897	-3.4122906	7.934554	-17.343521	-23.909367	19.69101
TE0000296	-23.877506	-0.67946017	11.010251	4.3266473	-0.80763084	-10.5343075	-6.335175	12.504857	15.069762	-13.001757
TE0000297	-3.9331148	-3.4387848	-27.923721	-7.8832536	-15.331514	21.124962	5.6944222	10.353685	15.585971	-7.810517
TE0000298	-27.135567	-35.50401	23.520823	11.370919	-6.3047314	11.142709	10.224415	-2.6033785	28.40003	-12.41853
TE0000299	33.667057	0.4505944	-33.151314	-0.6690692	-28.50671	1.4051243	-4.7979803	-34.685097	1.5964707	10.875423
TE0000300	-9.656711	-37.835854	-44.88312	-30.67473	-19.034807	1.3529228	7.484215	3.1462555	-15.313433	13.2293825
TE0000301	34.089317	10.976623	-23.406128	-11.971178	-37.019478	-22.50338	3.3808968	5.3553452	5.344282	14.392642
TE0000302	46.44785	-23.917679	31.622646	42.572132	-15.168145	-0.27747938	32.392414	-9.079592	-12.660006	-24.367554
TE0000303	20.75153	26.772327	-44.36688	-24.748632	-62.25918	-4.8713384	-5.893931	-9.973047	11.294967	4.1365714
TE0000304	-9.77317	44.74235	2.5716276	-32.53552	27.305325	6.3751054	-1.9967177	-12.86756	26.268875	-8.117958
TE0000305	-14.431737	18.230412	-26.373388	-41.68136	40.16196	7.6804595	-22.358894	9.151712	-13.834287	6.346911
TE0000306	39.55145	-30.140463	-8.362661	16.834929	-9.095197	-3.7545164	10.213222	2.7135699	4.131832	-15.335591
TE0000307	70.79339	5.4457808	-7.949513	42.451176	34.199326	-4.8237176	-2.968812	-6.1558475	-2.2241805	14.702472
TE0000308	-35.384827	-35.84242	4.6798015	11.172116	-19.836016	9.333416	-13.548133	16.0598	10.641451	-41.800312
TE0000309	60.396652	-16.674126	2.5636249	4.7875204	56.679268	-3.5440154	8.0358925	1.0206983	-7.2353187	-2.754123
TE0000310	-49.428204	-4.6562514	-11.67294	3.3700755	4.92631	25.175348	9.689116	-3.1528718	-0.9568932	-2.2813518
TE0000311	-15.2869625	-15.247836	-23.443956	-22.107298	-28.356266	-31.79298	18.025114	35.955517	-17.743788	7.8292985
TE0000312	19.599642	-9.739393	-15.593012	15.551974	-4.5500984	0.19928382	9.246909	2.2844524	12.34825	-4.421727
TE0000313	69.74289	-54.436554	0.34400406	54.899715	4.138111	3.839622	-16.057892	-8.901286	-3.5973818	-21.609512
TE0000314	19.444462	1.4909948	-17.739466	6.3222866	-5.761812	10.061152	52.01176	28.883184	28.861843	9.111709
TE0000315	13.055103	-23.20072	4.331999	4.800135	-8.113222	14.970783	-20.69537	-7.7314606	9.0719	-24.62049
TE0000316	41.368423	14.9956875	35.98682	4.7165127	-19.865515	-18.358368	16.953373	-2.580367	17.058235	-17.240988
TE0000317	16.743654	37.24097	5.4484024	-5.3349853	5.4491687	11.564037	16.230007	27.032639	21.851706	-2.610703
TE0000318	38.16169	-15.025322	-22.684435	15.336825	-15.630799	-2.732266	8.171425	-4.9696674	6.9148674	-10.840481
TE0000319	8.713338	17.221186	-23.284122	-27.34255	12.0778265	-29.229467	17.759195	-2.2216947	21.212719	16.305885
TE0000320	30.535807	20.14537	27.976357	6.4252	28.473145	-6.54601	4.531832	-25.056576	0.17381525	-0.95693356
TE0000321	29.686337	1.7845979	-0.8292095	-38.43219	10.55672	3.2827604	8.651372	-25.40077	7.985671	0.103306256
TE0000322	47.635185	18.057539	-3.7719228	58.65406	18.448626	-25.453222	8.873581	-4.5731044	3.6163044	-0.7965058
TE0000323	49.253674	5.2536244	23.512545	6.9561257	23.903683	5.293257	3.948418	-23.536762	16.783195	20.46377
TE0000324	49.50374	38.7949	25.81211	-43.80456	38.937622	-3.4094095	-13.238128	13.519219	1.6054512	-7.6102023
TE0000325	-16.67672	-49.784515	27.777605	-15.351986	37.903725	21.558361	-4.334305	2.9143417	-4.7769427	-21.669552
TE0000326	-8.454532	-20.307337	41.824703	13.3959675	-17.128443	-16.891117	-4.5616903	15.534128	3.4428449	-1.844871
TE0000327	-9.156885	20.565058	-23.616762	-14.455748	3.5977612	23.054207	2.6899114	-29.43865	41.569572	25.612745
TE0000328	18.65084	-8.989294	-4.030475	10.731398	24.06268	-30.663563	-9.652653	-2.5023406	24.696215	-2.7331505
TE0000329	-2.4649377	6.088143	-28.399744	27.350203	26.33544	-0.17680669	35.964474	-30.14523	-3.4351604	-2.9271557
TE0000330	47.179104	-9.807822	-34.465214	-7.2082477	23.778225	4.4124494	-7.62169	10.887005	-16.451433	-33.165443
TE0000331	22.703924	-22.391178	-21.376612	-33.83909	16.851051	32.030067	-20.53715	-7.440143	-12.451303	4.6613336
TE0000332	51.663216	-32.29626	-10.366298	11.517816	-28.404753	-16.866642	-7.7977314	-8.504192	-0.7527673	-11.798672
TE0000333	45.94081	1.650392	-19.070787	2.1962554	-7.122418	-0.7869398	5.4783325	-18.151108	21.754839	-0.36574036
TE0000334	-11.603066	-10.939738	0.67206997	-33.74312	-32.289635	-17.97387	-17.750269	-20.069843	-11.017867	18.109646
TE0000335	-38.57274	27.448326	-16.589237	10.697136	4.4584985	-4.810506	-9.009384	16.968176	20.11329	6.185806
TE0000336	56.134666	30.469973	12.556906	-6.363038	31.712618	-14.439381	-12.727144	14.915109	11.452077	-6.2721543
TE0000337	-40.18504	-21.931698	38.76554	5.826957	1.8727725	-9.2856455	0.8256089	0.06360968	14.349547	-7.504108
TE0000338	14.318104	12.246414	11.142037	-5.938322	19.048672	-17.383942	24.513636	-10.325224	0.25617474	-22.776615
TE0000339	-23.654898	-22.946602	-21.82275	-7.1289973	-4.4714875	-6.1450186	-1.4844838	4.6670556	-4.860474	5.153078
TE0000340	-10.334081	-13.392146	15.50596	-3.6270971	12.326364	-28.458206	-4.328113	0.12143623	24.66943	-6.4367332
TE0000341	53.510178	-7.2643485	61.727642	10.89534	-6.0921984	-1.689702	9.679389	8.281711	10.1532955	13.884865
TE0000342	13.599448	-11.424294	20.799145	-52.30197	16.701672	-1.949821	-6.030063	-11.718781	-6.8067336	4.4458265
TE0000343	59.39753	-21.73018	-8.511805	26.349154	16.161768	-31.570223	-17.892998	-8.453962	-9.911534	-4.1596575
TE0000344	53.74614	16.263315	36.3731	26.104618	-3.1582294	-12.030914	28.606825	0.92164826	13.087064	11.740769
TE0000345	20.957418	-22.693441	-29.683334	10.69941	-17.22573	-5.46329	33.69527	-21.041645	3.876878	17.943878
TE0000346	15.3040905	36.801243	7.3849907	-36.2416	26.376934	-7.6254125	-34.771614	9.5340805	8.39739	-10.112365
TE0000347	-27.862442	-14.139741	-23.143715	-14.581274	-34.585583	-10.218632	5.317639	3.276507	-26.98086	-9.981703
TE0000348	-49.768604	-17.622984	-16.24994	11.833041	-23.485607	-13.956794	-0.21855488	8.89067	21.829868	-5.550612
TE0000349	-15.895593	13.697776	-58.00121	-37.824265	14.50878	0.5756381	-11.661498	10.718637	12.432329	23.81871
TE0000350	-49.451706	-45.39403	22.401499	9.653236	12.127871	-27.946287	19.70742	-5.872894	14.145892	-8.696738
TE0000351	20.101551	-32.742783	-6.216483	2.7591615	-2.8940809	-27.395142	28.122507	10.183514	14.542178	3.7990434
TE0000352	-2.3285177	67.90096	-20.24176	12.578191	-24.453674	4.853469	-17.049425	21.976486	22.99428	-1.8047752
TE0000353	45.596653	-24.247505	1.7124485	10.916851	28.559977	-29.54914	16.858261	-8.690437	2.257529	3.8434386
TE0000354	60.940514	15.058423	-15.688904	45.100147	16.942194	21.098185	-22.536072	-16.09307	1.1503922	-5.9539
TE0000355	62.37532	-18.541729	-7.9815087	5.1522937	50.86039	-24.139156	12.567237	-18.120625	-4.0438876	32.228985
TE0000356	-19.484861	-32.23149	-0.25027785	-9.855091	5.2052283	26.448055	-4.208891	36.34728	6.9213943	-10.820766
TE0000357	-54.497627	-48.48451	-10.911251	-11.199128	26.853317	29.658773	26.049782	1.0311078	5.118936	-8.429757
TE0000358	25.142128	-15.940033	-18.260782	18.071766	-15.0992	3.649528	-11.373842	-20.324661	0.7394821	-13.750326
TE0000359	26.731577	63.88831	20.599241	-0.5631474	17.199299	13.549107	-2.5451376	9.893145	-14.329428	15.568427
TE0000360	62.91646	-17.870258	-7.1284904	24.769442	15.8211565	12.175393	-3.955931	0.7752306	-22.124277	1.0160623
TE0000361	-56.188976	-35.65422	-20.57201	20.39341	31.227371	9.496968	15.023247	17.226168	37.394352	1.9793819
TE0000362	14.250441	11.397477	-18.91667	63.15946	-12.796926	-4.1327524	-13.063381	13.746759	-4.171099	-17.88483
TE0000363	7.958668	22.874744	-24.613565	16.821253	27.515278	25.736885	38.967052	33.830017	-10.69677	-23.508219
TE0000364	56.315628	45.125084	8.55517	20.843008	26.0749	-16.179728	-37.737457	11.310364	12.071059	18.753283
TE0000365	-30.11825	-17.846823	-38.13344	-14.660661	-3.2292457	6.523443	38.680653	49.378914	-32.135635	18.44319
TE0000366	44.23164	11.399787	-10.237157	-8.950015	40.339756	4.145793	0.71345055	23.056936	-0.01110701	-15.753578
TE0000367	46.38921	3.935571	-8.369314	11.684313	45.386192	-9.380134	-29.043715	12.479259	33.845818	13.792771
TE0000368	68.7137	34.135525	-32.592613	2.0001988	-12.1610365	-20.821386	-12.453013	22.565527	6.6451097	2.7205176
TE0000369	-18.61858	-27.967793	-34.08334	29.855785	1.8423413	5.9699144	7.139562	15.964211	-5.8406057	-10.590008
TE0000370	-33.612297	-24.964703	41.855034	8.527403	-2.4700153	18.878296	3.7121403	20.36043	1.4577706	-10.502109
TE0000371	-19.305813	-11.22332	-13.8637905	-18.913324	22.420841	-0.5753506	8.413802	24.881266	19.646425	34.304115
TE0000372	25.588676	80.48882	-14.976083	-9.724853	-29.476143	-12.20531	-32.739933	-19.911137	20.948444	-6.167796
TE0000373	-27.302433	17.187475	-9.619595	27.508476	-27.215683	16.19549	-24.5661	7.440323	5.558412	-6.725166
TE0000374	29.602709	54.696896	-12.461744	42.19434	-9.89578	-6.8240004	-6.5031643	9.219813	13.227054	6.5363436
TE0000375	-2.642107	14.651575	10.46502	7.5427656	17.31335	7.0699925	-19.799173	-1.38431	0.27532238	7.7978725
TE0000376	68.96614	-79.35751	-16.5553	21.647575	-3.1583147	-6.8671737	-1.8782306	8.3085785	2.0322094	-13.42912
TE0000377	-9.980508	11.350005	-10.386811	-37.438454	13.090407	30.825998	-24.75933	19.725122	9.720348	-11.650835
TE0000378	-28.861324	-13.5092325	-40.646835	18.833551	-12.015272	7.073274	-10.962361	9.369275	21.856329	4.160288
TE0000379	28.944584	53.738113	-47.73171	-4.350284	-17.18229	14.888141	-4.380793	8.106171	-3.4388013	-0.5787743
TE0000380	17.872904	-46.26489	-61.67492	-28.00155	-5.096433	-24.706165	26.202864	10.48858	-32.76619	26.264513
TE0000381	67.205696	-73.130806	-23.681534	-11.146661	-3.9172957	-1.5672429	22.06982	27.07521	-0.6817514	0.70012635
TE0000382	21.936426	-22.282629	6.1597004	11.29436	15.4737835	-19.06213	9.607213	13.249074	26.634176	2.2232158
TE0000383	-41.04269	-21.576029	-26.962593	11.954689	72.58745	8.893134	-14.478472	-0.28735697	-9.548081	17.47626
TE0000384	-25.926117	-34.571606	-54.74674	17.108372	-10.663533	32.23191	-12.160367	24.406425	-1.3884662	-8.201665
TE0000385	28.975761	9.729162	15.577077	-29.110659	-2.7323534	-8.782034	-12.394421	14.196222	4.4063797	-7.869331
TE0000386	68.490135	4.194471	4.5702643	39.05995	3.1174037	-36.528458	-0.5737527	3.3504915	9.972682	17.657396
TE0000387	-43.07476	-45.513554	10.38056	15.830733	-11.080873	11.656183	-18.220455	22.80287	14.626795	-20.024132
TE0000388	-30.530792	1.4386579	25.03486	5.457438	27.126497	-9.688142	-30.017847	4.5127683	9.755631	9.670844
TE0000389	25.50725	-2.7193952	1.4421934	11.456817	-11.35904	14.048239	2.5091248	1.7007295	10.365028	18.484219
TE0000390	55.277992	0.31333137	-25.277	-11.421029	33.01241	-1.891116	26.35475	27.850548	-11.010347	14.620945
TE0000391	-50.197777	-42.555782	-3.073085	10.59467	11.408288	-32.235386	15.93442	-2.3178215	-18.6185	-11.007558
TE0000392	-11.028799	52.209908	-3.3409765	-9.294776	2.7210906	8.837882	-4.642931	6.0457487	5.3691816	21.564844
TE0000393	-29.688768	-27.149933	47.467735	-22.266024	-2.7065866	-7.264667	17.596674	24.22865	-2.2055202	9.231761
TE0000394	48.53193	-28.47351	8.928083	25.820837	44.270664	-7.8970523	2.0926986	-38.77618	-14.480853	-20.320213
TE0000395	15.14481	20.92274	-42.142334	4.7569523	-24.930838	-1.4973172	29.110235	7.3218026	30.51262	-12.201731
TE0000396	5.405751	-56.60691	-54.149475	-13.003658	-27.953365	5.2081704	29.023138	-0.83746403	5.204417	15.394321
TE0000397	14.183266	34.71021	-1.8883753	37.41368	-23.938013	22.356628	10.413436	-3.7632527	13.690208	-8.657748
TE0000398	31.639105	-10.080926	-39.877113	34.654804	8.829065	-2.8731978	1.5546479	19.075586	9.717846	-18.35023
TE0000399	27.55574	70.017235	-19.05987	-23.975994	3.1969001	-18.26368	-2.9467566	25.687002	1.4911493	7.638599
TE0000400	-34.981724	-46.30117	23.74052	-15.527699	35.761642	31.697943	5.741552	15.722262	-7.060625	-11.109238
TE0000401	85.118614	-50.767696	-38.263264	40.838806	7.960699	-14.172219	-14.949258	21.094246	-18.681976	27.553572
TE0000402	52.45382	-58.73333	-41.792988	10.3461685	-28.613396	-1.6425264	-7.2121763	13.687488	-6.384704	12.293895
TE0000403	42.78455	-43.708534	-4.754651	-9.15429	21.648804	-18.170485	18.685225	2.9714425	19.37157	-2.897012
TE0000404	-41.171234	-24.166153	0.85608685	17.376215	-15.815031	44.546673	-9.522532	15.360351	-12.771957	18.15254
TE0000405	65.2189	-28.97341	0.40140188	10.877299	25.897707	-4.692706	13.165388	10.884897	-7.5109777	3.2162461
TE0000406	58.584465	-61.112312	46.861526	-1.6599374	21.456646	18.091463	29.756653	-3.527592	9.750584	-17.426174
TE0000407	70.45974	-27.859962	-12.012895	-2.1757195	11.909625	-20.610712	16.822918	7.6353693	-5.026956	6.750897
TE0000408	12.833529	38.92778	-25.705128	2.160102	38.47923	-8.376776	-28.619326	3.9001992	-23.97816	-26.126797
TE0000409	41.138393	-34.78336	28.08148	20.92868	-20.37205	15.301636	-18.06469	10.520799	11.076082	-25.565434
TE0000410	-12.793903	-28.051418	7.41637	-4.048859	-49.877747	18.779379	-10.973251	-2.0541348	24.989578	24.992975
TE0000411	45.239536	-60.052147	-5.996654	64.635895	30.526337	2.9919522	13.725625	-20.374287	-12.107585	-14.259221
TE0000412	3.7770233	30.336374	-24.93927	-2.108608	6.627458	42.0156	-20.693707	14.302601	34.760864	-4.474176
TE0000413	-13.248369	-65.71048	-29.621353	-5.529713	1.629499	10.220253	-5.913949	17.142773	4.34586	-13.279458
TE0000414	46.440845	-5.226059	-47.94942	21.699125	8.878119	-19.777607	22.6277	21.994225	-2.6610665	16.216406
TE0000415	27.737238	-3.0957646	45.560387	9.712116	-0.30379993	2.504047	-25.131908	-13.033024	3.1591089	25.322445
TE0000416	48.078995	44.31883	46.83106	32.562164	-4.166026	-11.779317	14.997718	-7.0746403	1.8183628	-7.117426
TE0000417	82.07252	-4.5841475	-4.8110375	23.251232	15.088494	-1.0485202	-33.157143	-4.2509646	22.29408	8.335996
TE0000418	45.23482	-10.000502	51.73064	8.533653	-20.143732	-19.031889	23.98865	-2.0309746	26.799662	1.2498287
TE0000419	48.636486	7.4197803	-10.393103	-14.098844	63.078312	-20.632593	-1.7462318	-6.2812295	1.1563041	4.819714
TE0000420	-55.122684	-27.203348	-51.795235	6.6960034	20.893843	5.7543187	29.981915	8.20066	-12.391419	24.803572
TE0000421	-66.404495	-4.394354	-41.84737	28.346546	28.063143	-21.545336	17.674738	4.003297	-9.635131	-3.4432087
TE0000422	-20.009535	20.411762	10.360098	33.153397	-11.079139	10.843995	33.876175	14.573698	8.121062	-10.542718
TE0000423	88.521416	-58.622303	-22.519789	27.24469	13.9118395	-5.503884	-6.207512	12.471401	-6.530199	14.503547
TE0000424	57.973156	-1.1974722	13.488286	4.63582	3.7107055	-5.87285	13.93684	1.3577914	19.713335	20.096308
TE0000425	-34.332176	-2.0572646	-42.04821	28.910082	-0.86176217	-28.008663	-21.49392	18.459822	1.469988	10.659524
TE0000426	-13.386088	-10.316987	-24.208778	-10.200517	16.055687	7.6140356	16.387053	18.490297	11.327375	-21.10348
TE0000427	-40.90769	-12.719192	4.4468822	-24.651747	27.38025	-2.2801247	-17.097708	21.71322	17.1982	6.1343846
TE0000428	5.8779244	40.578587	-5.1082587	-14.073061	3.2273476	13.869739	20.097563	-28.097313	2.9826148	-1.4545529
TE0000429	10.81227	38.38131	16.139362	-5.4818106	-27.816444	22.425901	-23.375134	31.142036	10.33272	6.717775
TE0000430	17.2346	-29.451412	-38.437054	-17.29175	-0.39737916	-36.891266	1.6700913	-2.9120898	-5.4387603	-17.725506
TE0000431	-24.75596	-7.449159	-16.466131	-5.9310236	-6.6120086	-8.131567	-10.128838	3.924669	12.056273	-14.987956
TE0000432	-28.330898	-16.291416	32.041492	-11.150098	-23.76414	-4.977749	-12.307124	11.663128	19.766264	-4.4625
TE0000433	35.936176	-30.77528	-11.101062	-22.047266	32.625828	-28.327513	11.790991	15.703056	38.589493	-3.2187724
TE0000434	9.516008	27.039669	-8.028097	-33.276672	-13.380099	-10.074571	13.414474	-9.991198	3.6106315	-14.068501
TE0000435	-33.127888	-50.669273	-34.038723	5.6192527	-18.538542	-7.771914	-11.740756	19.849472	-6.0639796	5.9413157
TE0000436	9.016861	16.808018	-6.0016003	-23.703836	17.894405	-27.555313	15.862592	2.0001261	-14.991428	-7.098854
TE0000437	41.612724	18.582586	-7.511154	-62.20129	-0.22862037	20.799356	3.2927032	13.440601	-6.0182605	7.889112
TE0000438	-25.518225	-1.3760474	-0.48735878	-23.574566	11.204597	26.999603	-46.611115	32.17975	4.2434206	-0.96511495
TE0000439	-19.933771	64.539024	2.3862026	-6.6673293	38.94527	20.00733	-15.189815	4.17314	26.88705	21.917545
TE0000440	-30.971962	-34.021637	-42.93631	0.62071013	-17.050327	-10.097541	-8.389498	26.930548	27.59718	-11.093544
TE0000441	-34.9999	-30.371534	-22.30708	14.271396	-15.600624	20.892345	-2.245675	5.854018	12.607738	-11.887887
TE0000442	28.627573	31.966482	-19.923635	-72.485435	21.885569	27.602995	-4.8700724	-4.749205	0.5182711	1.8030435
TE0000443	55.270138	-9.3384905	2.9373398	11.579519	-31.508963	-17.748476	-24.856468	-18.642658	1.5062158	-9.786433
TE0000444	-15.828825	22.88362	-0.49987158	-7.616561	-4.8991346	4.6880693	-11.412853	-16.643799	-2.1025436	2.136169
TE0000445	59.345398	-41.004604	-25.358948	8.582839	34.238426	13.549396	-24.11269	22.351337	-16.851313	-10.865729
TE0000446	-8.123715	27.2944	-32.434277	32.847466	10.175931	3.3582022	-24.26903	16.895449	11.239039	-13.633618
TE0000447	-31.345827	-58.018562	-43.0591	8.376124	-3.6439118	-17.419731	18.778292	12.860477	-8.754704	0.34516877
TE0000448	71.099365	-46.80311	-37.84476	22.468027	40.39366	28.746603	-3.0253146	11.012707	-2.248447	5.5602846
TE0000449	28.767673	-10.688541	-28.650694	-15.871266	9.732303	-28.973673	28.521057	11.70164	-12.147395	-11.863594
TE0000450	42.99953	21.873236	0.9433796	-13.897733	-13.828888	13.891438	-10.088078	-9.443618	-2.1981232	0.96186477
TE0000451	29.837801	29.579187	-5.946257	-28.370037	27.269646	-1.6610752	3.7670689	12.23164	15.992005	-20.416702
TE0000452	-38.942165	6.835719	-50.823315	64.989655	-7.5716505	23.640425	-31.876461	14.943929	24.222048	10.763327
TE0000453	-10.24483	60.727165	-0.9751543	14.033447	17.7516	2.3558714	5.475869	-3.388626	-1.8243468	6.5327945
TE0000454	80.21944	-45.08083	-7.106581	-14.19066	-12.103746	17.842516	11.451084	24.982927	11.991476	-11.03671
TE0000455	-45.911766	-23.40444	-25.780651	45.134327	26.232084	23.722591	3.0621028	18.631907	10.139439	-12.55266
TE0000456	-2.9488976	-6.0976086	31.731594	-43.58816	-19.482517	32.461517	16.528149	42.761055	4.379019	-9.28103
TE0000457	48.03761	33.945602	-16.639246	0.0691919	7.1875653	-1.7990223	-9.334499	4.430889	6.537376	15.169477
TE0000458	42.899254	-0.8564662	-3.0050766	11.543029	12.224099	15.42584	1.2316093	-13.905433	-7.802978	-32.353424
TE0000459	11.7186	54.52606	12.672413	9.702022	-19.00379	5.0692935	-0.49313527	21.368162	23.949955	22.606377
TE0000460	-26.23251	29.423822	-2.672192	15.345094	-0.14703779	28.700964	29.015547	16.794859	2.9455578	30.777796
TE0000461	16.455648	29.003214	8.135358	-2.3046463	44.699398	-1.9432242	-27.056849	-12.945259	-5.7162514	-4.672334
TE0000462	46.759323	11.440671	34.86059	-13.476746	3.699611	-2.806384	10.325056	14.823855	9.013492	-8.608381
TE0000463	-27.855455	-45.210155	12.191544	-8.367811	-17.384573	17.865555	-7.960907	10.632728	10.336504	-0.50952315
TE0000464	24.757717	-25.742596	-26.063072	-14.167908	22.737465	-4.1142273	-12.880088	-3.2606294	13.525757	-26.353483
TE0000465	30.780636	19.388256	16.943138	-13.375107	6.598131	24.795141	0.2012864	9.978647	0.07576461	6.4249706
TE0000466	2.7424004	19.101679	5.989582	-14.320887	13.4347925	-15.659324	-24.906872	26.035723	29.98313	16.370686
TE0000467	51.022335	31.248995	-5.4484177	12.890277	29.59062	-12.545188	-6.548764	6.4621744	0.41757023	10.821033
TE0000468	-50.133045	23.56912	8.597487	49.612965	4.9936304	-2.9104354	2.6715086	6.384441	-9.413047	5.4450808
TE0000469	23.226265	10.67953	-33.205173	-0.95137763	18.914854	-15.874994	15.930511	19.367321	23.64469	-12.889698
TE0000470	-23.573019	9.28294	39.263687	-7.339471	-13.648779	11.593206	-20.74634	28.690617	5.3204274	-3.9270842
TE0000471	-12.594552	15.687244	-12.579033	-43.418674	9.348662	6.302006	-11.93305	-15.873	10.112929	-5.1336946
TE0000472	48.91705	-41.177315	36.664204	-8.88669	21.510265	35.92944	2.5324903	16.217932	-14.767826	4.722653
TE0000473	-44.32438	29.58952	26.626104	-20.413582	6.2167096	-45.46155	4.3965797	25.019617	-1.2809227	-7.781225
TE0000474	-20.919695	32.20521	1.0343375	-7.7627296	7.1424246	3.3035243	32.085613	6.236175	7.821252	11.572107
TE0000475	-17.957458	-2.331205	9.795976	-16.235022	2.2487242	-5.882753	-11.454247	9.0163555	8.996258	6.6511173
TE0000476	30.43122	-22.689573	-14.398043	-8.483932	-21.406507	-15.963149	-9.7055	-11.177064	3.7328167	-17.81387
TE0000477	58.03346	-32.080044	-29.80101	6.8210607	-13.671219	-9.666296	16.87254	-6.6509047	8.275112	-1.1278577
TE0000478	-19.181189	-59.586517	-40.89018	-15.398648	-13.492352	-18.902271	10.598664	-16.470825	-11.500787	21.400335
TE0000479	51.707935	-35.355316	-14.769989	-5.4935493	20.15845	-18.390692	-4.7053633	-5.349845	-10.809272	-10.602307
TE0000480	-30.057245	-25.831703	-22.5034	6.048778	2.6265142	28.574646	35.923656	-13.307027	24.809437	-0.39992818
TE0000481	9.666002	-19.336697	-38.868916	2.7812371	-17.097963	-9.483678	36.408394	-3.79164	-1.749864	7.679689
TE0000482	51.563686	3.9090073	9.867032	25.697525	33.15287	-6.6083927	-1.1481512	5.7909193	19.978888	-5.136213
TE0000483	-32.726597	4.905013	-17.421179	39.65721	-20.048195	2.959605	5.325576	2.8827968	19.534895	1.6337231
TE0000484	21.717516	-25.57902	-4.6563997	4.908147	18.646618	-24.968525	14.04774	0.12216505	6.8238854	-4.4653087
TE0000485	-4.5523295	10.616428	-33.520596	3.0503113	13.740091	-24.525103	17.794495	-10.264018	-3.524925	30.82311
TE0000486	-28.35665	-31.960463	9.679054	-15.077265	34.71031	-4.6077833	-7.1244135	-2.6903756	13.530873	8.9510355
TE0000487	-32.176888	-44.24019	-0.214517	26.4094	-9.006348	5.358939	-27.131054	4.0358677	-7.3819346	-14.953831
