SID	tg_cnnPC1	tg_cnnPC2	tg_cnnPC3	tg_cnnPC4	tg_cnnPC5	tg_cnnPC6	tg_cnnPC7	tg_cnnPC8	tg_cnnPC9	tg_cnnPC10
TE0005676	11.866839	-22.880394	9.963009	-45.457447	-9.117413	0.41505617	-10.087798	8.313047	4.986176	30.037891
TE0005677	94.06779	-81.93732	-15.927982	-3.2047791	40.675667	4.4664435	-0.22769846	41.549	2.8664923	-6.2681975
TE0005678	13.025781	22.250998	17.930805	-50.391563	-19.246511	-17.38724	-15.384916	4.6005144	19.99432	-9.94919
TE0005679	-24.853094	-18.711378	10.5811615	-13.492761	10.1896305	-5.6075597	-14.794602	15.820504	-6.037582	25.105255
TE0005680	63.094	-0.025303189	40.43691	-21.830362	10.322449	3.7667167	18.313732	-48.078983	-12.79917	-13.281962
TE0005681	-51.369213	14.735802	63.9225	-11.190319	11.28351	-0.73300415	-27.325268	5.7692966	0.5816827	-0.8699741
TE0005682	15.560673	21.075083	-7.099159	-35.23435	5.8965664	29.98249	1.3322467	-12.092352	-11.340652	12.707506
TE0005683	5.2606754	-17.03244	49.602394	7.3311615	11.596294	53.08542	-37.060368	19.11293	-29.34611	-8.38441
TE0005684	-5.73587	13.072512	27.94879	-35.23476	-24.171457	48.95337	-1.3754958	-19.39314	17.374022	1.592733
TE0005685	86.53466	-28.858122	-33.55882	-19.613913	-7.061642	25.073336	13.688113	18.862411	-20.481668	-2.1252544
TE0005686	-15.692693	57.916477	19.087147	-47.49184	-0.25323027	-11.073047	0.9916534	24.680223	2.994533	0.6373043
TE0005687	-16.12341	-31.105156	31.468628	-25.71749	24.233467	26.512436	3.3846426	27.134954	-0.009527056	24.819168
TE0005688	53.481663	-41.44652	10.5813875	-13.803186	23.78291	-16.136736	-10.146614	19.949306	20.780458	12.514328
TE0005689	-41.110123	49.077724	-22.249044	-14.763275	18.855394	4.415361	-22.974127	-4.4018283	26.90399	4.387829
TE0005690	66.13302	37.684795	-28.81943	-44.07918	17.067709	40.45296	-17.363523	-41.903316	9.277925	13.141541
TE0005691	21.363716	-20.984833	-39.767975	-7.021862	7.7917514	-2.3092365	-6.154955	7.9258156	11.684815	-13.963273
TE0005692	42.421852	9.698266	-31.966343	-48.195496	-15.305929	8.06664	-11.1677885	8.535127	5.1797333	-4.3599424
TE0005693	-8.099209	-11.071266	21.547506	-17.29557	8.412829	0.42757145	-34.54382	2.1074429	18.588686	5.1280675
TE0005694	8.2764	-38.200912	-43.146156	6.2395167	-9.069475	0.68019235	20.067915	7.425489	-10.208805	6.124588
TE0005695	-71.73675	-11.034734	21.879354	-18.806961	-3.8453505	-3.3943472	-23.529236	30.226583	10.938475	0.113950446
TE0005696	-33.150963	7.539685	4.018425	-0.21738356	-6.332776	-18.070105	-12.977925	11.9541025	1.6607755	-15.57271
TE0005697	-8.996676	-11.7335	52.712597	-12.067231	15.19561	17.475742	-5.728303	2.1912708	0.58761007	19.6491
TE0005698	9.767692	-2.7556512	-54.699036	-16.905315	-12.628838	-12.32505	-3.9603074	9.668645	-5.388661	13.06934
TE0005699	20.277737	49.860943	-28.684557	-8.288509	26.954819	27.456726	-35.376934	-31.177979	15.229639	5.6534576
TE0005700	-10.62083	36.77972	-24.840591	-23.243689	-22.109913	2.1445897	-28.679565	-31.509779	-2.495602	8.494242
TE0005701	64.85488	4.309826	-0.41095075	-47.7472	-6.7082562	10.896505	-8.399753	-10.563506	22.326937	8.463047
TE0005702	47.443237	60.721046	14.393758	2.4225223	-23.497833	24.89495	-30.87612	-22.555048	14.398537	-25.87976
TE0005703	43.42091	-12.360262	-52.67123	-11.518013	-2.3709874	22.106363	-3.232271	15.35676	17.899666	23.486586
TE0005704	3.9096732	-25.41827	0.35746074	-34.541267	-4.4867787	-1.1928835	14.488004	32.069515	8.627015	26.96592
TE0005705	-33.4506	43.626022	-3.323213	-32.77631	-18.043295	-14.351429	-8.887199	1.875556	2.258371	-2.1248822
TE0005706	-15.747815	-13.544263	9.461591	-5.5846305	-3.9250138	8.808078	-3.148124	19.196676	-26.885967	30.767141
TE0005707	-24.677654	57.47068	5.34127	-16.287868	10.591325	14.267847	8.690992	-13.441459	17.300251	25.907187
TE0005708	40.131847	-41.674282	-50.041912	-29.109499	-14.97473	-19.120037	-29.144123	14.685352	-6.750761	11.060591
TE0005709	53.13434	-20.855629	-32.464012	1.8502269	-7.7977266	4.129547	5.0489306	-11.539347	-19.477715	13.095185
TE0005710	23.401798	-41.091198	-24.474583	12.036682	-25.995016	18.55394	-29.267649	28.158352	-22.09552	28.748571
TE0005711	42.730564	-21.884138	8.93608	-35.562725	17.452631	-13.245937	10.852899	7.3649035	5.8752975	19.614624
TE0005712	-2.0465446	7.997684	-14.502177	-10.464269	-17.935287	-34.697643	-19.716103	-1.9128296	13.534989	17.14331
TE0005713	-10.317354	-25.826927	-22.349554	-22.269976	10.030467	-1.4266975	9.122132	26.191624	-7.8135448	7.424254
TE0005714	28.890894	-31.39834	-26.75894	-57.211926	8.724622	18.483595	-27.296623	-11.174676	-4.5659285	12.917007
TE0005715	24.729576	-38.659363	-2.3743353	-1.6974398	-0.9973166	-6.7900977	-33.337296	13.200644	-23.199131	14.444335
TE0005716	71.78755	24.891243	-32.78638	13.218088	9.448378	5.2130365	5.1192007	7.5433755	-9.381847	-0.17377184
TE0005717	9.399258	-38.555794	-31.361818	-62.892464	9.222832	-20.115997	2.3533046	12.757428	13.450253	18.965698
TE0005718	25.434723	-9.288139	13.463668	-32.53267	-3.3888116	35.589897	-27.24473	-2.432287	1.4735754	7.3822093
TE0005719	12.931769	38.23226	-21.057093	-35.17656	-3.2651095	12.384959	-13.424713	-35.8946	5.7095895	22.797495
TE0005720	-20.321655	77.9479	32.635532	-34.862473	-22.335983	-28.75173	8.620242	17.544598	-23.157225	-14.130634
TE0005721	-3.4676614	-15.248073	-52.236423	-27.142313	-3.3736522	-17.733963	-11.812192	7.3407836	-0.41630095	-1.2252685
TE0005722	-1.7638882	-37.988194	35.028755	-32.495476	33.960915	-0.66398257	-36.76828	-0.78077906	7.5086064	19.049898
TE0005723	-14.744258	13.286129	-22.167036	-11.153835	49.039665	1.541455	-5.237439	-22.632055	8.926994	13.767102
TE0005724	46.65175	-5.6277986	-48.980427	-13.165327	-23.240952	1.1000704	-15.285098	8.798877	3.9717162	9.503974
TE0005725	16.659525	0.8377259	-21.574398	-44.000248	12.49295	17.171316	-5.458274	-9.240209	0.94421995	13.719607
TE0005726	-47.005028	3.37553	-2.3983672	-47.74612	-14.205015	-11.590279	-42.014603	18.336163	4.368672	-17.187538
TE0005727	16.820953	24.710613	-1.54043	-24.072927	-38.394318	38.674744	-21.389713	-5.967948	-7.8725653	-10.74404
TE0005728	21.96595	-60.534496	-0.120960906	-28.337376	35.11134	-6.8950963	-31.499743	-9.583635	-4.756282	12.307244
TE0005729	-53.708755	29.342127	-40.302605	18.875204	5.9264235	6.2680783	-5.084654	21.323883	11.031337	13.425128
TE0005730	21.919218	-30.362827	-6.135775	13.514082	-26.712006	24.329062	-35.83989	-1.0799739	3.7314827	8.173763
TE0005731	10.530499	-21.957176	64.22144	-7.020109	35.764343	26.77979	-21.139969	0.8335038	-1.633211	21.276009
TE0005732	31.882973	-19.99993	-50.86622	-10.357798	38.516586	-26.168898	32.130432	-17.76087	-22.660538	20.518984
TE0005733	10.029412	-10.467826	-39.50733	-2.8648689	19.234133	25.039316	-6.3050604	2.9025996	0.30009425	22.048351
TE0005734	-9.16583	31.204796	2.6876423	-51.584835	-10.259768	-21.717848	-11.389865	-7.9572144	18.075157	-8.211507
TE0005735	-33.3393	25.364557	18.022943	-35.493366	8.487079	-11.599941	-8.2778635	-16.0072	-10.337676	-8.912372
TE0005736	11.475861	-31.486853	-21.210081	-7.962032	10.242282	-5.7822847	22.562616	2.3651805	-6.136277	1.5260342
TE0005737	-4.0162206	10.568857	10.627798	-33.756027	-32.820194	36.492382	-8.739109	-22.253368	-7.282163	2.1652033
TE0005738	-19.328077	22.628403	-12.237774	-10.6427765	-46.192535	43.513588	-25.286736	-9.748192	6.540974	16.584242
TE0005739	105.5025	-6.67271	-46.46652	9.41079	1.0716153	1.3352119	34.861324	15.276165	-14.324808	10.730213
TE0005740	8.648102	28.440668	0.20666929	-38.982998	-0.39235672	-27.418947	-16.700392	-15.442069	15.566666	-0.15215367
TE0005741	11.786011	18.310064	23.008398	-50.086002	5.9201217	-15.821159	-2.0169368	-16.306244	7.464847	-0.10125899
TE0005742	11.289084	21.277245	-6.158594	7.2597623	-7.4399147	8.2292795	17.731277	-4.634538	16.895569	4.808978
TE0005743	34.518482	10.0647955	16.318182	-29.44887	-24.73267	19.982113	-18.578783	-7.4769554	-13.059486	2.4675558
TE0005744	47.674496	-16.955791	-11.162942	-32.479797	23.89944	-2.1234536	-3.0663724	-3.6108205	-3.01247	-4.0366106
TE0005745	10.641743	14.994718	-35.752018	4.7452054	16.179977	-21.892328	-9.507766	3.1090674	-16.077362	26.980032
TE0005746	-4.0986595	-26.626095	-76.45915	-22.23261	29.754435	-31.01591	-6.484834	3.3812609	-13.537888	10.177182
TE0005747	-22.06403	32.070183	-42.84361	-23.066347	-6.139001	-3.6908019	20.635876	-8.392844	-0.82003105	8.399728
TE0005748	35.698082	-50.09762	-11.428187	-9.72418	7.000137	33.002163	-14.260524	36.96869	-33.93223	17.651402
TE0005749	14.453815	27.835344	-45.25334	-33.149025	13.744526	0.9421197	15.661987	5.3506255	-1.187387	12.027555
TE0005750	44.19178	1.0241169	2.4605486	-27.666744	-5.7625175	11.060122	-17.515163	4.957231	-8.432375	2.8328288
TE0005751	65.2173	-19.824404	51.359	-4.0982904	25.389782	-20.492977	-29.242338	6.661322	5.191171	-8.964927
TE0005752	-30.744938	37.31908	28.862934	-48.995422	-37.453365	13.546578	10.427034	5.8734484	-6.634419	-8.89529
TE0005753	40.51141	-57.747227	-26.26326	-6.5351152	31.912727	11.249791	-31.342878	10.777089	23.010242	10.486884
TE0005754	55.739227	-22.898502	-23.617464	-24.302198	-25.592958	20.399	-9.147474	33.87578	4.389401	13.681202
TE0005755	32.41215	16.565186	32.708405	-30.080725	16.19791	-12.293946	-4.2542644	18.984877	38.790005	-3.82098
TE0005756	-7.3841867	31.982174	-27.842487	-16.645617	-22.189322	-2.2653809	-8.684748	0.9674477	19.490118	30.769064
TE0005757	55.425926	-28.877104	-16.20144	-4.4194307	45.08697	9.963087	-9.242171	-0.63285464	-7.6904798	10.987094
TE0005758	20.616312	5.2756968	-7.6753263	-35.94001	-0.22715445	3.6755366	-5.585554	-29.005747	-22.458714	1.1183717
TE0005759	-31.514221	17.483013	25.622204	-41.86482	-7.9288945	-8.683523	-2.454211	24.543934	3.6504295	11.943053
TE0005760	-10.665502	24.574608	-34.484787	-13.572945	-38.917652	19.879816	-35.94865	-12.458916	3.7254567	16.598597
TE0005761	-13.740312	-12.99725	-21.123075	-7.372428	9.03682	-26.282858	-27.900688	-6.909207	15.678953	2.5377765
TE0005762	-39.16809	58.609596	2.651253	-14.641976	-27.30882	7.8915305	-9.455514	7.874513	11.57977	14.901326
TE0005763	-2.2014549	-11.680277	-10.619403	-41.05544	4.6191216	-34.423405	-29.623194	-10.486319	4.3858633	-0.30955973
TE0005764	-5.8732285	48.177773	-11.549422	16.262255	9.813119	5.3538885	-14.667962	-19.477411	15.64385	35.74313
TE0005765	10.580537	22.650621	-18.526491	-24.415678	10.3301	9.226016	28.844856	-22.089409	3.150417	25.494078
TE0005766	19.448572	-17.318506	-59.140408	-21.767435	10.0815735	0.20013815	1.7286453	21.052664	27.347536	29.544302
TE0005767	30.418451	-20.339865	6.6304407	-19.294619	-0.40312326	24.377934	-22.270815	2.2292244	10.023299	6.477182
TE0005768	-21.46568	77.050125	24.172035	-1.2574911	-6.443975	11.883066	-2.018744	-6.625262	-0.98987204	1.9868989
TE0005769	-0.25733647	-14.565068	-49.395145	-18.656565	-14.800069	-15.043067	-22.72736	0.76086897	33.568665	4.2638817
TE0005770	20.729733	-18.790798	-45.059177	-27.652824	-14.718228	-31.57341	-18.469667	-12.299193	19.706635	7.962411
TE0005771	39.245914	24.511673	-38.773064	15.659116	-16.74219	-4.053928	-28.075602	12.942551	8.749187	6.6303906
TE0005772	4.5783067	-22.206108	22.193157	-49.968937	18.169956	35.8274	46.95328	8.106933	-1.3920248	-16.356474
TE0005773	36.746193	-4.2563715	28.33046	-15.443633	-30.722336	-10.759448	-3.3090608	17.776081	-18.13938	6.6094966
TE0005774	45.97812	-11.64059	-41.5754	-25.091215	31.536575	21.435177	9.233859	-25.27975	4.0688415	15.641972
TE0005775	33.439598	-14.288346	-15.254762	-43.362366	13.742205	-9.211685	-6.96571	19.813028	-15.530516	10.870496
TE0005776	19.187092	4.788729	-13.815501	-19.198088	-39.132347	30.569382	-3.0846443	-20.940054	0.5487592	-4.0225425
TE0005777	-20.5094	64.94011	1.6293358	-24.325325	-5.9807115	-9.531533	3.5013351	-21.882717	4.338915	21.298206
TE0005778	-28.49739	57.38519	-16.184076	-15.921126	17.108046	-14.046624	11.706017	1.0682018	8.627989	24.931072
TE0005779	18.54913	11.961901	-54.90096	5.1812034	-10.261862	-19.673292	-26.75944	31.40317	25.395308	3.6866903
TE0005780	-6.126727	21.254086	-23.698582	-25.339024	-13.202449	40.75665	-11.1942425	-11.7415495	3.843996	16.84026
TE0005781	-5.7247863	8.820651	-32.37459	-25.825287	5.723073	8.722021	3.1046457	-9.132684	7.1872597	23.731987
TE0005782	39.887604	-0.879462	17.850882	-39.30984	19.992546	28.294718	2.0779235	1.1302414	-0.84879994	14.953979
TE0005783	-8.070233	50.43713	-13.8109665	-29.64402	11.894785	-11.766161	-1.5166177	-13.618573	0.485121	21.116507
TE0005784	39.70735	18.171345	-1.2552983	-66.93833	-3.0972378	15.128253	16.418003	14.172784	24.281134	27.064667
TE0005785	-29.277071	26.017572	-36.159473	-20.589571	-14.842072	-27.766388	-1.1686662	-11.684192	-8.301422	6.941035
TE0005786	-3.300613	45.074474	-5.099856	-1.0706528	-22.445448	36.08163	6.1913157	-9.755551	1.460025	7.549204
TE0005787	9.899542	32.356457	0.9001717	-30.687025	24.131628	40.205666	-10.545448	-26.378887	0.21156345	2.1889782
TE0005788	-27.94971	21.419863	3.5062392	-19.642303	-8.845012	-0.36426666	-1.7219119	-5.698897	-5.60935	0.83336526
TE0005789	39.225716	-21.223568	-41.675556	-35.426044	40.177082	-4.2773495	2.699362	-23.662928	4.828842	14.827353
TE0005790	16.46284	20.262327	-28.733183	-13.3787155	-7.959067	1.8615683	4.567381	-30.196817	-7.9940643	-1.9389919
TE0005791	11.048349	22.308542	-14.760288	-12.446946	-9.019871	34.155	-11.547984	3.8634715	-18.979109	-5.983837
TE0005792	61.559975	-9.44764	-28.931316	-14.452091	-46.32026	37.89391	-34.03474	4.3791575	17.208088	-13.445346
TE0005793	57.724606	-40.849068	3.458636	11.129023	5.8356457	-29.080616	-25.75848	-15.482225	14.947299	15.369178
TE0005794	-29.557333	34.203304	42.932182	-21.855572	-11.581186	-1.9788729	-52.06326	-13.899942	10.824353	4.0029426
TE0005795	48.43889	-6.5561204	-3.768737	-18.985184	-2.4349372	9.193709	-27.50675	-6.826239	-9.331255	-5.1015353
TE0005796	29.455006	-41.514206	-41.91839	-3.4648743	-6.290574	-5.7054615	-20.384863	10.591286	12.563078	2.9542086
TE0005797	-4.391155	66.299194	11.423932	10.100786	-37.9409	18.522308	-28.915108	-10.489278	5.517472	-0.7610352
TE0005798	24.18078	-15.212999	11.403973	-32.116516	19.122232	-31.062956	-17.202839	-1.1005135	36.822403	-3.0122914
TE0005799	55.51212	0.55046594	-15.095469	24.161964	-25.499397	5.3882265	-23.874496	17.288177	5.2328105	-7.7408466
TE0005800	2.7315245	-9.881545	35.4865	-9.471886	-6.442183	29.403849	2.5811195	4.9201646	-3.2637568	17.874485
TE0005801	-34.085564	38.701275	6.7537994	-30.132954	-17.909044	1.5608225	8.158639	-1.9970468	-4.75182	21.704893
TE0005802	-30.812805	67.42652	-1.2320037	-21.304276	5.494974	13.262397	-22.350042	-19.452448	-4.502876	11.207826
TE0005803	-58.160957	23.106806	51.550663	-16.554335	-8.284777	-23.766024	-23.057669	21.363586	-0.5951413	-7.707253
TE0005804	-15.127861	-0.053734753	20.80631	-25.471159	2.2968318	17.757442	-2.477509	1.030958	-1.4319319	27.633741
TE0005805	61.079403	-19.919971	-8.473855	-41.2814	-12.20076	13.432713	0.58125967	4.6693606	-16.050478	-6.8479376
TE0005806	10.335332	27.84167	-23.63461	-5.030287	19.890598	14.284782	19.953632	16.478083	-0.22731635	55.18309
TE0005807	-24.575478	-37.631073	30.218925	-28.468033	25.745184	-3.4893477	-10.535036	11.567944	-22.722372	21.992702
TE0005808	19.102673	-11.501819	-57.961864	-29.909863	8.189176	1.0904483	11.483736	-9.592029	13.191491	27.711426
TE0005809	41.66216	-12.824284	-23.03022	3.3261056	-22.068455	-7.5273576	-21.439695	-2.8873594	-10.886966	23.706314
TE0005810	-17.397253	36.333885	4.4199967	-36.467403	3.7842834	-29.460407	-19.33476	-9.720286	-9.179864	11.708087
TE0005811	-4.387032	4.056048	-47.514446	-16.526123	-2.5101018	16.852589	-12.596334	8.462341	10.367636	26.045185
TE0005812	13.967517	27.530167	-25.671576	-25.210928	9.144332	-11.9129	9.984372	-22.147356	26.312447	0.08294623
TE0005813	-23.482862	28.483814	8.646353	-44.922028	-10.207475	28.11688	-7.347582	-8.620734	-12.5919	16.901682
TE0005814	24.993654	3.7400286	-31.548433	-36.360313	1.3872335	26.871803	1.0840415	-4.146597	12.346742	20.932793
TE0005815	52.8077	-10.253075	-24.614565	2.5880077	-18.194118	23.24292	-24.054682	-19.223896	-19.811016	14.003853
TE0005816	25.827482	4.1533194	-8.613324	-3.5516248	-2.1716385	29.195389	-9.004476	-37.152992	-5.5024066	-14.642216
TE0005817	26.570742	2.161265	-3.605064	-72.64376	34.263874	-33.41674	-5.3750205	-13.602464	-9.285796	-1.8946385
TE0005818	20.807228	14.438101	-8.949601	-41.2464	22.715178	19.09386	54.393463	2.902573	-16.417494	32.388783
TE0005819	-11.087422	26.059637	-32.245594	-3.156248	-5.174931	2.122802	4.6228037	-1.7544196	5.3907356	12.984667
TE0005820	31.787521	-2.122748	-8.455137	-30.32694	18.193687	31.996513	-9.148332	-1.5600144	24.044468	1.120878
TE0005821	7.835349	-1.589334	-6.106363	8.491934	-10.067343	-30.70346	-7.9918833	10.690811	3.6256006	1.5783725
TE0005822	34.00898	18.249958	-31.471136	3.8714116	-22.001839	30.874668	-5.17819	-0.011114989	-17.669813	11.263795
TE0005823	31.254639	33.208927	-15.168118	-2.4530299	7.1696405	29.486296	-16.988499	-9.339193	-16.910488	-3.9701028
TE0005824	-2.2065222	34.294693	12.197366	-26.243582	-10.059607	53.946133	2.8644838	-22.731514	32.108902	-15.367288
TE0005825	-24.653734	43.44639	27.002396	-41.022907	-11.230854	12.684103	9.539307	10.803579	16.519524	4.6564627
TE0005826	11.870852	24.893652	-40.270985	-4.1833305	8.062258	-20.914965	-18.10324	1.5138763	-8.77226	26.247679
TE0005827	18.902937	-22.081438	-33.344894	15.486694	-38.495235	-34.009953	1.3708785	-24.293446	-3.1663718	10.94825
TE0005828	-17.072927	57.38058	-10.7221365	-39.74452	-5.3900084	22.014603	-28.120186	-35.68912	24.807379	31.672846
TE0005829	-6.4689107	35.831112	-41.115646	-21.35443	-1.9833856	-16.748919	2.21456	11.430288	32.968052	3.825513
TE0005830	1.2011328	-21.71326	24.0749	15.115821	1.0171835	15.188286	-20.182764	20.1922	-24.9955	22.636358
TE0005831	-6.8468304	23.709927	-19.276333	-27.563175	8.7416315	12.582539	8.761132	-22.54177	-2.623518	15.680658
TE0005832	38.1961	-15.2880945	29.575346	-36.686947	22.557014	52.6129	-12.986555	-16.775818	-14.435364	-0.5067052
TE0005833	12.059842	11.595414	-39.781742	-24.278152	1.0816067	-3.8484051	3.2022433	0.22051032	27.04603	3.6051145
TE0005834	5.177367	-73.195076	-87.04504	-13.939518	-2.289567	20.900383	-2.3687212	17.102415	7.996436	19.411583
TE0005835	15.875474	27.03028	-7.7673106	-56.935375	4.774123	-32.399315	-8.419271	-7.726526	-23.788385	4.017621
TE0005836	8.402665	-31.30598	11.51781	30.161694	0.5447238	9.05413	-14.426577	10.556377	-13.0389595	17.124031
TE0005837	14.931247	13.850476	-0.8701458	-28.056948	-21.581675	10.3524885	28.09827	-0.45255017	10.043894	24.233126
TE0005838	-43.5588	30.382725	35.37079	-40.80237	-6.0654745	-17.60574	-15.742106	13.514859	0.7974845	-1.0417981
TE0005839	11.231758	-8.024064	-33.165672	-28.329012	-8.832155	-4.264704	10.260696	-1.9402065	15.329466	25.24623
TE0005840	-38.506893	-9.696139	44.045544	-6.722502	19.030762	13.476426	-13.179492	3.1751914	-2.800476	24.92337
TE0005841	24.141165	42.231594	-20.299345	-35.398388	-20.519974	44.478504	-0.3317681	1.8055657	58.014793	17.918356
TE0005842	-11.694027	62.642303	6.0853577	-20.076576	11.78645	13.4468	4.2994003	-22.5488	14.9984045	28.907398
TE0005843	-41.235832	0.015891736	-48.94344	-14.589127	5.7427664	4.4251385	-10.577881	21.31521	-10.650961	8.405327
TE0005844	46.880047	-1.2249768	-12.4605	-14.655739	21.96966	-12.172262	0.47250226	-6.384726	-11.37249	-29.56517
TE0005845	-13.19862	25.4287	-25.737717	-15.291678	13.521499	-0.24129312	22.952103	20.944223	14.8854265	31.574224
TE0005846	29.228682	-25.82721	-36.346157	44.455788	9.280238	-4.271691	-9.9805355	15.603936	13.473907	7.587208
TE0005847	-30.417698	64.823746	22.488976	-41.4527	-18.054615	-26.902102	16.456055	-0.11559743	11.485033	-3.5428636
TE0005848	47.318974	-16.024788	-15.532092	-19.523859	-39.333363	1.8716433	-13.575139	19.129496	16.294777	-16.438719
TE0005849	3.545222	15.581275	-33.969646	-56.76918	35.14328	-15.272772	-18.799345	-23.067936	-8.589835	-7.7588034
TE0005850	11.933118	-25.92452	8.913705	-41.799652	29.094538	-4.849647	20.053139	1.9387836	21.329323	11.621881
TE0005851	34.628605	-20.966679	-28.356667	-37.999718	-7.1558056	24.591484	-28.689295	-19.043716	3.3678167	12.511659
TE0005852	18.51012	-11.560079	-6.914945	3.144386	-32.84585	20.554358	-23.124533	24.754416	-29.936897	16.175678
TE0005853	84.35165	-12.644507	17.73045	17.845278	14.364768	3.264145	-38.903233	-0.97655964	9.059972	-9.1000595
TE0005854	-8.0206	-44.113598	40.609497	-21.412123	36.515465	12.4306	-12.171032	10.540357	-3.8739676	12.697502
TE0005855	16.335627	-3.783937	-9.848141	-14.719507	-22.15597	41.83896	4.218844	-5.3830824	4.943543	6.063987
TE0005856	-20.597807	-23.11587	12.577334	-49.682777	18.581335	-6.255235	-17.022717	-12.723303	18.584513	-22.261385
TE0005857	87.301765	-69.0364	-51.89177	-27.849201	-4.28011	54.859383	10.921422	0.22199178	-6.152464	1.1792225
TE0005858	-27.857172	16.827456	47.48658	-51.354836	6.46988	3.6045759	21.339464	49.147556	7.989252	-7.2511406
TE0005859	-49.98827	-5.9654417	-28.19742	-16.45019	13.378612	-16.11634	0.10656057	4.311796	10.676862	7.1962123
TE0005860	37.779808	48.62304	-25.451038	0.23276815	23.49063	19.556023	-11.172382	-0.48139766	33.37327	13.723276
TE0005861	-45.5921	14.189884	-33.156937	-42.596676	1.6453589	-41.33754	13.194797	6.8620286	-14.962806	-3.5616605
TE0005862	-1.0209332	21.550903	-34.926956	-38.57577	-29.54644	-18.48023	3.480725	-15.490747	-3.4771862	-6.1234846
TE0005863	42.30345	-27.269339	2.6779554	-27.817818	-4.7821646	38.586914	-39.097206	-13.50193	-18.420267	-1.1064237
TE0005864	18.957844	15.761339	-3.6034534	-3.4718025	-1.5067836	33.30485	-5.107387	-3.0660205	0.98306125	17.111275
TE0005865	77.93239	-17.80813	50.1842	1.2517148	6.6657014	-0.10642173	5.829101	15.797817	-14.327899	7.11856
TE0005866	-17.593924	18.169348	42.453484	-19.539616	-2.7601125	22.35296	3.6974483	-2.6995091	-16.962988	10.32609
TE0005867	-0.45356652	28.596418	10.561961	-55.553703	-19.623985	39.197598	8.351789	-1.2464441	2.640756	13.42679
TE0005868	-15.141259	42.403328	9.42886	-21.549421	-9.00816	17.299397	-5.7064342	-11.837006	-1.9878509	23.229734
TE0005869	-30.64372	-9.945154	-23.320349	-12.164926	-14.752565	45.980732	-22.536106	-7.087475	2.0748875	10.345078
TE0005870	47.26979	-3.7058778	-20.94059	-39.797962	-7.918992	16.891628	20.871233	22.124123	11.7502575	14.753084
TE0005871	49.257675	15.939529	18.89421	-19.049074	-13.289502	50.25253	-18.05604	19.619986	10.90355	0.021389019
TE0005872	22.81576	-14.283032	25.878962	-35.17274	18.36511	21.091928	-38.605824	-27.667938	15.956999	-3.4695172
TE0005873	48.153576	-5.989453	-42.32111	8.577107	10.229453	13.24382	-27.034153	-5.1672807	2.5878036	22.452517
TE0005874	3.4539838	53.804276	-7.044892	-14.082471	-15.841159	19.722185	-5.3971	-31.895464	-1.9706239	11.467125
TE0005875	10.910704	23.517557	39.006065	-38.757904	1.2512878	-8.942873	-26.626339	-15.608705	-0.022887392	11.989303
TE0005876	-6.381558	-14.739423	-15.329389	-40.205864	3.1155055	16.878616	-3.9076233	28.057837	1.0011967	24.514582
TE0005877	0.37436372	6.9511	36.977173	-38.52058	11.89292	-24.61554	-21.897196	-9.594415	27.615034	10.837121
TE0005878	21.36527	-7.1917915	-49.636562	-4.233702	-2.333582	-20.609993	-28.706501	-26.165243	18.78598	13.871416
TE0005879	31.235855	-28.255487	8.632113	-26.624598	-10.395337	-0.5766962	-33.78565	6.9366713	3.7879567	12.745003
TE0005880	-24.183313	27.972433	-8.918649	-56.93558	-18.46588	-17.799099	-19.844477	-5.062175	6.49702	-7.2438617
TE0005881	40.075924	-1.2139355	-51.23274	-25.433275	42.606117	3.0898874	11.2105665	0.56216174	-2.523795	0.36684996
TE0005882	91.85806	-36.71995	15.794086	-13.428354	-18.434252	7.4883738	5.401608	35.47716	-1.2719489	8.416273
TE0005883	43.373894	1.0156499	-48.131374	-5.6555395	10.988676	36.615707	17.62609	-27.23485	10.8036995	-20.24298
TE0005884	-5.7355537	19.393583	46.813465	-15.810459	-6.0443964	23.5005	2.6275868	16.156242	5.3175983	20.730637
TE0005885	-24.341606	21.753729	3.654297	-20.59483	-46.25726	26.729717	-27.873487	-12.335583	-13.376737	11.099279
TE0005886	2.3736875	51.781544	3.0679698	-38.91167	-31.520844	-3.9333978	-23.82001	-28.168877	0.10599993	3.8491096
TE0005887	60.87714	-10.198131	66.21478	-8.390034	10.198556	-19.687819	16.057047	20.813654	11.390436	10.267232
TE0005888	51.90318	-39.687283	-58.79592	-5.00754	33.774097	-10.541018	-9.747578	-7.8687053	4.3953614	7.0832253
TE0005889	22.10038	18.807756	-10.189562	-21.605764	-12.229639	20.150143	-25.412296	-2.2036529	6.508883	5.8572197
TE0005890	10.061713	-38.60839	-24.932602	-39.735348	20.61816	-40.247852	-13.715548	-12.074364	18.9122	-11.335198
TE0005891	2.8124063	24.45036	-33.84839	-37.481155	-12.032744	-10.571751	-15.126798	0.8379843	17.021896	-6.340194
TE0005892	-67.89504	-3.979012	-5.510132	-22.328812	-14.99132	10.4665365	-21.867725	20.868084	14.227445	-9.912471
TE0005893	16.004288	22.552368	6.808412	-22.278782	-17.51766	50.86441	-27.12252	-11.507191	11.124736	5.340471
TE0005894	12.4718485	57.834534	0.9495349	-10.360764	-12.209688	33.06897	-21.213287	-26.374481	2.7661655	-5.6304317
TE0005895	67.259315	-14.585741	42.67283	-9.289648	9.774764	-15.376895	-20.21291	6.5706983	11.19751	-11.700175
